input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,tech_,cdn,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_self_signed,csp_domains_
bs-web02-v02.ocio.monash.edu,Home - Retail,200,192557,443,https://bs-web02-v02.ocio.monash.edu:443,https,openresty,text/html,GET,130.194.22.51,/,,2001:388:608c:8c1:250:56ff:feb5:f0d,3274,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,Squiz Matrix,,,https://www.monash.edu/retail,,,,
bulkemail-dev.apps.monash.edu,,403,845,443,https://bulkemail-dev.apps.monash.edu:443,https,,text/html,GET,45.60.34.202,/,-576880888,45.60.34.202,1,False,bulkemail-dev.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=bulkemail-dev.apps.monash.edu, O=Monash University, ST=Victoria, C=AU",bulkemail-dev.apps.monash.edu,Monash University,www.bulkemail-dev.apps.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,896078bfa09e6c3b2741782564f5f3fd,4bdd9a0892b4f69f7c56e104528d312c43a33ee13fefb0e9e30fc486132a5d7d,ctls,bulkemail-dev.apps.monash.edu,incapsula,Imperva,True,,,,,,
burst.erc.monash.edu,,200,130,443,https://burst.erc.monash.edu:443,https,Apache,text/html,GET,118.138.245.105,/,-780928015,118.138.245.105,8,False,burst.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=burst.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",burst.erc.monash.edu,Monash University,burst.sci.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d87c86818b26315421a6d2fe97bf351e,11b2e4d9328011701e045c4853defd2d17ebfae19264cd45247bd3259b7010a2,ctls,burst.erc.monash.edu,,Apache,,,,,,,
burst.sci.monash.edu,Multi-INstrument Burst ARchive,200,17125,443,https://burst.sci.monash.edu:443,https,Apache,text/html,GET,118.138.245.105,/,1980056741,118.138.245.105,389,False,burst.sci.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=burst.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",burst.erc.monash.edu,Monash University,burst.sci.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d87c86818b26315421a6d2fe97bf351e,11b2e4d9328011701e045c4853defd2d17ebfae19264cd45247bd3259b7010a2,ctls,burst.sci.monash.edu,,HSTS,,,,,,,
business.monash.edu,Home - Monash Business School,200,369530,443,https://business.monash.edu:443,https,openresty,text/html,GET,185.64.253.1,/,-1828224747,185.64.253.1,5393,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,Squiz Matrix,,,https://www.monash.edu/business,,,,
byod.monash.edu,,403,1243,443,https://byod.monash.edu:443,https,openresty,text/html,GET,185.64.255.1,/,-1828224747,185.64.255.1,36,False,byod.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=byod.monash, O=Monash University, ST=Victoria, C=AU",byod.monash,Monash University,byod.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8c25768fea3440b5a1ce3a474ddd94f2,82048630c0707585b46fb6d133311b7c1528062fa1992a52e583b76ff45bd18a,ctls,byod.monash.edu,,Squiz Matrix,,,,,,,url=https://www.monash.edu/sorry-the-page-or-file-you-are-looking-for-is-under-construction
callista-dev.monash.edu,Sign in to your account,200,200201,443,https://callista-dev.monash.edu:443,https,,text/html,GET,13.70.151.195,/,1320964686,13.70.151.195,174,False,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,azure,HSTS,True,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=6393d1b9-e8b9-418f-852b-e39c279dc56e&scope=openid&nonce=9a9a92a2-56f2-41f3-b3a7-030176c43a25&redirect_uri=https%3a%2f%2fcallista-dev.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallista-dev.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2227b739d3-0b1e-411b-b3c4-f98009c009c3%22%7d%23EndOfStateParam%23&client-request-id=27b739d3-0b1e-411b-b3c4-f98009c009c3,,,,
callistaonline-dev.connect.monash.edu,Sign in to your account,200,200615,443,https://callistaonline-dev.connect.monash.edu:443,https,,text/html,GET,13.70.151.195,/,-149053477,13.70.151.195,173,False,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,azure,HSTS,True,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=5d7e1984-9561-4479-a625-3ccbf7300177&scope=openid&nonce=7f011466-ee25-4897-8902-45e69ffd7cec&redirect_uri=https%3a%2f%2fcallistaonline-dev.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline-dev.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22d3765fc1-f088-4354-903b-40a1c0206cbb%22%7d%23EndOfStateParam%23&client-request-id=d3765fc1-f088-4354-903b-40a1c0206cbb,,,,
callistaonline-qat.connect.monash.edu,Sign in to your account,200,200371,443,https://callistaonline-qat.connect.monash.edu:443,https,,text/html,GET,13.70.151.195,/,-1122412210,13.70.151.195,174,False,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,azure,HSTS,True,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=e7658649-96bc-4f48-9127-570937772b09&scope=openid&nonce=78c24600-c6dc-4f83-b0d9-7aa29c54adaa&redirect_uri=https%3a%2f%2fcallistaonline-qat.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline-qat.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22b6044905-6e7a-4003-9cda-9b4a91f7ad25%22%7d%23EndOfStateParam%23&client-request-id=b6044905-6e7a-4003-9cda-9b4a91f7ad25,,,,
callistaonline-rel.connect.monash.edu,Sign in to your account,200,200626,443,https://callistaonline-rel.connect.monash.edu:443,https,,text/html,GET,13.70.151.195,/,660067995,13.70.151.195,173,False,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,azure,HSTS,True,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=290a9ce6-0ef8-4512-8ba4-b05f2db489e4&scope=openid&nonce=906193ad-e3b7-4363-839e-83fcdc03550f&redirect_uri=https%3a%2f%2fcallistaonline-rel.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline-rel.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%223a28356a-1f57-4c5c-9c90-c10286e8e7ce%22%7d%23EndOfStateParam%23&client-request-id=3a28356a-1f57-4c5c-9c90-c10286e8e7ce,,,,
callistawsad-rel.connect.monash.edu,Callista CREL,200,17847,443,https://callistawsad-rel.connect.monash.edu:443,https,Oracle-HTTP-Server,text/html,GET,130.194.11.19,/,1298308909,130.194.11.19,306,False,callistawsad-rel.connect.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-07-19T00:00:00Z,2023-07-19T23:59:59Z,"CN=callista-dev.connect.monash.edu, O=Monash University, ST=Victoria, C=AU",callista-dev.connect.monash.edu,Monash University,unitevaluations-rel.connect.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,73a70725a0cae138a9eab5fed6e2d68a,017c5f932584056e9b1f1adec90fa8ed4ea9b2d21b1eb49923e743b9f1d7cb43,ctls,callistawsad-rel.connect.monash.edu,,Oracle HTTP Server,,,,,,,
campaigns.it.monash.edu,,200,18,443,https://campaigns.it.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,130.194.11.126,2,False,campaigns.it.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,campaigns.it.monash.edu,,HSTS,,,,True,,,
campus-m-proxy-prod.monash.edu,Apache Tomcat/7.0.76 - Error report,404,951,443,https://campus-m-proxy-prod.monash.edu:443,https,Apache-Coyote/1.1,text/html,GET,130.194.10.67,/,581490388,2001:388:608c:88a::43,1,False,campus-m-proxy-prod.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=campus-m-proxy-prod.monash.edu, O=Monash University, ST=Victoria, C=AU",campus-m-proxy-prod.monash.edu,Monash University,www.campus-m-proxy-prod.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ca434712e95cdbe2ac3d46de80bf8eaa,be61b90d0ad73cb16730cc28c54798143c4a2e577b507c1c76beb62edf837d93,ctls,campus-m-proxy-prod.monash.edu,,Java,,,,,,,
campus-m-proxy-qat.monash.edu,Error report,404,94,443,https://campus-m-proxy-qat.monash.edu:443,https,Apache-Coyote/1.1,text/html,GET,130.194.10.68,/,520877176,2001:388:608c:88a::44,1,False,campus-m-proxy-qat.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=campus-m-proxy-qat.monash.edu, O=Monash University, ST=Victoria, C=AU",campus-m-proxy-qat.monash.edu,Monash University,www.campus-m-proxy-qat.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cac2ca4cdd7561d3af17819b7e62988,57d580f9d31ca140d8e9b5b07e2de0d8dea148fbbe325a17915a1e65a399c5b7,ctls,campus-m-proxy-qat.monash.edu,,Java,,,,,,,
campusbus.apps.monash.edu,Bus Tracker | Monash University,200,2525,443,https://campusbus.apps.monash.edu:443,https,Google Frontend,text/html,GET,45.60.34.202,/,1611665603,45.60.34.202,70,False,campusbus.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-04-11T23:59:59Z,"CN=campusbus.apps.monash.edu, O=Monash University, ST=Victoria, C=AU",campusbus.apps.monash.edu,Monash University,www.campusbus.apps.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cbeb05f775115cf474b1bd0ca5620a8c,119cb319c20cb35f8b0f0e3b47c4160aad3a2b695716e2ef27c4ad545786ef86,ctls,campusbus.apps.monash.edu,incapsula,Material Design Lite,True,,,,,,
can-sat.erc.monash.edu,Multi-Gene Survival Analysis,200,3050,443,https://can-sat.erc.monash.edu:443,https,Apache/2.4.57 (Ubuntu),text/html,GET,118.138.237.165,/,1185329514,118.138.237.165,1,False,can-sat.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,"CN=can-sat.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",can-sat.erc.monash.edu,Monash University,can-sat.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c111e1aba6bbafb657d14d938b2e9c9c,e195047cafb38d9629f76fd1e11b9cbc7982954ac924dbf6d4bfbabea27a78c1,ctls,can-sat.erc.monash.edu,,Ubuntu,,,,,,,
careergateway.monash.edu,UniHub Login,200,10919,443,https://careergateway.monash.edu:443,https,,text/html,GET,52.64.142.145,/,-1840324437,52.64.142.145,278,False,unihub.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=unihub.monash.edu, O=Monash University, ST=Victoria, C=AU",unihub.monash.edu,Monash University,www.unihub.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,59a00e80ca4eff5afd4f80d798247a98,2e4fc756c1fea66e8885834f25e2b9c614f0bc83dc1170f135d38980c860a9b8,ctls,unihub.monash.edu,,Bootstrap:3,,,https://unihub.monash.edu/students/login?ReturnUrl=%2f,,,,
careers.monash.edu,Home - Careers,200,174990,80,http://careers.monash.edu:80,http,openresty,text/html,GET,130.194.11.126,/,,2001:388:608c:88b::7e,3005,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,Squiz Matrix,,,https://www.monash.edu/careers,,,,
ccs-clin-trials.med.monash.edu,CCS Clinical Trials - Central Clinical School,200,347033,443,https://ccs-clin-trials.med.monash.edu:443,https,openresty,text/html,GET,108.138.7.5,/,-1667761748,2600:9000:2490:3800:1:98ef:540:93a1,4717,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,Squiz Matrix,True,,https://www.monash.edu/medicine/ccs/research/ccs-clinical-trials,,,,
ccs-clinical-trials.med.monash.edu,CCS Clinical Trials - Central Clinical School,200,347033,443,https://ccs-clinical-trials.med.monash.edu:443,https,openresty,text/html,GET,108.138.7.95,/,-1667761748,2600:9000:2490:ee00:1:98ef:540:93a1,4717,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,Squiz Matrix,True,,https://www.monash.edu/medicine/ccs/research/ccs-clinical-trials,,,,
ccs-pd.med.monash.edu,CCS PD Short Courses – Monash CCS Professional Development Short Courses,200,191621,443,https://ccs-pd.med.monash.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.4.33,text/html,GET,130.194.20.217,/,-464248287,130.194.20.217,766,False,ccs-pd.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=ccspd.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ccspd.med.monash.edu,Monash University,mnhs-web169-v01.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cedf43ebb471159edb3548575c1c0fc1,ebf642a5a0726de908b607f85dbf5b271b2b6f758490c103eec117483bcaef5f,ctls,ccs-pd.med.monash.edu,,WordPress:6.2,,,,,,,
certero-endpoint01.monash.edu,IIS Windows Server,200,703,443,https://certero-endpoint01.monash.edu:443,https,Microsoft-IIS/10.0,text/html,GET,130.194.17.1,/,1631801191,130.194.17.1,32,False,certero-endpoint01.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=certero-endpoint01.monash.edu, O=Monash University, ST=Victoria, C=AU",certero-endpoint01.monash.edu,Monash University,esol-case-pt01.ad.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ebd8276738cf137fc18d62fc4a2073cc,5651ffd3612d1b6b48fe2c39971383579c8f4c8d4d3d3a9841c9b1adc415710b,ctls,certero-endpoint01.monash.edu,,Windows Server,,,,,,,
certero-endpoint04.ocio.monash.edu,,200,1301,443,https://certero-endpoint04.ocio.monash.edu:443,https,,text/html,GET,99.86.4.118,/,-1194143654,2600:9000:2057:3400:13:f948:4fc0:93a1,47,False,certero-endpoint04.ocio.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-03-18T00:00:00Z,2023-03-18T23:59:59Z,"CN=certero-endpoint04.ocio.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",certero-endpoint04.ocio.monash.edu,Monash University,ocio-case04-v20.ad.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e66a6a18245422b781709b0f5fb0f3c6,55b262e73002f2217b2eed4fe16be2cafe13e615aada6733b7110200cea5cb67,ctls,certero-endpoint04.ocio.monash.edu,cloudfront,Amazon Web Services,True,True,,,,,
change-it.monash.edu,The Endangered Generation: How we change it - Monash University,200,93723,443,https://change-it.monash.edu:443,https,Apache/2.4.34 (Red Hat) OpenSSL/1.0.2k-fips PHP/7.0.27,text/html,GET,143.204.89.18,/,-2070047203,2600:9000:2156:6e00:17:6b51:3940:93a1,1093,False,change-it.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=change-it.monash.edu, O=Monash University, ST=Victoria, C=AU",change-it.monash.edu,Monash University,www.change-it.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c68d14fde43d0bae0897cddd3771fa7b,2ff940ce24973ac5506a1cf15357a1c52c58f6b8efaa13186079c189858528b5,ctls,change-it.monash.edu,cloudfront,Red Hat,True,,,,,,
checkin.monash.edu,Monash University | Study at Monash Uni | Melbourne,200,978789,443,https://checkin.monash.edu:443,https,openresty,text/html,GET,130.194.11.126,/,997754614,130.194.11.126,11026,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,Squiz Matrix,,,https://www.monash.edu/,,,,
chem.monash.edu,,200,18,443,https://chem.monash.edu:443,https,Apache,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,2,False,chem.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4a94bd87bd918bd29b1271402736f955,8539778f907fa37f30f3af0d711087ad22a27994ea71516bb6b728167748c32a,ctls,chem.monash.edu,,HSTS,,,,True,,,
choose.monash.edu,Home - Open Day,200,292818,443,https://choose.monash.edu:443,https,openresty,text/html,GET,43.245.43.30,/,-379509929,43.245.43.30,5202,False,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,Squiz Matrix,,,https://www.monash.edu/open-day,,,,
ciiider.erc.monash.edu,CiiiDER,200,89730,443,https://ciiider.erc.monash.edu:443,https,Apache,text/html,GET,118.138.240.183,/,-261673072,118.138.240.183,189,False,ciiider.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=ciiider.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",ciiider.erc.monash.edu,Monash University,ciiider.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ef3359d2b07a8aaacdf9f4c5fecc8b77,5f629265f062f481b81061fec7567bc112ab82891a0235cc2d5189f76fcd8efb,ctls,ciiider.erc.monash.edu,,ZURB Foundation,,,,,,,
