input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,final_url,tech_,cdn_name,cdn,csp_domains_
consent.int.api.bbc.com,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,143.204.216.0/24,,,,,,,,,,,,,,,,,,,,,80,http://consent.int.api.bbc.com:80,http,CloudFront,text/html,GET,143.204.215.70,/,-1983519476,143.204.215.108,20,False,,Amazon Web Services,cloudfront,True,
consent.stage.api.bbc.com,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,143.204.216.0/24,,,,,,,,,,,,,,,,,,,,,80,http://consent.stage.api.bbc.com:80,http,CloudFront,text/html,GET,143.204.215.70,/,-595704738,143.204.215.101,20,False,,Amazon Web Services,cloudfront,True,
consent.test.api.bbc.com,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,143.204.216.0/24,,,,,,,,,,,,,,,,,,,,,80,http://consent.test.api.bbc.com:80,http,CloudFront,text/html,GET,143.204.215.108,/,-301699694,143.204.215.101,20,False,,Amazon Web Services,cloudfront,True,
cookie-oven.api.bbc.com,,403,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cookie-oven.api.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-16T07:51:02Z,2024-01-17T07:51:01Z,"CN=cookie-oven.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",cookie-oven.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,cookie-oven.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,205911318bc983d928f8242c93db4200,c9ce50c4bc8e59d10ee407c78f84d1469e802b64f960cbc3efed70e2bd903536,,ctls,cookie-oven.api.bbc.com,443,https://cookie-oven.api.bbc.com:443,https,,application/json,GET,108.138.17.61,/,768769774,108.138.17.120,1,False,,Amazon Web Services,cloudfront,True,
cookie-oven.test.api.bbc.com,,403,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cookie-oven.test.api.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-16T07:51:08Z,2024-01-17T07:51:07Z,"CN=cookie-oven.test.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",cookie-oven.test.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,cookie-oven.int.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1fe2b63348698dff2d778eeafd59838f,01c3f3790051ccd52271a8b095476f80bccba312d7bd528266c4b913ac4ba47d,,ctls,cookie-oven.test.api.bbc.com,80,http://cookie-oven.test.api.bbc.com:80,http,,application/json,GET,108.138.17.50,/,768769774,108.138.17.61,1,False,https://cookie-oven.test.api.bbc.com/,Amazon Web Services,cloudfront,True,
dev.shop.bbc.com,BBC Shop Dev,200,39076,AS13335,CLOUDFLARENET,US,23.227.38.0/23,dev.shop.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T08:52:32Z,2023-06-15T08:52:31Z,CN=dev.shop.bbc.com,dev.shop.bbc.com,,dev.shop.bbc.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2fbcb28e8b2569e7c212f82d79c177af,8c972450de1db19481f563c020b8eab45964f9f899ea3436768248cc8b7f47ce,,ctls,dev.shop.bbc.com,443,https://dev.shop.bbc.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,1157,False,https://dev.shop.bbc.com/password,Shopify,,,
discussions.api.bbc.com,,404,140,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,137.116.0.0/15,discussions.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-25T14:01:02Z,2023-12-27T14:01:01Z,"CN=discussions.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",discussions.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,discussions.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2811f5b0dd43f33d93d2e117ab29aaba,20c37b54b8ca5aa0a24d934ab22543b2f07e6a868e95b3f825087e1ae546b7ba,,ctls,discussions.api.bbc.com,443,https://discussions.api.bbc.com:443,https,,application/json,GET,137.116.226.106,/,-933165797,137.116.226.106,5,False,,,azure,True,
discussions.test.api.bbc.com,502 - Web server received an invalid response while acting as a gateway or proxy server.,502,1477,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,23.102.0.0/16,discussions.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-29T10:06:12Z,2023-10-31T10:06:11Z,"CN=discussions.test.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",discussions.test.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,discussions.stage.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8c46232db65fbc544e6baea429325c0e,e468725e931981f3bbc349fd08833fd4acaac1f197231484ad86361b2bfb9760,,ctls,discussions.test.api.bbc.com,443,https://discussions.test.api.bbc.com:443,https,Microsoft-IIS/10.0,text/html,GET,23.101.59.188,/,-483512165,23.101.59.188,30,False,,Windows Server,azure,True,
email.shop.bbc.com,,501,33,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://email.shop.bbc.com:80,http,cloudflare,application/json,GET,104.17.217.1,/,-660373482,2606:4700::6811:da01,1,False,,Cloudflare,cloudflare,True,
emp.bbc.com,Nothing to see here...,200,4748,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,,,,,,,,,,,,,,,,,,,,,80,http://emp.bbc.com:80,http,AmazonS3,text/html,GET,23.215.19.132,/,1380259394,2a02:26f0:480:492::f33,25,False,,Amazon Web Services,,,url=https://www.bbc.co.uk/
emp.stage.bbc.com,Nothing to see here...,200,4748,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,emp.stage.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-17T05:46:02Z,2023-11-18T05:46:01Z,"CN=www.stage.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",www.stage.bbc.co.uk,BRITISH BROADCASTING CORPORATION,stage.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,308a41455c659b470058535b5e022a26,0e3dbc5b337fbe5355de791b509e5ae67138120646cb064f9117bcdb87840cda,True,ctls,emp.stage.bbc.com,443,https://emp.stage.bbc.com:443,https,AmazonS3,text/html,GET,23.215.19.155,/,1380259394,2a02:26f0:480:495::f4a,25,False,,Amazon Web Services,,,url=https://www.bbc.co.uk/
emp.test.bbc.com,Nothing to see here...,200,4748,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,emp.test.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-17T05:46:02Z,2023-11-18T05:46:01Z,"CN=www.stage.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",www.stage.bbc.co.uk,BRITISH BROADCASTING CORPORATION,stage.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,308a41455c659b470058535b5e022a26,0e3dbc5b337fbe5355de791b509e5ae67138120646cb064f9117bcdb87840cda,True,ctls,emp.test.bbc.com,443,https://emp.test.bbc.com:443,https,AmazonS3,text/html,GET,23.215.19.155,/,1380259394,2a02:26f0:480:4b0::f4a,25,False,,Amazon Web Services,,,url=https://www.bbc.co.uk/
gateway-api-management-mutual-ssl.api.bbc.com,400 No required SSL certificate was sent,400,246,AS16509,AS16509,Unknown,18.200.0.0/14,gateway-api-management-mutual-ssl.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T08:31:09Z,2023-09-03T08:31:08Z,"CN=gateway-api-management-mutual-ssl.api.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",gateway-api-management-mutual-ssl.api.bbc.com,BRITISH BROADCASTING CORPORATION,gateway-api-management-mutual-ssl.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,91d08f5550a79bf61ee5c130c4f85782,d04af87fc23eb8b90b32935d3ddcbc617ad9ccf49662abff970ac30e8005de36,,ctls,gateway-api-management-mutual-ssl.api.bbc.com,443,https://gateway-api-management-mutual-ssl.api.bbc.com:443,https,nginx,text/html,GET,18.202.154.251,/,773771186,52.30.155.72,9,False,,Nginx,,,
gateway-api-management-mutual-ssl.stage.api.bbc.com,400 No required SSL certificate was sent,400,648,AS16509,AS16509,Unknown,52.16.0.0/14,gateway-api-management-mutual-ssl.stage.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-21T09:51:07Z,2023-10-23T09:51:06Z,"CN=gateway-api-management-mutual-ssl.stage.api.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",gateway-api-management-mutual-ssl.stage.api.bbc.com,BRITISH BROADCASTING CORPORATION,gateway-api-management-mutual-ssl.test.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,34f8cefe2d02b6f63f07f34ac6ffb831,0a70e951ba5cee14139ec51ac425389da0da920c9ab653ec318fc6542f040ab5,,ctls,gateway-api-management-mutual-ssl.stage.api.bbc.com,443,https://gateway-api-management-mutual-ssl.stage.api.bbc.com:443,https,nginx,text/html,GET,52.19.71.67,/,1898092693,18.202.154.251,15,False,,Nginx,,,
gateway-api-management-mutual-ssl.test.api.bbc.com,400 No required SSL certificate was sent,400,648,AS16509,AS16509,Unknown,52.40.0.0/14,gateway-api-management-mutual-ssl.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-21T09:51:07Z,2023-10-23T09:51:06Z,"CN=gateway-api-management-mutual-ssl.stage.api.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",gateway-api-management-mutual-ssl.stage.api.bbc.com,BRITISH BROADCASTING CORPORATION,gateway-api-management-mutual-ssl.test.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,34f8cefe2d02b6f63f07f34ac6ffb831,0a70e951ba5cee14139ec51ac425389da0da920c9ab653ec318fc6542f040ab5,,ctls,gateway-api-management-mutual-ssl.test.api.bbc.com,443,https://gateway-api-management-mutual-ssl.test.api.bbc.com:443,https,nginx,text/html,GET,52.30.155.72,/,1898092693,18.202.154.251,15,False,,Nginx,,,
heartbeat.activity.api.bbc.com,,401,31,AS16509,AS16509,Unknown,52.16.0.0/14,heartbeat.activity.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-05T09:06:40Z,2024-05-06T09:06:39Z,"CN=heartbeat.activity.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",heartbeat.activity.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,heartbeat.activity.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e3ce9604e3d1fbc39e7ade5a1704979,e7cadab5be8d165be35585a79569d507b59d2733be7c5af6e93eeb73c5d3b665,,ctls,heartbeat.activity.api.bbc.com,443,https://heartbeat.activity.api.bbc.com:443,https,Apache,application/json,GET,52.17.100.36,/,-1137713913,52.48.94.161,3,False,,HSTS,,,
heartbeat.activity.int.api.bbc.com,,401,31,AS16509,AS16509,Unknown,63.32.0.0/14,heartbeat.activity.int.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-05T09:06:13Z,2024-05-06T09:06:12Z,"CN=heartbeat.activity.int.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",heartbeat.activity.int.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,heartbeat.activity.test.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,50bf7f70976268e432fdda7c3b9df944,589c3f3508e56d3a1e54486b8865c7f6e9f5d2fdbfcff988fc5dfdd31343d2ee,,ctls,heartbeat.activity.int.api.bbc.com,443,https://heartbeat.activity.int.api.bbc.com:443,https,Apache,application/json,GET,63.35.208.188,/,-1137713913,54.72.198.169,3,False,,HSTS,,,
idcta-origin.int.api.bbc.com,,404,,AS16509,AS16509,Unknown,52.216.72.0/24,idcta-origin.int.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-08T10:36:02Z,2023-12-10T10:36:01Z,"CN=idcta-origin.int.api.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",idcta-origin.int.api.bbc.com,BRITISH BROADCASTING CORPORATION,idcta-origin.stage.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,06afa74ca9b8e3b850028bf7f852f92a,d29e5f95015fd819fe279dd8be38afe1cc3e2a1f5acd1f18403d9d1a9212e353,,ctls,idcta-origin.int.api.bbc.com,443,https://idcta-origin.int.api.bbc.com:443,https,Apache,,GET,52.214.77.30,/,-1840324437,52.18.121.237,1,False,,HSTS,,,optimizely.s3.amazonaws.com
idcta-origin.test.api.bbc.com,,404,,AS16509,AS16509,Unknown,52.16.0.0/14,idcta-origin.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-08T10:36:02Z,2023-12-10T10:36:01Z,"CN=idcta-origin.int.api.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",idcta-origin.int.api.bbc.com,BRITISH BROADCASTING CORPORATION,idcta-origin.stage.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,06afa74ca9b8e3b850028bf7f852f92a,d29e5f95015fd819fe279dd8be38afe1cc3e2a1f5acd1f18403d9d1a9212e353,,ctls,idcta-origin.test.api.bbc.com,443,https://idcta-origin.test.api.bbc.com:443,https,Apache,,GET,52.18.30.65,/,-1840324437,52.213.68.56,1,False,,HSTS,,,optimizely.s3.amazonaws.com
image.bbcearth.bbc.com,Access Denied,403,275,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,image.bbcearth.bbc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-06T00:00:00Z,2023-09-10T23:59:59Z,"CN=san-5-s6.tlsprovisioning.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",san-5-s6.tlsprovisioning.exacttarget.com,"SALESFORCE.COM, INC.",image.emails.mulberry.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,211612a9786b74ba786f1fc8939cdcbc,5facd31eefa540a7ce9720b4ef6012026e0895d52e07343d3aa9ef07c0a3594e,,ctls,image.bbcearth.bbc.com,443,https://image.bbcearth.bbc.com:443,https,AkamaiGHost,text/html,GET,2.16.187.65,/,582504819,2a02:26f0:3500:1b::1724:a39a,10,False,,,,,
image.bbcgames.bbc.com,Access Denied,403,276,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,image.bbcgames.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,image.bbcgames.bbc.com,443,https://image.bbcgames.bbc.com:443,https,AkamaiGHost,text/html,GET,2.16.202.128,/,1874946480,95.101.54.104,10,False,,,,,
image.bbcgoodfood.bbc.com,Access Denied,403,277,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,,,,,,,,,,,,,,,,,,,,80,http://image.bbcgoodfood.bbc.com:80,http,AkamaiGHost,text/html,GET,2.16.187.19,/,1975851486,2a02:26f0:3500:1b::1724:a38b,10,False,,,,,
image.bluey.bbc.com,Access Denied,403,272,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,image.bluey.bbc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2023-12-08T23:59:59Z,"CN=san-6-s6.tlsprovisioning.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",san-6-s6.tlsprovisioning.exacttarget.com,"SALESFORCE.COM, INC.",image.relacionamento.clinicassistance.com.br,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c72b72f3e7bf759a1085c0404a29312,e5d064d02d6c035c9341cdcc5c5b58335baa445c8ca12012c3379b2d4a335830,,ctls,image.bluey.bbc.com,443,https://image.bluey.bbc.com:443,https,AkamaiGHost,text/html,GET,2.23.209.184,/,813426670,2a02:26f0:480:22::1726:62d0,10,False,,,,,
image.email.bbc.com,Access Denied,403,271,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,,,,,,,,,,,,,,,,,,,,80,http://image.email.bbc.com:80,http,AkamaiGHost,text/html,GET,2.20.132.107,/,-635044339,2a02:26f0:480:22::1726:62dc,10,False,,,,,
image.storeuk.bbc.com,Access Denied,403,274,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,image.storeuk.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,image.storeuk.bbc.com,443,https://image.storeuk.bbc.com:443,https,AkamaiGHost,text/html,GET,2.16.186.72,/,1223784523,2.16.186.120,10,False,,,,,
image.topgear.bbc.com,Access Denied,403,274,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,image.topgear.bbc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2023-12-08T23:59:59Z,"CN=san-6-s6.tlsprovisioning.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",san-6-s6.tlsprovisioning.exacttarget.com,"SALESFORCE.COM, INC.",image.relacionamento.clinicassistance.com.br,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c72b72f3e7bf759a1085c0404a29312,e5d064d02d6c035c9341cdcc5c5b58335baa445c8ca12012c3379b2d4a335830,,ctls,image.topgear.bbc.com,443,https://image.topgear.bbc.com:443,https,AkamaiGHost,text/html,GET,2.23.209.184,/,1598978637,2a02:26f0:480:22::1726:62d9,10,False,,,,,
imageresizer-preprod.player.bbc.com,Service Unavailable,503,268,AS16625,AKAMAI-AS,US,2.16.32.0/23,,,,,,,,,,,,,,,,,,,,,80,http://imageresizer-preprod.player.bbc.com:80,http,AkamaiGHost,text/html,GET,2.16.30.8,/,-1879366866,2.16.30.8,9,False,,,,,
information-syndication.api.bbc.com,Information-Syndication-API,200,37516,AS16509,AS16509,Unknown,54.168.0.0/14,information-syndication.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-17T10:46:02Z,2024-03-20T10:46:01Z,"CN=information-syndication.api.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",information-syndication.api.bbc.com,BRITISH BROADCASTING CORPORATION,information-syndication.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0ea5b817f3a692aa6cddf9cc83c9c6d3,02c2de6966c7a7a1e5e79fbb2f2820ba7c696439b70cfac9fe9e8b4da6b293b5,,ctls,information-syndication.api.bbc.com,443,https://information-syndication.api.bbc.com:443,https,Finatra,text/html,GET,54.171.37.217,/,-2128170315,52.210.57.74,824,False,,Bootstrap,,,
li.bbc.com,,404,9,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,443,https://li.bbc.com:443,https,nginx,,GET,95.101.54.217,/,-738705486,95.101.54.121,1,False,https://p.liadm.com/?_li_uuid=&,Nginx,,,
lyncdiscover.bbc.com,,200,350,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,,,,,,,,,,,,,,,,,,,,,80,http://lyncdiscover.bbc.com:80,http,,application/json,GET,52.112.192.14,/,-1053725950,2603:1027:0:48::21,1,False,,Azure,,,
m.bbc.com,BBC - 410: Gone,410,32546,AS2818,"BBC BBC Internet Services, UK",GB,212.58.224.0/19,m.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-02-01T14:16:06Z,2024-03-04T14:16:05Z,"CN=*.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,0b82e8ed6fa893a33bda024115be6a7e,ab4e080c641b9b3e5ce79d3e96c0168bdf852d6ffb83d1d66bacb6d819964586,True,ctls,m.bbc.com,443,https://m.bbc.com:443,https,,text/html,GET,212.58.244.162,/,1680461629,212.58.249.150,546,False,,,,,
m.stage.bbc.com,BBC - 410: Gone,410,32546,AS2818,"BBC BBC Internet Services, UK",GB,212.58.224.0/19,m.stage.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-02-14T06:36:02Z,2024-03-17T06:36:01Z,"CN=*.stage.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.stage.bbc.co.uk,BRITISH BROADCASTING CORPORATION,stage.bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,4b6118b53412da233cf291fb6b47f2dc,10b421d8fcc7ac9bcb4fac1796d30de38275c9e72017f1401002960633140122,True,ctls,m.stage.bbc.com,443,https://m.stage.bbc.com:443,https,,text/html,GET,212.58.249.75,/,1680461629,212.58.244.159,546,False,,,,,
m.test.bbc.com,BBC - 410: Gone,410,32546,AS2818,"BBC BBC Internet Services, UK",GB,212.58.230.0/24,m.test.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-14T05:41:13Z,2024-05-15T05:41:12Z,"CN=*.test.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.test.bbc.co.uk,BRITISH BROADCASTING CORPORATION,test.bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,ddc5e3bca9babac593423e7995797814,1f3d5ad41575a263b67d11e88a724966bb9d4bdf51f196f810f5ab8834e56cae,True,ctls,m.test.bbc.com,443,https://m.test.bbc.com:443,https,,text/html,GET,212.58.228.114,/,1680461629,212.58.228.114,546,False,,,,,
main.dc.tps.bbc.com.pri.bbc.com,BBC - 404: Not Found,404,32408,AS2818,"BBC BBC Internet Services, UK",GB,212.58.224.0/19,main.dc.tps.bbc.com.pri.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2023-02-01T14:16:06Z,2024-03-04T14:16:05Z,"CN=*.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,0b82e8ed6fa893a33bda024115be6a7e,ab4e080c641b9b3e5ce79d3e96c0168bdf852d6ffb83d1d66bacb6d819964586,True,ctls,main.dc.tps.bbc.com.pri.bbc.com,443,https://main.dc.tps.bbc.com.pri.bbc.com:443,https,,text/html,GET,212.58.249.212,/,1885580238,212.58.244.70,542,False,,,,,
