new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,ns,mx,txt,has_internal_ips,internal_ips,caa
[x],mta.crmdev.bbc.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta.email.bbc.com,198.245.84.99,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta.storeuk.bbc.com,136.147.184.4,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta.topgear.bbc.com,68.232.203.235,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns2.exacttarget.com, ns1.exacttarget.com, ns3.exacttarget.com",,,,,
[x],mta2.storeuk.bbc.com,136.147.184.12,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.emails.bbc.com,136.147.184.13,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],news-switcher-proxy-uk.api.bbc.com,"13.41.39.107, 3.10.95.20",news-switcher-proxy-uk.ee74d3541ebec4a3.xhst.bbci.co.uk,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],newton.api.bbc.com,"52.212.43.9, 52.49.217.64",newton.a9193e8608fd0153.xhst.bbci.co.uk,"ns-14.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],newton.test.api.bbc.com,52.19.225.167,newton.test.a86f587b6ef86000.xhst.bbci.co.uk,"ns-579.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nordic.bbc.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],nsi.activity.api.bbc.com,"52.48.169.158, 54.77.221.40, 52.49.202.213","activity-writer-nsi.live.24ca1eb415514906.xhst.bbci.co.uk, live-activity-writer-nsi-alb-1138072612.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nsi.activity.int.api.bbc.com,"63.34.213.124, 52.30.60.68","activity-writer-nsi.int.fdca55c56af24a70.xhst.bbci.co.uk, int-activity-writer-nsi-alb-872571506.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nsi.activity.stage.api.bbc.com,"52.50.72.2, 52.210.121.90, 52.210.36.12","activity-writer-nsi.stage.fdca55c56af24a70.xhst.bbci.co.uk, stage-activity-writer-nsi-alb-916490638.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,
