input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_self_signed,tls_mismatched,csp_domains_
auth-api.uat.oanda.com,Sign in ・ Cloudflare Access,200,30908,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,oandacf.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,oandacf.cloudflareaccess.com,cloudflare,443,https://auth-api.uat.oanda.com:443,https,cloudflare,text/html,GET,104.18.16.94,/,1755274005,104.18.17.94,HSTS,71,False,True,https://oandacf.cloudflareaccess.com/cdn-cgi/access/login/auth-api.uat.oanda.com?kid=7a3890fc3ac537191a6c6e3f612fa043deb3b864bb5c796ee0151bbaf911f98b&redirect_url=%2F&meta=eyJraWQiOiJiNmJjMDRmYTRhOWRlZWJhY2E2ZWMxNzQwMTEwNTEwMGJkMmVhNjVkMWUzOWJmZWU1MmVkZTgwNGEzOWQ5MmZhIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzY2NDcwOSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjdhMzg5MGZjM2FjNTM3MTkxYTZjNmUzZjYxMmZhMDQzZGViM2I4NjRiYjVjNzk2ZWUwMTUxYmJhZjkxMWY5OGIiLCJob3N0bmFtZSI6ImF1dGgtYXBpLnVhdC5vYW5kYS5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiNTQ5ZGQwNTc3MDdlZmNiMjdkNDFjZTA1OTJkZTU1MmMyMmFkNjEwNzAzNTgzZDI3NWI2ZDNmYWNhNzQxNzY2ZiIsIm5iZiI6MTY4MzY2NDcwOSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.cbszENHiGBTPq_Gwt4yYYQCFpMLGdmq0qAo5Zs6Aqgc6m8vBWuxVn_BGGKt_beY99IzY8fDxxeqpL90ByJHgbDz147Iu-WoNqjyPrqNGIoxR9Z4lLmYVABdGHIz3q-mBmwpStPh6Cglz8HGtERs1220IFDhUGMdnBN4HzyxDMtIHsfC1g6Q1BiGt1MehYiFZsZJ3FDeiKbiDSRopbCiQybFMm0Oe_Gfjg2MDb_UvDzWuCf3CQP3xINcLIlSVu_zxSZsjynQsc6MhHdEpP2HHvPs3iHxsy18K_RT_u0YthE1A0d_B--wTPmxB4NCNn1XbczW8LDP04dfaWcNKAzPR6Q,,,https:
auth.staging.oanda.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,stg-oanda-cd-sgbt7im3vq5zc0aj.edge.tenants.us.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T21:03:02Z,2023-07-04T21:03:01Z,CN=*.webtask.us.auth0.com,*.webtask.us.auth0.com,,us.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,4926e526b60d55e84b167efb704da168,d1dc8c2de7ff16cc2cfb53af963df46c2961cbed12317619d9ce376bd1427f1a,True,ctls,stg-oanda-cd-sgbt7im3vq5zc0aj.edge.tenants.us.auth0.com,cloudflare,80,http://auth.staging.oanda.com:80,http,cloudflare,text/plain,GET,104.18.28.182,/,1936980977,104.18.29.182,HTTP/3,1,False,True,https://stg-oanda-cd-sgbt7im3vq5zc0aj.edge.tenants.us.auth0.com/,,,
auth.uat.oanda.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,uat-oanda-cd-uvojtbnpzzqzufem.edge.tenants.us.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T21:03:02Z,2023-07-04T21:03:01Z,CN=*.webtask.us.auth0.com,*.webtask.us.auth0.com,,us.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,4926e526b60d55e84b167efb704da168,d1dc8c2de7ff16cc2cfb53af963df46c2961cbed12317619d9ce376bd1427f1a,True,ctls,uat-oanda-cd-uvojtbnpzzqzufem.edge.tenants.us.auth0.com,cloudflare,80,http://auth.uat.oanda.com:80,http,cloudflare,text/plain,GET,104.18.16.94,/,1936980977,104.18.17.94,HTTP/3,1,False,True,https://uat-oanda-cd-uvojtbnpzzqzufem.edge.tenants.us.auth0.com/,,,
auth.web.oanda.com,,404,74,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,auth.web.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T23:16:36Z,2023-06-18T00:10:10Z,CN=auth.web.oanda.com,auth.web.oanda.com,,auth.web.oanda.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8155e27b573c39b4779492dea7079e43,116c842eea2de47f54735f64d078ed7173b230ebd2674c60f946223bd4d8f6c3,,ctls,auth.web.oanda.com,google,443,https://auth.web.oanda.com:443,https,,text/plain,GET,34.117.236.98,/,-1446740353,34.117.236.98,HTTP/3,2,False,True,,,,
beta.tmsbrokers.com,,200,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,beta.tmsbrokers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fcb9404d663390706f43017dcb5dd435,9e7aac0744e262e833a42cd3d13b8e33823b58815af8eb39fb87ef1e73473e68,True,ctls,beta.tmsbrokers.com,cloudflare,443,https://beta.tmsbrokers.com:443,https,cloudflare,text/html,GET,104.18.15.64,/,-476454734,104.18.14.64,HSTS,1,False,True,,,,
blog.oanda.com,OANDA FX Data Services Blog,200,132087,AS53831,SQUARESPACE,US,198.49.23.0/24,blog.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T12:03:03Z,2023-07-07T12:03:02Z,CN=blog.oanda.com,blog.oanda.com,,blog.oanda.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7bed2d92213dd20ad80d245b59491962,67d095d36900960f39d51366d3bd791f681c6e8aa325db2b7e7a1686cd939636,,ctls,blog.oanda.com,,443,https://blog.oanda.com:443,https,Squarespace,text/html,GET,198.49.23.145,/,-403015897,198.185.159.145,Squarespace Commerce,4757,False,,,,,
business.oanda.com,"Online Forex, Shares & Crypto CFD Trading Broker | OANDA",200,683565,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,www.oanda.com,cloudflare,80,http://business.oanda.com:80,http,cloudflare,text/html,GET,104.17.29.191,/,1380162238,104.17.30.191,PHP,10440,False,True,https://www.oanda.com/eu-en,,,
catrd.oanda.jp,このキャンペーンは終了しました。,200,895,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,catrd.oanda.jp,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-04-28T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.oanda.jp,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b3f777c3d9bce2b0e8a64c526f09c46b,eb4cbd25b759495d95cddda96e2715b9a0803fd740789b7501048772c815c084,True,ctls,catrd.oanda.jp,cloudflare,443,https://catrd.oanda.jp:443,https,cloudflare,text/html,GET,104.16.238.60,/,-36294923,104.16.248.60,HSTS,18,False,True,,,,
client.tmsbrokers.com,Strefa Klienta,200,16341,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,client.tmsbrokers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fcb9404d663390706f43017dcb5dd435,9e7aac0744e262e833a42cd3d13b8e33823b58815af8eb39fb87ef1e73473e68,True,ctls,client.tmsbrokers.com,cloudflare,443,https://client.tmsbrokers.com:443,https,cloudflare,text/html,GET,104.18.14.64,/,-36294923,104.18.15.64,HSTS,339,False,True,https://client.tmsbrokers.com/login,,,
connect.tms.pl,TMS Connect - Platforma Transakcyjna TMS Brokers,200,7264,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,connect.tms.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.tms.pl,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",917d1210a2d1f198d9ac6a1a52ec68d1,885f5155339df8e6f93b42b5e861f143f3cd9e5fe4cffa4c80abab9ecdc80a49,True,ctls,connect.tms.pl,cloudflare,443,https://connect.tms.pl:443,https,cloudflare,text/html,GET,104.18.6.221,/,-476454734,104.18.7.221,YouTube,219,False,True,,,,
currency.oanda.com,"Online Forex, Shares & Crypto CFD Trading Broker | OANDA",200,683563,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.oanda.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:55:35Z,2023-07-30T21:55:34Z,CN=oanda.com,oanda.com,,oanda.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,3575263f99b79e6f54bda4eabb892e36,11f19d3385f0734cdbfcb554b1faa08dda6656b50bb4986eb24aab600861112b,True,ctls,www.oanda.com,cloudflare,80,http://currency.oanda.com:80,http,cloudflare,text/html,GET,104.17.29.191,/,1380162238,104.17.30.191,PHP,10440,False,True,https://www.oanda.com/eu-en,,,
dashboard.oanda.com,- Acuity Trading,200,141138,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dashboard.acuitytrading.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T09:52:03Z,2023-12-30T09:52:02Z,CN=*.acuitytrading.com,*.acuitytrading.com,,acuitytrading.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,31d7cc472ffefbedfd0fccd3ab606fab,4f08d77400419402b79d8934453cbc3aded6a37230a94539b47c60e14d91e70e,True,ctls,dashboard.acuitytrading.com,cloudflare,443,https://dashboard.oanda.com:443,https,Microsoft-IIS/10.0,text/html,GET,104.17.29.191,/,,104.17.30.191,Windows Server,2715,False,True,https://dashboard.acuitytrading.com/widget/researchterminal?lang=en-GB&apikey=cad2d937-43fa-4a7d-84bf-3f7e77e63f7a,,,
dev-mt5gw.tms.pl,,200,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dev-mt5gw.tms.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.tms.pl,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",917d1210a2d1f198d9ac6a1a52ec68d1,885f5155339df8e6f93b42b5e861f143f3cd9e5fe4cffa4c80abab9ecdc80a49,True,ctls,dev-mt5gw.tms.pl,cloudflare,443,https://dev-mt5gw.tms.pl:443,https,cloudflare,text/html,GET,104.18.6.221,/,-476454734,104.18.7.221,Cloudflare,1,False,True,,,,
