new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt
,api.h5game.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.health.comm.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.help.center.miui.com,"124.251.100.130, 183.84.7.86",,matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,api.home.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.huangye.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,api.huanji.comm.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.hybrid.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.in.mismart.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.input.intl.miui.com,35.154.241.122,,"extranet-ipv4-pub-mbaws.alb.xiaomi.com, mife-com-mbaws-internet-fb858efd00f0046e.elb.ap-south-1.amazonaws.com","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,api.io.mi.com,"183.84.6.21, 120.92.65.5, 124.251.58.87",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,api.joyose.miui.com,"183.84.7.187, 124.251.34.42, 120.133.33.137, 183.84.7.4",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.jr.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.kite.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.launcher.intl.miui.com,"13.234.155.75, 13.234.130.96",,api-launcher-intl-miui-com-1263916335.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,
,api.m.mi.com,"183.84.7.227, 120.133.33.204, 183.84.6.233, 120.133.33.205","2403:a200:a200:14f1::c, 2403:a200:a200:14f1::d",bgp.api.m.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.mcc.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,api.middle.transfer.search.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.miglass.mi.com,"183.84.7.187, 124.251.34.42, 120.133.33.137, 183.84.7.4",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.mina.mi.com,,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,api.mintbrs.intl.miui.com,20.47.97.231,,"api.mintbrs.intl.miui.com.v.mi-dun.com, cname-app-com-amsproxy.w.mi-dun.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.miren.mi.com,"107.155.53.109, 107.155.53.111",,extranet-ipv4-pub-ksmos-epc.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,api.miren.t.n.mi.com,10.237.39.4,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.39.4,,
,api.misim.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,api.miwifi.com,161.117.95.80,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.muc.intl.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.newsfeed.intl.miui.com,47.74.175.229,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.passbook.xiaomi.com,"120.92.96.9, 203.100.92.27",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,api.pay.xiaomi.com,"120.133.33.34, 183.84.5.146","2409:8c00:7821:10::1f, 240e:929:1:3f::5",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.recharge.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.sec.intl.miui.com,,,miui-sec-pri-alisgp.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.setting.intl.miui.com,20.47.97.47,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.sgp.ins.jr.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.staging.miwifi.com,10.136.182.50,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.136.182.50,,
,api.test.miwifi.com,10.38.165.177,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.38.165.177,,
,api.transfer.search.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.tw06.xlmc.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.video.intl.xiaomi.com,47.241.2.219,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,api.vip.miui.com,"183.84.6.188, 124.251.58.165",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.xmpush.global.xiaomi.com,"3.126.175.225, 3.69.228.210",,1fr-apix-mpush-693284057.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,api.xmpush.xiaomi.com,"118.26.252.230, 183.84.7.230, 39.156.150.158, 220.181.52.239",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api.zhuti.intl.xiaomi.com,20.47.97.47,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,api2.mina.mi.com,"183.84.5.170, 124.251.58.58",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,api2.service.order.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,apkrep.ff.avast.sec.miui.com,47.241.6.185,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,apkupdate.miui.com,"163.171.147.15, 163.171.143.15",,"apkupdate.miui.com.mgslb.com, apkupdate.miui.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,
,apm-rum-ind.inf.miui.com,"3.110.9.174, 13.232.229.38",,"extranet.ap-south-1.miui-l7-middle.b207yqdrsy.elb.xiaomi.com, lb-dewab4yr39-949520664.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,apm-rum.inf.miui.com,47.74.240.161,,extranet.ap-southeast-1.miui-l7-middle.e2on9odrpk.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,apm.pt.xiaomi.com,"18.194.222.150, 3.127.227.23",,"apm.pt.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,apm.stage.pt.xiaomi.com,10.132.35.53,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.132.35.53,,
,app.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.b.iot.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.greengurad.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.huangye.miui.com,"124.251.100.130, 183.84.7.86",,matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.market.xiaomi.com,161.117.171.225,,oversea.g0.cn.slb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
,app.men.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.miui.com,20.47.97.238,,extranet-ipv4-pub-azams.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.miwifi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,app.xiaomiyoupin.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,appauth.account.xiaomi.com,20.47.97.118,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,apply.pt.xiaomi.com,"18.194.222.150, 3.127.227.23",,"apply.pt.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,apps.xiaomi.com,"183.84.5.210, 124.251.101.62",,"app.xiaomi.com, g0.cn.slb.xiaomi.com, bgp.g0.cn.slb.xiaomi.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,appstore.pandora.xiaomi.com,43.224.247.26,,coml7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,assistant.api.xiaomi.com,,,,,NOERROR,,,,,,,
,attach.bbs.miui.com,"163.171.128.148, 163.171.132.119",,"attach.bbs.miui.com.mgslb.com, attach.bbs.miui.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,
,au.ff.avast.sec.miui.com,47.241.6.185,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,auth.be.sec.miui.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,auth.ff.avast.sec.miui.com,47.241.6.185,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,auth.pt.xiaomi.com,"18.194.222.150, 3.127.227.23",,"auth.pt.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,auth.sec.miui.com,"183.84.6.213, 124.251.100.181",,l7.34.sec.miui.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,authbe.sec.intl.miui.com,20.47.97.238,,extranet-ipv4-pub-azams.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,auto.tracking.miui.com,"107.155.53.111, 107.155.53.109",,extranet-ipv4-pub-ksmos-epc.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,autoconfig.es.xiaomi.com,10.108.238.61,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.238.61,,Gb3cj0aDUSzqQ-J2BMms2w3bkJl1V3ZCeZ-EL7_a82c
,autodiscover.es.xiaomi.com,10.108.238.61,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.238.61,,Gb3cj0aDUSzqQ-J2BMms2w3bkJl1V3ZCeZ-EL7_a82c
,autodiscover.xiaomi.com,"207.226.244.125, 47.241.23.212, 118.143.206.94",,mail.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,mail.xiaomi.com,v=spf1 include:spf_bj.mxmail.xiaomi.com include:spf_hk.mxmail.xiaomi.com  -all
,autotest.iot.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,awsbj0-cdn.fds.api.xiaomi.com,"163.171.143.15, 163.171.147.15",,awsbj0-cdn.fds.api.xiaomi.com.wscdns.com,"dns1.wscdns.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,
,awsbj0-files.fds.api.xiaomi.com,120.92.117.205,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,awsbj0.fds.api.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,awsind0-fusion.fds.api.xiaomi.com,"15.207.63.131, 35.154.32.122",,"awsind0-fusion-mi-fds.v.mi-dun.com, awsind0-fusion-mi-fds-public.mi-fds.com, container-lb-hadoop-fds-awsind0-1791473823.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,awssgp0-cdn.fds.api.xiaomi.com,"163.181.92.231, 163.181.92.228, 163.181.92.226, 163.181.92.230, 163.181.92.225, 163.181.92.229, 163.181.92.227, 163.181.92.232",,awssgp0-cdn.fds.api.xiaomi.com.w.cdngslb.com,"ns1.vip.cdngslb.com, root.cdngslb.com",NOERROR,,,,,,,
,awssgp0-files.fds.api.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,awssgp0-thumb.fds.api.xiaomi.com,"54.255.145.178, 54.255.234.132, 18.136.156.206, 13.251.219.102",,lb-hadoop-fds-awssgp0-tcp-2002357776.ap-southeast-1.elb.amazonaws.com,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1125.awsdns-12.org, ns-1973.awsdns-54.co.uk, ns-210.awsdns-26.com, ns-785.awsdns-34.net",,,,
,awssgp0.emr.api.xiaomi.com,18.140.26.130,,lb-hadoop-emr01-307305876.ap-southeast-1.elb.amazonaws.com,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,awssgp0.fds.api.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,awsusor0-cdn.fds.api.xiaomi.com,"43.152.29.17, 101.33.11.88, 43.152.29.20, 43.152.28.31, 43.152.29.13, 43.152.29.16, 43.152.28.37, 43.152.28.36, 43.152.29.19, 43.152.28.34, 43.152.29.14, 43.152.28.35, 101.33.11.48, 203.205.224.26, 43.152.28.33",,"awsusor0-cdn.fds.api.xiaomi.com.cdn.dnsv1.com, kvb9m2av.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,awsusor0-files.fds.api.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,awsusor1.fds.api.xiaomi.com,"54.68.250.234, 35.160.15.82",,"awsusor1-mi-fds.v.mi-dun.com, awsusor1-mi-fds-public.mi-fds.com, lb-hadoop-awsusor1-fds-tcp-2021902515.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
,azams0.fds.api.xiaomi.com,,,"azams0-mi-fds.v.mi-dun.com, azams0-mi-fds-public.mi-fds.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,b.indirect.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,b.iot.mi.com,,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,b.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,b.xiaomiyoupin.com,"183.84.6.228, 58.83.177.231",2403:a200:a200:14f1::e,"cname.xiaomiyoupin.com, bgp.cname.xiaomiyoupin.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,b2c-pri-c3-c4.alb.xiaomi.com,"124.251.34.26, 183.84.7.185",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,b2capi.pay.xiaomi.com,"183.84.5.216, 58.83.177.229",2403:a200:a200:14f1::19,"cname.mione.xiaomi.com, bgp.cname.mione.xiaomi.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,b2capipay.xiaomi.com,223.202.34.27,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bak-5-c3.mikfs.bgp.neo.xiaomi.com,"58.83.177.36, 183.84.7.49",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bak-5-c3.mixms.bgp.neo.xiaomi.com,"183.84.7.58, 124.251.58.236",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
,bak-5-c3.xmstore.bgp.neo.xiaomi.com,"124.251.58.28, 183.84.7.67",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bakctc.fe01.c3.xiaomi.com,"203.100.93.101, 203.100.93.102",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bar.xiaomi.com,42.62.94.205,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bbs.mihome.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,bbs.xiaomi.com,"124.251.100.194, 183.84.6.188",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,bdl0.market.xiaomi.com,"23.32.238.121, 23.32.238.89","2a02:26f0:64::210:6b1b, 2a02:26f0:64::210:6b20","bdl0.market.xiaomi.com.mgslb.com, bdl0.market.xiaomi.com.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,be8.xiaomi.com,10.237.2.125,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.2.125,,
,beehive.miui.com,0.0.0.0,,extranet.c3.miui-l7-miuiauto.ashemidgnb.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
,bgp.api.m.mi.com,"183.84.6.233, 183.84.7.227, 120.133.33.204, 120.133.33.205","2403:a200:a200:14f1::c, 2403:a200:a200:14f1::d",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,bgp.bk01.c3.xiaomi.com,,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.bk01.c4.xiaomi.com,183.84.6.218,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.c3.f.mae.xiaomi.com,120.133.33.202,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.cdn.c3.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,bgp.cname.mione.xiaomi.com,"183.84.5.216, 58.83.177.229",2403:a200:a200:14f1::19,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.cname.xiaomiyoupin.com,"58.83.177.231, 183.84.6.228",2403:a200:a200:14f1::e,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
,bgp.g0.cn.slb.xiaomi.com,"124.251.101.62, 183.84.5.210",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.milink.voipsdk.g.mi.com,124.251.58.56,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.milink.zb.mi.com,124.251.101.41,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
,bgp.orig.cdn.xiaomi.com,"183.84.6.219, 120.133.33.207",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.slb.sp.miui.com,"120.133.33.101, 183.84.6.15",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bgp.zhuti.xiaomi.com,"124.251.100.132, 183.84.5.3",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bi.mi.com,,,bi.mi.com.v.mi-dun.com,,NOERROR,,,,,,,
,bigapex.d.miui.com,"163.181.92.230, 163.181.92.228, 163.181.92.225, 163.181.92.231, 163.181.92.226, 163.181.92.229, 163.181.92.232, 163.181.92.227",,"bigapex.d.miui.com.mgslb.com, bigapex.d.miui.com.w.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,
,bigdata-lbs-pri-c3.alb.xiaomi.com,124.251.100.14,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bigdata-public-extranet-pri-c3-c4-pri-c3-c4.alb.xiaomi.com,"183.84.6.182, 120.133.33.139",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bigota.d.miui.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"bigota.d.miui.c.mgslb.com, cdn-ota.azureedge.net, cdn-ota.ec.azureedge.net, scdn2aa1a.wpc.177e05.upsiloncdn.net, sni1gl.wpc.upsiloncdn.net","ns1.upsiloncdn.net, noc.edgecast.com",NOERROR,,,,,,,
,bigota.miwifi.com,"104.110.240.217, 104.110.240.227","2a02:26f0:fe00::686e:f0e3, 2a02:26f0:fe00::686e:f0d9","bigota.miwifi.com.mgslb.com, bigota.miwifi.com.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
,billapi.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,bj.cloud.mi.com,114.251.105.27,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,bj.ksy.bigtap.pubproxy.hd.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,bjbgp.z.chat.mi.com,124.251.101.11,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,blog.a.xiaomi.com,120.134.35.44,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
,blog.mi.com,"161.117.95.164, 161.117.97.242",,sgp.ali.i18n.lb.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
,bn.d.miui.com,47.246.24.212,,"bn.d.miui.com.mgslb.com, bn.d.miui.com.w.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,
