input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,webserver,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
g0.cn.slb.xiaomi.com,404 Not Found,,200,g0.cn.slb.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,g0.cn.slb.xiaomi.com,443,https://g0.cn.slb.xiaomi.com:443,https,text/html,GET,183.84.5.210,9,,,,,,
gallery.cdn.intl.miui.com,,,70,gallery.cdn.intl.miui.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,gallery.cdn.intl.miui.com,443,https://gallery.cdn.intl.miui.com:443,https,application/octet-stream,GET,2.16.107.82,1,nginx,Nginx,,Xiaomi Inc.,,
gallery.market.xiaomi.com,,,239,gallery.market.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,"CN=file.puripuriapp.com, O=小米科技有限责任公司, ST=北京市, C=CN",file.puripuriapp.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,gallery.market.xiaomi.com,443,https://gallery.market.xiaomi.com:443,https,application/xml,GET,2.19.126.94,8,KS3,Spring,,小米科技有限责任公司,,
galleryc3l7.pandora.xiaomi.com,403 Forbidden,,584,galleryc3l7.pandora.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-11T00:00:00Z,CN=*.pandora.xiaomi.com,*.pandora.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,galleryc3l7.pandora.xiaomi.com,443,https://galleryc3l7.pandora.xiaomi.com:443,https,text/html,GET,120.92.66.59,26,Server,,,,,
galleryl7.pandora.xiaomi.com,403 Forbidden,,582,galleryl7.pandora.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-11T00:00:00Z,CN=*.pandora.xiaomi.com,*.pandora.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,galleryl7.pandora.xiaomi.com,443,https://galleryl7.pandora.xiaomi.com:443,https,text/html,GET,183.84.5.181,26,Server,,,,,
game.browser.intl.miui.com,,,,game.browser.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,CN=*.browser.intl.miui.com,*.browser.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,game.browser.intl.miui.com,443,https://game.browser.intl.miui.com:443,https,text/html,GET,47.241.0.17,1,,,,,,
game.mi.com,小米游戏中心 | 动作冒险_小米射击_休闲益智_角色扮演手游下载,,338263,game.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,CN=*.xiaomi.com,*.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,game.xiaomi.com,443,https://game.mi.com:443,https,text/html,GET,20.47.97.231,14,MonKing/3.14,Vue.js,,,,True
game.sec.miui.com,,,115,game.sec.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-26T00:00:00Z,CN=*.sec.miui.com,*.sec.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,game.sec.miui.com,443,https://game.sec.miui.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
gamebox.sec.intl.miui.com,游戏盒子,,8008,gamebox.sec.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,CN=*.sec.intl.miui.com,*.sec.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gamebox.sec.intl.miui.com,443,https://gamebox.sec.intl.miui.com:443,https,text/html,GET,128.1.77.226,4,,,,,,
gamebox.sec.miui.com,游戏盒子,,1970,gamebox.sec.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-26T00:00:00Z,CN=*.sec.miui.com,*.sec.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gamebox.sec.miui.com,443,https://gamebox.sec.miui.com:443,https,text/html,GET,185.23.181.23,1,,,,,,
gamespace.sec.intl.miui.com,游戏盒子,,5585,gamespace.sec.intl.miui.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,gamespace.sec.intl.miui.com,443,https://gamespace.sec.intl.miui.com:443,https,text/html,GET,2.16.202.96,26,,Akamai,,Xiaomi Inc.,,
gamespace.sec.miui.com,游戏盒子,,5470,gamespace.sec.miui.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,"CN=file.puripuriapp.com, O=小米科技有限责任公司, ST=北京市, C=CN",file.puripuriapp.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,gamespace.sec.miui.com,443,https://gamespace.sec.miui.com:443,https,text/html,GET,2.19.126.94,25,,Akamai,,小米科技有限责任公司,,
garfield.mi.com,,,153,,,,,,,,,,,,,443,https://garfield.mi.com:443,https,application/octet-stream,GET,20.47.97.231,1,MonKing/3.14,,,,,True
gate.chess.g.mi.com,,,19,gate.chess.g.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-26T00:00:00Z,CN=*.chess.g.mi.com,*.chess.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gate.chess.g.mi.com,443,https://gate.chess.g.mi.com:443,https,text/plain,GET,20.47.97.231,2,MonKing/3.14,,,,,True
geofence.sys.miui.com,502 Bad Gateway,,246,geofence.sys.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,CN=*.sys.miui.com,*.sys.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,geofence.sys.miui.com,443,https://geofence.sys.miui.com:443,https,text/html,GET,124.251.100.14,8,,,,,,
gl.maf.be.xiaomi.com,HTTP Status 404 – Not Found,,792,gl.maf.be.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-09T00:00:00Z,CN=*.maf.be.xiaomi.com,*.maf.be.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gl.maf.be.xiaomi.com,443,https://gl.maf.be.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,Spring,,,,True
gl.xms.be.xiaomi.com,Xiaomi-Konto - Anmelden,,12382,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://gl.xms.be.xiaomi.com:443,https,text/html,GET,3.127.227.23,117,Server,Java,,,,
global-ad-intl-pri-alisgp.alb.xiaomi.com,403 Forbidden,,200,global-ad-intl-pri-alisgp.alb.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=*.ad.intl.xiaomi.com,*.ad.intl.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global-ad-intl-pri-alisgp.alb.xiaomi.com,443,https://global-ad-intl-pri-alisgp.alb.xiaomi.com:443,https,text/html,GET,8.222.149.119,9,,,,,,
global-ad-pri-alisgp.alb.xiaomi.com,403 Forbidden,,200,,,,,,,,,,,,,80,http://global-ad-pri-alisgp.alb.xiaomi.com:80,http,text/html,GET,8.219.192.180,9,,,,,,
global-ad-pri-mbaws.alb.xiaomi.com,403 Forbidden,,200,,,,,,,,,,,,,80,http://global-ad-pri-mbaws.alb.xiaomi.com:80,http,text/html,GET,43.205.20.10,9,,,,,,
global-e.mi.com,小米营销,,7015,global.e.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,CN=*.e.mi.com,*.e.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.e.mi.com,443,https://global-e.mi.com:443,https,text/html,GET,35.154.241.122,62,,Java,,,,
global-shop.inf.miui.com,,,38,global-shop.inf.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-05-20T00:00:00Z,CN=*.inf.miui.com,*.inf.miui.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,ctls,global-shop.inf.miui.com,443,https://global-shop.inf.miui.com:443,https,video/mp4,GET,163.171.138.156,1,WS-web-server,,,,,
global.account.xiaomi.com,,,15417,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://global.account.xiaomi.com:443,https,text/html,GET,20.47.97.125,20,Server,,,,,True
global.api.huangye.miui.com,404 Not Found,,200,global.api.huangye.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,CN=global.api.huangye.miui.com,global.api.huangye.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.api.huangye.miui.com,443,https://global.api.huangye.miui.com:443,https,text/html,GET,20.47.97.231,12,MonKing/3.14,,,,,True
global.b.mi.com,Xiaomi Enterprise Service,,3829,global.b.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-01-21T00:00:00Z,CN=global.b.mi.com,global.b.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.b.mi.com,443,https://global.b.mi.com:443,https,text/html,GET,163.171.128.148,20,,,,,,
global.control.preload.xiaomi.com,,,110,global.control.preload.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,CN=global.control.preload.xiaomi.com,global.control.preload.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.control.preload.xiaomi.com,443,https://global.control.preload.xiaomi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
global.dev.b.mi.com,Mi Enterprise Services Open Platform,,1008,global.dev.b.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-01-21T00:00:00Z,CN=global.dev.b.mi.com,global.dev.b.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.dev.b.mi.com,443,https://global.dev.b.mi.com:443,https,text/html,GET,163.171.128.148,1,,,,,,
global.developer.mi.com,Mi Developer,,76333,global.developer.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,CN=global.developer.mi.com,global.developer.mi.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,global.developer.mi.com,443,https://global.developer.mi.com:443,https,text/html,GET,20.47.97.231,37,MonKing/3.14,Vue.js,,,,True
global.developer.xiaomi.com,,,,global.developer.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-30T08:51:40Z,CN=global.developer.xiaomi.com,global.developer.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,global.developer.xiaomi.com,443,https://global.developer.xiaomi.com:443,https,application/octet-stream,GET,20.47.97.231,1,MonKing/3.14,,,,,True
global.e.mi.com,小米营销,,7015,global.e.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,CN=*.e.mi.com,*.e.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.e.mi.com,443,https://global.e.mi.com:443,https,text/html,GET,43.205.20.10,62,,Java,,,,
global.market.xiaomi.com,,,,global.market.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.market.xiaomi.com,443,https://global.market.xiaomi.com:443,https,application/octet-stream,GET,3.73.10.93,1,,,,,,
global.miui.com,,,1502,global.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-27T00:00:00Z,CN=*.miui.com,*.miui.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,global.miui.com,443,https://global.miui.com:443,https,text/html,GET,101.33.11.29,1,NWS_Oversea_AP,,,,,
global.shop,,,30,global.shop,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T12:35:25Z,CN=*.global.shop,*.global.shop,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,ctls,global.shop,443,https://global.shop:443,https,text/html,GET,188.114.97.3,3,cloudflare,HTTP/3,,,,True
global.web.b.mi.com,Welcome,,925,global.web.b.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-12-05T00:00:00Z,CN=global.web.b.mi.com,global.web.b.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,global.web.b.mi.com,443,https://global.web.b.mi.com:443,https,text/html,GET,163.171.132.119,1,,,,,,
globalvideo.cdn.pandora.intl.xiaomi.com,Welcome to OpenResty!,,1097,globalvideo.cdn.pandora.intl.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,"CN=www.poco.in, O=Xiaomi Inc., ST=Beijing, C=CN",www.poco.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,globalvideo.cdn.pandora.intl.xiaomi.com,443,https://globalvideo.cdn.pandora.intl.xiaomi.com:443,https,text/html,GET,2.19.126.91,29,openresty,OpenResty,,Xiaomi Inc.,,
gmq.miquery.it.mi.com,Mi Query,,48054,gmq.miquery.it.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,CN=gmq.miquery.it.mi.com,gmq.miquery.it.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gmq.miquery.it.mi.com,443,https://gmq.miquery.it.mi.com:443,https,text/html,GET,20.47.97.231,863,MonKing/3.14,,,,,True
go.buy.mi.com,,,34,go.buy.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,CN=*.buy.mi.com,*.buy.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,go.buy.mi.com,443,https://go.buy.mi.com:443,https,text/plain,GET,20.47.97.185,1,nginx,Nginx,,,,True
go.pt.xiaomi.com,内网统一认证 (Central Authentication Service),,4745,cas.mioffice.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,CN=*.mioffice.cn,*.mioffice.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cas.mioffice.cn,443,https://go.pt.xiaomi.com:443,https,text/html,GET,3.127.227.23,2,openresty,OpenResty,,,,
gtglobal.intl.miui.com,404 Not Found,,191,gtglobal.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,CN=*.intl.miui.com,*.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gtglobal.intl.miui.com,443,https://gtglobal.intl.miui.com:443,https,text/html,GET,3.66.117.193,12,,,,,,
gw.pay.xiaomi.com,,,492,,,,,,,,,,,,,443,https://gw.pay.xiaomi.com:443,https,text/html,GET,20.47.97.231,16,MIWS,,,,,True
gw8.pay.xiaomi.com,小米商城,,2932,,,,,,,,,,,,,443,https://gw8.pay.xiaomi.com:443,https,text/html,GET,120.92.102.70,85,MonKing/3.14,,,,,
h1.market.xiaomi.com,,,239,h1.market.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,h1.market.xiaomi.com,443,https://h1.market.xiaomi.com:443,https,application/xml,GET,185.232.56.147,8,KS3,Spring,,,,
h3.market.xiaomi.com,403 Forbidden,,238,h3.market.xiaomi.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,h3.market.xiaomi.com,443,https://h3.market.xiaomi.com:443,https,text/html,GET,35.241.31.20,8,Tengine,Tengine,,,,True
h5-app.api.intl.miui.com,,,127,h5-app.api.intl.miui.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,h5-app.api.intl.miui.com,443,https://h5-app.api.intl.miui.com:443,https,application/octet-stream,GET,23.213.161.4,1,,,,Xiaomi Inc.,,
h5.ai.mi.com,,,,h5.ai.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T00:00:00Z,CN=h5.ai.mi.com,h5.ai.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,h5.ai.mi.com,443,https://h5.ai.mi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
h5.market.xiaomi.com,403 Forbidden,,238,h5.market.xiaomi.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,h5.market.xiaomi.com,443,https://h5.market.xiaomi.com:443,https,text/html,GET,35.241.31.20,8,Tengine,Tengine,,,,True
h5.xiaomiyoupin.com,小米有品,,4225,m.xiaomiyoupin.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-12-20T00:00:00Z,CN=*.xiaomiyoupin.com,*.xiaomiyoupin.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,m.xiaomiyoupin.com,443,https://h5.xiaomiyoupin.com:443,https,text/html,GET,20.47.97.231,1,nginx,Nginx,,,,True
h6.market.xiaomi.com,,,300,h6.market.xiaomi.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,h6.market.xiaomi.com,443,https://h6.market.xiaomi.com:443,https,application/xml,GET,34.117.143.198,1,openresty/1.17.8.2,OpenResty:1.17.8.2,,,,True
h7.market.xiaomi.com,,,300,h7.market.xiaomi.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,h7.market.xiaomi.com,443,https://h7.market.xiaomi.com:443,https,application/xml,GET,34.117.143.198,1,openresty/1.17.8.2,OpenResty:1.17.8.2,,,,True
hanshow.esl.men.mi.com,Xiaomi-Konto - Anmelden,,12377,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://hanshow.esl.men.mi.com:443,https,text/html,GET,3.127.227.23,116,Server,Java,,,,
hao.xiaomi.com,404,,1163,hao.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,CN=*.xiaomi.com,*.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,hao.xiaomi.com,443,https://hao.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
hd.c.mi.com,Xiaomi Deutschland Offizielle Seite Mi.com -  Mi Deutschland,,84680,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://hd.c.mi.com:443,https,text/html,GET,8.219.247.27,4,,Google Tag Manager,,,,
hd.mina.mi.com,HTTP Status 404 – Not Found,,427,hd.mina.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,CN=*.mina.mi.com,*.mina.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,hd.mina.mi.com,443,https://hd.mina.mi.com:443,https,text/html,GET,124.251.58.58,1,,,,,,
