new,host,a,soa,status_code,has_internal_ips,internal_ips,aaaa,cname,ns,mx,txt,cdn,cdn-name
[x],17-121-118-15.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-119-41.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-120-21.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-121-68.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-123-7.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-124-26.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-127-18.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-127-43.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-121-127-99.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-58-100-6.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],17-58-102-79.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],19-courier.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],200003896.mapps.tencent.com,,"ns-tel1.qq.com, webmaster.qq.com, ns-open1.qq.com",NOERROR,,,,ins-4tn9fl2w.ias.tencent-cloud.net,,,,,
[x],21em3jg6ca8boznd5ukz5.mail.howto.antivirus.bo.webproxy.idc.tencent.com,199.96.58.157,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,True,2001::453f:b20d,2001::453f:b20d,,,,,,
[x],224-si1.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],3000206010.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],36bc.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],3czxvh.ns1.antivirus.farm.bo.webproxy.idc.tencent.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],3lewi-12-86.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],3lewi-45-32.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],3lewi-45-32.mail.qq.com,14.18.175.146,"qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4.qq.com,,,NOERROR,,,,,,,,,
[x],4000096210.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000128200.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000234000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000258000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000360600.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000365520.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000410510.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000456120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000477120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000534600.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4000886100.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4001082020.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4001110000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4001114100.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4001808400.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4001878520.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4002100610.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006005200.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006053400.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006289800.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006332520.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006588100.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006831310.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006860100.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4006888130.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4007117400.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4007227010.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008001220.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008014120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008088120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008101900.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008192010.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008205400.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008220220.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008223100.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008433800.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008840000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008856830.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4008883700.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],404.qq.com,0.0.0.1,,NOERROR,True,0.0.0.1,,,,,,,
[x],44.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],4wlurf7v4p-4ysn7s.ftp.antivirus.bo.webproxy.idc.tencent.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,2a03:2880:f11f:83:face:b00c:0:25de,,,,,,
[x],611968310.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],69-171-244-96.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],7-43.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],7kexper.webserver.cust94.antivirus.bo.webproxy.idc.tencent.com,157.240.13.8,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],7wka5.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],7wkd0.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],7wkfc.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],8-vvbw5u8av.ftp.vpn.agent.antivirus.bo.webproxy.idc.tencent.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800004020.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800004120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800005210.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800009200.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800009930.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800010000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800013400.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800016630.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800016720.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800017210.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800019110.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800019200.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800019320.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800026120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800028000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800028500.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800030920.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800031330.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800035330.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800036620.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800045900.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800049810.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800050230.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800051800.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800053400.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800058000.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800058010.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800061810.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800065300.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800066830.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800066930.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800067320.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800069010.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800069130.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800071030.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800076300.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800077320.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800078830.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],8000800800.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800082800.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800086530.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800090120.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800094330.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800096010.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800098810.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],8000tools.tencent.com,0.0.0.1,,NOERROR,True,0.0.0.1,,,,,,,
[x],800103210.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800112020.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800112400.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800153600.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800193300.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],800809710.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],8kinweb.tencent.com,183.47.110.181,,NOERROR,,,,,"ns-cmn1.qq.com, ns-tel1.qq.com, ns-cnc1.qq.com, ns-os1.qq.com",,,,
[x],8ocht3o7wvjs7b9ycn60.ssh.ftp.partner.antivirus.bo.webproxy.idc.tencent.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],93sbc80juedgx75ipka.vpn.lyris.antivirus.bo.webproxy.idc.tencent.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],9ljxldc265wtpkobl-l.www.prod.pc1.antivirus.bo.webproxy.idc.tencent.com,108.160.163.106,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],9sfy8eue2rbm8.antivirus.14.ns1.webproxy.idc.tencent.com,38.121.72.166,,NOERROR,,,,,,,,,
[x],a.3g.qq.com,"183.47.97.200, 183.47.108.235","ns-open1.qq.com, webmaster.qq.com",NOERROR,,,,ins-ur49w566.ias.tencent-cloud.net,,,,,
[x],a4rbjnqgbkfatr4u4msq7ht.ns1.www.test.test.ftp.www.smtp.ftp.ns1.testphp.antivirus.bo.webproxy.idc.tencent.com,31.13.90.33,,NOERROR,,,2a03:2880:f134:83:face:b00c:0:25de,,,,,,
[x],a58.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],a67.114.qq.com,,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],a8.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],abs02.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],ac.o2.qq.com,59.36.121.237,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],ac4-ex07drsc04.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],acc-log-b2bsystem.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],acc-promotion-dal10.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accept-qualityconn.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accept.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],access-accessextranetcorp.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],access-assets-awsmail-start-clients.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],access-pre.prtc.tencent.com,120.53.79.18,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],access.prtc.tencent.com,49.51.130.22,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],access1.tpns.gz2.tencent.com,45.40.227.52,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],access80.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accieg3.ioa.tencent.com,183.47.97.154,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accieg4.ioa.tencent.com,183.47.97.154,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accieg6.ioa.tencent.com,183.47.97.154,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accieg8.ioa.tencent.com,183.47.97.154,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],account-connectslaveconfig.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],account-mach131-87-135-19.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accountariemonn.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accountiobin.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accountlbalpha-intranetpostgresmx.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accountmeet-git.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accountprivateusers.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accounts.tencent.com,0.0.0.1,,NOERROR,True,0.0.0.1,,,,,,,
[x],accountsmail01.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],accpod1.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],acows41.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],act.qzone.qq.com,,"qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],action.qq.com,0.0.0.1,,NOERROR,True,0.0.0.1,,,,,,,
[x],activeservice.tencent.com,183.47.104.76,"ns1.qq.com, webmaster.tencent.com",NOERROR,,,,,,,,,
[x],acts.game.qq.com,0.0.0.1,"qq.com, webmaster.qq.com",NOERROR,True,0.0.0.1,,,,,,,
[x],ad-event.youshu.tencent.com,"43.135.106.65, 43.135.106.77","ns-open1.qq.com, webmaster.qq.com, ns-tel1.qq.com",NOERROR,,,,ins-tpwjpzab.ias.tencent-cloud.net,,,,,
[x],ad.l.qq.com,10.137.0.41,"ns1.qq.com, webmaster.qq.com",NOERROR,True,10.137.0.41,,,,,,,
[x],adalib.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],adfs.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],admark.video.qq.com,11.181.231.160,"ns-open1.qq.com, webmaster.qq.com",NOERROR,,,,ins-5craqzoq.ias.tencent-cloud.net,,,,,
[x],admin-link.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],adminacc-acc-backupsauth-antiviruspre.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],adminteam.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],admintunnel.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],admissions.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],adsapi4.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],adwebapp.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],ai.weixin.qq.com,"43.155.124.49, 43.154.240.170","ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,"240e:97c:2f:1::3c, 240e:97c:2f:1::7",sznewcomm.weixin.qq.com,,,,,
[x],alcoholesquimicaalpha.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],algo.weixin.qq.com,"43.155.124.49, 43.154.240.170","ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,"240e:97c:2f:1::3c, 240e:97c:2f:1::7","newcomm.weixin.qq.com, sznewcomm.weixin.qq.com",,,,,
[x],algorithmgamesearch.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],alpha-data-test.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],alphabackup-s3-cache-production.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],alphagh.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],alphamx-connecthelp-helporigin.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
[x],alphasup.114.qq.com,203.205.239.246,"ns-tel1.qq.com, webmaster.qq.com",NOERROR,,,,,,,,,
