new,host,a,soa,status_code,cdn,cdn-name,aaaa,cname,ns,txt,has_internal_ips,internal_ips,mx,caa
[x],int.csa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],isgcentral.cusa.canon.com,146.184.161.79,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,partners.usa.canon.com,,,,,,
[x],isgmarketing.cusa.canon.com,146.184.161.79,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,"isgcentral.cusa.canon.com, partners.usa.canon.com",,,,,,
[x],isupplierqa.cusa.canon.com,146.184.152.201,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],itgpkd.cusa.canon.com,146.184.155.31,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],itgpkp.cusa.canon.com,"146.184.155.32, 146.184.162.24, 146.184.162.25, 146.184.152.101, 146.184.152.100","mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"nydns08.cusa.canon.com, svadns4.cusa.canon.com, svadns3.cusa.canon.com, nydns07.cusa.canon.com",,,,,
[x],itgpkstg.cusa.canon.com,146.184.161.184,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],itservice.cbps.canon.com,67.92.217.115,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,itservice.ceaportal.com,,,,,,
[x],kbsupport.cusa.canon.com,146.184.152.84,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],l.csa.canon.com,"104.18.115.52, 104.18.114.52, 104.18.113.52, 104.18.112.52, 104.18.116.52","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:7234, 2606:4700::6812:7034, 2606:4700::6812:7334, 2606:4700::6812:7134, 2606:4700::6812:7434","l.csa.canon.com.yext-cdn.com, cdn-ac-ff.sitescdn.net, cloudflare.sitescdn.net, cloudflare.sitescdn.net.cdn.cloudflare.net",,,,,,
[x],latam.cla.canon.com,13.111.67.8,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,"ns2.exacttarget.com, ns1.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com","v=spf1 include:cust-spf.exacttarget.com -all, google-site-verification=wBJ5ZrofHgV6s-5mpdTLVq1EirIJWLqcJFR1amMtIts, google-site-verification=JHD4QsMnNl-SsATu83sM2oCmbCYYHoOc6kIamj-YM2w",,,reply.s11.exacttarget.com,
[x],latamcpdealer.cusa.canon.com,146.184.161.30,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,latamcpdealer.oceusa.com,,,,,,
[x],latamnet.cusa.canon.com,146.184.161.243,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],lenses.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],lfpp.csa.canon.com,146.184.161.27,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],lfpp2.csa.canon.com,146.184.161.56,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],lfs.csa.canon.com,"104.17.70.206, 104.17.71.206, 104.17.73.206, 104.17.74.206, 104.17.72.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"canonwideformat.mktoweb.com, ab16.mktossl.com",,,,,,
[x],lfs1.csa.canon.com,"104.17.73.206, 104.17.71.206, 104.17.72.206, 104.17.74.206, 104.17.70.206","ns1.marketo.com, ops.localhost",NOERROR,True,cloudflare,,mkto-ab160087.com,"ns1.marketo.com, ns2.mktdns.com",,,,,
[x],lfssales.csa.canon.com,,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,custom-tracking.salesloft.com,,,,,,"letsencrypt.org, digicert.com, pki.goog, comodoca.com"
[x],lfsstorefront.csa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],lfstsc.csa.canon.com,146.184.162.38,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,nymsdz86.cusa.canon.com,,,,,,
[x],ls-outrelay-lb.cusa.canon.com,146.184.161.64,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],lyncdiscover.cbps.canon.com,,"admin.nsatc.net, dns.level3.net",NOERROR,,,,webdir.online.lync.com,,,,,,
[x],lz.usa.canon.com,146.184.161.105,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],m.csa.canon.com,146.184.161.239,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],m.ecarriers.csa.canon.com,146.184.161.224,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],m.impact-uat.csa.canon.com,146.184.162.171,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],m.impact.csa.canon.com,146.184.162.226,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],m.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,"pro.usa.canon.com, ereturn.usa.canon.com",,,,,,
[x],magento.api-stg.esb.usa.canon.com,146.184.161.94,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],magento.api-tst.esb.usa.canon.com,146.184.161.60,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],magentoapi-stg1.usa.canon.com,"34.232.185.176, 35.171.241.91","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,cusa-nlb-qa-kong-c8434fcd81ea4df6.elb.us-east-1.amazonaws.com,,,,,,
[x],magentoapi-stg2.usa.canon.com,"34.232.185.176, 35.171.241.91","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,cusa-nlb-qa-kong-c8434fcd81ea4df6.elb.us-east-1.amazonaws.com,,,,,,
[x],mail.ciis.canon.com,146.184.20.21,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mail01.cig2.cla.canon.com,52.207.42.143,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mail01.cig2.usa.canon.com,52.207.42.143,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mail02.cig2.cla.canon.com,34.196.203.89,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns3.cusa.canon.com, nydns08.cusa.canon.com, nydns07.cusa.canon.com, svadns4.cusa.canon.com",,,,,
[x],mail02.cig2.usa.canon.com,34.196.203.89,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd10.cusa.canon.com,146.184.152.28,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd12.cusa.canon.com,146.184.6.49,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd13.cusa.canon.com,146.184.152.225,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd15.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd16.cusa.canon.com,146.184.152.230,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd17.cusa.canon.com,146.184.152.232,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd19.cusa.canon.com,146.184.152.235,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd19swd.cusa.canon.com,146.184.152.237,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd20test.cusa.canon.com,146.184.152.172,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrd9.cusa.canon.com,146.184.6.49,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrdcmc2.cusa.canon.com,146.184.162.209,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrdeuq.usa.canon.com,146.184.161.35,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrdswd2.cusa.canon.com,146.184.6.48,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailgrdtest1.cusa.canon.com,146.184.162.138,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,nyapdz01.cusa.canon.com,,,,,,
[x],mailhost4.cusa.canon.com,146.184.6.158,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mailhost5.cusa.canon.com,146.184.6.159,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],maps.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],marketing.csa.canon.com,"54.221.50.8, 54.243.161.55, 54.166.96.114","ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,custom-tracking.salesloft.com,,,,,,"comodoca.com, digicert.com, letsencrypt.org, pki.goog"
[x],marketplace.dtp-community.dev.usa.canon.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],marketplace.dtp-community.devint.usa.canon.com,34.98.97.57,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],marketplace.dtp-community.qa.usa.canon.com,35.190.28.38,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],marketplace.dtp-community.usa.canon.com,34.102.225.103,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],max.cbps.canon.com,63.131.131.169,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mcu.usa.canon.com,146.184.161.179,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mediaevent.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,ereturn.usa.canon.com,,,,,,
[x],meeting.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mktg.csa.canon.com,146.184.161.212,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mobile.csa.canon.com,146.184.161.25,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns3.cusa.canon.com, svadns4.cusa.canon.com, nydns07.cusa.canon.com, nydns08.cusa.canon.com",,,,,
[x],mps.cbps.canon.com,64.27.66.238,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mst.usa.canon.com,146.184.161.45,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"nydns08.cusa.canon.com, svadns4.cusa.canon.com, nydns07.cusa.canon.com, svadns3.cusa.canon.com",,,,,
[x],mvsbc01.cusa.canon.com,146.184.160.83,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,v=spf1 include:spf.protection.outlook.com -all,,,mvsbc01-cusa-canon-com.mail.protection.outlook.com,
[x],mx.api.spsstg.cusa.canon.com,"10.222.197.6, 146.184.162.24, 146.184.162.25, 146.184.152.101, 146.184.152.100","mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns4.cusa.canon.com, nydns07.cusa.canon.com, nydns08.cusa.canon.com, svadns3.cusa.canon.com",,True,10.222.197.6,,
[x],mycanon.api-stg.esb.usa.canon.com,146.184.161.247,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mycanon.api.esb.usa.canon.com,146.184.161.248,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mycanon.devint.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],mycanon.qa.cam.usa.canon.com,34.102.217.28,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],mycanon.stg.cam.usa.canon.com,34.98.100.209,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],mycanon.stg.cusa.canon.com,34.98.115.161,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,stg.mycanon.cusa.canon.com,,,,,,
[x],mycanonconnection.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,partnernet.usa.canon.com,,,,,,
[x],mycfs.cfs.canon.com,146.184.161.153,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mycsa.csa.canon.com,146.184.161.169,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],mycsa.tst.csa.canon.com,146.184.161.124,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],myprofile.devint.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,devint.myprofile.americas.canon.com,,,,,,
[x],myprofile.stg.americas.canon.com,34.107.193.161,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,stg.myprofile.americas.canon.com,,,,,,
[x],myworkflow.usa.canon.com,146.184.161.163,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],naspo.usa.canon.com,146.184.161.180,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],networkcameras.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,seeimpossible.usa.canon.com,,,,,,
[x],nextgen.usa.canon.com,"146.184.6.144, 146.184.6.143","mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nexuscdvny.cfs.canon.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],notificationsqa.cbr.usa.canon.com,146.184.161.139,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],notificationstst.cbr.usa.canon.com,146.184.152.205,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ns1.jp.canon.com,208.94.148.13,"01.dnsv.jp, hostmaster.dnsv.jp",NOERROR,,,2600:1800:5::1,,,,,,,
[x],ns2.jp.canon.com,208.80.124.13,"01.dnsv.jp, hostmaster.dnsv.jp",NOERROR,,,2600:1801:6::1,,,,,,,
[x],ns2e.ca.canon.com,146.184.4.100,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ns3e.ca.canon.com,146.184.4.123,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nw.cusa.canon.com,146.184.161.128,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nwdev.cusa.canon.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],nyapdz01.cusa.canon.com,146.184.162.138,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns07.cusa.canon.com,146.184.162.24,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns07.webtest.usa.canon.com,146.184.162.24,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns08.cusa.canon.com,146.184.162.25,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns08.webtest.usa.canon.com,146.184.162.25,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns1.cusa.canon.com,146.184.6.224,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns2.cusa.canon.com,146.184.6.225,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns3.cusa.canon.com,146.184.162.24,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nydns4.cusa.canon.com,146.184.162.25,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsdz41.cusa.canon.com,146.184.162.41,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsdz45.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsdz62.cusa.canon.com,146.184.162.168,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsdz63.cusa.canon.com,146.184.162.169,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsdz71.cusa.canon.com,146.184.165.46,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsdz73.cusa.canon.com,146.184.162.53,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nymsut139.corp.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],nyrhdz16.cusa.canon.com,146.184.165.209,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nyrhdz20.cusa.canon.com,146.184.162.245,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nyrhdz20.usa.canon.com,146.184.161.42,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nyrhdz21.cusa.canon.com,146.184.162.130,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nyrhut13.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],nyrhut14.cusa.canon.com,"146.184.162.95, 146.184.162.24, 146.184.162.25, 146.184.152.101, 146.184.152.100","mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"nydns07.cusa.canon.com, svadns3.cusa.canon.com, svadns4.cusa.canon.com, nydns08.cusa.canon.com",,,,,
[x],offlease.cfs.canon.com,"80.239.137.160, 62.115.252.9","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:0:4e::50ef:9652, 2001:2030:0:4e::50ef:9653","offlease.cfs.canon.com.edgekey.net, e76567.dsca.akamaiedge.net",,,,,,
[x],omp.email.cusa.canon.com,"207.135.2.23, 199.7.204.41","a1-182.akam.net, dnsadmin.responsys.com",NOERROR,,,,,,,,,,
[x],omptrans.email.cusa.canon.com,,"a1-182.akam.net, dnsadmin.responsys.com",NOERROR,True,oracle,,,,,,,,
[x],omptrans.email2.cusa.canon.com,129.145.67.88,"a1-182.akam.net, hostmaster.email2.cusa.canon.com",NOERROR,,,,,,,,,,
[x],onesource.cbps.canon.com,67.92.217.114,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,onesource.ceaportal.com,,,,,,
[x],oneweb.api-stg.esb.usa.canon.com,146.184.161.98,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],oneweb.api-tst.esb.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],oneweb.api.esb.usa.canon.com,146.184.170.46,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],opa.cig2.cla.canon.com,,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,redirect-opa.ihub.image.canon,,,,,,
[x],opa.cig2.usa.canon.com,,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,redirect-opa.ihub.image.canon,,,,,,
[x],opu.cig2.cla.canon.com,,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,redirect-opa.ihub.image.canon,,,,,,
[x],opu.cig2.usa.canon.com,,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,redirect-opa.ihub.image.canon,,,,,,
[x],origin-nw.cusa.canon.com,146.184.161.103,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],origin-nwqa.cusa.canon.com,146.184.161.244,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],orion.cusa.canon.com,12.23.16.34,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],p.esbprd.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],p.esbpseudoprd.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],pa.api.spsstg.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],pages.cbps.canon.com,"104.17.72.206, 104.17.71.206, 104.17.74.206, 104.17.73.206, 104.17.70.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"obs.mktoweb.com, abj.mktossl.com",,,,,,
[x],partnernet.usa.canon.com,146.184.161.100,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],partnernetlogin.usa.canon.com,146.184.161.106,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],partnernetloginstg.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],partnersdev.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],passport.usa.canon.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d391lnt92c80si.cloudfront.net,,,,,,
[x],phillips66.mycsa.tst.csa.canon.com,146.184.152.56,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"nydns07.cusa.canon.com, svadns4.cusa.canon.com, nydns08.cusa.canon.com, svadns3.cusa.canon.com",,,,,
[x],phoenix-p2.ca.canon.com,146.184.2.61,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],phoenix.ca.canon.com,146.184.2.62,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],photos-upload.dtp-community.usa.canon.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],photos.dtp-community.devint.usa.canon.com,34.98.97.57,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],photos.dtp-community.qa.usa.canon.com,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],pim.cusa.canon.com,146.184.161.87,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],pimqaext.cusa.canon.com,146.184.161.120,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],portal.csa.canon.com,146.184.161.216,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],powerofashot.usa.canon.com,50.97.186.86,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ppmpocappsnew.cusa.canon.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],pps.csa.canon.com,74.208.176.226,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ppsftp.csa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],preference.mycanon.usa.canon.com,34.102.160.245,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],preferences.cdf.usa.canon.com,34.102.160.245,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],print.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,ereturn.usa.canon.com,"svadns4.cusa.canon.com, svadns3.cusa.canon.com, nydns07.cusa.canon.com, nydns08.cusa.canon.com",,,,,
[x],printinginnovations.cusa.canon.com,146.184.152.181,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],printondemand.cusa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,ereturn.usa.canon.com,,,,,,
[x],pro.imaging.usa.canon.com,"52.54.96.194, 18.208.125.13, 34.237.219.119, 3.215.172.219, 3.92.120.28","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,,
[x],pro.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,ereturn.usa.canon.com,,,,,,
[x],product.mycanon.usa.canon.com,34.102.160.245,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],productmaster.cdf.usa.canon.com,34.102.160.245,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],productreg.cdf.usa.canon.com,34.102.160.245,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],profile.cdf.usa.canon.com,34.102.160.245,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],proprinter.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],prtl-vend.cusa.canon.com,"146.184.161.200, 146.184.162.24, 146.184.162.25, 146.184.152.101, 146.184.152.100","mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns4.cusa.canon.com, svadns3.cusa.canon.com, nydns08.cusa.canon.com, nydns07.cusa.canon.com",,,,,
[x],psb.csa.canon.com,146.184.161.102,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],pw2c.cfs.canon.com,,,NOERROR,,,,,,,,,,
[x],qa-address.mycanon.cam.usa.canon.com,34.102.217.28,,NOERROR,True,google,,,,,,,,
