new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,caa,aaaa,has_internal_ips,internal_ips
[x],work.wealthsimple.com,"104.16.53.111, 104.16.51.111",wealthsimplework.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail-pod-27.int.zendesk.com,,"v=spf1 include:mail.zendesk.com ~all, pod=27",,,,
[x],wp.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www-netlify-staging.wealthsimple.com,"35.177.4.152, 18.135.78.54",wealthsimple.netlifyglobalcdn.com,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,"2a05:d01c:55d:b901:18b4:f46b:3c49:6500, 2a05:d01c:55d:b900:eeaa:6a2b:eb95:ccca",,
[x],www-netlify.wealthsimple.com,"18.135.78.54, 3.11.93.128",wealthsimple.netlifyglobalcdn.com,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,"2a05:d01c:55d:b900:eeaa:6a2b:eb95:ccca, 2a05:d01c:55d:b902:16ce:3a19:d831:50fd",,
[x],www-staging.simpletax.ca,"15.156.123.30, 99.79.116.7",,"ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.faq.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.faq.www.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,
[x],www.faqwww.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,
[x],www.sihw.faq-www.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.simpletax.ca,"3.97.155.19, 3.97.154.204",,"ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.wealthsimple.com,"104.18.18.16, 104.18.19.16",www.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],www2-staging.wealthsimple.com,"104.18.18.16, 104.18.19.16",www2-staging.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],zendesk1.simpletax.ca,"162.159.128.7, 162.159.138.6",mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
[x],zendesk1.wealthsimple.com,"162.159.128.7, 162.159.138.6",mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,,,,,,
[x],zendesk2.simpletax.ca,"162.159.128.7, 162.159.138.6",mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
[x],zendesk3.simpletax.ca,"162.159.138.6, 162.159.128.7",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
[x],zendesk3.wealthsimple.com,"162.159.138.6, 162.159.128.7",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
[x],zendesk4.wealthsimple.com,"162.159.138.6, 162.159.128.7",mail4.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,,
