input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.186.131,/,302920777,2a00:1450:4001:813::2003,HTTP/3,12,False,,,,
go.corp.priceline.com,priceline.com - Sign In,200,24582,AS14618,AMAZON-AES,US,34.224.0.0/12,priceline.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,priceline.okta.com,,80,http://go.corp.priceline.com:80,http,nginx,text/html,GET,34.233.211.171,/,-287627348,34.233.211.171,Nginx,513,False,,https://priceline.okta.com/app/akamai/exke5fpdlrAyxGQPd1t7/sso/saml?SAMLRequest=fVJbT4MwGP0rpO9Q2JU1QMKGM0vUzEt88MU03betWWlrv6LbvxdYNDNGX0%2FP6bm0GfJaWVY2fq8f4K0B9MGxVhpZf5CTxmlmOEpkmteAzAv2WN7esEEUM%2BuMN8IociH5X8ERwXlpNAlWVU5eB8N0Ok8mk1G5WE7K2XCeVqNJHKdJejWvZssFCZ7BYcvPSStvRYgNrDR6rn0LxYNhGI%2FDePY0GLJ4ypLpCwmqtoPU3PeqvfcWGaXWSQFKaojMwfNImJpyayk%2F8JpLCscDjLd2o1x5Ol7frzeJn1JEQ7tGJFgaJ6CfKCdbrhC6IOu2i3yHL6TIOi7rA7rit60yO6mjnYnOliEXAhD7IJ2QoqUO0BqNkNHLq7LzC921W66qtVFSnLpANfd%2FT51ESY%2FITbjtqazRaEHIrYQNCUqlzMfCAfff8Wlxdv35FYpP&RelayState=6502640730719511813,,https://c3qaa.go.akamai-access.com
google.corp.priceline.com,Log in with Atlassian account,200,6777,AS23274,PRICELINE-COM-AS-01,US,64.6.30.0/24,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,Atlassian Pty Ltd,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,True,ctls,id.atlassian.com,,443,https://google.corp.priceline.com:443,https,AtlassianEdge,text/html,GET,64.6.29.85,/,-1755672129,64.6.29.85,HSTS,1,False,,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Aconfluence%253A%253Asite%252F53acc8ae-2526-4c73-af00-9e93993971f6%26continue%3Dhttps%253A%252F%252Fpriceline.atlassian.net%252Fwiki%252Fx%252FoqZzB&application=confluence,,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service
h.priceline.com,"Priceline.com: 28,369,835 hotel and property listings worldwide. 260+ million hotel reviews.",200,418792,AS16509,AMAZON-02,US,18.66.102.0/24,h.priceline.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-02-23T23:59:59Z,"CN=h.priceline.com, O=Booking.com BV, L=Amsterdam, C=NL",h.priceline.com,Booking.com BV,h.priceline.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,69b8203cbda93a9f8e5021c8fc80404c,766e63e75f95f2fc15f9ad81586005229e938e4cf33bb134f0fea1211c4673bb,,ctls,h.priceline.com,cloudfront,443,https://h.priceline.com:443,https,nginx,text/html,GET,18.66.97.73,/,1494302000,18.66.97.87,PerimeterX,6259,False,True,,,
https://oinmanager.okta.com,OIN Manager - Landing Page,200,1111,AS14618,AMAZON-AES,US,100.24.0.0/13,oinmanager.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-22T23:59:59Z,"CN=oinmanager.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",oinmanager.okta.com,"Okta, Inc.",oanmanager.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c5ed6ef95b0582df3921359102788ad7,f97c36fa2d8a127a09340ceedf19856921fe6b3627f400ad24c548854b842b1e,,ctls,oinmanager.okta.com,,443,https://oinmanager.okta.com:443,https,envoy,text/html,GET,100.26.83.76,/,-2069203784,3.210.18.56,HSTS,6,False,,,,
ids-dev.priceline.com,My Apps Dashboard | Priceline,200,8915,AS16509,AMAZON-02,US,13.249.0.0/23,ids-dev.priceline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=ids-dev.priceline.com,ids-dev.priceline.com,,ids-dev.priceline.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,96d8ede6bd6d1d07e1a73362ca5db653,3285d69111b5a635a1826837ae12993e44b52faf4e105732f577d396f82b0576,,ctls,ids-dev.priceline.com,,443,https://ids-dev.priceline.com:443,https,nginx,text/html,GET,13.248.244.122,/,-599803935,76.223.106.8,Nginx,183,False,,https://ids-dev.priceline.com/app/UserHome?iss=https%3A%2F%2Fids-dev.priceline.com&session_hint=AUTHENTICATED,,http://127.0.0.1:65111
ids.priceline.com,Access to this page has been denied.,403,10824,AS16509,AMAZON-02,US,13.249.0.0/23,www.priceline.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T10:52:35Z,2024-03-24T10:52:34Z,CN=www.priceline.com,www.priceline.com,,priceline.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,f8d53c9c8077204f1603569c4163df42,c2b76704e5aaf5a26b72f10826333c52af9019abf84a0627cd5bb7d1421b81a7,True,ctls,www.priceline.com,,80,http://ids.priceline.com:80,http,Varnish,text/html,GET,13.248.245.245,/,-599803935,76.223.112.12,Varnish,1,False,,https://www.priceline.com/next-profile/login,,
jira.corp.priceline.com,Log in with Atlassian account,200,6711,AS23274,PRICELINE-COM-AS-01,US,64.6.30.0/24,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,Atlassian Pty Ltd,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,True,ctls,id.atlassian.com,,443,https://jira.corp.priceline.com:443,https,AtlassianEdge,text/html,GET,64.6.29.85,/,-1199386611,64.6.29.85,HSTS,1,False,,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252F53acc8ae-2526-4c73-af00-9e93993971f6%26continue%3Dhttps%253A%252F%252Fpriceline.atlassian.net%252Fjira&application=jira,,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service
li.priceline.com,,404,9,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,,443,https://li.priceline.com:443,https,nginx,,GET,23.32.238.234,/,-738705486,23.32.238.226,Nginx,1,False,,https://p.liadm.com/?_li_uuid=&,,
links.deals.priceline.com,,404,9,AS14618,AMAZON-AES,US,54.88.0.0/14,,,,,,,,,,,,,,,,,,,,,80,http://links.deals.priceline.com:80,http,iterable-links 6795,text/plain,GET,54.85.189.130,/,1408586699,54.162.25.2,,1,False,,,,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub46dd5cf52153d917fc1d5e91ff3a600d&dd-evp-origin=content-security-policy&ddsource=csp-report
