new,host,a,soa,has_internal_ips,internal_ips,status_code,ns,cdn,cdn-name,cname,mx,txt,caa,aaaa
[x],17-121-112-93.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-113-227.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-113-24.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-113-26.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-113-44.dev.mobilevikings.be,,"ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],17-121-117-141.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-117-15.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-118-145.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-118-68.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-119-167.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,"ns-1324.awsdns-37.org, ns-1936.awsdns-50.co.uk, ns-566.awsdns-06.net, ns-91.awsdns-11.com",,,,,,,
[x],17-121-119-25.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,"ns-1324.awsdns-37.org, ns-1936.awsdns-50.co.uk, ns-566.awsdns-06.net, ns-91.awsdns-11.com",,,,,,,
[x],17-121-121-168.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-121-176.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-121-218.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-122-176.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-122-70.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-123-59.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-125-1.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-125-229.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141",,True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-126-154.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-127-164.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-127-180.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-127-228.mobilevikings.be,"18.67.76.42, 18.67.76.83, 18.67.76.80, 18.67.76.124","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,,,
[x],17-121-127-232.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],17-121-127-248.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-121-127-49.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-58-100-138.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-58-100-148.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],17-58-101-179.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],1792358g8.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],18din6w4.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],1a2.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],1i6o97k2.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126",,True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],1n1itcnf.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018-api2018.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018-beta-temp.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2018-datateam.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018-loadbalancer.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018-upgradeprivatev3.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018-vpnapi-s30.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2018shaildhar2.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,"ns-1324.awsdns-37.org, ns-1936.awsdns-50.co.uk, ns-566.awsdns-06.net, ns-91.awsdns-11.com",,,,,,,
[x],2018userprivate.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,"ns-1324.awsdns-37.org, ns-1936.awsdns-50.co.uk, ns-566.awsdns-06.net, ns-91.awsdns-11.com",,,,,,,
[x],2018v2.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018vidaoo-stg.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2018web-status.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2018www1-stream.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2019-237944g44.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2019-backupconfig.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141",,True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2019-gcpaccount-cachetrackerpostgresql.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2019-vurv.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],20192021wiki.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],20193421732g32.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],20193446859g9.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2019ns20.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2019private-previewjiratunnel-mx.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2019redirect-gcpaccounts.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,"ns-1324.awsdns-37.org, ns-1936.awsdns-50.co.uk, ns-566.awsdns-06.net, ns-91.awsdns-11.com",,,,,,,
[x],2019titiriluche.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2020-alpha-admin-account.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-alpha-corporate.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-bucket-v3.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-data-accountusers-ssh-api.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2020-eu-gb-lon05.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-ftp.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-hosting.mobilevikings.be,"52.222.236.46, 52.222.236.25, 52.222.236.63, 52.222.236.12","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,,,
[x],2020-opswebconf.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2020-s3-preferences.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2020-ssh.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-sslvpnrings.mobilevikings.be,"52.222.236.46, 52.222.236.63, 52.222.236.12, 52.222.236.25","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,,,
[x],2020-tikona.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2020-users-gcpshare.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-vipdbmsredirectdevelopment.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020-ww.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020origin.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2020users.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2021-acc-appaws-service-63wc39887561kxglpj3c-heytsmrygy3dmnc.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.141, 10.55.240.126",NOERROR,,,,,,,,
[x],2021-auth-prassets-postmanbackups-www-test.dev.mobilevikings.be,"10.55.240.126, 10.55.240.141","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,"10.55.240.126, 10.55.240.141",NOERROR,,,,,,,,
[x],2021-events-slave.dev.mobilevikings.be,"10.55.240.141, 10.55.240.126",,True,"10.55.240.141, 10.55.240.126",NOERROR,"ns-1324.awsdns-37.org, ns-1936.awsdns-50.co.uk, ns-566.awsdns-06.net, ns-91.awsdns-11.com",,,,,,,
