new,host,a,soa,ns,status_code,mx,cname,aaaa,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa
,ip-91.191.68.26.sk.o2.com,91.191.68.26,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.27.sk.o2.com,91.191.68.27,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.28.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.3.sk.o2.com,91.191.68.3,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.31.sk.o2.com,91.191.68.31,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.32.sk.o2.com,91.191.68.32,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.68.33.sk.o2.com,91.191.68.33,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.37.sk.o2.com,91.191.68.37,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.38.sk.o2.com,91.191.68.38,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.39.sk.o2.com,91.191.68.39,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.4.sk.o2.com,91.191.68.4,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.40.sk.o2.com,91.191.68.40,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.42.sk.o2.com,91.191.68.42,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.44.sk.o2.com,91.191.68.44,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.47.sk.o2.com,91.191.68.47,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.48.sk.o2.com,91.191.68.48,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.5.sk.o2.com,91.191.68.5,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.54.sk.o2.com,91.191.68.54,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.55.sk.o2.com,91.191.68.55,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.56.sk.o2.com,91.191.68.56,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.6.sk.o2.com,91.191.68.6,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.60.sk.o2.com,91.191.68.60,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.61.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.63.sk.o2.com,91.191.68.63,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.64.sk.o2.com,91.191.68.64,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.65.sk.o2.com,91.191.68.65,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.68.sk.o2.com,91.191.68.68,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.7.sk.o2.com,91.191.68.7,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.71.sk.o2.com,91.191.68.71,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.73.sk.o2.com,91.191.68.73,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.74.sk.o2.com,91.191.68.74,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.75.sk.o2.com,91.191.68.75,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.78.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.8.sk.o2.com,91.191.68.8,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.81.sk.o2.com,91.191.68.81,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.68.82.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.83.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.86.sk.o2.com,91.191.68.86,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.88.sk.o2.com,91.191.68.88,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.68.90.sk.o2.com,91.191.68.90,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.92.sk.o2.com,91.191.68.92,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.94.sk.o2.com,91.191.68.94,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.95.sk.o2.com,91.191.68.95,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.96.sk.o2.com,91.191.68.96,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.97.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.68.99.sk.o2.com,91.191.68.99,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.0.sk.o2.com,91.191.70.0,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.10.sk.o2.com,91.191.70.10,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.100.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.103.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.105.sk.o2.com,91.191.70.105,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.106.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.108.sk.o2.com,91.191.70.108,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.11.sk.o2.com,91.191.70.11,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.110.sk.o2.com,91.191.70.110,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.111.sk.o2.com,91.191.70.111,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.112.sk.o2.com,91.191.70.112,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.114.sk.o2.com,91.191.70.114,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.116.sk.o2.com,91.191.70.116,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.117.sk.o2.com,91.191.70.117,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.118.sk.o2.com,91.191.70.118,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.122.sk.o2.com,91.191.70.122,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.123.sk.o2.com,91.191.70.123,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.126.sk.o2.com,91.191.70.126,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.127.sk.o2.com,91.191.70.127,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.129.sk.o2.com,91.191.70.129,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.13.sk.o2.com,91.191.70.13,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.130.sk.o2.com,91.191.70.130,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.132.sk.o2.com,91.191.70.132,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.135.sk.o2.com,91.191.70.135,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.136.sk.o2.com,91.191.70.136,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.138.sk.o2.com,91.191.70.138,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.139.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.14.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.142.sk.o2.com,91.191.70.142,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.144.sk.o2.com,91.191.70.144,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.145.sk.o2.com,91.191.70.145,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.147.sk.o2.com,91.191.70.147,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.148.sk.o2.com,91.191.70.148,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.149.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.15.sk.o2.com,91.191.70.15,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.150.sk.o2.com,91.191.70.150,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.152.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.153.sk.o2.com,91.191.70.153,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.155.sk.o2.com,91.191.70.155,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.158.sk.o2.com,91.191.70.158,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.159.sk.o2.com,91.191.70.159,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.16.sk.o2.com,91.191.70.16,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.160.sk.o2.com,91.191.70.160,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.165.sk.o2.com,91.191.70.165,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.168.sk.o2.com,91.191.70.168,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.169.sk.o2.com,91.191.70.169,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.170.sk.o2.com,91.191.70.170,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.171.sk.o2.com,91.191.70.171,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.172.sk.o2.com,91.191.70.172,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.173.sk.o2.com,91.191.70.173,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.175.sk.o2.com,91.191.70.175,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.176.sk.o2.com,91.191.70.176,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.177.sk.o2.com,91.191.70.177,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.179.sk.o2.com,91.191.70.179,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.180.sk.o2.com,91.191.70.180,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.181.sk.o2.com,91.191.70.181,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.183.sk.o2.com,91.191.70.183,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.185.sk.o2.com,91.191.70.185,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.187.sk.o2.com,91.191.70.187,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.188.sk.o2.com,91.191.70.188,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.189.sk.o2.com,91.191.70.189,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.19.sk.o2.com,91.191.70.19,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.190.sk.o2.com,91.191.70.190,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.191.sk.o2.com,91.191.70.191,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.192.sk.o2.com,91.191.70.192,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.193.sk.o2.com,91.191.70.193,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.196.sk.o2.com,91.191.70.196,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.198.sk.o2.com,91.191.70.198,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.2.sk.o2.com,91.191.70.2,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.20.sk.o2.com,91.191.70.20,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.200.sk.o2.com,91.191.70.200,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.202.sk.o2.com,91.191.70.202,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.203.sk.o2.com,91.191.70.203,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.204.sk.o2.com,91.191.70.204,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.205.sk.o2.com,91.191.70.205,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.207.sk.o2.com,91.191.70.207,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.208.sk.o2.com,91.191.70.208,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.21.sk.o2.com,91.191.70.21,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.210.sk.o2.com,91.191.70.210,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.211.sk.o2.com,91.191.70.211,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.212.sk.o2.com,91.191.70.212,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.213.sk.o2.com,91.191.70.213,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.214.sk.o2.com,91.191.70.214,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.215.sk.o2.com,91.191.70.215,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.217.sk.o2.com,91.191.70.217,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.218.sk.o2.com,91.191.70.218,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.219.sk.o2.com,91.191.70.219,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.220.sk.o2.com,91.191.70.220,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.227.sk.o2.com,91.191.70.227,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.229.sk.o2.com,91.191.70.229,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.230.sk.o2.com,91.191.70.230,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.233.sk.o2.com,91.191.70.233,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.234.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.239.sk.o2.com,91.191.70.239,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.240.sk.o2.com,91.191.70.240,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.241.sk.o2.com,91.191.70.241,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.242.sk.o2.com,91.191.70.242,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.243.sk.o2.com,91.191.70.243,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.244.sk.o2.com,91.191.70.244,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.246.sk.o2.com,91.191.70.246,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.247.sk.o2.com,91.191.70.247,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.248.sk.o2.com,91.191.70.248,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.249.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.25.sk.o2.com,91.191.70.25,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.250.sk.o2.com,91.191.70.250,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.252.sk.o2.com,91.191.70.252,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.253.sk.o2.com,91.191.70.253,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.26.sk.o2.com,91.191.70.26,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.27.sk.o2.com,91.191.70.27,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.28.sk.o2.com,91.191.70.28,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.31.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.32.sk.o2.com,91.191.70.32,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.33.sk.o2.com,91.191.70.33,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.34.sk.o2.com,91.191.70.34,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.36.sk.o2.com,91.191.70.36,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.39.sk.o2.com,91.191.70.39,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.4.sk.o2.com,,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.40.sk.o2.com,91.191.70.40,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.41.sk.o2.com,91.191.70.41,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.43.sk.o2.com,91.191.70.43,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.44.sk.o2.com,91.191.70.44,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.45.sk.o2.com,91.191.70.45,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.46.sk.o2.com,91.191.70.46,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.48.sk.o2.com,91.191.70.48,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.49.sk.o2.com,91.191.70.49,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.5.sk.o2.com,91.191.70.5,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.50.sk.o2.com,91.191.70.50,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.52.sk.o2.com,91.191.70.52,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.54.sk.o2.com,91.191.70.54,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.55.sk.o2.com,91.191.70.55,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.56.sk.o2.com,91.191.70.56,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.57.sk.o2.com,91.191.70.57,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.58.sk.o2.com,91.191.70.58,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.59.sk.o2.com,91.191.70.59,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.61.sk.o2.com,91.191.70.61,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.64.sk.o2.com,91.191.70.64,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.65.sk.o2.com,91.191.70.65,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.66.sk.o2.com,91.191.70.66,"dns.iol.cz, hostmaster.iol.cz","ns2.tel.cz, dns.iol.cz",NOERROR,,,,,,,,,
,ip-91.191.70.69.sk.o2.com,91.191.70.69,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.72.sk.o2.com,91.191.70.72,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.73.sk.o2.com,91.191.70.73,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.75.sk.o2.com,91.191.70.75,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.76.sk.o2.com,91.191.70.76,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.78.sk.o2.com,91.191.70.78,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.79.sk.o2.com,91.191.70.79,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.8.sk.o2.com,91.191.70.8,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.82.sk.o2.com,91.191.70.82,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.83.sk.o2.com,91.191.70.83,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.84.sk.o2.com,91.191.70.84,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.85.sk.o2.com,91.191.70.85,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.87.sk.o2.com,91.191.70.87,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.88.sk.o2.com,91.191.70.88,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.89.sk.o2.com,91.191.70.89,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.93.sk.o2.com,91.191.70.93,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.97.sk.o2.com,91.191.70.97,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
,ip-91.191.70.98.sk.o2.com,91.191.70.98,"dns.iol.cz, hostmaster.iol.cz",,NOERROR,,,,,,,,,
,ip-91.191.70.99.sk.o2.com,91.191.70.99,"dns.iol.cz, hostmaster.iol.cz","dns.iol.cz, ns2.tel.cz",NOERROR,,,,,,,,,
