input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed,csp_domains_,tls_expired
19cadf26215f0274ef36049ffbd428aa.int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,19cadf26215f0274ef36049ffbd428aa.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-25T16:13:02Z,2023-11-25T16:13:02Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2d821207062e3afe75dc6f70a816c842,d1bf5c7606b6e04eb7a064d8f97f624d702f86ae598def01428582243ed01691,ctls,19cadf26215f0274ef36049ffbd428aa.int.aurasa.telefonica.de,azure,443,https://19cadf26215f0274ef36049ffbd428aa.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,566218143,20.54.37.102,HSTS,14,False,True,Acme Co,,,True,True,,
1f448a07f23bdd554ed4684391a51540.int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,1f448a07f23bdd554ed4684391a51540.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-25T16:13:02Z,2023-11-25T16:13:02Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2d821207062e3afe75dc6f70a816c842,d1bf5c7606b6e04eb7a064d8f97f624d702f86ae598def01428582243ed01691,ctls,1f448a07f23bdd554ed4684391a51540.int.aurasa.telefonica.de,azure,443,https://1f448a07f23bdd554ed4684391a51540.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,566218143,20.54.37.102,HSTS,14,False,True,Acme Co,,,True,True,,
2975be9404715cdaa56f076c496b626e.int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,2975be9404715cdaa56f076c496b626e.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-03T11:12:43Z,2023-11-03T11:12:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b7ff8cd1d637fcfbecd7de3cc7e80dec,45b4a16579f31d705f12a6c6693de8d2ab8a4bd353d62791ad1c010aebd2a230,ctls,2975be9404715cdaa56f076c496b626e.int.aurasa.telefonica.de,azure,443,https://2975be9404715cdaa56f076c496b626e.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,566218143,20.54.37.102,HSTS,14,False,True,Acme Co,,,True,True,,
33584d549fcb03c28a15df57550d5d07.sf-int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,33584d549fcb03c28a15df57550d5d07.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,33584d549fcb03c28a15df57550d5d07.sf-int.aurasa.telefonica.de,,443,https://33584d549fcb03c28a15df57550d5d07.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,566218143,20.82.230.178,HSTS,14,False,,Acme Co,,,True,True,,
364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de,,404,22,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T07:21:41Z,2023-07-24T07:21:40Z,CN=364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de,364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de,364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,88dd75d09b5944ef26011cfd3b108fa4,7d86b5752ed6509ed969ebac4fe534b1a08ebbf3d955a55384cc6430f68a491e,ctls,364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de,,443,https://364c95dd7909e718157425a71df37f2e.sf-int.aurasa.telefonica.de:443,https,,application/json,GET,20.82.230.178,/,2125685474,20.82.230.178,HSTS,1,False,,,,,,,,
408e2e122306dae85b3d9dab346585fd.sf-int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,408e2e122306dae85b3d9dab346585fd.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,408e2e122306dae85b3d9dab346585fd.sf-int.aurasa.telefonica.de,,443,https://408e2e122306dae85b3d9dab346585fd.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,1494302000,20.82.230.178,HSTS,8,False,,Acme Co,,,True,True,,
410.o2online.de,,410,,AS6805,TDDE-ASN1,DE,82.113.96.0/19,410.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,410.o2online.de,,443,https://410.o2online.de:443,https,,,GET,82.113.101.149,/,-1840324437,82.113.101.149,,1,False,,Telefónica Germany GmbH & Co. OHG,True,,,,,
4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de,503 Service Temporarily Unavailable,503,190,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T13:56:58Z,2023-06-29T13:56:57Z,CN=4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de,4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de,4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd2f70b411a257b8fd1083ee8fc28bd3,a70b3b3da921b17cacbcf2f57c3813c28bb4a0e974f5c936289da157f0851f95,ctls,4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de,,443,https://4c949d32c8d6f1566a0758b8b2391664.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,1457316476,20.82.230.178,HSTS,8,False,,,,,,,,
50bc8204c34921b3b72eee3d2c37b6b6.sf-int.aurasa.telefonica.de,Sign in to your account,200,198790,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,443,https://50bc8204c34921b3b72eee3d2c37b6b6.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,2125685474,20.82.230.178,HSTS,174,False,,Microsoft Corporation,,https://login.microsoftonline.com/5e4aa364-a215-4acd-a560-c4d0299660ef/oauth2/v2.0/authorize?response_type=code&client_id=fefa9d74-638c-4ced-84e7-f10ec7ab335f&redirect_uri=https%3A%2F%2Faura-secure-forms-agent.int.aurasa.telefonica.de%2Fcallback&scope=email+openid+profile,,,,
5245c48927bc4c3586343896c5cd826b.sf-int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,5245c48927bc4c3586343896c5cd826b.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,5245c48927bc4c3586343896c5cd826b.sf-int.aurasa.telefonica.de,,443,https://5245c48927bc4c3586343896c5cd826b.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,566218143,20.82.230.178,HSTS,14,False,,Acme Co,,,True,True,,
5bed23f11e746e8d78686e1a09cdc26e.int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,5bed23f11e746e8d78686e1a09cdc26e.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-05T15:53:53Z,2023-12-05T15:53:53Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2a011971fac7d06b2fcadf3b35092249,965f3c5322bb7598e302cfe81bdd330e3763c04303429eb245ea7eac3a8825c0,ctls,5bed23f11e746e8d78686e1a09cdc26e.int.aurasa.telefonica.de,azure,443,https://5bed23f11e746e8d78686e1a09cdc26e.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,1494302000,20.54.37.102,HSTS,8,False,True,Acme Co,,,True,True,,
5d97ead68506d1e93aa13b0558731c6a.sf-int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,5d97ead68506d1e93aa13b0558731c6a.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,5d97ead68506d1e93aa13b0558731c6a.sf-int.aurasa.telefonica.de,,443,https://5d97ead68506d1e93aa13b0558731c6a.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,566218143,20.82.230.178,HSTS,14,False,,Acme Co,,,True,True,,
629575e03321cada29001b2cb308c1c6.sf-int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,629575e03321cada29001b2cb308c1c6.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,629575e03321cada29001b2cb308c1c6.sf-int.aurasa.telefonica.de,,443,https://629575e03321cada29001b2cb308c1c6.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,1494302000,20.82.230.178,HSTS,8,False,,Acme Co,,,True,True,,
70d4709aefba9e57adfda9c17d108883.int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,70d4709aefba9e57adfda9c17d108883.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-06T19:24:39Z,2023-12-06T19:24:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,da45bb9960cf4601a08d8631bd817440,3972626e40639cc5db9485bffb0eea162b6cc9bc698bbe00257e9fb348dd5fa6,ctls,70d4709aefba9e57adfda9c17d108883.int.aurasa.telefonica.de,azure,443,https://70d4709aefba9e57adfda9c17d108883.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,1494302000,20.54.37.102,HSTS,8,False,True,Acme Co,,,True,True,,
72b0f77b5a7306ac9870dd7a03690e31.int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,72b0f77b5a7306ac9870dd7a03690e31.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-19T06:33:41Z,2023-11-19T06:33:41Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d684f6858bf9d619ab5ea7ac1e540573,c69b24c91fa0ff78f15a23fd80df4fa3284b70651393cbb02fd453c383172729,ctls,72b0f77b5a7306ac9870dd7a03690e31.int.aurasa.telefonica.de,azure,443,https://72b0f77b5a7306ac9870dd7a03690e31.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,1494302000,20.54.37.102,HSTS,8,False,True,Acme Co,,,True,True,,
76811f3d53d0b6f0b6dbde3c11d1fcdb.sf-int.aurasa.telefonica.de,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,76811f3d53d0b6f0b6dbde3c11d1fcdb.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,76811f3d53d0b6f0b6dbde3c11d1fcdb.sf-int.aurasa.telefonica.de,,443,https://76811f3d53d0b6f0b6dbde3c11d1fcdb.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,566218143,20.82.230.178,HSTS,14,False,,Acme Co,,,True,True,,
77e628140cbc1d063a062e35e1cda160.sf-int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,77e628140cbc1d063a062e35e1cda160.sf-int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T03:35:48Z,2024-01-08T03:35:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b837fb9556dc2799c2d98ed8af206bb2,9ea9951fdc4572aca9ad8a104b1f353f92ca02c471b9b23223e6dc4264d53371,ctls,77e628140cbc1d063a062e35e1cda160.sf-int.aurasa.telefonica.de,,443,https://77e628140cbc1d063a062e35e1cda160.sf-int.aurasa.telefonica.de:443,https,,text/html,GET,20.82.230.178,/,1494302000,20.82.230.178,HSTS,8,False,,Acme Co,,,True,True,,
8a0957ccc0e22453b10119c14c73a487.int.aurasa.telefonica.de,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,8a0957ccc0e22453b10119c14c73a487.int.aurasa.telefonica.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-03T10:27:07Z,2023-11-03T10:27:07Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,21720786c78f63291d123fcbfbaa4d16,988b0db3c8bde66f456fc3e2897be2b7cfd01084766a4415431df464c847631e,ctls,8a0957ccc0e22453b10119c14c73a487.int.aurasa.telefonica.de,azure,443,https://8a0957ccc0e22453b10119c14c73a487.int.aurasa.telefonica.de:443,https,,text/html,GET,20.54.37.102,/,1494302000,20.54.37.102,HSTS,8,False,True,Acme Co,,,True,True,,
