new,host,a,status_code,mx,soa,ns,aaaa,cname,cdn,cdn-name,txt,caa,has_internal_ips,internal_ips,ptr
[x],00000-okta-idpsvc-legacy.1.0.0-iad.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacy.stage.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacy0-chd.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacy0.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacy0.northamerica.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacy000.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com","pdns105.ultradns.com, a3-66.akam.net, a11-64.akam.net, pdns105.ultradns.org, a4-66.akam.net, pdns105.ultradns.net, a16-66.akam.net, a14-64.akam.net, pdns105.ultradns.biz, a1-111.akam.net",,,,,,,,,
[x],00000-okta-idpsvc-legacy1-api-e6zyxw.0-chd.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacycc.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacyhttp-innoopedia-blogspot-com6.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacyp.3demo.0.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacystg.0.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00000-okta-idpsvc-legacyteam.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],000000-okta-idpsvc-legacy.0.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],000204-00315-okta-pop3.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],0002040-okta-network-gateway-prodsashidthakur1.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],000229-00315-okta-pop3.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00022900315-okta-pop3.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],000315-okta-pop3.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-0.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-01-summarize.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-011e0d23.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-011e0d23oleocol.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-02-functions.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-025-streetview.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-04-higher-order.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-cdn.0324.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3-pub.005129.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.000229.accountscore.com,,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.005129math.accountscore.com,,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.011e0d23-ada8-4126-82a4-299751de3af1-test.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.02-functions.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.04-higher-order.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.cdn.0324.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.int.011e0d23-ada8-4126-82a4-299751de3af1.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.pub.005129.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3.v-leaflet-rotatedmarker.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop30.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3000229.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3011e0d23-ada8-4126-82a4-299751de3af1-test.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3011e0d23oleocol.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop304-higher-order.accountscore.com,,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3dev.accountscore.com,,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3schedule.0.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],00315-okta-pop3v-leaflet-rotatedmarker.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],0037-2d-scaling0-okta-network-gateway-prodsashidthakur1.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],004-00315-okta-pop3.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],004-insidedraw-0-okta-network-gateway-prodsashidthakur1.accountscore.com,107.162.226.109,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com","pdns105.ultradns.org, a1-111.akam.net, a4-66.akam.net, a14-64.akam.net, pdns105.ultradns.com, a11-64.akam.net, a3-66.akam.net, pdns105.ultradns.biz, pdns105.ultradns.net, a16-66.akam.net",,,,,,,,,
[x],005129-0-okta-network-gateway-prodsashidthakur1.accountscore.com,,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],02.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],023secrets.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],101111.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],1012370.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],12ebooks21.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],12mmogvm.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],147756946091461.datacredito2.com,190.122.100.86,NOERROR,,"DNS101.REGISTER.com, root.REGISTER.com",,,,,,,,,,
[x],180sol.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],1pcv713.document-0-singed-okta-network-gateway-staging.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],1timelee.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],22605.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],2314676.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],2racer.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],34343463.tik.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],4255.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],4256.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist-next-insurance.document-0-singed-okta-network-gateway-staging.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-ak229q-okta-network-gateway-staging.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-deforming-okta-network-gateway-staging.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-singed-okta-network-gateway-staging.ksheikh.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-singed-okta-network-gateway-staging.page.elitehairbeautystudio.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-singed-okta-network-gateway-staging.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-singed-okta-network-gateway-staging.page.formslorienk48kjihgfedcba987658.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-singed-okta-network-gateway-staging.page.knedroscik.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.document-0-singed-okta-network-gateway-staging.page.napecrest-rodolphus-unrecountable-forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],4ba16751-testnoexistdomain-bcc738dc-this-exist.live-arena-uffrnk-0-singed-okta-network-gateway-staging.page.forms.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],512bb.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],5starhelp.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],5starseo.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],77krysti.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],8creditwatch.equifax.com,216.46.96.143,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,www.econsumer.equifax.com,,,,,,,
[x],a1850b.talx.com,12.10.115.229,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],aa.econsumer.equifax.com,216.46.109.45,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],abbhealth.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],absolutefu.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],academy.equifax.com,"18.208.39.163, 100.24.157.224",NOERROR,,"ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",,,"equifax.docebosaas.com, us-c.docebopaas.com",,,,,,,
[x],acceptloadreportstest.talx.com,12.148.77.90,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],accepwse.equifax.com.pe,190.223.43.9,NOERROR,,,,,,,,,,,,
[x],accesspoint.uk.equifax.com,107.162.151.133,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],account-acquisition.equifax.com,142.250.186.115,NOERROR,,"ns1.google.com, dns-admin.google.com",,2a00:1450:4001:829::2013,ghs.google.com,,,,,,,
[x],account-management.equifax.com,172.217.165.147,NOERROR,,"ns1.google.com, dns-admin.google.com",,2607:f8b0:4004:c1b::79,ghs.google.com,,,,,,,
[x],accountscore.co.uk,107.162.226.110,NOERROR,"mail47.extendcp.co.uk, mailstore1.secureserver.net, smtp.secureserver.net","ibloxgrid11.equifax.com, hostmaster.equifax.com","pdns105.ultradns.org, pdns105.ultradns.net, pdns105.ultradns.com, pdns105.ultradns.biz, a4-66.akam.net, a3-66.akam.net, a16-66.akam.net, a14-64.akam.net, a11-64.akam.net, a1-111.akam.net",,,,,,,,,
[x],accountscore.com,107.162.226.109,NOERROR,"alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","ibloxgrid11.equifax.com, hostmaster.equifax.com","pdns105.ultradns.org, a1-111.akam.net, a4-66.akam.net, a14-64.akam.net, pdns105.ultradns.com, a11-64.akam.net, a3-66.akam.net, pdns105.ultradns.biz, pdns105.ultradns.net, a16-66.akam.net",,,,,"v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all, google-site-verification=rPmpTvOlBCpSOD0i4RXfeuO_pYgZsMi1NxrBEQv5yys, E0Q4U52306",,,,
[x],accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com","pdns105.ultradns.biz, a1-111.akam.net, pdns105.ultradns.com, a3-66.akam.net, a11-64.akam.net, pdns105.ultradns.org, a4-66.akam.net, pdns105.ultradns.net, a16-66.akam.net, a14-64.akam.net",,,,,,,,,
[x],accurateace.i9advantage.com,67.216.185.228,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,,,
[x],ad2go.cb.kount.com,,NOERROR,,,,,,,,,,,,
[x],adfs.healthefx.net,"54.156.42.108, 52.70.160.206",NOERROR,,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,hfx-adfs-nlb-43bd61f5012f9392.elb.us-east-1.amazonaws.com,,,,,,,
[x],admin-tools.hiretech.com,3.20.141.153,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],admin.hiretech.com,52.10.170.48,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],admin.simplyburgers.accountscore.net,107.162.226.111,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],adminportal.hiretech.com,3.20.141.153,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],admintool.acis.int.gslb.us.equifax.com,,NOERROR,,,,,,,,,,,,
[x],adpstrayer.employersedge.com,76.74.126.35,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ads.efficienthire.com,"104.16.13.194, 104.16.12.194, 104.16.16.194, 104.16.15.194, 104.16.14.194",NOERROR,,"jim.ns.cloudflare.com, dns.cloudflare.com",,"2606:4700::6810:fc2, 2606:4700::6810:cc2, 2606:4700::6810:10c2, 2606:4700::6810:dc2, 2606:4700::6810:ec2",target.clickfunnels.com,True,cloudflare,,,,,
[x],adtypist99.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],advancecapitalsolutions.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],adventmicr.tik.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],advertising-and-media-credit-reports.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],afixi.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],afreebies.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],afsolution.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],ahking.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],ajc1.equifax.com,147.146.127.15,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ajc2-uat.us.equifax.com,147.146.96.190,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com, ibloxgrid4.equifax.com",,,,,,,,,,
[x],ajc2.us.equifax.com,147.146.96.189,NOERROR,,"ibloxgrid4.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],ajtv.equifax.com,147.146.127.18,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],al90udp1yhk.equifax.com,,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],aladdin.ansoniacreditdata.com,52.252.168.205,NOERROR,,"ns1-05.azure-dns.com, dns.ansoniacreditdata.com",,,,True,azure,,,,,
[x],albinoni4.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],alfatara.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],allanh.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],alldvdone.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],alliance-portal.uat-wotc.equifax.com,34.95.106.53,NOERROR,,"internal.akadns.net, hostmaster.akamai.com",,,uat-wotc.ews.ext.gslb.akadns.net,True,google,,,,,
[x],allianceportal.hiretech.com,3.20.141.153,NOERROR,,"ibloxgrid11.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],alp01.snr.equifax.com,216.46.103.2,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],alpha.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],alphanet.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],altdatalink-stage.equifax.com,107.154.75.231,NOERROR,,"ns1.impervadns.net, hostmaster.incapsula.com",,,7msg46b.impervadns.net,True,incapsula,,,,,
[x],altdatalink.equifax.com,107.154.76.231,NOERROR,,"ns1.impervadns.net, hostmaster.incapsula.com",,,r6la2ot.impervadns.net,True,incapsula,,,,,
[x],amd2.fin.equifax.com,147.146.92.199,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],amerieric.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],amisales.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],ams.equifax.com,165.183.98.102,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com",,,,,,,,,,
[x],amtphoto.cb.kount.com,195.46.39.1,NOERROR,,,,,,,,,,,,
[x],amvam4470.healthefx.us,"35.170.95.162, 34.228.124.201",NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,ms-enterprise-alb-151685259.us-east-1.elb.amazonaws.com,,,,,,,
[x],amvas2680.healthefx.us,"54.144.254.179, 54.156.239.141",NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,hfx-ent-alb-571389841.us-east-1.elb.amazonaws.com,,,,,,,
[x],amvas950.healthefx.us,"54.144.254.179, 54.156.239.141",NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,hfx-ent-alb-571389841.us-east-1.elb.amazonaws.com,,,,,,,
[x],amz-api.i9advantage.com,67.216.185.228,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,,,
[x],amz-auth.i9advantage.com,67.216.185.228,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,,,
[x],amz-web.i9advantage.com,8.43.176.156,NOERROR,,"ns30.secure-24.net, hostmaster.secure-24.net",,,,,,,,,,
[x],anakam.equifax.com,216.46.96.115,NOERROR,,"ns0.equifax.com, hostmaster.equifax.com","pdns105.ultradns.org, pdns105.ultradns.biz, pdns105.ultradns.com, pdns105.ultradns.net",,,,,,,,,
[x],analytics-sandbox.kount.com,,NOERROR,,"ns-1289.awsdns-33.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
[x],analytics.kount.com,,NOERROR,,"ns-1289.awsdns-33.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
