input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_
careers.intigriti.com,Careers,,150589,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://careers.intigriti.com:443,https,Vercel,text/html,GET,199.60.103.29,Vercel,1,,
click-demo.intigriti.com,,,,click-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click-demo.intigriti.com,443,https://click-demo.intigriti.com:443,https,,,GET,143.204.89.21,Amazon Web Services,1,True,
click-stage.intigriti.com,,,,click-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click-stage.intigriti.com,443,https://click-stage.intigriti.com:443,https,,,GET,143.204.89.21,Amazon Web Services,1,True,
click-uat.intigriti.com,,,,click-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click-uat.intigriti.com,443,https://click-uat.intigriti.com:443,https,,,GET,143.204.89.110,Amazon Web Services,1,True,
click.intigriti.com,,,,click.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click.intigriti.com,443,https://click.intigriti.com:443,https,,,GET,143.204.89.110,Amazon Web Services,1,True,
communication-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,communication-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication-demo.intigriti.com,443,https://communication-demo.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.56,HSTS,272,True,
communication-stage.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,communication-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication-stage.intigriti.com,443,https://communication-stage.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.83,HSTS,272,True,
communication-uat.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,communication-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication-uat.intigriti.com,443,https://communication-uat.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.83,HSTS,272,True,
communication.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12591,communication.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication.intigriti.com,443,https://communication.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.5,HSTS,274,True,
go.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,354755,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://go.intigriti.com:443,https,Vercel,text/html,GET,52.72.49.79,Vercel,1,,
hello.intigriti.com,,,,hello.intigriti.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T03:42:43Z,CN=hello.intigriti.com,hello.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,hello.intigriti.com,443,https://hello.intigriti.com:443,https,,,GET,44.207.49.235,HSTS,1,,
https://academy.intercom.com,Intercom Academy,,141971,academy.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=academy.intercom.com,academy.intercom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,academy.intercom.com,443,https://academy.intercom.com:443,https,gunicorn,text/html,GET,18.66.147.25,gunicorn,2202,True,
https://analytics.google.com,Redirecting...,,857,analytics.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,analytics.google.com,443,https://analytics.google.com:443,https,ESF,text/html,GET,216.239.38.181,HTTP/3,1,,
https://app.au.intercom.com,Intercom | The easiest way to see and talk to your users,,11697,app.au.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=*.au.intercom.io,*.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,app.au.intercom.com,443,https://app.au.intercom.com:443,https,nginx,text/html,GET,13.236.20.252,Ruby on Rails,236,,
https://app.eu.intercom.com,Intercom | The easiest way to see and talk to your users,,11665,app.eu.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=*.eu.intercom.io,*.eu.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app.eu.intercom.com,443,https://app.eu.intercom.com:443,https,nginx,text/html,GET,54.76.150.118,Ruby on Rails,236,,
https://app.intercom.com,Intercom | The easiest way to see and talk to your users,,12148,app.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app.intercom.com,443,https://app.intercom.com:443,https,nginx,text/html,GET,3.217.115.14,Ruby on Rails,245,,
https://au.intercom.help,Knowledge Base Software | Intercom,,597443,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://au.intercom.help:443,https,nginx,text/html,GET,76.223.28.196,Nginx,17,,
https://connect.facebook.net,Error,,35222,m.facebook.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,ctls,m.facebook.com,443,https://connect.facebook.net:443,https,,text/html,GET,157.240.251.9,HTTP/3,15,,"Meta Platforms, Inc."
https://content.jwplatform.com,,,15,content.jwplatform.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=jwplayer.com,jwplayer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,content.jwplatform.com,443,https://content.jwplatform.com:443,https,openresty,text/plain,GET,18.66.147.118,OpenResty,2,True,
https://embed.app.guidde.com,Embed guidde video,,3264,embed.app.guidde.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T08:18:07Z,CN=embed.app.guidde.com,embed.app.guidde.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,embed.app.guidde.com,443,https://embed.app.guidde.com:443,https,Google Frontend,text/html,GET,34.149.248.197,HTTP/3,1,True,
https://fast.wistia.com,,,90,fast.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:43:20Z,CN=fast.wistia.com,fast.wistia.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,ctls,fast.wistia.com,80,http://fast.wistia.com:80,http,envoy,text/html,GET,146.75.118.110,Varnish,1,True,
https://fast.wistia.net,Sign in to your Wistia account,,7159,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,80,http://fast.wistia.net:80,http,,text/html,GET,146.75.122.110,HSTS,130,True,
https://fonts.intercomcdn.com,,,243,fonts.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,fonts.intercomcdn.com,443,https://fonts.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.97.2,HTTP/3,2,True,
https://google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,,118519,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://google-analytics.com:443,https,sffe,text/html,GET,142.250.186.68,HTTP/3,1831,,
https://googleadservices.com,Error 404 (Not Found)!!1,,1561,googleadservices.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:22:25Z,CN=*.googleadservices.com,*.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,googleadservices.com,443,https://googleadservices.com:443,https,sffe,text/html,GET,142.250.186.162,HTTP/3,12,,
https://googletagmanager.com,Error 400 (Bad Request)!!1,,1555,googletagmanager.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google-analytics.com,*.google-analytics.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,googletagmanager.com,443,https://googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.186.104,HTTP/3,12,,
https://intercom-help.eu,Knowledge Base Software | Intercom,,597482,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://intercom-help.eu:443,https,nginx,text/html,GET,15.197.195.197,Nginx,17,,
https://intercom-sheets.com,Making Internet Business Personal | Intercom,,954350,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://intercom-sheets.com:443,https,nginx,text/html,GET,52.87.100.101,Nginx,12,,
https://intercom.help,Knowledge Base Software | Intercom,,597447,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://intercom.help:443,https,nginx,text/html,GET,76.223.11.64,Nginx,17,,
https://intercom.skilljar.com,Intercom Academy,,141971,academy.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=academy.intercom.com,academy.intercom.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,academy.intercom.com,443,https://intercom.skilljar.com:443,https,gunicorn,text/html,GET,34.237.61.171,gunicorn,2202,,
https://intercomrades.au.intercom.com,Intercom | The easiest way to see and talk to your users,,11697,intercomrades.au.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=*.au.intercom.io,*.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,intercomrades.au.intercom.com,443,https://intercomrades.au.intercom.com:443,https,nginx,text/html,GET,54.79.239.202,Ruby on Rails,236,,
https://intercomrades.eu.intercom.com,Intercom | The easiest way to see and talk to your users,,11665,intercomrades.eu.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=*.eu.intercom.io,*.eu.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,intercomrades.eu.intercom.com,443,https://intercomrades.eu.intercom.com:443,https,nginx,text/html,GET,54.73.74.93,Ruby on Rails,236,,
https://intercomrades.intercom.com,Intercom | The easiest way to see and talk to your users,,12148,intercomrades.intercom.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,intercomrades.intercom.com,443,https://intercomrades.intercom.com:443,https,nginx,text/html,GET,54.91.140.69,Ruby on Rails,245,,
https://js.intercomcdn.com,,,255,js.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,js.intercomcdn.com,443,https://js.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.147.43,HTTP/3,2,True,
https://marketing.intercomassets.com,,,243,marketing.intercomassets.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=intercomassets.com,intercomassets.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,marketing.intercomassets.com,443,https://marketing.intercomassets.com:443,https,AmazonS3,application/xml,GET,18.66.122.49,HTTP/3,2,True,
https://marketing.intercomcdn.com,,,275,marketing.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,marketing.intercomcdn.com,443,https://marketing.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.122.23,HTTP/3,2,True,
https://platform.twitter.com,,,243,platform.twitter.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,"CN=*.twimg.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",*.twimg.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,platform.twitter.com,443,https://platform.twitter.com:443,https,AmazonS3,application/xml,GET,192.229.233.25,Amazon Web Services,2,,"Twitter, Inc."
https://play.vidyard.com,,,,play.vidyard.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T21:42:16Z,CN=*.vidyard.com,*.vidyard.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,ctls,play.vidyard.com,443,https://play.vidyard.com:443,https,,,GET,151.101.1.181,Varnish,1,True,
https://player.vimeo.com,Features and Tools | Vimeo,,138268,vimeo.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-21T00:00:00Z,"CN=vimeo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",vimeo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,vimeo.com,443,https://player.vimeo.com:443,https,cloudflare,text/html,GET,162.159.138.60,Varnish,1060,True,"Cloudflare, Inc."
https://players.brightcove.net,,,372,players.brightcove.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,"CN=players.brightcove.net, O=Brightcove Inc, L=Boston, ST=Massachusetts, C=US",players.brightcove.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,players.brightcove.net,443,https://players.brightcove.net:443,https,AmazonS3,text/html,GET,2.18.234.122,Amazon Web Services,18,,Brightcove Inc
https://share.descript.com,"Descript | All-in-one video & podcast editing, easy as a doc.",,58210,www.descript.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T18:34:09Z,CN=descript.com,descript.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ctls,www.descript.com,443,https://share.descript.com:443,https,nginx/1.21.3,text/html,GET,34.95.113.47,Webflow,145,True,
https://share.synthesia.io,Synthesia STUDIO,,155539,share.synthesia.io,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,CN=*.synthesia.io,*.synthesia.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,share.synthesia.io,443,https://share.synthesia.io:443,https,,text/html,GET,13.32.99.49,webpack,852,True,
https://static.au.intercomassets.com,,,243,static.au.intercomassets.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.au.intercom.io,*.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,static.au.intercomassets.com,443,https://static.au.intercomassets.com:443,https,AmazonS3,application/xml,GET,108.138.17.46,HTTP/3,2,True,
https://static.intercomassets.com,,,243,static.intercomassets.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=intercomassets.com,intercomassets.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,static.intercomassets.com,443,https://static.intercomassets.com:443,https,AmazonS3,application/xml,GET,13.225.78.32,HTTP/3,2,True,
https://static.intercomassets.eu,,,243,static.intercomassets.eu,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.eu.intercom.io,*.eu.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,static.intercomassets.eu,443,https://static.intercomassets.eu:443,https,AmazonS3,application/xml,GET,13.32.121.93,HTTP/3,2,True,
https://static.intercomcdn.com,,,255,static.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,static.intercomcdn.com,443,https://static.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.147.86,HTTP/3,2,True,
https://staticxx.facebook.com,,,9,staticxx.facebook.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,ctls,staticxx.facebook.com,443,https://staticxx.facebook.com:443,https,,text/html,GET,157.240.9.23,HTTP/3,1,,"Meta Platforms, Inc."
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,,118519,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,142.250.13.154,HTTP/3,1831,,
https://uploads.intercomcdn.com,,,243,uploads.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,uploads.intercomcdn.com,443,https://uploads.intercomcdn.com:443,https,AmazonS3,application/xml,GET,13.32.121.44,HTTP/3,2,True,
https://uploads.intercomcdn.eu,,,243,uploads.intercomcdn.eu,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.eu.intercom.io,*.eu.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,uploads.intercomcdn.eu,443,https://uploads.intercomcdn.eu:443,https,AmazonS3,application/xml,GET,18.66.97.86,HTTP/3,2,True,
https://web.microsoftstream.com,Working...,,1423,login.microsoftonline.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,login.microsoftonline.com,443,https://web.microsoftstream.com:443,https,,text/html,GET,23.97.160.190,HSTS,4,True,Microsoft Corporation
https://widget.intercom.io,,,6707,widget.intercom.io,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,widget.intercom.io,443,https://widget.intercom.io:443,https,AmazonS3,application/javascript,GET,13.224.189.49,HTTP/3,1,True,
