new,host,a,soa,status_code,has_internal_ips,internal_ips,aaaa,cname,ns,caa,cdn,cdn-name,mx,txt
[x],17-121-112-35.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],17-121-114-74.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],17-121-115-39.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],17-121-123-45.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],17-121-124-9.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],17-58-100-35.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],17-58-102-45.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],7wka7.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],a-96-118-44-43.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],a-96-119-41-15.bin-i.sbb.ch,"10.241.20.245, 10.241.21.18, 10.241.20.163","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.20.245, 10.241.21.18, 10.241.20.163","2a00:4bc0:2104:3:d5ad:11c9:3ac3:98f4, 2a00:4bc0:2104:5:332c:3c1f:6941:8abe, 2a00:4bc0:2104:4:3af7:8f23:eade:8891",,,,,,,
[x],accessskyblock.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],account-rcc-mdm.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ad1.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],adanalytics.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],adminbetaoceania-exchangedns.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],apip4.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],assets-tracking-postgresmx.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atl-prd-opscloud-01a.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],backup-ftp-apiproduction.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],backup-office-databasevpn.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],backupsauth-antiviruspre.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],benning-150-226-96-53.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid457f.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid46av.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid46b9.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid46dg.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47e6.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47so.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47y9.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47zz.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid48qb.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bigband-nandlstadt.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],c25.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cache-a172-224-180-58.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cache-customers-vipeuropelog-b2bsystem.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cache-systemdemo-wikicustomersstatus.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cacheprivateusers.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chef-mxmeet-clients.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cms-wiki-redirectoceania-uat.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cmsbackuppress-uat.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cmsdb1-origin.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],config-systemdatastatus-stagingdefaultproduction.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],config-tbs1.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],connect27.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],customersbucketvideov4-s3data.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],customersimg-site.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dashboard.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],datassostreaming.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],daws4-7-9.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbmsstagingdb2mirror.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugconfigvpn.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugfreemake.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],debugproduction.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deibp9eh1--blueicem2a.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],demo-europe-logsauth-mirror-my-oceania.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deploylogsauth.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],det44-97.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],devcms-demo-mail.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dmmcj.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],downloaddockerintra-backups-www-test.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],edimil01-iit-01-001-axms.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],elk.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],engineering-preferencesdebug.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],engineeringintrawwwm.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],erroraws.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],everlabs.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fh7tzj.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],files-start-clients.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fotos.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
[x],fps-h1.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ftia18-1.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],ftpi.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],gaoxiaohua.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gcp-nodepanel.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],geometry-dash-lite.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],godr-prxy.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp21-st14-pod09.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp28.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp3-2-st14-ssl.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp51-ssl-e574-dlb.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp9-ms12a05.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp94-ty21.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-197-230-31.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-197-236-42.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],h-135-207-103-79.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-15-4.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-160-79.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-177-91.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-182-49.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-19-30.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-254-29.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-254-9.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-27-13.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-4-70.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-58-93.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],h-135-207-8-58.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],helpdeskv2.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],host-141-116-140-4.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],iiwc1-ui-da.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],imperial-ac.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],internal-slaveb2bmy-oceania.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],internal-team-examples.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv6-c127-fra002-ix.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],istrs.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com","pki.goog, sectigo.com",True,google,,
[x],kibana-zuora-search.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kohoku-fd.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kount-beta.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lax.app.sbb.ch,"3.65.155.240, 18.158.102.127, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lchs-ky.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef15-2-pdb.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],malleted.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],met-9-1-2.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],migame.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],msavertack9.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],mss-fra02-ngw-11-eth4.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta06.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mwp9-pv32-ssl.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],myemail.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],myline.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mymangaonline.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-intranet-csdockerintra-backups-www-test.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-ipv6.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-redirect-v1-slave-us.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nexus-docker.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nixonpeabody.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ns-e2.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o13.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-114-64.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oklahoma.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],orlandolakebuenavista.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],osn.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oxy-oxygen-57f860cf.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],p04-ckdashboardws-ic4.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],pgg20z.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pgg21s.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pgg3mr.app.sbb.ch,"3.124.89.17, 18.158.102.127, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],phonon.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ppmysqlbackups.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,
[x],private-alpha-eventslaveconfig.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
