input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_mismatched,final_url,tls_expired
tr.snapchat.com,,200,68,tr.snapchat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.snap.com, O=Snap Inc., L=Santa Monica, ST=California, C=US",*.snap.com,Snap Inc.,snapkit.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,99846614e6f290ca2e4054eb46d8caaf,7fed4a859fb65e62e8dbf986e24e9786c80556b894e3c833269217de69ce706c,True,ctls,tr.snapchat.com,443,https://tr.snapchat.com:443,https,API Gateway,,GET,35.190.43.134,/,1572393028,35.190.43.134,HTTP/3,3,False,google,True,,True,,
widget.criteo.com,,200,,widget.criteo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.criteo.com, O=Criteo Technology SAS, L=Paris, ST=Île-de-France, C=FR",*.criteo.com,Criteo Technology SAS,criteo.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,53cb21f98e3d73510cff4cca2220678e,6d54b5ce90fcb0c8e36d0d446bc2b258b2831749e13585ae6c8fdf89b087291e,True,ctls,widget.criteo.com,443,https://widget.criteo.com:443,https,Kestrel,,GET,178.250.1.9,/,1635147929,178.250.1.9,Microsoft ASP.NET,1,False,,,,,,
ws.sessioncam.com,Service Unavailable,503,326,ws.sessioncam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-03-15T23:59:59Z,CN=ws.sessioncam.com,ws.sessioncam.com,,ws.sessioncam.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,23b903580a048e720dbd668d7519fe47,c31873f339f07e84fbd5f61c41acd9e18c7007216bd83c1df25f2c49aa858e10,,ctls,ws.sessioncam.com,443,https://ws.sessioncam.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,52.0.62.51,/,-268152617,34.195.239.73,Microsoft HTTPAPI:2.0,7,False,,,,,,
www.everestjs.net,,200,,www.everestjs.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=www.everestjs.net, O=Adobe Inc., L=San Jose, ST=California, C=US",www.everestjs.net,Adobe Inc.,ui-na.efrontier.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a56997a136d6854162644519c8664bc2,cfbc41acd133a8acebdbc167fc4001895c18b93f4c6c5fa18902e2bdf00e1d95,,ctls,www.everestjs.net,443,https://www.everestjs.net:443,https,AmazonS3,application/x-directory,GET,23.12.132.115,/,-1624542502,23.12.132.115,Amazon Web Services,1,False,,,,,,
www.facebook.com,Facebook — Выполните вход или зарегистрируйтесь,200,64166,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-18T00:00:00Z,2023-05-19T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,63e07ca5d96aee3775b2c28046eff557,e76425a78a595dd7d06572359e47b21d1d20ab4527fac974be7b8748593eed6d,True,ctls,m.facebook.com,443,https://www.facebook.com:443,https,,text/html,GET,157.240.251.35,/,142313513,2a03:2880:f177:83:face:b00c:0:25de,HTTP/3,22,False,,,fbcdn.net,,https://m.facebook.com/?_rdr,
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,216.58.212.174,/,302920777,2a00:1450:4001:812::200e,HTTP/3,1831,False,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/,
www.google.com,Google,200,210195,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,443,https://www.google.com:443,https,gws,text/html,GET,172.217.18.4,/,708578229,2a00:1450:4001:80b::2004,HTTP/3,140,False,,,https://csp.withgoogle.com/csp/gws/other-hp,,,
www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:50Z,2023-07-17T12:00:49Z,CN=www.googleadservices.com,www.googleadservices.com,,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,8f1dbd8a3af112f94f4265d9061b6cf8,627ad86ad5f417259b4442761f58f6de69a622f4f34d2f64412100ca00274524,,ctls,www.googleadservices.com,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,142.250.185.66,/,302920777,142.250.185.66,HTTP/3,12,False,,,,,,
www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.185.200,/,302920777,2a00:1450:4001:829::2008,HTTP/3,12,False,,,,True,,
www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,www.gstatic.com,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.186.99,/,302920777,2a00:1450:4001:809::2003,HTTP/3,12,False,,,,,,
www.hlserve.com,,404,,www.hlserve.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.hlserve.com, O=Criteo Technology SAS, L=Paris, ST=Île-de-France, C=FR",*.hlserve.com,Criteo Technology SAS,hlserve.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1c6b32eba59961560eac0d6fbc8f1056,e08393428b88f74c6b475fa45a04dfba1009f6b18766ea6197d8afe2feb2c7f4,True,ctls,www.hlserve.com,443,https://www.hlserve.com:443,https,Kestrel,,GET,74.119.118.146,/,-1840324437,2620:100:a005::13,Microsoft ASP.NET,1,False,,,,,,
www.paypal.com,"Geld senden, Zahlungen annehmen und online bezahlen | PayPal DE",200,110084,www.paypal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=www.paypal.com, O=PayPal\, Inc., L=San Jose, ST=California, C=US, serialNumber=3014267, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.paypal.com,"PayPal, Inc.",www.paypal.pl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,7ff8f8112b56d870f275e145f80e8e73,27874de00dfab872892bf525bd362b491b2981bbd72c82c9e4dd762cc17c1c0a,,ctls,www.paypal.com,443,https://www.paypal.com:443,https,,text/html,GET,151.101.193.21,/,309020573,151.101.1.21,Varnish,3,False,fastly,True,https://signup.partnerize.com,,https://www.paypal.com/de/home,
www.res-x.com,,200,180,www.res-x.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-08T23:59:59Z,CN=*.res-x.com,*.res-x.com,,res-x.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",338707efafd28ebdfbcf70a0414a689a,23b952ccd6924070cb89888ca874e720969863a8f867518db8176aff4a985578,True,ctls,www.res-x.com,443,https://www.res-x.com:443,https,,text/html,GET,69.43.132.198,/,1631801191,69.43.132.198,,5,False,,,,,,
www.vrst.com,Access Denied,403,261,www.vrst.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.vrst.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",*.vrst.com,"Dick's Sporting Goods, Inc.",vrst.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1fbe31f904b70044800e6dbe2137ead6,a72d728c63bd6c9337a70af386e984bd80f85aadb1b9592e1fc238ca718306d2,True,ctls,www.vrst.com,443,https://www.vrst.com:443,https,AkamaiGHost,text/html,GET,2.23.209.178,/,-1987212379,2.23.209.192,PayPal,10,False,,,www.google-analytics.com,,,
x.skimresources.com,410 Gone,410,100,x.skimresources.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-11-08T23:59:59Z,"CN=*.skimresources.com, O=Skimbit Ltd, L=London, C=GB",*.skimresources.com,Skimbit Ltd,skimresources.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9f61afded794c1f66e39cc2b2a690206,2334aa5dd4eb0e4203eb864f5ee75e2135de21128420b54032b1a9941dfbc488,True,ctls,x.skimresources.com,443,https://x.skimresources.com:443,https,nginx,text/html,GET,34.120.127.138,/,1422583112,34.120.127.138,Nginx,6,False,google,True,,,,
zapp.dcsg.com,,200,94,,,,,,,,,,,,,,,,,,,,80,http://zapp.dcsg.com:80,http,,,GET,165.160.13.20,/,820150424,165.160.15.20,,2,False,,,,,,
zeta.dickssportinggoods.com,Access Denied,403,277,zeta.dickssportinggoods.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=*.dickssportinggoods.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",*.dickssportinggoods.com,"Dick's Sporting Goods, Inc.",dickssportinggoods.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,101c4309d2a1bbf010ef406dae72d70d,25d891f0061dd11584379d49436b66a1402e04fb018d0cefdb1dcc596682ac92,True,ctls,zeta.dickssportinggoods.com,443,https://zeta.dickssportinggoods.com:443,https,AkamaiGHost,text/html,GET,2.18.162.137,/,-106890523,2a02:26f0:1700:389::25db,Akamai Bot Manager,10,False,,,,,,
