input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,final_url,cdn,tls_expired,tls_mismatched,csp_domains_,tls_self_signed,tls_emails_,location
homeland.mtn.com,Money Transfer Africa | Mobile Money App - MTN Homeland,200,14186,homeland.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=homeland.mtn.com,homeland.mtn.com,,www.homeland.mtn.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8b66daedb69dd421325f74d8a5526552,a0fe7c839cfc0f8ed56a2d026caad83f728bf5fedd87e3cbd6a37c750e260be8,,ctls,homeland.mtn.com,443,https://homeland.mtn.com:443,https,text/html,GET,34.253.38.10,/,-780928015,34.253.38.10,HSTS,316,False,,Apache,,,,,,,,
hotspot.mtn.co.sz,,503,108,,,,,,,,,,,,,,,,,,,,80,http://hotspot.mtn.co.sz:80,http,text/html,GET,163.172.110.115,/,1960059964,163.172.110.115,,5,False,,,,,,,,,,
ibmobucks.mtnbusiness.com.ng,,200,42,ibmobucks.mtnbusiness.com.ng,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-07-05T23:59:59Z,"CN=*.mtnbusiness.com.ng, O=MTN NIGERIA COMMUNICATIONS PLC, L=Lagos, C=NG",*.mtnbusiness.com.ng,MTN NIGERIA COMMUNICATIONS PLC,mtnbusiness.com.ng,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,450b74111a8406d9b40e2150efc14875,d5016326f8cb2dc61c957aa0847054640e1037d6f7b3d3f7cc2aee4d86a3c528,True,ctls,ibmobucks.mtnbusiness.com.ng,443,https://ibmobucks.mtnbusiness.com.ng:443,https,image/gif,GET,197.210.3.221,/,-1542678720,197.210.3.221,,1,False,,Mobucks,,,,,,,,
id.mtn.com,,404,19,id.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,True,ctls,id.mtn.com,443,https://id.mtn.com:443,https,text/plain,GET,102.133.154.33,/,-138391155,102.133.154.33,Azure,2,False,azure,,,True,,True,,,,
identification.mtn.cm,Selfcare,200,182,identification.mtn.cm,9443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-04-11T23:59:59Z,"CN=identification.mtn.cm, O=MOBILE TELEPHONE NETWORKS CAMEROON, L=Douala, C=CM",identification.mtn.cm,MOBILE TELEPHONE NETWORKS CAMEROON,identification.mtn.cm,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,8be28e3099ed209d12558ded2d592c29,3839f7037eedd23bf8f6857a83ca90c2fded0733d2e68b2ec08ba6d3b761f8a6,,ctls,identification.mtn.cm,80,http://identification.mtn.cm:80,http,text/html,GET,154.70.107.71,/,-789959920,154.70.107.71,HSTS,12,False,,,https://identification.mtn.cm:9443/identification/,,,,,,,
identification.mtncameroon.net,Apache HTTP Server Test Page powered by CentOS,403,4897,identification.mtncameroon.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-29T08:37:39Z,2023-06-27T08:37:38Z,CN=identification.mtncameroon.net,identification.mtncameroon.net,,identification.mtncameroon.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd1b9af0a5ed96665aad13be75fcb282,868b7782aa00539bd1bd4fe7d66ed511dbb9837afe162c9e2e6cae47c20ffa47,,ctls,identification.mtncameroon.net,443,https://identification.mtncameroon.net:443,https,text/html,GET,154.70.107.248,/,-366337701,154.70.107.248,Bootstrap,121,False,,Apache,,,,,,,,
identity.staging-my.mtn.com,,404,,identity.staging-my.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:54:31Z,2023-08-08T04:54:30Z,CN=help.staging-my.mtn.com,help.staging-my.mtn.com,,transaction.staging-my.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7524417141c9126a963d73644f43ca65,0a8a5ae4e0cc8ddae3e1b6f98943f6031bd0f9d711fe19d5abf35da22dd5be76,,ctls,identity.staging-my.mtn.com,443,https://identity.staging-my.mtn.com:443,https,,GET,20.87.205.64,/,-1840324437,20.87.205.64,,1,False,,istio-envoy,,,,,,,,
identityserver.mtn.com.gh,IdentityServer,200,6243,identityserver.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,identityserver.mtn.com.gh,443,https://identityserver.mtn.com.gh:443,https,text/html,GET,196.201.56.60,/,344737000,196.201.56.60,Windows Server,149,False,,Microsoft-IIS/10.0,,,,,fonts.gstatic.com,,,
idv3.mtn.ci,Something went wrong!,404,984,idv3.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,idv3.mtn.ci,443,https://idv3.mtn.ci:443,https,text/html,GET,196.47.184.44,/,481301158,196.47.184.44,Nginx,26,False,,nginx,,,,,,,,
images.business.mtn.co.za,404 - Not found or no permission to access,404,1330,images.business.mtn.co.za,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T10:05:49Z,2023-06-29T10:05:48Z,CN=images.business.mtn.co.za,images.business.mtn.co.za,,images.business.mtn.co.za,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9177223303f57bcf951513e0a770775,9b032c4e3bf21be8777ec4589bc6bac319120117950e4c5facf5c9d937b05bf2,,ctls,images.business.mtn.co.za,443,https://images.business.mtn.co.za:443,https,text/html,GET,104.126.37.145,/,-723685921,104.126.37.128,Bootstrap,33,False,,,,,,,,,,
imp.uc.mtn.com,HTTP Status 404 – Not Found,404,431,w4b-xsi1.uc.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-13T09:44:51Z,2032-10-10T09:44:51Z,"OU=Org unit, O=My Company Ltd, L=Newbury, ST=Berkshire, C=GB, CN=za-fa-xadp-01",za-fa-xadp-01,My Company Ltd,,"OU=Org unit, O=My Company Ltd, L=Newbury, ST=Berkshire, C=GB, CN=za-fa-xadp-01",za-fa-xadp-01,My Company Ltd,9db1f1a8e5dd901a774fabe7e84751e0,bf4c2b39912521c76e4f88d42041c0f88e280b3ae237e187d23bcdc6696648db,,ctls,w4b-xsi1.uc.mtn.com,443,https://imp.uc.mtn.com:443,https,text/html,GET,196.30.50.2,/,-230353730,196.30.50.130,,1,False,,HTTP Server,https://w4b-xsi1.uc.mtn.com/,,,True,,True,,
internalappstest.mtn.com.gh,MTN,200,436,internalappstest.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-02-09T16:29:09Z,2023-03-08T16:29:09Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",9bff49a61064baef881bdc9038c0f5e8,6a8562de4d765e8bea0dd076892f7d229efe4e689db27a2fc1c43da9c258039b,True,ctls,internalappstest.mtn.com.gh,443,https://internalappstest.mtn.com.gh:443,https,text/html,GET,196.201.56.226,/,1494302000,196.201.56.226,Apache,18,False,,Apache,,,True,,,,,
intouch.mtn.com,Outlook,200,58722,intouch.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,"CN=*.mtn.com, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.com,Mobile Telephone Networks (Pty) Ltd,*.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b9ba362a004cfcab6e3e538bdfc61210,39e7b0952a868aa083815907ae0a2e51c9942a19f7c8061285fcd3995684dd4c,True,ctls,intouch.mtn.com,443,https://intouch.mtn.com:443,https,text/html,GET,196.13.230.144,/,1255709005,196.11.240.6,Outlook Web App:15.2.1118,1404,False,,,https://intouch.mtn.com/owa/auth/logon.aspx?url=https%3a%2f%2fintouch.mtn.com%2fowa%2f&reason=0,,,,,,,
investor.mtn.com,,409,16,,,,,,,,,,,,,,,,,,,,80,http://investor.mtn.com:80,http,text/plain,GET,199.60.103.30,/,1000520165,2606:2c40::c73c:67e2,Cloudflare,1,False,,cloudflare,,,,,,,,
ios.mtn.co.ug,,200,24,ios.mtn.co.ug,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,ios.mtn.co.ug,443,https://ios.mtn.co.ug:443,https,text/html,GET,178.32.114.125,/,1459537994,178.32.114.125,UNIX,1,False,,Apache/2.4.54 (Unix) OpenSSL/1.1.1k,,,,,,,,
ios.mtn.com.af,Service unavailable!,500,468,ios.mtn.com.af,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-05T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.mtn.com.af, O=MTN Afghanistan, L=Kabul, C=AF",*.mtn.com.af,MTN Afghanistan,mtn.com.af,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eecee9fdf88abab2122f10ee2ce5a4fc,dae7d6af379dbe3ccb9be64a633ad5fc45552d345e82bcebf1a8f93432d3ba9e,True,ctls,ios.mtn.com.af,443,https://ios.mtn.com.af:443,https,text/html,GET,103.30.137.247,/,-136077880,103.30.137.247,HSTS,13,False,,,,,,,,,,
iris.mtn.co.ug,Iris,200,6788,iris.mtn.co.ug,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,MTN (U) LTD,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,iris.mtn.co.ug,443,https://iris.mtn.co.ug:443,https,text/html,GET,41.210.140.248,/,-848787737,41.210.140.248,webpack,23,False,,Apache,https://iris.mtn.co.ug/login?next=default,,,,,,,
lab1.onlinecms.mtn.co.za,Log in | MTN South Africa,200,7780,lab1.onlinecms.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d2eb5211918a47b529d89c75af51ffab,3723edeae1c70eddc949a8ba1e2a7de34275da99079bf9c4cbf3ca876523dbbe,,ctls,lab1.onlinecms.mtn.co.za,443,https://lab1.onlinecms.mtn.co.za:443,https,text/html,GET,104.18.8.218,/,997500400,2606:4700::6812:9da,Varnish,57,False,cloudflare,cloudflare,,True,,,,,,
lab2.onlinecms.mtn.co.za,Log in | MTN South Africa,200,7780,lab2.onlinecms.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",28fdec135ac46ee3fb9db1423a4b2688,481adee0240e81d73a398730951ab691e9bd47b1622b4cbd124693d9097acba6,,ctls,lab2.onlinecms.mtn.co.za,443,https://lab2.onlinecms.mtn.co.za:443,https,text/html,GET,104.18.9.218,/,997500400,2606:4700::6812:8da,Varnish,57,False,cloudflare,cloudflare,,True,,,,,,
lab4.onlinecms.mtn.co.za,Log in | MTN South Africa,200,9060,lab4.onlinecms.mtn.co.za,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lab4.onlinecms.mtn.co.za,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4dbbb4c937efb6942ee5d2ff0917e5fd,2d934e408143f0bc43a884da2ebfbd0222c41c53c51fe20880c29ed2102a5d86,,ctls,lab4.onlinecms.mtn.co.za,443,https://lab4.onlinecms.mtn.co.za:443,https,text/html,GET,104.18.9.218,/,997500400,2606:4700::6812:8da,Varnish,59,False,cloudflare,cloudflare,,True,,,,,,
labxsp.mtn.co.za,,200,219,labxsp.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,labxsp.mtn.co.za,443,https://labxsp.mtn.co.za:443,https,text/html,GET,196.30.16.110,/,1513402615,196.30.16.110,Java,8,False,,HTTP Server,,,,,,,,
labxsp.uc.mtn.com,,200,212,labxsp.uc.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,2023-11-22T23:59:59Z,"CN=*.uc.mtn.com, O=MTN Group Management Services (Pty) Ltd, L=ROODEPOORT, ST=Gauteng, C=ZA",*.uc.mtn.com,MTN Group Management Services (Pty) Ltd,*.uc.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,bb4b56a0ec8e9a9b00dfd7751cb8318a,0fda5d64181661fe0af1746827366f065413a38a0972c324b908490104632bf6,True,ctls,labxsp.uc.mtn.com,443,https://labxsp.uc.mtn.com:443,https,text/html,GET,196.30.50.148,/,2008021384,196.30.50.148,Java,8,False,,HTTP Server,,,,,,,,
lyncdiscover.mtn.com,,200,331,lyncdiscover.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,"CN=*.mtn.com, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.com,Mobile Telephone Networks (Pty) Ltd,*.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b9ba362a004cfcab6e3e538bdfc61210,39e7b0952a868aa083815907ae0a2e51c9942a19f7c8061285fcd3995684dd4c,True,ctls,lyncdiscover.mtn.com,443,https://lyncdiscover.mtn.com:443,https,application/json,GET,196.13.230.142,/,-298723257,196.11.240.7,,1,False,,,,,,,,,,
lyncdiscover.mtn.com.af,,404,34,lyncdiscover.mtn.com.af,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.mtn.com.af,443,https://lyncdiscover.mtn.com.af:443,https,application/json,GET,52.112.192.14,/,561381128,2603:1027:0:48::21,Azure,1,False,,,,,,True,,,,
m-game.mtnonline.com,,200,7451,m-game.mtnonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=*.mtn.ng, O=MTN NIGERIA COMMUNICATIONS PLC, L=Lagos, C=NG",*.mtn.ng,MTN NIGERIA COMMUNICATIONS PLC,*.mtn.ng,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fd329ea28ead434f0d1527cd97e003f8,3f907d0884dbb65a5799772a3547af344ada3a9697b5172953de51307e8d363e,True,ctls,m-game.mtnonline.com,443,https://m-game.mtnonline.com:443,https,text/html,GET,151.253.70.227,/,-1694607085,151.253.70.227,OpenResty,216,False,,openresty,https://m-game.mtnonline.com/uowap/index.html#/campaign,,,True,,,,
m-gamerplus.mtn.co.za,,200,7240,m-gamerplus.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,m-gamerplus.mtn.co.za,443,https://m-gamerplus.mtn.co.za:443,https,text/html,GET,196.11.244.103,/,-1694607085,196.11.244.103,Google Tag Manager,216,False,,,https://m-gamerplus.mtn.co.za/uowap/index.html#/campaign,,,,,,,
m2menterprise.mtnbusiness.com,,400,,m2menterprise.mtnbusiness.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.mtnbusiness.com, O=MTN BUSINESS SOLUTIONS (PTY) LTD, L=Johannesburg, ST=Gauteng, C=ZA",*.mtnbusiness.com,MTN BUSINESS SOLUTIONS (PTY) LTD,mtnbusiness.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,4915e0c40e0e3663baf68b0670c7af12,034d69dbf039b8e63d6792e9be7b67e740482e362e2336c1b064e64f2b72bf42,True,ctls,m2menterprise.mtnbusiness.com,443,https://m2menterprise.mtnbusiness.com:443,https,,GET,196.30.85.6,/,-1840324437,196.30.85.6,,1,False,,,,,,,,,,
madapi-config-server.infra.prod.westeurope.api.mtn.com,,401,116,madapi-config-server.infra.prod.westeurope.api.mtn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T11:49:22Z,2023-07-05T11:49:21Z,CN=madapi-config-server.infra.prod.westeurope.api.mtn.com,madapi-config-server.infra.prod.westeurope.api.mtn.com,,madapi-config-server.infra.prod.westeurope.api.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c08bff63d868abb0c3ecb39521ad5a9c,0240fddda0996d5c8ef6189f81a2ff25c8c500a5adbc034c525d93c2749e0f0d,,ctls,madapi-config-server.infra.prod.westeurope.api.mtn.com,443,https://madapi-config-server.infra.prod.westeurope.api.mtn.com:443,https,application/json,GET,20.79.240.169,/,918737667,20.79.240.169,Java,1,False,,,,,,,,,,
madapiussdtest.mtn.com.gh,503 Service Unavailable,503,299,madapiussdtest.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T09:06:21Z,2023-05-29T09:06:20Z,CN=*.apps.prod01.gha.api.mtn.com,*.apps.prod01.gha.api.mtn.com,,*.apps.prod01.gha.api.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4869902d64b1499b6df0e2821d563194,b0cf685fef0016740b95d551870f57b3ad817548ae969cfbc5034afd1498805e,True,ctls,madapiussdtest.mtn.com.gh,443,https://madapiussdtest.mtn.com.gh:443,https,text/html,GET,196.201.56.224,/,-1292467721,196.201.56.224,Apache,10,False,,Apache,,,,True,,,,
mail.biz.mtn.bj,Zimbra Web Client Sign In,200,21634,mail.biz.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-08-02T00:00:00Z,2022-08-02T23:59:59Z,CN=mail.biz.mtn.bj,mail.biz.mtn.bj,,www.mail.biz.mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,874d2c564242ed43120afa5f60483dd3,75fe3654c89f15d93e454d9b8dc55c838d21c54424fedd594a0b3273c6384f06,,ctls,mail.biz.mtn.bj,443,https://mail.biz.mtn.bj:443,https,text/html,GET,164.160.32.52,/,-1205275648,164.160.32.52,Zimbra,666,False,,nginx,,,True,,,,,
mail.homeland.mtn.com,Money Transfer Africa | Mobile Money App - MTN Homeland,200,14186,mail.homeland.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=homeland.mtn.com,homeland.mtn.com,,www.homeland.mtn.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8b66daedb69dd421325f74d8a5526552,a0fe7c839cfc0f8ed56a2d026caad83f728bf5fedd87e3cbd6a37c750e260be8,,ctls,mail.homeland.mtn.com,443,https://mail.homeland.mtn.com:443,https,text/html,GET,34.253.38.10,/,-780928015,34.253.38.10,HSTS,316,False,,Apache,,,,True,,,,
mail.mtn.com.af,,200,259,mail.mtn.com.af,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-11-05T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.mtn.com.af, O=MTN Afghanistan, L=Kabul, C=AF",*.mtn.com.af,MTN Afghanistan,mtn.com.af,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eecee9fdf88abab2122f10ee2ce5a4fc,dae7d6af379dbe3ccb9be64a633ad5fc45552d345e82bcebf1a8f93432d3ba9e,True,ctls,mail.mtn.com.af,443,https://mail.mtn.com.af:443,https,text/html,GET,103.30.137.20,/,-1840324437,103.30.137.20,HSTS,12,False,,,,,,,https://*.duosecurity.com/,,,
mail.mtn.com.ye,Outlook,200,58722,mail.mtn.com.ye,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-10T00:00:00Z,2024-06-09T23:59:59Z,CN=mail.you.com.ye,mail.you.com.ye,,mail2.you.com.ye,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a3be25fc08a00129bb59388fd0b230d3,c0c41b264e9d90186b1a82b74ed2a6da5ba05f6dfbe2c5712808fec0b104c035,,ctls,mail.mtn.com.ye,443,https://mail.mtn.com.ye:443,https,text/html,GET,82.114.165.62,/,2032315672,82.114.165.62,Windows Server,1404,False,,Microsoft-IIS/10.0,https://mail.mtn.com.ye/owa/auth/logon.aspx?url=https%3a%2f%2fmail.mtn.com.ye%2fowa%2f&reason=0,,,True,,,,
malsup.github.io,,200,605,malsup.github.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,malsup.github.io,443,https://malsup.github.io:443,https,text/html,GET,185.199.108.153,/,-1700323260,2606:50c0:8001::153,Varnish,26,False,,GitHub.com,,,,,,,,
