input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,final_url,cdn_name,cdn,csp_domains_,location
mobile.deere.com,John Deere US | Products & Services Information,200,181593,www.deere.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-28T00:00:00Z,2024-02-27T23:59:59Z,"CN=www.deere.com, O=Deere and Company, L=Moline, ST=Illinois, C=US",www.deere.com,Deere and Company,www.deere.es,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,fb14e2c8610902bad7c2320c2fda3f9e,b2fcc304e8761b310872699877cd59f5b16f69c76c44f8ad19b29e62dec670f7,,ctls,www.deere.com,443,https://mobile.deere.com:443,https,text/html,GET,2.23.209.178,/,-1325804042,2.23.209.141,3729,False,Apache,Apache,https://www.deere.com/en/,,,,
mobile.deru.build.acorns.com,,403,243,mobile.deru.build.acorns.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2023-12-07T23:59:59Z,CN=*.build.acorns.com,*.build.acorns.com,,build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a1f16fcc36990e3ca0540dae27d9062,8cab2c8cc29b1875417a82386e622cf1c01842820e99c95e9f31736015bc50a5,True,ctls,mobile.deru.build.acorns.com,443,https://mobile.deru.build.acorns.com:443,https,application/xml,GET,18.66.147.94,/,-1268840441,2600:9000:225e:d000:14:58ae:6980:93a1,2,False,AmazonS3,HSTS,,cloudfront,True,,
mobile.devolksbank.nl,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://mobile.devolksbank.nl:80,http,text/html,GET,194.53.211.21,/,225052475,194.53.210.21,7,False,Microsoft-HTTPAPI/2.0,Microsoft HTTPAPI:2.0,,,,,
mobileideas.lululemon.com,,404,2217,mobileideas.lululemon.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-03-08T00:00:00Z,2024-04-03T23:59:59Z,"CN=*.aha.io, O=Aha! Labs Inc., ST=California, C=US",*.aha.io,Aha! Labs Inc.,aha.io,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6ba6fac9321f5a6d8dc9bb53cb4c5d28,69808b1359b60f25d3c30c3aec4dd813ef4cd2a5ddf0974a668942ea9d8e8a53,True,ctls,mobileideas.lululemon.com,443,https://mobileideas.lululemon.com:443,https,text/html,GET,18.233.118.192,/,993116777,18.233.118.192,47,False,openresty,Ruby on Rails,,,,,
mobileidentity.stage.twilio.com,ERROR: The request could not be satisfied,403,919,mobileidentity.stage.twilio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2023-07-11T23:59:59Z,CN=*.stage.twilio.com,*.stage.twilio.com,,stage.twilio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f19924c5b19296db5ca31ca73e10275,fcdf3196449bbbfd932304ebb150172e33211ace148eb1beb1e172510376e1da,True,ctls,mobileidentity.stage.twilio.com,443,https://mobileidentity.stage.twilio.com:443,https,text/html,GET,13.32.99.92,/,-298579403,13.32.99.99,20,False,CloudFront,Amazon Web Services,,cloudfront,True,,
mymobile.demo.kartpay.com,Output Books,200,12767,mymobile.demo.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,,ctls,mymobile.demo.kartpay.com,443,https://mymobile.demo.kartpay.com:443,https,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,252,False,nginx,Semantic UI,https://mymobile.demo.kartpay.com/index.php/login,,,,
news.ortelmobile.de,Ortel Mobile - Günstig ins Ausland telefonieren,200,139218,www.ortelmobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=www.ortelmobile.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.ortelmobile.de,Telefónica Germany GmbH & Co. OHG,ortelmobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5e6ca604416df41a91043c7e629f18f4,b940afd65229136aa49543d28b890922cb07464a26cff9f5c701b0d7ce05fef7,,ctls,www.ortelmobile.de,443,https://news.ortelmobile.de:443,https,text/html,GET,62.146.146.13,/,822597874,62.146.146.13,16,False,Apache,HSTS,https://www.ortelmobile.de,,,,
newsroom.mobile.de,,403,2674,,,,,,,,,,,,,,,,,,,,,80,http://newsroom.mobile.de:80,http,text/html,GET,23.215.22.82,/,1604079895,23.215.22.82,42,False,AkamaiGHost,,,,,,
newtest.ortelmobile.de,lausitz.social,200,7935,newtest.ortelmobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-27T10:44:52Z,2023-06-25T10:44:51Z,CN=*.lausitz.social,*.lausitz.social,,lausitz.social,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cfa11f879b53bb437bac4e202df5ddde,83fb98fdc1953f46229950acdb2cb967b03127d8d813cf0bfb92d8844df2c184,True,ctls,newtest.ortelmobile.de,443,https://newtest.ortelmobile.de:443,https,text/html,GET,85.214.250.104,/,1582534562,85.214.250.104,1,False,nginx/1.23.4,Nginx:1.23.4,,,,https:,
origin-aws-www.mobile.de,402 Payment Required,402,562,,,,,,,,,,,,,,,,,,,,,80,http://origin-aws-www.mobile.de:80,http,text/html,GET,52.58.125.174,/,922274535,35.157.145.249,14,False,,,,,,,
origin-www.mobile.de,,402,,origin-www.mobile.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-10T00:00:00Z,2023-08-10T23:59:59Z,"CN=www.mobile.de, O=ADEVINTA PRODUCTS & TECHNOLOGY S.L, L=Barcelona, C=ES",www.mobile.de,ADEVINTA PRODUCTS & TECHNOLOGY S.L,denk.mobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b1ff922ad178c8fddc1801477624a2c1,1fa58051a46aae55f7d5be86a4b3c79280d4af0f7ade810a29d52f027b0d2eef,,ctls,origin-www.mobile.de,443,https://origin-www.mobile.de:443,https,,GET,194.50.69.171,/,-1840324437,2a04:cb41:f016:1::25,1,False,,,,,,,
ort-micro-frontend-coms.ortelmobile.de,COMS Micro-Frontends // Version 1.0.22,200,7043,ort-micro-frontend-coms.ortelmobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,Telefónica Germany GmbH & Co. OHG,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,True,ctls,ort-micro-frontend-coms.ortelmobile.de,443,https://ort-micro-frontend-coms.ortelmobile.de:443,https,text/html,GET,82.113.101.175,/,1390603384,82.113.101.175,162,False,,HSTS,,,,,
permissions.ortelmobile.de,Telefónica - Die neue EU-Verordnung,200,18323,permissions.ortelmobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-13T00:00:00Z,2023-12-17T23:59:59Z,CN=permissions.ortelmobile.de,permissions.ortelmobile.de,,permissions.ortelmobile.de,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,6e7670155a5a4f976f0bf8623f79225a,ee823852046e5c3fda3cfb88db3288e86a511189daa0f20331252e5a018c8359,,ctls,permissions.ortelmobile.de,443,https://permissions.ortelmobile.de:443,https,text/html,GET,194.245.170.21,/,1742564460,194.245.170.21,345,False,,HSTS,,,,,
promo.mobile.de,,200,20,promo.mobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-26T00:00:00Z,2024-01-03T23:59:59Z,"CN=promo.mobile.de, O=mobile.de GmbH, L=Kleinmachnow, ST=Brandenburg, C=DE, serialNumber=HRB 18517, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Potsdam, jurisdictionStateOrProvince=Brandenburg, jurisdictionCountry=DE",promo.mobile.de,mobile.de GmbH,newsroom.mobile.de,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,3dcf58960d91ca627d792777cc7e7ff5,cefb6ba2007c652eb8347229ff979ae50930e980529e36c9d104f793f14159c1,,ctls,promo.mobile.de,443,https://promo.mobile.de:443,https,text/html,GET,23.215.22.82,/,-682745113,23.215.22.82,2,False,nginx,Nginx,,,,https://promo.mobile.de,
pubads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128610,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://pubads.g.doubleclick.net:443,https,text/html,GET,142.250.185.66,/,-1184133586,2a00:1450:4001:82b::2002,2179,False,sffe,HTTP/3,https://marketingplatform.google.com/about/enterprise/,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
sandbox.m.mobile.de,,500,3938,sandbox.m.mobile.de,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,,2022-09-26T00:00:00Z,2023-10-20T23:59:59Z,"CN=sandbox.mobile.de, O=ADEVINTA PRODUCTS & TECHNOLOGY S.L, L=Barcelona, C=ES",sandbox.mobile.de,ADEVINTA PRODUCTS & TECHNOLOGY S.L,sandbox.static.classistatic.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f882aeffaadd487cd30fdb04d5049a88,88c0ee656d625e423625b60ae0af023e24ddd5a107748c20e14c7b19a4bc6908,,ctls,sandbox.m.mobile.de,443,https://sandbox.m.mobile.de:443,https,text/html,GET,194.50.69.120,/,-682745113,194.50.69.120,12,False,,HSTS,,,,,
services.mobile.de,mobile.de APIs,200,6884,services.mobile.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-10T00:00:00Z,2023-08-10T23:59:59Z,"CN=www.mobile.de, O=ADEVINTA PRODUCTS & TECHNOLOGY S.L, L=Barcelona, C=ES",www.mobile.de,ADEVINTA PRODUCTS & TECHNOLOGY S.L,denk.mobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b1ff922ad178c8fddc1801477624a2c1,1fa58051a46aae55f7d5be86a4b3c79280d4af0f7ade810a29d52f027b0d2eef,,ctls,services.mobile.de,443,https://services.mobile.de:443,https,text/html,GET,194.50.69.160,/,-1840324437,2a04:cb41:f016:1::2b,209,False,,HSTS,https://services.mobile.de/manual/index.html,,,,
shop.fonic-mobile.de,FONIC mobile - Handyshop: günstige Smartphones ohne Vertrag kaufen,200,14819,shop.fonic-mobile.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T08:04:52Z,2023-07-23T08:04:51Z,CN=shop.fonic-mobile.de,shop.fonic-mobile.de,,shop.fonic-mobile.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4229fea4df335aa77cbb375dcd8a6e0e,76d323ae75092ec3c556290e305deaf46a0a3b0c5e451a5cfd3b9d3a54747c3d,,ctls,shop.fonic-mobile.de,443,https://shop.fonic-mobile.de:443,https,text/html,GET,85.158.6.207,/,-1840324437,85.158.6.207,47,False,Apache,PHP,,,,,
sim-karte-aktivierung.ortelmobile.de,Simkarte Freischalten,200,8277,sim-karte-aktivierung.ortelmobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-19T00:00:00Z,2024-01-23T23:59:59Z,CN=sim-karte-aktivierung.ortelmobile.de,sim-karte-aktivierung.ortelmobile.de,,sim-karte-aktivierung.ortelmobile.de,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ff045643bec2fd91b4324fba35ddbf33,e5801e98b5901c734ac6ae693214f27da1fa2bfc38b442efadf61dbacfdee300,,ctls,sim-karte-aktivierung.ortelmobile.de,443,https://sim-karte-aktivierung.ortelmobile.de:443,https,text/html,GET,194.245.170.19,/,-305564545,194.245.170.19,229,False,,YouTube,https://sim-karte-aktivierung.ortelmobile.de/de/freischalten,,,,
staging.ortelmobile.de,401 Unauthorized,401,381,staging.ortelmobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-08T00:00:00Z,2023-12-07T23:59:59Z,"CN=staging.ortelmobile.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",staging.ortelmobile.de,Telefónica Germany GmbH & Co. OHG,staging.ortelmobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0b176140b7765a2a1d01f645a23a2e39,30e1eaf17d2acdfc973cc58c0966370016b267b0038b2b74ab77c8093478bf76,,ctls,staging.ortelmobile.de,443,https://staging.ortelmobile.de:443,https,text/html,GET,213.95.36.174,/,-392200610,213.95.36.174,13,False,Apache,Basic,,,,,
static.classistatic.de,,404,89,static.classistatic.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-10T00:00:00Z,2023-08-10T23:59:59Z,"CN=www.mobile.de, O=ADEVINTA PRODUCTS & TECHNOLOGY S.L, L=Barcelona, C=ES",www.mobile.de,ADEVINTA PRODUCTS & TECHNOLOGY S.L,denk.mobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b1ff922ad178c8fddc1801477624a2c1,1fa58051a46aae55f7d5be86a4b3c79280d4af0f7ade810a29d52f027b0d2eef,,ctls,static.classistatic.de,443,https://static.classistatic.de:443,https,application/json,GET,194.50.69.130,/,-1322599135,2a04:cb41:f016:1::12,1,False,,,,,,,
survey.mobile.de,mobile.de | 7 questions only you can answer!,200,10239,mobilede.my.salesforce-sites.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,"CN=cdg.my.salesforce-sites.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",cdg.my.salesforce-sites.com,"salesforce.com, inc.",*.my.salesforce-sites.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4e3069234d2db5a59eb1f04758bbcc2b,e6ffbd1d2d3693aadd1864dea2c5f97f705f0776afae01705c6ba71001a611f9,True,ctls,mobilede.my.salesforce-sites.com,443,https://survey.mobile.de:443,https,text/html,GET,194.50.69.178,/,1433417005,194.50.69.178,207,False,,Salesforce,https://mobilede.my.salesforce-sites.com/mailsurvey/,,,,
test.finanzierungsanfrage.mobile.de,,403,48,test.finanzierungsanfrage.mobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-01T00:00:00Z,2023-06-01T23:59:59Z,"CN=finanzierungsanfrage.mobile.de, O=ADEVINTA PRODUCTS & TECHNOLOGY S.L, L=Barcelona, C=ES",finanzierungsanfrage.mobile.de,ADEVINTA PRODUCTS & TECHNOLOGY S.L,test.finanzierungsanfrage.mobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d6d86f7389cdc696ad10220673fab6e6,defb3868e5671744a520d8f5c8c873b1c5c7dbe13f466e1e6582403811d5f20e,,ctls,test.finanzierungsanfrage.mobile.de,443,https://test.finanzierungsanfrage.mobile.de:443,https,application/json,GET,213.95.201.135,/,1546739159,213.95.201.135,3,False,kong/2.6.0,HSTS,,,,,
test.ortelmobile.de,konsoleH :: Login,200,6068,test.ortelmobile.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,True,2023-03-14T00:00:00Z,2023-11-03T23:59:59Z,CN=*.your-server.de,*.your-server.de,,your-server.de,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,9bc132f109bdd28e750b2aabd5b0d93e,6b7a4448dc60de8e542a1852f14621facd24ed12aa189d730328d1543f0a2558,True,ctls,test.ortelmobile.de,443,https://test.ortelmobile.de:443,https,text/html,GET,168.119.112.51,/,-807784269,168.119.112.51,107,False,Apache,Apache,,,,,
umst.mobile.de,,400,11,,,,,,,,,,,,,,,,,,,,,80,http://umst.mobile.de:80,http,text/html,GET,185.32.241.65,/,-1840324437,185.32.241.65,1,False,Apache,HSTS,,,,,
uploads-apimastermobile.demo.kartpay.com,Output Books,200,13157,uploads-apimastermobile.demo.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,,ctls,uploads-apimastermobile.demo.kartpay.com,443,https://uploads-apimastermobile.demo.kartpay.com:443,https,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,252,False,nginx,Semantic UI,https://uploads-apimastermobile.demo.kartpay.com/index.php/login,,,,
view.information.mobile.de,Error,200,932,view.information.mobile.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=view.s7.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.s7.exacttarget.com,"SALESFORCE.COM, INC.",view.s7.sfmc-content.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,089854bf4dfee8d9be5962192d7eda31,22ee0b0dc7d291bec559183d86d4c3c9d695f75562c91a7bdd9aa4f7e4081aab,,ctls,view.information.mobile.de,443,https://view.information.mobile.de:443,https,text/html,GET,136.147.129.32,/,1631801191,136.147.129.32,28,False,,HSTS,https://view.information.mobile.de/Error.aspx,,,,
windows-mobile-device-center.odoo.com,Typo | Odoo,200,42963,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,443,https://windows-mobile-device-center.odoo.com:443,https,text/html,GET,141.94.74.34,/,856605851,141.94.74.34,596,False,nginx,Python,https://www.odoo.com/typo?domain=windows-mobile-device-center.odoo.com&autodbname=windows-mobile-device-center&hosting=eu177a.odoo.com,,,,
www.fonic-mobile.de,FONIC mobile,200,207905,www.fonic-mobile.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-10T00:00:00Z,2024-03-05T23:59:59Z,"CN=*.fonic-mobile.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.fonic-mobile.de,Telefónica Germany GmbH & Co. OHG,fonic-mobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a5c9966609764b730a27f90443cef9b9,95eea5f3dcea27d0758dc984571c43041741e5d0fbb8c2b33993a67e78410e8a,True,ctls,www.fonic-mobile.de,443,https://www.fonic-mobile.de:443,https,text/html,GET,212.23.125.154,/,-458757640,212.23.125.154,9,False,Apache,Vue.js,,,,https://sentry.fonic.de/api/2/security/?sentry_key=38cf201186774063918a253e28caadce,
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,text/html,GET,142.250.74.206,/,302920777,2a00:1450:4001:812::200e,1831,False,sffe,HTTP/3,https://marketingplatform.google.com/about/analytics/,,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
www.google.com,Google,200,11034,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,443,https://www.google.com:443,https,text/html,GET,142.250.186.68,/,708578229,2a00:1450:4001:831::2004,6,False,gws,HTTP/3,,,,https://csp.withgoogle.com/csp/gws/other-hp,
www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.185.104,/,302920777,2a00:1450:4001:82a::2008,12,False,Google Tag Manager,HTTP/3,,,,,
www.ortelmobile.de,Ortel Mobile - Günstig ins Ausland telefonieren,200,139218,www.ortelmobile.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=www.ortelmobile.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.ortelmobile.de,Telefónica Germany GmbH & Co. OHG,ortelmobile.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5e6ca604416df41a91043c7e629f18f4,b940afd65229136aa49543d28b890922cb07464a26cff9f5c701b0d7ce05fef7,,ctls,www.ortelmobile.de,443,https://www.ortelmobile.de:443,https,text/html,GET,213.95.36.174,/,-2105726440,213.95.36.174,16,False,Apache,HSTS,,,,,
www.youtube-nocookie.com,Oops,404,7501,www.youtube-nocookie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,www.youtube-nocookie.com,443,https://www.youtube-nocookie.com:443,https,text/html,GET,142.250.185.206,/,1179099333,2a00:1450:4001:829::200e,1,False,ESF,HTTP/3,,,,,
