new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt,caa
[x],legalportal.capitalone.com,"18.66.112.18, 18.66.112.65, 18.66.112.42, 18.66.112.70",subpoenaportal-prod.aws-sharedtech-powerup-cde.capitalonegslbex.com,"ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],lending.capitalone.com,"104.126.37.144, 104.126.37.139","www.capitalone.com, emwp-prod-controller.d16207fc61.capitalonegslbex.com, www.capitalone.com.edgekey.net, e64599.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],link-qa.capitalone.com,"18.66.97.111, 18.66.97.20, 18.66.97.38, 18.66.97.86","link-qa.aws-stsd-dqa.capitalonegslbex.com, link-qa-cdn.aws-stsd-dqa.capitalonegslbex.com, d26esyih9p7v7u.cloudfront.net","ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223c:3000:16:4e29:b280:93a1, 2600:9000:223c:3600:16:4e29:b280:93a1, 2600:9000:223c:7200:16:4e29:b280:93a1, 2600:9000:223c:9000:16:4e29:b280:93a1, 2600:9000:223c:b000:16:4e29:b280:93a1, 2600:9000:223c:dc00:16:4e29:b280:93a1, 2600:9000:223c:e200:16:4e29:b280:93a1, 2600:9000:223c:2800:16:4e29:b280:93a1","ns-330.awsdns-41.com, ns-774.awsdns-32.net, ns-1102.awsdns-09.org, ns-1651.awsdns-14.co.uk",True,cloudfront,,,
[x],link.capitalone.com,,"link.aws-stsd.capitalonegslbex.com, links-cdn.aws-stsd.capitalonegslbex.com, d3pugm0sre5ney.cloudfront.net","ns-1351.awsdns-40.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-317.awsdns-39.com, ns-1351.awsdns-40.org, ns-776.awsdns-33.net, ns-1891.awsdns-44.co.uk",True,cloudfront,,,
[x],links-beta.capitalone.com,"13.226.153.37, 13.226.153.31, 13.226.153.97, 13.226.153.89","links-beta.aws-stsd.capitalonegslbex.com, links-beta-cdn.aws-stsd.capitalonegslbex.com, daikfv3yov88s.cloudfront.net","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2182:5800:19:1b42:df00:93a1, 2600:9000:2182:ec00:19:1b42:df00:93a1, 2600:9000:2182:fe00:19:1b42:df00:93a1, 2600:9000:2182:c00:19:1b42:df00:93a1, 2600:9000:2182:4a00:19:1b42:df00:93a1, 2600:9000:2182:d000:19:1b42:df00:93a1, 2600:9000:2182:7200:19:1b42:df00:93a1, 2600:9000:2182:ee00:19:1b42:df00:93a1","ns-1594.awsdns-07.co.uk, ns-59.awsdns-07.com, ns-712.awsdns-25.net, ns-1378.awsdns-44.org",True,cloudfront,,,
[x],links.capitalone.com,"18.67.76.70, 18.67.76.66, 18.67.76.3, 18.67.76.34, 205.251.193.61, 205.251.195.8, 205.251.197.71, 205.251.199.99","links.aws-stsd.capitalonegslbex.com, links-cdn.aws-stsd.capitalonegslbex.com, d3pugm0sre5ney.cloudfront.net","ns-1351.awsdns-40.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2305:8600:15:2577:f280:93a1, 2600:9000:2305:ae00:15:2577:f280:93a1, 2600:9000:2305:3800:15:2577:f280:93a1, 2600:9000:2305:2c00:15:2577:f280:93a1, 2600:9000:2305:6600:15:2577:f280:93a1, 2600:9000:2305:5000:15:2577:f280:93a1, 2600:9000:2305:9a00:15:2577:f280:93a1, 2600:9000:2305:b400:15:2577:f280:93a1","ns-1351.awsdns-40.org, ns-1891.awsdns-44.co.uk, ns-317.awsdns-39.com, ns-776.awsdns-33.net",True,cloudfront,,,
[x],littlewoods-apply.capitalone.co.uk,"52.222.139.31, 52.222.139.2, 52.222.139.101, 52.222.139.47",agreements-prod-master.aws-uk-cat1.capitalonegslbex.com,"ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],littlewoods-directdebit.capitalone.co.uk,"108.157.214.60, 108.157.214.54, 108.157.214.79, 108.157.214.59",directdebit-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],littlewoods-quickcheck.capitalone.co.uk,"13.32.27.124, 13.32.27.103, 13.32.27.94, 13.32.27.6",quotations-prod-master.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],littlewoods-verify.capitalone.co.uk,"18.244.155.10, 18.244.155.36, 18.244.155.13, 18.244.155.25",verify-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],littlewoods.capitalone.co.uk,,"cdn-lw.aws-uk-cat1.capitalonegslbex.com, cf-littlewoods.aws-uk-cat1.capitalonegslbex.com","ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],locations-staging.capitalone.com,104.107.133.32,"locations-staging.capitalone.com.edgekey-staging.net, e6321.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:e0:783::18b1, 2a02:26f0:e0:782::18b1",,,,,,
[x],locations.capitalone.com,,"locations.capitalone.com.edgekey.net, e6321.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],login-idm-sit.capitalone.co.uk,,,,NOERROR,2602:fcbc:0:3::11,,,,,,
[x],login.capitalone.co.uk,,,,NOERROR,,,,,,,
[x],login.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,apple-domain-verification=KIWihgqvnAgRV6po,
[x],lordandtaylor.capitalone.com,"18.66.122.62, 18.66.122.32, 18.66.122.74, 18.66.122.108",vanity-url-redirects.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],luma-apply.capitalone.co.uk,,agreements-prod-master.aws-uk-cat1.capitalonegslbex.com,"ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],luma-quickcheck.capitalone.co.uk,"13.32.27.94, 13.32.27.124, 13.32.27.103, 13.32.27.6",quotations-prod-master.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],luma-setup.capitalone.co.uk,,setup-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],luma-verify.capitalone.co.uk,"143.204.215.27, 143.204.215.90, 143.204.215.57, 143.204.215.44",verify-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1419.awsdns-49.org, ns-1891.awsdns-44.co.uk, ns-400.awsdns-50.com, ns-657.awsdns-18.net",True,cloudfront,,,
[x],luma.capitalone.co.uk,"143.204.215.89, 143.204.215.8, 143.204.215.64, 143.204.215.74","cdn-luma.aws-uk-cat1.capitalonegslbex.com, cf-luma.aws-uk-cat1.capitalonegslbex.com","ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],luma.co.uk,"108.138.7.28, 108.138.7.58, 108.138.7.63, 108.138.7.8",luma-prod-master.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com, ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,"ns1.capitalone.com, ns2.capitalone.com, ns3.capitalone.com",True,cloudfront,,,
[x],lyncdir2.capitalone.com,,,,NOERROR,,,,,,,
[x],m-api-ops2.kdc.capitalone.com,,,,NOERROR,,,,,,,
[x],m-metrics.capitalone.com,"44.238.213.72, 34.215.146.180, 44.233.251.8, 54.191.80.158, 54.149.59.111, 52.33.47.232, 54.148.98.126, 44.231.181.32","m-metrics-prod-waf-metrictoggle.aws-stsd.capitalonegslbex.com, mobile-prod-waf-metricsweighted.aws-stsd.capitalonegslbex.com, spyderco-mbmet-w-bwaf-toggle.aws-stsd.capitalonegslbex.com, anedge-prod-w-traffic.aws-cof-eppt-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1455.awsdns-53.org, ns-1930.awsdns-49.co.uk, ns-319.awsdns-39.com, ns-709.awsdns-24.net",,,,,
[x],m-wallet1.capitalone.ca,"13.227.219.88, 13.227.219.41, 13.227.219.75, 13.227.219.98",m-wallet1.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],m.capitalone.com,"13.227.219.3, 13.227.219.18, 13.227.219.19, 13.227.219.115",m-mobile.aws-stsd.capitalonegslbex.com,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],mail.paribus.co,,,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,v=spf1 include:amazonses.com ~all,
[x],mail1296.email.payroll.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,mail1296.email.payroll.capitalone.com,v=spf1 ip4:208.85.54.33 -all,
[x],menards.capitalone.com,"143.204.215.82, 143.204.215.48, 143.204.215.59, 143.204.215.69",menards.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],menardsbigcard.capitalone.com,"18.66.122.32, 18.66.122.62, 18.66.122.108, 18.66.122.74",vanity-url-redirects.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],menardspro.capitalone.com,"108.138.51.71, 108.138.51.33, 108.138.51.11, 108.138.51.100",vanity-url-redirects.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],merchantservices.capitalonebank.com,"95.101.74.151, 95.101.74.135","www-microsites.capitalone.com.edgekey.net, e221708.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],messaging.capitalone.com,"52.40.100.57, 52.25.155.246","dms2-prod-waf.aws-stsd.capitalonegslbex.com, dms-bwaf-prod-west-traffic.aws-cof-eppt-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],metrics.capitalone.com,"63.140.62.135, 63.140.62.160, 63.140.62.164",capitalone.com.d1.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,
[x],mfe-discovery-cf-sb.capitalone.com,"13.227.219.108, 13.227.219.53, 13.227.219.92, 13.227.219.77",mfe-discovery-cf-sb.aws-fs1-dev.capitalonegslbex.com,"ns-270.awsdns-33.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],mi.capitalone.com,"52.222.236.8, 52.222.236.76, 52.222.236.4, 52.222.236.25",d16nt0kjtqokty.cloudfront.net,"ns-727.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1453.awsdns-53.org, ns-1538.awsdns-00.co.uk, ns-453.awsdns-56.com, ns-727.awsdns-26.net",True,cloudfront,,,
[x],mir.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],mlittlewoods.capitalone.co.uk,,"littlewoods.capitalone.co.uk, cdn-lw.aws-uk-cat1.capitalonegslbex.com, cf-littlewoods.aws-uk-cat1.capitalonegslbex.com","ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],mobile-beta3-s.capitalone.com,54.144.128.85,,,NOERROR,,,,,,,
[x],mobile-beta4.capitalone.com,,,,NOERROR,,,,,,,
[x],mobile-corporatecard.capitalone.com,,"cde-iccem-waf.aws-cb-core-cat1.capitalonegslbex.com, mobile-corporatecard.aws-cb-core-cat1.capitalonegslbex.com, mobile-corporatecard.capitalone.com-v2.edgekey.net, e12764.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],mobile-qa2.capitalone.com,"52.5.190.146, 54.174.133.18, 34.198.196.175","mobile-qa2.aws-stsd-dqa.capitalonegslbex.com, mobile-qa-waf-metrictoggle.aws-stsd-dqa.capitalonegslbex.com, mobile-qa-waf-metricweighted.aws-stsd-dqa.capitalonegslbex.com, spyderco-mbmet-e-bwaf-toggle.aws-stsd-dqa.capitalonegslbex.com, anedge-qa-east-traffic.aws-cof-eppt-core-pub-qa-waf-ue1.capitalonegslbex.com","ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mobile.capitalone.com,"99.86.4.71, 99.86.4.127, 99.86.4.65, 99.86.4.101",mobile.aws-stsd.capitalonegslbex.com,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],moblbeta.capitalone.com,,,,NOERROR,,,,,,,
[x],moceancreditcard.capitalone.co.uk,217.169.160.88,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],mockca.cloud.capitalone.com,,,,NOERROR,,,,,,,
[x],moneyexercises.capitalone.com,,"money-exercises.82b9042191.capitalonegslbex.com, dgmohzcmy6wtj.cloudfront.net","ns-1551.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2251:5e00:4:87b9:69c0:93a1, 2600:9000:2251:5200:4:87b9:69c0:93a1, 2600:9000:2251:f800:4:87b9:69c0:93a1, 2600:9000:2251:de00:4:87b9:69c0:93a1, 2600:9000:2251:5000:4:87b9:69c0:93a1, 2600:9000:2251:600:4:87b9:69c0:93a1, 2600:9000:2251:9e00:4:87b9:69c0:93a1, 2600:9000:2251:dc00:4:87b9:69c0:93a1","ns-126.awsdns-15.com, ns-1391.awsdns-45.org, ns-1551.awsdns-01.co.uk, ns-589.awsdns-09.net",True,cloudfront,,,
[x],mortgages02.capitalone.com,,,,NOERROR,,,,,,,
[x],movil.capitalone.com,,,,NOERROR,,,,,,,
[x],mpass-qa1.capitalone.com,,,,NOERROR,,,,,,,
[x],mpostofficest03.uk.capitalone.com,,,,NOERROR,,,,,,,
[x],mqa.capitalone.com,3.225.164.108,"ds883.awmdm.com, us08securegrp.awmdm.com","ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],msm.capitalone.com,44.231.51.168,"ds405.awmdm.com, us09pgroup1.awmdm.com","ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mta-springdeals.capitalone.com,13.111.128.236,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],mthinkmoneycreditcard.capitalone.co.uk,"52.222.139.98, 52.222.139.38, 52.222.139.103, 52.222.139.104","thinkmoneycreditcard.capitalone.co.uk, cdn-thinkmoney.aws-uk-cat1.capitalonegslbex.com, cf-thinkmoneycreditcard.aws-uk-cat1.capitalonegslbex.com","ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],mvery.capitalone.co.uk,"18.65.39.21, 18.65.39.59, 18.65.39.49, 18.65.39.104","very.capitalone.co.uk, cdn-very.aws-uk-cat1.capitalonegslbex.com, cf-very.aws-uk-cat1.capitalonegslbex.com","ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],my360independence.capitalone360.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],myaccount-auth.capitalone.co.uk,"18.65.39.48, 18.65.39.58, 18.65.39.61, 18.65.39.26",d1b8q4l7piea60.cloudfront.net,"ns-1246.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:238d:1e00:18:548c:3e00:93a1, 2600:9000:238d:6400:18:548c:3e00:93a1, 2600:9000:238d:a000:18:548c:3e00:93a1, 2600:9000:238d:a400:18:548c:3e00:93a1, 2600:9000:238d:7600:18:548c:3e00:93a1, 2600:9000:238d:a600:18:548c:3e00:93a1, 2600:9000:238d:8600:18:548c:3e00:93a1, 2600:9000:238d:3400:18:548c:3e00:93a1","ns-17.awsdns-02.com, ns-1815.awsdns-34.co.uk, ns-597.awsdns-10.net, ns-1246.awsdns-27.org",True,cloudfront,,,
[x],myaccount-data.capitalone.co.uk,"184.86.251.30, 184.86.251.20","myaccount.capitalone.co.uk.edgekey.net, e177630.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],myaccount.capitalone.co.uk,,"myaccount.capitalone.co.uk.edgekey.net, e177630.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],myaccounts.capitalone.com,"108.138.7.37, 108.138.7.111, 108.138.7.115, 108.138.7.65","easeweb-prod-glb.aws-stsd.capitalonegslbex.com, d3f3l3qppirjzp.cloudfront.net","ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1358.awsdns-41.org, ns-1756.awsdns-27.co.uk, ns-443.awsdns-55.com, ns-542.awsdns-03.net",True,cloudfront,,,
[x],mycard-staging.capitalone.com,"23.50.57.57, 23.50.57.50","stg-icce-waf.aws-cb-core-pcat1.capitalonegslbex.com, mycard-staging.capitalone.com.edgekey-staging.net, e197275.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:e0::1732:3629, 2a02:26f0:e0::1732:3628",,,,,,
[x],mycard.capitalone.co.uk,"13.32.99.99, 13.32.99.120, 13.32.99.102, 13.32.99.40",mycard.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],mycard.capitalone.com,23.212.212.197,"cde-icce-waf.aws-cb-core-cat1.capitalonegslbex.com, mycard.aws-cb-core-cat1.capitalonegslbex.com, mycard.capitalone.com-v1.edgekey.net, e9749.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],mydata.capitalone.com,"108.156.184.46, 108.156.184.119, 108.156.184.19, 108.156.184.28",mydata-privacy-center.aws-stdt.capitalonegslbex.com,"ns-1022.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],mymoneytool.capitalone.com,"18.165.242.103, 18.165.242.33, 18.165.242.110, 18.165.242.111","astra-deliverable-gen3-prod.82b9042191.capitalonegslbex.com, d2bazbytwwxhos.cloudfront.net","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1363.awsdns-42.org, ns-1850.awsdns-39.co.uk, ns-470.awsdns-58.com, ns-570.awsdns-07.net",True,cloudfront,,,
[x],naics.capitalone.com,"52.222.174.51, 52.222.174.102, 52.222.174.99, 52.222.174.82",naics.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],nb.wikibuy.com,,prd-west-mesos-agent-public-alb-1193508294.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],neimanmarcus.capitalone.com,"13.227.219.111, 13.227.219.8, 13.227.219.6, 13.227.219.119",neimanmarcus.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],nic.capitalone.com,"54.213.243.249, 44.226.15.48, 52.35.31.132","nic.aws-ito.capitalonegslbex.com, nicregst-prod-west-traffic.aws-cof-st-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1710.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],nm.capitalone.com,"52.222.174.51, 52.222.174.99, 52.222.174.102, 52.222.174.82",neimanmarcus.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],nmcard.capitalone.com,,nmcard.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],northerntool.bluetarp.com,192.230.66.65,ia8r7.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,,True,incapsula,,,
[x],ns1.capitalone.com,204.63.40.24,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],ns12gfe.capitalone.com,204.63.40.22,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],ns2.capitalone.com,204.63.41.24,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],ns21gfe.capitalone.com,204.63.42.20,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],ns3.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],ns31gfe.capitalone.com,204.63.41.20,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],ns32gfe.capitalone.com,204.63.41.22,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],o2.trx-email.bluetarp.com,168.245.32.64,,"ns-468.awsdns-58.com, root.bluetarp.com",NOERROR,,,,,,,
[x],o4.trx-email2.bluetarp.com,167.89.97.153,,"ns-468.awsdns-58.com, root.bluetarp.com",NOERROR,,,,,,,
[x],o5.trx-email3.bluetarp.com,168.245.99.101,,"ns-468.awsdns-58.com, root.bluetarp.com",NOERROR,,,,,,,
[x],obi.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,mail.obi.capitalone.com,"v=spf1 ip4:69.25.202.32/27 ip4:66.151.226.0/25 ip4:63.251.143.160/27 ip4:66.151.182.128/27 ip4:72.5.17.128/25 a mx -all, spf2.0/pra ip4:69.25.202.32/27 ip4:66.151.226.0/25 ip4:63.251.143.160/27 ip4:66.151.182.128/27 ip4:72.5.17.128/25 a mx -all",
[x],ocean-apply.capitalone.co.uk,"108.156.184.77, 108.156.184.102, 108.156.184.126, 108.156.184.22",agreements-prod-master.aws-uk-cat1.capitalonegslbex.com,"ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],ocean-directdebit.capitalone.co.uk,"18.155.129.38, 18.155.129.71, 18.155.129.41, 18.155.129.10",directdebit-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1419.awsdns-49.org, ns-1891.awsdns-44.co.uk, ns-400.awsdns-50.com, ns-657.awsdns-18.net",True,cloudfront,,,
[x],ocean-idcheck.capitalone.co.uk,"52.16.187.209, 34.243.84.147",live-public-1370195959.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ocean-quickcheck.capitalone.co.uk,"13.32.27.94, 13.32.27.103, 13.32.27.6, 13.32.27.124",quotations-prod-master.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],ocean-verify.capitalone.co.uk,"13.249.9.69, 13.249.9.38, 13.249.9.13, 13.249.9.49",verify-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1419.awsdns-49.org, ns-1891.awsdns-44.co.uk, ns-400.awsdns-50.com, ns-657.awsdns-18.net",True,cloudfront,,,
[x],oceancreditcard.capitalone.co.uk,"13.32.27.96, 13.32.27.126, 13.32.27.9, 13.32.27.13","cdn-ocean.aws-uk-cat1.capitalonegslbex.com, cf-oceancreditcard.aws-uk-cat1.capitalonegslbex.com","ns-957.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],ofx.capitalone360.com,54.144.128.85,,,NOERROR,,,,,,,
[x],onetms-qa.capitalone.com,"99.86.4.43, 99.86.4.7, 99.86.4.87, 99.86.4.56",tag-assets-r53-qa.aws-stsd-dqa.capitalonegslbex.com,"ns-100.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],onetms.capitalone.com,"18.66.248.89, 18.66.248.112, 18.66.248.28, 18.66.248.57",tag-assets-r53.aws-stsd.capitalonegslbex.com,"ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],oneview-verify.capitalone.com,"13.225.34.30, 13.225.34.2, 13.225.34.18, 13.225.34.74",oneview-registration-ui-prod-cf.asvcmldocexchange.aws-cb.capitalonegslbex.com,"ns-295.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:225d:a800:6:cd0:1740:93a1, 2600:9000:225d:5e00:6:cd0:1740:93a1, 2600:9000:225d:400:6:cd0:1740:93a1, 2600:9000:225d:2400:6:cd0:1740:93a1, 2600:9000:225d:f600:6:cd0:1740:93a1, 2600:9000:225d:2200:6:cd0:1740:93a1, 2600:9000:225d:e600:6:cd0:1740:93a1, 2600:9000:225d:7000:6:cd0:1740:93a1","ns-1206.awsdns-22.org, ns-1550.awsdns-01.co.uk, ns-295.awsdns-36.com, ns-918.awsdns-50.net",True,cloudfront,,,
[x],open-banking.capitalone.co.uk,,"open-banking.capitalone.co.uk.edgekey.net, e26816.ksd.akamaiedge.net","n0ksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],outk.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 ip4:199.244.214.0/24 ip4:204.63.44.0/24 ip4:148.163.151.254 ip4:148.163.155.198 -all,
[x],outv.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 ip4:199.244.214.0/24 ip4:204.63.44.0/24 ip4:148.163.151.254 ip4:148.163.155.198 -all,
[x],p2ppayments-beta.capitalone.com,,p2p-app-prod.aws-rb.capitalonegslbex.com,"ns-925.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],p2ppayments.capitalone.com,"18.66.122.110, 18.66.122.8, 18.66.122.65, 18.66.122.108",p2ppayments.aws-rb.capitalonegslbex.com,"ns-925.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],p2ppaymentsqa.capitalone.com,,,,NOERROR,,,,,,,
[x],p97-ckdatabasews.capitalone.co.uk,,,,NOERROR,,,,,,,
[x],page-card.capitalone.com,128.17.144.34,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],pages-sparkbusinesscard.capitalone.com,13.111.176.32,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],partners.wikibuy.com,"104.16.189.71, 104.16.190.71",,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6810:bd47, 2606:4700::6810:be47",,True,cloudflare,,,
