input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_,tls_self_signed
infoez.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,infoez.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,infoez.olaelectric.in,443,https://infoez.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
inmyzcg0196.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,inmyzcg0196.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,inmyzcg0196.olaelectric.in,443,https://inmyzcg0196.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
int-services5.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,int-services5.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,int-services5.olaelectric.in,443,https://int-services5.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
internal-2237462g12.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-2237462g12.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-2237462g12.olaelectric.in,443,https://internal-2237462g12.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
internal-cache-s3s3.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-cache-s3s3.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-cache-s3s3.olaelectric.in,443,https://internal-cache-s3s3.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
internal-labs-develip-git.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-labs-develip-git.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-labs-develip-git.olaelectric.in,443,https://internal-labs-develip-git.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
internal-upgrade-uploads-0.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-upgrade-uploads-0.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-upgrade-uploads-0.olaelectric.in,443,https://internal-upgrade-uploads-0.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
internal-v3.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-v3.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-v3.olaelectric.in,443,https://internal-v3.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
internal-v4errorcpwebapp.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-v4errorcpwebapp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-v4errorcpwebapp.olaelectric.in,443,https://internal-v4errorcpwebapp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
internal-vip-v4.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,internal-vip-v4.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,internal-vip-v4.olaelectric.in,443,https://internal-vip-v4.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
intleurope.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,intleurope.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,intleurope.olaelectric.in,443,https://intleurope.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
inverted.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,inverted.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,inverted.olaelectric.in,443,https://inverted.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
invoice-maps.olacabs.com,,403,93,AS16509,AS16509,Unknown,18.144.0.0/15,invoice-maps.olacabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-09T00:00:00Z,2024-04-04T23:59:59Z,"CN=*.olacabs.com, O=ANI Technologies Private Limited, L=Bengaluru, ST=Karnataka, C=IN",*.olacabs.com,ANI Technologies Private Limited,olacabs.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,2239cf73956aa5b652d36e55eee6539e,18246c3f360b2d21d84344d17d6e29d2673948965b9db5a65ff30adbfb0b8834,ctls,invoice-maps.olacabs.com,443,https://invoice-maps.olacabs.com:443,https,,text/html,GET,18.140.37.44,/,-1060002298,46.137.223.233,,4,False,True,,,,,
iorg-fba-edge-shv-01-syd2.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,iorg-fba-edge-shv-01-syd2.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,iorg-fba-edge-shv-01-syd2.olaelectric.in,443,https://iorg-fba-edge-shv-01-syd2.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
iovispengo.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,iovispengo.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,iovispengo.olaelectric.in,443,https://iovispengo.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ip-142-103.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ip-142-103.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ip-142-103.olaelectric.in,443,https://ip-142-103.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
iphonesys-qa4.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,iphonesys-qa4.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,iphonesys-qa4.olaelectric.in,443,https://iphonesys-qa4.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
ipmobile.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipmobile.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipmobile.olaelectric.in,443,https://ipmobile.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
iptsub-wc-2v.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,iptsub-wc-2v.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,iptsub-wc-2v.olaelectric.in,443,https://iptsub-wc-2v.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c001-lhr002-virginmedia-isp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c001-lhr002-virginmedia-isp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c001-lhr002-virginmedia-isp.olaelectric.in,443,https://ipv4-c001-lhr002-virginmedia-isp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c002-man003-talktalk-isp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c002-man003-talktalk-isp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c002-man003-talktalk-isp.olaelectric.in,443,https://ipv4-c002-man003-talktalk-isp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c002-sjc001-nflxoc-isp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c002-sjc001-nflxoc-isp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c002-sjc001-nflxoc-isp.olaelectric.in,443,https://ipv4-c002-sjc001-nflxoc-isp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c004-maf001-grande-isp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c004-maf001-grande-isp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c004-maf001-grande-isp.olaelectric.in,443,https://ipv4-c004-maf001-grande-isp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c005-bbu001-diginet-isp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c005-bbu001-diginet-isp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c005-bbu001-diginet-isp.olaelectric.in,443,https://ipv4-c005-bbu001-diginet-isp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c008-ymy002-bellcanada-isp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c008-ymy002-bellcanada-isp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c008-ymy002-bellcanada-isp.olaelectric.in,443,https://ipv4-c008-ymy002-bellcanada-isp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c027-bom001-ix.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c027-bom001-ix.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c027-bom001-ix.olaelectric.in,443,https://ipv4-c027-bom001-ix.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c027-mia005-ix.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c027-mia005-ix.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c027-mia005-ix.olaelectric.in,443,https://ipv4-c027-mia005-ix.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c039-tyo001-ix.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c039-tyo001-ix.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c039-tyo001-ix.olaelectric.in,443,https://ipv4-c039-tyo001-ix.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
ipv4-c042-dub001-ix.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,ipv4-c042-dub001-ix.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,ipv4-c042-dub001-ix.olaelectric.in,443,https://ipv4-c042-dub001-ix.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
