new,host,a,soa,status_code,ns,cname,txt,aaaa,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],k-lassen.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],k12.olacabs.com,,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kafdrop.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kakaotalk.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],kameike-iyashi.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kaohsiungmusichall.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],karavelov.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kazuo.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kbm.corp.olacabs.com,,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kdirstat.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kesbangpol.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kierofrp.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kinderbuikencovrienden.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kk-hp12.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kong-ev-stg.olaelectric.in,52.187.3.149,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,azure,,,,
[x],kp.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kr50.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kube-bqg6g7nd0lnhi47g0f90-gen2nonprod-default-00000db8.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kube-bqg6g7nd0lnhi47g0f90-gen2nonprod-medium1-000015d5.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kube-c1f9fp5f099rm6sclpv0-fraliteprod-gateway-00000266.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kumagaya-h.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kumagaya.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kws400181.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],l11.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],labs-5-3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lainventory-qa.mlbstg.corp.olacabs.com,18.140.155.47,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lapp194.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lapp9.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ldap-slave.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ldap.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef32-2-pda.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lhurt.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],limpiadordevirus.olacabs.com,52.77.83.98,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],linear-partner-test7.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],linkblog.olacabs.com,52.77.41.139,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lloydsbg-production-previewservices.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lms01-storage.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lmt-qc-mss.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lnamichigan.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon2-riemann-a3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-slaskcassandra-b3.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon3-userprofileview-b3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon5dpu1002.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon5dpu1085.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon5dpu559.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lon5fsu163.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],loncov2.olacabs.com,52.77.41.139,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1486.awsdns-57.org, ns-1814.awsdns-34.co.uk, ns-236.awsdns-29.com, ns-541.awsdns-03.net",,,,,,,,,
[x],londontown.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],lucas.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],luyungtien.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lweb10.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],lxegold01.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],m.olacabs.com,"13.32.99.88, 13.32.99.41, 13.32.99.73, 13.32.99.58","ns-1719.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1519.awsdns-61.org, ns-1719.awsdns-22.co.uk, ns-325.awsdns-40.com, ns-938.awsdns-53.net",d2km9f2275q5od.cloudfront.net,,,True,cloudfront,,,,
[x],m05.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],m1.olacabs.com,,"ns11.constellix.com, dns.constellix.com",NOERROR,,lnk.etransmail.com,"google-site-verification=PvC5oqV-bjFtDjl2BM8dIikuXeZvw8iIRK1rqNLxgGs, v=spf1 exists:%{ir}._spf.netcorecloud.net -all",,True,google,,,,
[x],m7h-94.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ma-orleans-jetdirect-fc2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],mach131-87-17-8.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mach131-87-171-58.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mach131-87-199-48.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],machepure02ct0.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],magazine-4-3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],mail-151-232-usw2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail-223-119-usw2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail-223-93-usw2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail-241-euc1.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail.olacabs.com,216.58.214.147,"ns1.google.com, dns-admin.google.com",NOERROR,,ghs.google.com,,2a00:1450:4017:803::2013,,,,,,
[x],mailww.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],main-db2-corp.app.olacabs.com,10.14.200.179,"ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.14.200.179,
[x],manheim-prod.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mapi.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maps.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],matcha.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mathesis.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maz.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mc.olamoney.com,"43.204.210.139, 3.108.107.55","ns-144.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mcafeeantiviruscustomersupportnumber.olacabs.com,52.77.41.139,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],medan.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mediablog.olacabs.com,35.247.88.243,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,olamediablog.wpengine.com,,,True,google,,,,
[x],medtronic.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],meinabo.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],messageacc.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],metformin.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],metrics-ic1.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mfstaj.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mg205.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],mhsi-47-168-13.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],mission-electric.in,20.212.111.27,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-361.awsdns-45.com, ns-543.awsdns-03.net, ns-1441.awsdns-52.org, ns-1790.awsdns-31.co.uk",,"v=spf1 include:_spf.google.com ~all, google-site-verification=-Ya5n2tGzgLBBIE3zaw8LCq4rCdLQf79yaAKGQCzN-A, t8pkpgvfmhdffrl5hd3h6svqm7mfw81y",,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com",,,
[x],ml-assist-cloudstation-us-west-2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mm0-1-3996-56.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mobileartifacts.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],moded87.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],modulkesehatan.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mpstreamer-fbonly-bgp-02-xsp1.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mr30230003c.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mr30242002c.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],msciportal.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],msobpmn-ist3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],msp11piekary.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta-v16.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],muhammadkashan.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mundovoley.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],munguin.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],musclemenu.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mustseeindia.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mx-tempcontainer-corporate.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],my0-7-2773-299.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mybroadband.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mycube.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],myprinting.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],myserver.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],n15-vm0.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],na-sjh.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],naples.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],naturalprocess.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],neidecastor.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],networkdefense-att.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-2019b2bcontroller-files.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-apialt.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-start.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],newsletter.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],njc.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nk20212002c.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nk20422002c.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nk20820004c.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],node-66-211-168-47.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nonprod8.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nordic.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],npub.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nrdp-ipv6.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nrdp-multipath-cell3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nwkincline-prod-nwk.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nwtapp-po-a28p.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o1.egw.olacabs.com,167.89.33.20,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1486.awsdns-57.org, ns-1814.awsdns-34.co.uk, ns-236.awsdns-29.com, ns-541.awsdns-03.net",,,,,,,,,
[x],o2.egw.olacabs.com,167.89.40.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1486.awsdns-57.org, ns-1814.awsdns-34.co.uk, ns-236.awsdns-29.com, ns-541.awsdns-03.net",,,,,,,,,
[x],o32.delivery.olamoney.com,167.89.83.47,"ns-144.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oa197-30.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-1165-1501.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-1444-1167.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-1680-300.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-2433-3679.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-2929-4415.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-3418-2430.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-3934-2774.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-3953-1168.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-4697-1380.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],occ-0-586-3418.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ocp-110000ntn8-7jqo.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],octa.olacabs.com,52.77.41.139,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oculus-verts-shv-01-lhr8.olaelectric.in,20.212.146.181,,NOERROR,,,,,,,,,,
[x],odincovo.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ofacubbetaapp01-vm.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ofd.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],offerengine-ui.corp.olacabs.com,18.138.217.95,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],offerengine.corp.olacabs.com,18.139.245.182,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],offers.olacabs.com,52.77.41.139,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],office-betatemp-exchangedns.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ohrs.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],okta.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ola.foundation,"18.138.192.105, 52.74.86.198","ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1829.awsdns-36.co.uk, ns-373.awsdns-46.com, ns-714.awsdns-25.net, ns-1295.awsdns-33.org",,"f8577yblc15tjfrs83c4yzw3j6rcvtr8, k2wmb2rl84n6lj8rtflhnh1q9kfm7mzz, lmg6gxslvkyqzlkkm1p8dwxz3hk7l0fp, sm4bq5hlgz56s67nk5bsn7g6ggn5fmmg, tfnj9b6z1cxdxrcttkwld95m4qlm7761",,,,,,,
[x],ola.institute,,"ns-444.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1167.awsdns-17.org, ns-1964.awsdns-53.co.uk, ns-444.awsdns-55.com, ns-906.awsdns-49.net",,"bc7mnvgqjnhmzkjg9tsjfbygg4sltb7s, f43mlj7h1nd82vvsh2m82q6hbzlppnb9, google-site-verification=oX2tme1XzBQXZSkB856EX5NN9xyQa9J2n8mIPhA_Hag, v=spf1 include:_spf.google.com ~all, yvkpqc2fw39rxnpqn0pl1bgnwghy9dy1",,,,"aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,,
