new,host,a,cname,soa,status_code,aaaa,has_internal_ips,internal_ips,cdn,cdn-name,txt,mx,ns,caa
,ranz.pst.rabobank.com,"13.107.226.45, 13.107.253.45","fd-pst-au-prod.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45",,,,,,,,
,rba-dev.rabobank.nl,20.224.5.50,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rba-prod.rabobank.nl,20.238.131.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rbs.rabobank.nl,193.78.80.72,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest1.rabobank.com,85.119.16.135,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest2.rabobank.com,85.119.16.137,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest3.rabobank.com,85.119.17.77,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcplab-rac.rabobank.nl,20.23.213.34,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcsap.rabobank.com,203.127.42.94,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcseu1.rabobank.com,85.119.16.178,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcsoc.rabobank.com,203.41.138.3,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,reclameregels.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,recruitment.rabobank.nl,160.34.64.28,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl -all,ldxrelay11.taleo.net,"a3-67.akam.net, a7-64.akam.net, a1-191.akam.net, a12-64.akam.net, a18-65.akam.net, a20-66.akam.net",
,redirector-src.rabobank.nl,145.72.108.31,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,redirector.rabobank.com,"2.17.100.203, 2.17.100.161","redirector.rabobank.com.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:14::1724:a24d, 2a02:26f0:3500:14::1724:a24f",,,,,,,,
,redirector.rabobank.nl,"2.16.241.144, 2.16.241.151","redirector.rabobank.nl.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:14::1724:a24d, 2a02:26f0:3500:14::1724:a24f",,,,,,,,
,reply.info.rabobank.nl,108.168.255.75,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl -all,reply.info.rabobank.nl,,
,reputatietool.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl -all,,"a7-64.akam.net, a3-67.akam.net, a12-64.akam.net, a1-191.akam.net, a20-66.akam.net, a18-65.akam.net",
,research-acpt3-src.rabobank.com,145.72.99.47,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,research-src.rabobank.com,145.72.108.10,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,research-staging-src.rabobank.com,145.72.108.11,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,research-staging.rabobank.com,"2.16.241.143, 2.16.241.154","research-staging.rabobank.com.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19a, 2a02:26f0:480:c::210:f18f",,,,,,,,
,research-verification-src.rabobank.com,145.72.108.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,research.rabobank.com,"2.16.241.151, 2.16.241.140","research.rabobank.com.edgekey.net, e64374.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,ria.rabobank.nl,81.18.5.50,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,risigo.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 -all,,"a12-64.akam.net, a18-65.akam.net, a3-67.akam.net, a20-66.akam.net, a1-191.akam.net, a7-64.akam.net",
,rmail1.rabobank.nl,145.72.121.42,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl ~all,,,
,rmail2.rabobank.nl,145.72.121.43,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl ~all,,,
,rmail3.rabobank.nl,145.72.121.16,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl ~all,,,
,rmail4.rabobank.nl,145.72.121.17,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 include:rabobank.nl ~all,,,
,rmail6.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rocket-njs.rabobank.com,74.118.223.39,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rocket-sdc.rabobank.com,85.119.18.39,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rocket.rabobank.com,85.119.18.39,rocket-sdc.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rsa.rabobank.com,145.72.120.33,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rsacloud.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rtwpubpat.rabobank.nl,85.119.16.198,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ruralbenchmarks.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,ruralclientphoto.rabobank.com,20.76.216.101,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 -all,,"a12-64.akam.net, a7-64.akam.net, a20-66.akam.net, a1-191.akam.net, a18-65.akam.net, a3-67.akam.net",
,samas.rabobank.com,"13.107.238.45, 13.107.237.45","samas.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,,,,,
,sapcloud-acceptatie.extern.rabobank.nl,188.200.99.140,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sapcloud.extern.rabobank.nl,188.200.99.141,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sapio-a.extern.rabobank.nl,31.149.253.169,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sapio.extern.rabobank.nl,31.149.253.168,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sapmdg.qas.rabobank.com,51.124.164.213,2f715b3f-a456-412e-9cb1-90dd4aca412d.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,sapmdg.rabobank.com,51.145.162.56,06c9f955-581b-4036-b4b5-700260e74bbc.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,sattelite1.rabobank.com,85.119.21.22,transfer.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,scbwacs13ext.rabobank.com,85.119.16.191,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,scim.governet.rabobank.nl,34.149.167.54,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,True,google,,,,
,secure1.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,secure4.rabobank.nl,193.78.80.79,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,securelogin.am.rabobank.com,192.168.116.1,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,True,192.168.116.1,,,,,,
,secureloginnaw.am.rabobank.com,192.168.237.253,,,NOERROR,,True,192.168.237.253,,,,,,
,secureloginraf.am.rabobank.com,192.168.237.253,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,True,192.168.237.253,,,,,,
,securemail.rabobank.com,91.209.6.106,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 ip4:91.209.6.10 -all,smtp.zixmail.net,"a12-64.akam.net, a20-66.akam.net, a1-191.akam.net, a3-67.akam.net, a18-65.akam.net, a7-64.akam.net",
,services.rabobank.com,"96.16.54.162, 96.16.54.122","research.rabobank.com.edgekey.net, e64374.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,sftp.mwintegration.rabobank.nl,188.200.99.130,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sinlsse01extweb.rabobank.com,85.119.16.191,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sip.rabobank.com,"145.72.124.69, 145.72.124.66",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,y14xhhv7c04xwm1h2gs8zl7stpswmpl4,,,
,sip.rabobank.nl,"145.72.124.66, 145.72.124.69",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,wl60dbbgvqpk98dhgnxmnnnc2c45z494,,,
,solaris.rabobank.com,"3.126.216.110, 3.127.11.115, 3.125.189.196","solaris.rabobank.com.cname.mendix.net, elb.bbl-prod-2.eu-central-1.mendixcloud.net","ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d014:145:aa02:39cc:ca87:679c:1a44, 2a05:d014:145:aa01:e7ed:1bdf:317c:168e, 2a05:d014:145:aa00:63e4:ad8e:c1c7:8675",,,,,,,,
,spf-a.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 ip4:194.88.231.16/28 ip4:206.71.18.20/31 ip4:204.239.0.232/30 ip4:198.207.147.224/28 ip4:103.69.164.128/25 ip4:202.4.183.0/29 ip4:216.131.12.33 ip4:103.25.223.0/24 ip4:62.209.53.67 ip4:203.109.136.0/24 ~all,,,
,spf-a.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 ip4:212.159.211.48/28 ip4:54.194.248.80 ip4:134.213.13.112/29 ip4:160.34.64.28 ip4:194.88.231.0/23 ip4:193.138.250.220 ip4:77.245.88.80/28 ip4:198.37.147.0/24 ip4:188.95.97.119 ip4:188.95.97.118 ip4:66.231.88.207 ip4:66.231.89.168 -all,,,
,spf-b.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 ip4:83.137.145.128/25 ip4:89.188.15.0/29 ip4:62.112.224.5 ip4:50.31.33.53 ip4:62.112.224.5 ip4:62.112.236.36 ip4:149.210.208.59 ip4:149.210.202.37 ip4:213.206.251.36 ip4:212.61.137.180 ip4:208.73.7.29 ip4:50.31.62.36 -all,,,
,spf-c.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 ip4:54.229.31.57 ip4:92.42.232.0/21 ip4:185.3.204.0/22 ip4:85.222.130.224/28 ip4:136.146.128.64/28 ip4:136.147.46.192/26 ip4:128.199.34.123/32 ip4:62.204.92.128/26 ip4:62.148.163.44 ip4:87.233.82.27 ip4:89.188.23.59 -all,,,
,ssm-tls.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,"qCDkpTmvZ7vRIM8XKGy1d6Z0sMzNX4S5607DlYb14v40E9w57nUMtZZEk8+PkphGKaUB2UReeTnlIzUIV6nkVA==, v=spf1 include:rabobank.nl -all",ssmtls-rabobank-nl0i.mail.protection.outlook.com,,
,staging.ruralclientphoto.rabobank.com,20.76.216.115,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,statics-staging.rabobank.com,"2.17.100.216, 2.17.100.177","statics-staging.rabobank.com.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d768, 2a02:26f0:ab00::5c7a:d721",,,,,,,,
,stats.rabobank.com,93.188.252.224,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,stats.rabobank.nl,93.188.252.228,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,statsidb.rabobank.com,93.188.252.61,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,status-test.rabobank.nl,"23.53.42.232, 23.53.43.24","status-test.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:2bb2, 2a02:26f0:3100::1735:2b99",,,,,,,,
,status.rabobank.nl,"2.16.241.155, 2.16.241.146","status.rabobank.nl.edgekey.net, e38664.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19b, 2a02:26f0:480:c::210:f192",,,,,,,,
,stp.rabobank.com,,stp-sdc.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,stress.ecolytiq.carboninsights.rabobank.nl,20.166.216.65,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,support.rabobank.nl,"23.53.43.51, 23.53.43.91","redirector.rabobank.com, redirector.rabobank.com.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::210:121, 2a02:26f0:7100::210:129",,,,,,,,
,symlsae01.rabobank.com,203.41.132.136,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sympdrsbc01.rabobank.com,203.41.132.138,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,syppdrsbc01.rabobank.com,203.41.138.13,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,sys.pcf-t01-ne.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 -all,,"a12-64.akam.net, a20-66.akam.net, a1-191.akam.net, a18-65.akam.net, a7-64.akam.net, a3-67.akam.net",
,taxatie-src.rabobank.nl,145.72.108.33,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,tcf-pdac-a.bi-web.rabobank.com,"13.107.253.44, 13.107.226.44","acc-x192-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:29:1::44, 2620:1ec:48:1::44",,,,,,,,
,tcf-pdac-t.bi-web.rabobank.com,"13.107.237.45, 13.107.238.45","dev-x192-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,,,,
,tcf-pdac.rabobank.com,"13.107.238.40, 13.107.237.40","prd-x192-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::40, 2620:1ec:4f:1::40",,,,,,,,
,telewerkportaal.rabobank.nl,145.72.120.6,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,test.acorn.rabobank.com,20.234.167.148,acorn-test.azure.rabo.cloud,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,"ns4-04.azure-dns.info, ns1-04.azure-dns.com, ns2-04.azure-dns.net, ns3-04.azure-dns.org",
,time2grow.rabobank.nl,213.214.123.34,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,"nVh8d7vOsCmghH0DXblhejTY2+JVWzVK2gsEp0mpXw2RQwwZ29w88E0LBFJaWVVf1BWYpzmrEbYNRXpYyOueDg==, v=spf1 ip4:213.214.103.13 include:rabobank.nl -all",,"a1-191.akam.net, a3-67.akam.net, a18-65.akam.net, a7-64.akam.net, a12-64.akam.net, a20-66.akam.net",
,trace.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,trackingapi.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,trackingapi.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,transfer.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,transfer1.rabobank.com,85.119.21.22,transfer.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,transfer2.rabobank.com,85.119.21.22,transfer.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,uat.acorn.rabobank.com,"40.91.225.220, 13.107.236.8, 150.171.21.8, 204.14.183.8, 208.84.5.8",acorn-uat.azure.rabo.cloud,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"2603:1061:0:700::8, 2a01:111:4000:700::8",,,True,azure,,,"ns1-08.azure-dns.com, ns3-08.azure-dns.org, ns2-08.azure-dns.net, ns4-08.azure-dns.info",
,uat.gcoblegacy1.rabobank.com,"13.107.226.44, 13.107.253.44","fd-legacy1-uat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:48:1::44, 2620:1ec:29:1::44",,,,,,,,
,uat.gcoblegacy2.rabobank.com,"13.107.226.45, 13.107.253.45","fd-legacy2-uat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,,,,
,uat.ranz.pst.rabobank.com,"13.107.238.44, 13.107.237.44","fd-pst-au-uat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,,,,
,uat.rf.pst.rabobank.com,"13.107.238.40, 13.107.237.40","fd-pst-rf-uat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4f:1::40, 2620:1ec:4e:1::40",,,,,,,,
,uat.trace.rabobank.com,20.76.108.146,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ukc-ep4-azr-prd.crypto.rabobank.com,52.143.0.73,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,True,azure,,,,
,usftp.mwintegration.rabobank.nl,188.200.99.131,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,vc.rabobank.com,145.72.124.88,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,v=spf1 -all,,"a20-66.akam.net, a1-191.akam.net, a7-64.akam.net, a18-65.akam.net, a3-67.akam.net, a12-64.akam.net",
,vcv.rabobank.com,,"vcv-endpoint-prd.azureedge.net, vcv-endpoint-prd.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
,videogesprek.rabobank.nl,13.248.208.7,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,"v=spf1 include:rabobank.nl include:spf.flowmailer.net -all, SLN6L9EkMTInplxlXe0eeEdMj2QF8Rw0gxO+QG8VcgKoOm6H83n3Y4ABhKEwIIClxCOR7Ndr62cpX+8zhJiDkA==",videogesprek-rabobank-nl.mail.protection.outlook.com,"a7-64.akam.net, a12-64.akam.net, a1-191.akam.net, a20-66.akam.net, a18-65.akam.net, a3-67.akam.net",
,vulnerabilityregister.rabobank.com,"20.86.232.149, 13.107.236.8",vulnregister.azure.rabo.cloud,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,2603:1061:0:700::8,,,,,,,"ns1-08.azure-dns.com, ns4-08.azure-dns.info, ns3-08.azure-dns.org, ns2-08.azure-dns.net",
,w345.rabobank.nl,"52.84.93.76, 52.84.93.120, 52.84.93.83, 52.84.93.84",,"ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2046:3c00:13:a8ce:95c0:93a1, 2600:9000:2046:1000:13:a8ce:95c0:93a1, 2600:9000:2046:6400:13:a8ce:95c0:93a1, 2600:9000:2046:a800:13:a8ce:95c0:93a1, 2600:9000:2046:7c00:13:a8ce:95c0:93a1, 2600:9000:2046:7800:13:a8ce:95c0:93a1, 2600:9000:2046:1600:13:a8ce:95c0:93a1, 2600:9000:2046:b800:13:a8ce:95c0:93a1",,,True,cloudfront,,,"ns-1268.awsdns-30.org, ns-1570.awsdns-04.co.uk, ns-55.awsdns-06.com, ns-802.awsdns-36.net",amazon.com
,warrants.rabobank.com,80.79.193.230,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,wholesale.rabobank.nl,"95.101.74.143, 95.101.74.141","redirector.rabobank.com, redirector.rabobank.com.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a8f, 2a02:26f0:c900:9::5f65:4a8d",,,,,,,,
,wmail2.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,workplace.rabobank.nl,51.105.194.105,,"ns1-01.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,"ns1-01.azure-dns.com, ns2-01.azure-dns.net, ns3-01.azure-dns.org, ns4-01.azure-dns.info",
,wtapi.rabobank.com,93.188.252.93,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,www-acpt3-src.rabobank.com,145.72.99.46,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,www-dev.digitalbrazil.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,www-staging-src.rabobank.com,145.72.108.4,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,www-staging.rabobank.com,,"www-staging.rabobank.com.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,www-uat.digitalbrazil.rabobank.com,191.233.23.30,appgtw-uat-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,www-verificatie-src.rabobank.nl,145.72.108.36,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,www-verificatie.rabobank.nl,"95.101.74.150, 95.101.74.160","www-verificatie.rabobank.nl.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4aa0, 2a02:26f0:c900:9::5f65:4a96",,,,,,,,
,www-verification.rabobank.com,"2.17.100.131, 2.17.100.179","www-verification.rabobank.com.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d722, 2a02:26f0:ab00::5c7a:d718",,,,,,,,
,www.creditconnect.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,True,azure,,,,
,www.digitalbrazil.rabobank.com,191.233.28.160,appgtw-prd-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,www.ds.rabobank.nl,"2.16.241.144, 2.16.241.151",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,"2a02:26f0:480:c::210:f197, 2a02:26f0:480:c::210:f190",,,,,,,,
,www.economie.rabobank.com,62.112.237.16,economie.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
