new,host,a,soa,status_code,cname,ns,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa,mx,txt
[x],alexa.ui.com,"52.222.214.96, 52.222.214.30, 52.222.214.54, 52.222.214.43","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],alpaca.ui.com,"108.156.60.119, 108.156.60.94, 108.156.60.18, 108.156.60.91","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],alumnos.ui.com,"18.65.39.37, 18.65.39.80, 18.65.39.50, 18.65.39.48","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],apex.ui.com,"13.225.78.43, 13.225.78.71, 13.225.78.27, 13.225.78.103","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],app8.ui.com,"108.138.7.11, 108.138.7.81, 108.138.7.72, 108.138.7.107","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],arete.ui.com,"18.66.248.100, 18.66.248.27, 18.66.248.45, 18.66.248.17","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],assetsdbcorporate-gitvpn.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,,
[x],atom.ui.com,"13.32.99.77, 13.32.99.119, 13.32.99.47, 13.32.99.78","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],auto.ui.com,"18.66.112.23, 18.66.112.56, 18.66.112.114, 18.66.112.44","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],babel.ui.com,"13.32.121.42, 13.32.121.67, 13.32.121.59, 13.32.121.115","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bal1.ui.com,"18.66.112.92, 18.66.112.99, 18.66.112.26, 18.66.112.115","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,64.225.60.20,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bear.ui.com,"18.65.39.51, 18.65.39.103, 18.65.39.56, 18.65.39.109","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bechmann.ui.com,"18.67.76.18, 18.67.76.89, 18.67.76.91, 18.67.76.126","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],becker.ui.com,"108.138.17.123, 108.138.17.73, 108.138.17.88, 108.138.17.92","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bedford.ui.com,"18.66.147.18, 18.66.147.32, 18.66.147.127, 18.66.147.86","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],beier.ui.com,"108.138.7.81, 108.138.7.72, 108.138.7.11, 108.138.7.107","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bents.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bernard.ui.com,"13.32.121.115, 13.32.121.67, 13.32.121.59, 13.32.121.42","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bishop.ui.com,"52.85.242.11, 52.85.242.59, 52.85.242.43, 52.85.242.3","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],blog.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,,
[x],bnet.ui.com,"143.204.215.43, 143.204.215.28, 143.204.215.109, 143.204.215.114","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],bots.ui.com,"13.226.153.33, 13.226.153.100, 13.226.153.111, 13.226.153.128","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],brewer.ui.com,"18.66.112.42, 18.66.112.73, 18.66.112.88, 18.66.112.58","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],brow.ui.com,"18.66.112.58, 18.66.112.88, 18.66.112.73, 18.66.112.42","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],build26.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],c312.ui.com,"18.66.122.99, 18.66.122.107, 18.66.122.73, 18.66.122.47","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],cacs.ui.com,"13.224.189.57, 13.224.189.93, 13.224.189.4, 13.224.189.112","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],calm.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],capsule.ui.com,"108.138.7.75, 108.138.7.119, 108.138.7.30, 108.138.7.63","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],ccsd.ui.com,"18.165.83.49, 18.165.83.5, 18.165.83.96, 18.165.83.87","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cell1.ui.com,"52.222.139.26, 52.222.139.126, 52.222.139.45, 52.222.139.91","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cmbc.ui.com,"18.66.122.84, 18.66.122.86, 18.66.122.28, 18.66.122.100","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cnet.ui.com,"13.249.9.45, 13.249.9.79, 13.249.9.28, 13.249.9.27","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cobra.ui.com,"13.32.145.93, 13.32.145.94, 13.32.145.90, 13.32.145.99","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cole.ui.com,"18.66.112.88, 18.66.112.106, 18.66.112.112, 18.66.112.40","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],construction.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cosmo.ui.com,"65.9.55.86, 65.9.55.112, 65.9.55.110, 65.9.55.88","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cottons.ui.com,"13.227.219.115, 13.227.219.45, 13.227.219.32, 13.227.219.22","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],ctsu.ui.com,"108.157.229.20, 108.157.229.113, 108.157.229.98, 108.157.229.7","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],data-data-mx-corporate.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,,
[x],dave.ui.com,"13.227.219.76, 13.227.219.96, 13.227.219.72, 13.227.219.82","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],derp.ui.com,"18.66.112.40, 18.66.112.88, 18.66.112.112, 18.66.112.106","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],discovery.ui.com,"18.66.147.31, 18.66.147.33, 18.66.147.78, 18.66.147.112","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],diss.ui.com,"52.222.139.26, 52.222.139.45, 52.222.139.91, 52.222.139.126","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],e23esmtp03.dev-go.ubnt.com,104.154.206.242,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,,
[x],eastlink.ui.com,"18.66.147.50, 18.66.147.126, 18.66.147.78, 18.66.147.87","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],edu.dev.ui.com,"54.69.46.105, 44.230.77.54, 44.238.166.110","ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eldar.ui.com,"18.66.97.98, 18.66.97.80, 18.66.97.60, 18.66.97.128","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],elly.ui.com,"13.249.9.26, 13.249.9.19, 13.249.9.112, 13.249.9.90","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],emerald.ui.com,"13.224.189.57, 13.224.189.4, 13.224.189.112, 13.224.189.93","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],emissary.ui.com,"52.222.214.36, 52.222.214.46, 52.222.214.111, 52.222.214.7","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],f4668ff1-8cdc-482b-8078-c59744444666.unifi-hosting.ui.com,159.203.116.85,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fortress.ui.com,"18.66.112.23, 18.66.112.114, 18.66.112.56, 18.66.112.44","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],foss.ui.com,"18.66.112.112, 18.66.112.88, 18.66.112.106, 18.66.112.40","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],futures.ui.com,"13.227.219.19, 13.227.219.27, 13.227.219.101, 13.227.219.88","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],fw-download.dev.ui.com,"13.32.121.16, 13.32.121.99, 13.32.121.79, 13.32.121.6","ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"2600:9000:2240:6000:18:878e:b4c0:93a1, 2600:9000:2240:be00:18:878e:b4c0:93a1, 2600:9000:2240:cc00:18:878e:b4c0:93a1, 2600:9000:236e:b000:18:878e:b4c0:93a1, 2600:9000:2240:f600:18:878e:b4c0:93a1, 2600:9000:236e:a00:18:878e:b4c0:93a1, 2600:9000:236e:c000:18:878e:b4c0:93a1, 2600:9000:2240:3200:18:878e:b4c0:93a1",,,,,
[x],gardner.ui.com,"108.138.17.93, 108.138.17.72, 108.138.17.40, 108.138.17.2","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],gemini.ui.com,"18.66.112.26, 18.66.112.99, 18.66.112.115, 18.66.112.92","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],genesis.ui.com,"13.32.121.18, 13.32.121.46, 13.32.121.56, 13.32.121.85","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],geo.svc.ui.com,"54.68.176.90, 35.161.131.58, 52.32.81.30, 54.71.200.233","ns-1657.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ghome.ui.com,"13.225.78.43, 13.225.78.27, 13.225.78.71, 13.225.78.103","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],globalnet.ui.com,"52.85.242.20, 52.85.242.7, 52.85.242.100, 52.85.242.18","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],green.ui.com,"18.66.112.73, 18.66.112.88, 18.66.112.42, 18.66.112.58","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],greensoft.ui.com,"18.66.112.114, 18.66.112.23, 18.66.112.44, 18.66.112.56","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],hamilton.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],hash.ui.com,"52.222.214.18, 52.222.214.60, 52.222.214.85, 52.222.214.96","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],helium.ui.com,"52.222.236.110, 52.222.236.19, 52.222.236.64, 52.222.236.128","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],highland.ui.com,"18.66.122.18, 18.66.122.52, 18.66.122.100, 18.66.122.64","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],hispeed.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],hive.ui.com,"18.66.97.128, 18.66.97.98, 18.66.97.60, 18.66.97.80","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],homeland.ui.com,"108.156.60.121, 108.156.60.2, 108.156.60.123, 108.156.60.41","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],howl.ui.com,"18.66.97.51, 18.66.97.103, 18.66.97.59, 18.66.97.10","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],hydra.ui.com,"52.222.139.31, 52.222.139.86, 52.222.139.18, 52.222.139.58","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],hypnos.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],ifas.ui.com,"52.222.214.54, 52.222.214.43, 52.222.214.30, 52.222.214.96","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],iinet.ui.com,"108.157.229.7, 108.157.229.113, 108.157.229.98, 108.157.229.20","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],images.svc.ui.com,"52.222.139.118, 52.222.139.68, 52.222.139.8, 52.222.139.66","ns-1657.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"2600:9000:2204:ae00:9:8e3b:b340:93a1, 2600:9000:2204:8000:9:8e3b:b340:93a1, 2600:9000:2204:2a00:9:8e3b:b340:93a1, 2600:9000:2204:bc00:9:8e3b:b340:93a1, 2600:9000:2204:4800:9:8e3b:b340:93a1, 2600:9000:2204:f600:9:8e3b:b340:93a1, 2600:9000:2204:e000:9:8e3b:b340:93a1, 2600:9000:2204:ca00:9:8e3b:b340:93a1",,,,,
[x],inbound.ui.com,"18.160.41.20, 18.160.41.17, 18.160.41.121, 18.160.41.85","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],interface.ui.com,"108.157.214.24, 108.157.214.33, 108.157.214.96, 108.157.214.51","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],intl-2.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,,
[x],ipnpb-v2.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,,
[x],isaac.ui.com,"108.138.7.72, 108.138.7.81, 108.138.7.107, 108.138.7.11","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],jack.ui.com,"108.138.85.82, 108.138.85.72, 108.138.85.28, 108.138.85.125","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],johnston.ui.com,"13.224.189.93, 13.224.189.57, 13.224.189.4, 13.224.189.112","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],johor.ui.com,"13.32.208.109, 13.32.208.87, 13.32.208.6, 13.32.208.53","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],join.ui.com,"52.222.139.126, 52.222.139.26, 52.222.139.91, 52.222.139.45","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],kennedy.ui.com,"13.227.219.45, 13.227.219.32, 13.227.219.22, 13.227.219.115","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],kenny.ui.com,"18.66.97.23, 18.66.97.106, 18.66.97.3, 18.66.97.65","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],kevin.ui.com,"52.222.214.60, 52.222.214.96, 52.222.214.18, 52.222.214.85","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],kozak.ui.com,"13.225.78.2, 13.225.78.38, 13.225.78.33, 13.225.78.43","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],lewis.ui.com,"52.222.139.106, 52.222.139.39, 52.222.139.2, 52.222.139.90","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],libeo.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],litmus.ui.com,"52.222.214.96, 52.222.214.30, 52.222.214.43, 52.222.214.54","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],loc3.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],luminaire.ui.com,"13.224.189.30, 13.224.189.21, 13.224.189.23, 13.224.189.123","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],macc.ui.com,"108.138.51.101, 108.138.51.65, 108.138.51.20, 108.138.51.34","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],mail45.ui.com,"108.157.229.127, 108.157.229.8, 108.157.229.95, 108.157.229.37","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],managed.ui.com,"108.138.51.30, 108.138.51.113, 108.138.51.82, 108.138.51.32","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],mara.ui.com,"18.65.39.5, 18.65.39.107, 18.65.39.49, 18.65.39.7","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",True,cloudfront,,,,,,
[x],martins.ui.com,"108.157.4.104, 108.157.4.8, 108.157.4.30, 108.157.4.125","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],mcmaster.ui.com,"52.222.236.19, 52.222.236.128, 52.222.236.64, 52.222.236.110","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],micron.ui.com,"65.9.55.95, 65.9.55.124, 65.9.55.127, 65.9.55.28","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],milan.ui.com,"18.66.122.56, 18.66.122.65, 18.66.122.88, 18.66.122.4","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],miracle.ui.com,"52.222.236.36, 52.222.236.69, 52.222.236.97, 52.222.236.111","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],missionctrl.ui.com,"18.160.10.10, 18.160.10.56, 18.160.10.68, 18.160.10.120","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],mkt.ui.com,"65.9.66.114, 65.9.66.87, 65.9.66.90, 65.9.66.46","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],moon.ui.com,"143.204.215.62, 143.204.215.106, 143.204.215.88, 143.204.215.129","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],myshield.ui.com,"108.138.51.81, 108.138.51.21, 108.138.51.39, 108.138.51.53","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],mytime.ui.com,"52.222.236.44, 52.222.236.46, 52.222.236.111, 52.222.236.42","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],native.ui.com,"18.160.18.72, 18.160.18.96, 18.160.18.111, 18.160.18.11","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],navi.ui.com,"108.156.60.74, 108.156.60.129, 108.156.60.104, 108.156.60.109","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],nerd.ui.com,"18.66.122.15, 18.66.122.20, 18.66.122.49, 18.66.122.110","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],netflow.ui.com,"18.66.112.83, 18.66.112.101, 18.66.112.24, 18.66.112.89","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],netsec.ui.com,"13.226.153.70, 13.226.153.101, 13.226.153.98, 13.226.153.10","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],nettrend.ui.com,"13.224.189.43, 13.224.189.64, 13.224.189.113, 13.224.189.101","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
