new,host,a,soa,status_code,cname,has_internal_ips,internal_ips,cdn,cdn-name,txt,aaaa,ns,mx,caa
[x],tdsecure.td.com,"23.53.43.34, 23.53.43.9","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdsecure.td.com.edgekey.net, e223996.b.akamaiedge.net",,,,,,,,,
[x],tdtube-fr.td.com,"162.159.136.91, 162.159.135.91","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"tdtube-fr.mediaspace.kaltura.com, nvp1.ms-cf.kaltura.com.cdn.cloudflare.net",,,True,cloudflare,,"2606:4700:7::a29f:875b, 2606:4700:7::a29f:885b",,,
[x],tdtube.td.com,"162.159.135.91, 162.159.136.91","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"tdtube.mediaspace.kaltura.com, nvp1.ms-cf.kaltura.com.cdn.cloudflare.net",,,True,cloudflare,,"2606:4700:7::a29f:875b, 2606:4700:7::a29f:885b",,,
[x],techjobs.td.com,152.199.17.50,"ns1.iotacdn.net, noc.edgecast.com",NOERROR,cs1071.adn.iotacdn.net,,,,,,,,,
[x],technicals.td.com,152.199.16.64,"ns1.nucdn.net, noc.edgecast.com",NOERROR,cs693.adn.nucdn.net,,,,,,,,,
[x],technicals.test.td.com,152.199.16.61,"ns1.sigmacdn.net, noc.edgecast.com",NOERROR,cs686.adn.sigmacdn.net,,,,,,,,,
[x],test.myonlineaccount.td.com,"2.16.186.153, 2.16.186.232","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"test.myonlineaccount.td.com.edgekey.net, e123625.b.akamaiedge.net",,,,,,,,,
[x],test1.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],test3.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],testasn.ebx.td.com,142.205.206.173,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],testmarketsandresearch3.td.com,209.234.231.201,"ns1.ihsmarkit.com, hostmaster.ihsmarkit.com",NOERROR,marketsandresearch-td-a3.markitqa.com,,,,,,,,,
[x],testresearch2.td.com,209.234.231.175,"ns1.ihsmarkit.com, hostmaster.ihsmarkit.com",NOERROR,research-tdwcanada-a2.wsodqa.com,,,,,,,,,
[x],testresearch3.td.com,209.234.231.181,"ns1.ihsmarkit.com, hostmaster.ihsmarkit.com",NOERROR,research-tdwcanada-a3.wsodqa.com,,,,,,,,,
[x],testresearch4.td.com,,"ns1.ihsmarkit.com, hostmaster.ihsmarkit.com",NOERROR,research-tdwcanada-a4.wsodqa.com,,,,,,,,,
[x],testresearch6.td.com,209.234.230.189,"ns1.ihsmarkit.com, hostmaster.ihsmarkit.com",NOERROR,marketsandresearch-td-a2.markitqa.com,,,,,,,,,
[x],tmx.pat.td.com,192.225.158.132,"pdns249.ultradns.com, dns.jomax.net",NOERROR,h-pat-td.online-metrix.net,,,,,,,,,
[x],tmx.td.com,91.235.133.67,"pdns249.ultradns.com, dns.jomax.net",NOERROR,h-tdcanada.online-metrix.net,,,,,,,,,
[x],tool.td.com,152.199.16.235,"ns1.omicroncdn.net, noc.edgecast.com",NOERROR,cs0002.adn.omicroncdn.net,,,,,,,,,
[x],tool1.pat.td.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tool1.pat.td.com.edgekey.net, e89909.b.akamaiedge.net",,,,,,,,,
[x],tools.td.com,"2.16.186.163, 2.16.186.203, 2.16.186.242, 2.16.186.138","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tools.td.com.edgekey.net, e64275.b.akamaiedge.net",,,,,,,,,
[x],transportservice.pat1.td.com,152.199.17.23,"ns1.lambdacdn.net, noc.edgecast.com",NOERROR,cs888.adn.lambdacdn.net,,,,,,,,,
[x],transportservice.td.com,"23.53.43.48, 23.53.42.248","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"transportservice.td.com.edgekey.net, e77412.b.akamaiedge.net",,,,,,,,,
[x],transportservice31.td.com,142.205.232.74,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],transportservice41.td.com,142.205.208.74,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],transportservicebdc.td.com,"2.16.186.216, 2.16.186.160","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"transportservicebdc.td.com.edgekey.net, e77412.b.akamaiedge.net",,,,,,,,,
[x],transportservicecpo.td.com,142.205.90.82,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],transportservicesoc.td.com,"95.101.74.146, 95.101.74.162","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"transportservicesoc.td.com.edgekey.net, e77412.b.akamaiedge.net",,,,,,,,,
[x],uat.chat.td.com,52.229.34.168,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,"eg2177stl.egain.net, tdistaging-lb01.westus2.cloudapp.azure.com",,,True,azure,,,,,
[x],uat.onlinerewardsloyaltyhub.td.com,67.231.80.58,"ns1.tsysecom.com, hostmaster.ns1.tsysecom.com",NOERROR,uat.loyaltyhub.tsysloyalty.com,,,,,,,,,
[x],uat.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,"v=spf1 ip4:142.205.0.0/16 ip4:23.103.224.0/19 ip4:206.191.224.0/19 ip4:40.103.0.0/16 include:spf.protection.outlook.com include:spf.messagelabs.com -all, ciscocidomainverification=7f924da2111b2c14c39b341ecb46612323ee4bdd576646f50368d9f5825e91c2, TR584z2/IJe0TlD8GrRbpGp/TfpPmaCZgmxIl2YmFa1YNTZOGpj1Mta27lzFrrGkjuqF5qlDcugiC63c4LreDw==, MS=ms63300495",,,"cluster5a.us.messagelabs.com, cluster5.us.messagelabs.com",
[x],uemgmr21.td.com,142.205.204.154,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],unitedway.td.com,10.155.77.11,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,True,10.155.77.11,,,,,,,
[x],upload2.pat.td.com,152.199.1.35,"ns1.upsiloncdn.net, noc.edgecast.com",NOERROR,cs20121.adn.upsiloncdn.net,,,,,,,,,
[x],upload2.td.com,,"ns1.v2cdn.net, noc.v2cdn.net",NOERROR,"adn.c0baa.deltacdn.net, gp1.adn.v2cdn.net",,,,,,,,,
[x],ur.staging.td.com,3.145.237.140,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,urtdbanknewtocanada.convertlanguage.com,,,,,,,,,
[x],ur.td.com,152.199.17.48,"ns1.taucdn.net, noc.edgecast.com",NOERROR,cs808.adn.taucdn.net,,,,,,,,,
[x],uswealthadvisors.td.com,"104.18.116.52, 104.18.114.52, 104.18.112.52, 104.18.113.52, 104.18.115.52","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"uswealthadvisors.td.com.pagescdn.com, cloudflare.sitescdn.net, cloudflare.sitescdn.net.cdn.cloudflare.net",,,True,cloudflare,,"2606:4700::6812:7234, 2606:4700::6812:7034, 2606:4700::6812:7334, 2606:4700::6812:7434, 2606:4700::6812:7134",,,
[x],vendorrelay.tdbank.ca.global.td.com,142.205.202.4,,NOERROR,,,,,,,,,,
[x],video.pat.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],virementinterac.td.com,204.9.166.206,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w.31.td.com,142.205.232.117,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w.33.td.com,142.205.232.126,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w.41.td.com,142.205.208.241,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w.42.td.com,142.205.208.242,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w.43.td.com,142.205.208.243,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w.td.com,"142.205.232.224, 142.205.209.166, 142.205.209.164, 142.205.209.168, 142.205.232.229, 142.205.232.226","a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],w49.td.com,12.130.11.174,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],wb.authentication.pat.td.com,"23.206.121.210, 23.206.121.214","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"wb.authentication.pat.td.com.edgekey.net, e93061.b.akamaiedge.net",,,,,,,,,
[x],wb.authentication.td.com,"23.53.43.67, 23.53.43.82","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"wb.authentication.td.com.edgekey.net, e75309.b.akamaiedge.net",,,,,,,,,
[x],wb2.authentication.pat.td.com,"95.101.111.184, 95.101.111.148","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"wb2.authentication.pat.td.com.edgekey.net, e93061.b.akamaiedge.net",,,,,,,,,
[x],wb3.authentication.pat.td.com,152.199.0.67,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,cs695.adn.deltacdn.net,,,,,,,,,
[x],webbroker.newissues.td.com,147.249.58.224,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.pilot.td.com,"95.101.111.164, 95.101.111.171","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"webbroker.pilot.td.com.edgekey.net, e95012.b.akamaiedge.net",,,,,,,,,
[x],webbroker.strmlnk1.pat.td.com,142.205.123.96,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.strmlnk1.td.com,142.205.144.178,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.strmlnk2.pat.td.com,142.205.123.99,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.strmlnk2.td.com,142.205.144.181,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.strmlnk3.td.com,142.205.104.141,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.strmlnk4.td.com,142.205.104.142,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker.testnewissues.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbroker13.pat.td.com,"23.33.40.78, 23.33.40.69","n0ksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,"webbroker13.pat.td.com.edgekey.net, e98332.ksd.akamaiedge.net",,,,,,,,,
[x],webbroker2.pat.td.com,"62.115.253.129, 62.115.253.131","n0ksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,"webbroker2.pat.td.com.edgekey.net, e98332.ksd.akamaiedge.net",,,,,,,,,
[x],webbrokerbc2.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbrokerbdc.pilot.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbrokerbdc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbrokerdr.newissues.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbrokersc3.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbrokersoc.pilot.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],webbrokersoc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],wireless3.sys.td.com,142.205.185.89,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],wireless70.sys.td.com,142.205.185.90,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],wm.td.com,142.205.232.237,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],wowzone1.pat.tdbank.com.globalpat.td.com,142.205.129.28,"nstorpat.tdbank.ca, hostmaster.nstorpat.tdbank.ca.globalpat.td.com",NOERROR,,,,,,,,,,
[x],wup-test.td.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.wup-test.td.com",NOERROR,,True,0.0.0.0,True,azure,,::,,,
[x],wup.td.com,52.154.174.214,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wup-dfb31537.us.v2.we-stats.com,,,True,azure,,,,,
[x],www.amp.pat.td.com,209.234.230.200,"ns1.ihsmarkit.com, hostmaster.ihsmarkit.com",NOERROR,amp-td-pat.markitqa.com,,,,,,,,,
[x],www.amp.td.com,209.234.227.20,,NOERROR,www.amp.td.markitondemand.com,,,,,,,,,
[x],www.card-selector.td.com,209.15.232.42,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.carteprimestd.td.com,199.115.125.235,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.economics.td.com,45.62.205.77,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.feeds.td.com,152.195.53.111,"ns1.rhocdn.net, noc.edgecast.com",NOERROR,cs451.adn.rhocdn.net,,,,,,,,,
[x],www.financiallyfit.td.com,199.115.125.235,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.forms.td.com,"23.61.11.159, 23.61.11.182","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.forms.td.com.edgekey.net, e112143.b.akamaiedge.net",,,,,,,,,
[x],www.formssearch.td.com,"23.213.161.198, 23.213.161.203","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.formssearch.td.com.edgekey.net, e102405.b.akamaiedge.net",,,,,,,,,
[x],www.formssearch35.td.com,142.205.232.201,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.formssearch36.td.com,142.205.232.202,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.formssearch45.td.com,142.205.208.233,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.formssearch46.td.com,142.205.208.235,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.formulaires.td.com,"23.61.11.159, 23.61.11.182","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.formulaires.td.com.edgekey.net, e112143.b.akamaiedge.net",,,,,,,,,
[x],www.homeowners.td.com,152.199.17.83,"ns1.epsiloncdn.net, noc.edgecast.com",NOERROR,cs20202.adn.epsiloncdn.net,,,,,,,,,
[x],www.investing.td.com,169.53.183.250,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.liquiditymanager.pat.td.com,152.199.17.226,"ns1.betacdn.net, noc.edgecast.com",NOERROR,"liquiditymanager.pat.td.com, cs396.adn.betacdn.net",,,,,,,,,
[x],www.operations.sit.mobilepay.td.com,"52.202.105.254, 3.234.204.155","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"operations-sit-td.npe.dreampayments.com, k8s-atdsit-frontbal-dfbdd9121d-744488420.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],www.pat.td.com,142.205.121.90,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.placements.td.com,169.53.183.252,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.salledepresse.td.com,35.182.220.113,"ns-835.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,master-7rqtwti-6bdjetjsvilxq.ca-1.platformsh.site,,,,,,,,,
[x],www.scamerchant.com.global.td.com,142.205.218.142,,NOERROR,,,,,,,,,,
[x],www.sit.mobilepay.td.com,"52.202.105.254, 3.234.204.155","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"merchant-sit-td.npe.dreampayments.com, k8s-atdsit-frontbal-dfbdd9121d-744488420.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],www.td.com,192.229.182.193,"ns1.taucdn.net, noc.edgecast.com",NOERROR,cs805.adn.taucdn.net,,,,,,,,,
[x],www.tdinfluencers.td.com,52.2.133.52,"ns-375.awsdns-46.com, hostmaster.alida.com",NOERROR,vanity.na2.alida.com,,,,,,,"ns-1017.awsdns-63.net, ns-1030.awsdns-00.org, ns-1739.awsdns-25.co.uk, ns-375.awsdns-46.com",,
[x],www.tdmerchantinsight.td.com,"95.101.111.162, 95.101.111.152","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.tdmerchantinsight.td.com.edgekey.net, e252747.b.akamaiedge.net",,,,,,,,,
[x],www.test.fef.td.com,"142.205.206.23, 142.205.207.21","a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www.wcmcaas.td.com,152.199.16.242,"ns1.xicdn.net, noc.edgecast.com",NOERROR,cs657.adn.xicdn.net,,,,,,,,,
[x],www1.pat.forms.td.com,"23.53.43.66, 23.53.43.75","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www1.pat.forms.td.com.edgekey.net, e88276.b.akamaiedge.net",,,,,,,,,
[x],www1.pat.formulaires.td.com,"95.101.111.131, 95.101.111.149","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www1.pat.formulaires.td.com.edgekey.net, e88276.b.akamaiedge.net",,,,,,,,,
[x],www1.pat.td.com,"2.16.187.33, 2.16.187.11","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www1.pat.td.com.edgekey.net, e194159.b.akamaiedge.net",,,,,,,,,
[x],www1.pat.wcmcaas.td.com,152.199.16.243,"ns1.taucdn.net, noc.edgecast.com",NOERROR,cs1.adn.taucdn.net,,,,,,,,,
[x],www1.sys.feeds.td.com,142.205.185.133,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www1.sys.wcmcaas.td.com,142.205.185.67,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],www1.tdmerchantinsight.pat.td.com,"95.101.111.146, 95.101.111.184","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www1.tdmerchantinsight.pat.td.com.edgekey.net, e246183.b.akamaiedge.net",,,,,,,,,
[x],www2.pat.feeds.td.com,93.184.219.212,"ns1.rhocdn.net, noc.edgecast.com",NOERROR,cs450.adn.rhocdn.net,,,,,,,,,
[x],www2.pat.td.com,"2.16.187.11, 2.16.187.33","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www2.pat.td.com.edgekey.net, e194159.b.akamaiedge.net",,,,,,,,,
[x],xbsms100.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,v=spf1 ip4:142.205.0.0/16 ip4:23.103.224.0/19 ip4:206.191.224.0/19 ip4:40.103.0.0/16 include:spf.protection.outlook.com include:spf.messagelabs.com -all,,,,
[x],xcsms02.td.com,142.205.204.14,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,v=spf1 ip4:142.205.0.0/16 ip4:23.103.224.0/19 ip4:206.191.224.0/19 ip4:40.103.0.0/16 include:spf.protection.outlook.com include:spf.messagelabs.com -all,,,,
[x],xfr.uftm.td.com,142.205.207.49,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],xssms100.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,v=spf1 ip4:142.205.0.0/16 ip4:23.103.224.0/19 ip4:206.191.224.0/19 ip4:40.103.0.0/16 include:spf.protection.outlook.com include:spf.messagelabs.com -all,,,,
[x],yourvoice.td.com,95.100.71.249,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdex.vanity3.ca1.qualtrics.com, yourvoice.td.com.edgekey.net, e17034.b.akamaiedge.net",,,,,,,,,
[x],zh-tools.td.com,"95.101.133.19, 95.101.133.65","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"zh-tools.td.com.edgekey.net, e64275.b.akamaiedge.net",,,,,,,,,
[x],zh.td.com,152.199.17.48,"ns1.taucdn.net, noc.edgecast.com",NOERROR,cs808.adn.taucdn.net,,,,,,,,,
[x],zh1.pat.td.com,"23.206.121.199, 23.206.121.214","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"zh1.pat.td.com.edgekey.net, e102353.b.akamaiedge.net",,,,,,,,,
[x],zt-tools.td.com,"96.16.54.130, 96.16.54.195","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"zt-tools.td.com.edgekey.net, e64275.b.akamaiedge.net",,,,,,,,,
[x],zt.staging.td.com,205.216.24.234,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,"zhtdbank.convertlanguage.com, zhtdbank-lb-dl11.convertlanguage.com, zhtdbank-lb-ohi1.convertlanguage.com",,,,,,,,,
[x],zt.td.com,152.199.17.48,"ns1.taucdn.net, noc.edgecast.com",NOERROR,cs808.adn.taucdn.net,,,,,,,,,
[x],zt1.pat.td.com,"96.16.54.123, 96.16.54.145","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"zt1.pat.td.com.edgekey.net, e102353.b.akamaiedge.net",,,,,,,,,
,titanventuresltd.comraw.githubusercontent.com,,"dns1.p01.nsone.net, hostmaster.nsone.net, ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
