new,host,a,cname,soa,txt,status_code,has_internal_ips,internal_ips,ns,aaaa,mx,cdn,cdn-name,caa,ptr
[x],001-zrqd5vexrbsukvgz.zoommanagedtest-openam.zoomonprem.com,10.100.50.87,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.50.87,,,,,,,
[x],001-zv3uraiibnnpujvx.zoommanagedtest-openam.zoomonprem.com,10.100.50.187,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.50.187,,,,,,,
[x],001-zxu2hrtjpxaxjmx3.zoomnode.zoomonprem.com,10.100.209.34,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.209.34,,,,,,,
[x],001-zy3eslqhhgbexqq2.sfimk5hotmop.zoomonprem.com,10.100.50.88,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.50.88,,,,,,,
[x],001-zytm764xjp3mjzxz.zoomnode.zoomonprem.com,10.100.50.30,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.50.30,,,,,,,
[x],01-z27w4x43pz6qrdd5.zoomnode.zoomonprem.com,10.100.62.90,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.62.90,,,,,,,
[x],01-zae2apibucrllikt.zoomnode.zoomonprem.com,10.100.62.90,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.62.90,,,,,,,
[x],01-zpmjazylrtdvmmhg.zoomnode.zoomonprem.com,10.100.62.90,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.62.90,,,,,,,
[x],01-ztsyedkqinqcyzlb.zoomnode.zoomonprem.com,10.100.62.90,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.62.90,,,,,,,
[x],01-zzjwtllwpeczw23a.zoomnode.zoomonprem.com,10.100.62.90,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.62.90,"ns-1164.awsdns-17.org, ns-1774.awsdns-29.co.uk, ns-391.awsdns-48.com, ns-774.awsdns-32.net",,,,,,
[x],02-zgnbu67tvs6mq5bq.zoomnode.zoomonprem.com,54.176.62.0,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1164.awsdns-17.org, ns-1774.awsdns-29.co.uk, ns-391.awsdns-48.com, ns-774.awsdns-32.net",,,,,,
[x],03-zhyvo6jy4r7xwknj.zoomnode.zoomonprem.com,54.176.62.0,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],033cd4712a4430d67workernautilus.okta-integration.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],033cd8712a8830d67workernautilus.okta-integration.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1420.awsdns-49.org, ns-1889.awsdns-44.co.uk, ns-372.awsdns-46.com, ns-650.awsdns-17.net",,,,,,
[x],04-zgdlkq222fjsnzhd.zoomnode.zoomonprem.com,54.176.62.0,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1164.awsdns-17.org, ns-1774.awsdns-29.co.uk, ns-391.awsdns-48.com, ns-774.awsdns-32.net",,,,,,
[x],0409-z4at67jqvgbtim52.us01test.zoomonprem.com,10.10.4.31,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.10.4.31,,,,,,,
[x],0410-zzkwppiikq6ycgwb.us01test.zoomonprem.com,10.10.4.69,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.10.4.69,,,,,,,
[x],0411-z4f7k7jb7tlbblnt.us01test.zoomonprem.com,10.10.4.31,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.10.4.31,,,,,,,
[x],0411-zfdlk66lulqcmovc.us01test.zoomonprem.com,10.10.4.69,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.10.4.69,,,,,,,
[x],0424-z5jrzghsaev5stim.us01test.zoomonprem.com,10.10.4.71,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.10.4.71,,,,,,,
[x],048.cndevtest-okta.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],090braintrust.wistia.com,"34.200.91.151, 54.227.158.38, 34.234.89.134, 54.158.204.170, 52.22.118.120, 3.231.101.209",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],0982fe-test-15.dev-okta.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],0982fe-test-75.dev-okta.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],0ser0tim0.wistia.com,"52.22.118.120, 3.231.101.209, 54.227.158.38, 34.234.89.134, 34.200.91.151, 54.158.204.170",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],100kpublishing.wistia.com,"54.158.204.170, 54.227.158.38, 3.231.101.209, 34.200.91.151, 34.234.89.134, 52.22.118.120",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],100percentorganicseo.wistia.com,"34.234.89.134, 52.22.118.120, 54.158.204.170, 54.227.158.38, 3.231.101.209, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],103-122-166-151.zoom.us,,,,,NOERROR,,,,,,,,,
[x],103-122-166-244.zoom.us,,,,,NOERROR,,,,,,,,,
[x],103-122-166-248.zoom.us,,,,,NOERROR,,,,,,,,,
[x],103-122-167-130.zoom.us,,,,,NOERROR,,,,,,,,,
[x],103-122-167-164.zoom.us,,,,,NOERROR,,,,,,,,,
[x],103-122-167-55.zoom.us,54.144.128.85,,,,NOERROR,,,,,,,,,
[x],108ideaspace-1.wistia.com,"54.227.158.38, 3.231.101.209, 54.158.204.170, 34.200.91.151, 34.234.89.134, 52.22.118.120",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],10tv.wistia.com,"34.234.89.134, 54.227.158.38, 3.231.101.209, 34.200.91.151, 54.158.204.170, 52.22.118.120",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],10xgenomics.wistia.com,"34.234.89.134, 52.22.118.120, 34.200.91.151, 54.227.158.38, 3.231.101.209, 54.158.204.170",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],10xinvestments.wistia.com,"54.227.158.38, 52.22.118.120, 34.234.89.134, 34.200.91.151, 3.231.101.209, 54.158.204.170",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],10xpromotion.wistia.com,"54.158.204.170, 54.227.158.38, 3.231.101.209, 34.234.89.134, 52.22.118.120, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],110.zoom.us,170.114.52.2,"www.zoom.us, zoom.us","ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-387.awsdns-48.com, ns-1137.awsdns-14.org, ns-888.awsdns-47.net, ns-1772.awsdns-29.co.uk",2407:30c0:182::aa72:3402,"mxa-00569201.gslb.pphosted.com, mxb-00569201.gslb.pphosted.com",,,,
[x],1122ads33.wistia.com,"34.200.91.151, 52.22.118.120, 3.231.101.209, 54.158.204.170, 54.227.158.38, 34.234.89.134",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],1150455320.wistia.com,"54.227.158.38, 54.158.204.170, 3.231.101.209, 34.234.89.134, 52.22.118.120, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],1159.wistia.com,,cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],11alive.wistia.com,"34.200.91.151, 52.22.118.120, 34.234.89.134, 54.158.204.170, 3.231.101.209, 54.227.158.38",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,"ns-1446.awsdns-52.org, ns-1706.awsdns-21.co.uk, ns-55.awsdns-06.com, ns-792.awsdns-35.net",,,,,,
[x],11overcomers.wistia.com,,cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],12-z2iziuecnqx5bt3x.o55gwqpclwgh.zoomonprem.com,10.100.211.46,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,10.100.211.46,,,,,,,
[x],120-29-148-162.zoom.us,,,,,NOERROR,,,,2602:fcbc:0:3::11,,,,,
[x],120water.wistia.com,"3.231.101.209, 34.234.89.134, 34.200.91.151, 54.227.158.38, 52.22.118.120, 54.158.204.170",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],1212.zoomdev.us,52.220.189.144,www.zoomdev.us,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1420.awsdns-49.org, ns-1889.awsdns-44.co.uk, ns-372.awsdns-46.com, ns-650.awsdns-17.net",2406:da18:695:a300:7b3a:f8b6:49a4:28c,,,,,
[x],121corp-1.wistia.com,"54.158.204.170, 54.227.158.38, 3.231.101.209, 34.200.91.151, 34.234.89.134, 52.22.118.120",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],121corp.wistia.com,"54.158.204.170, 52.22.118.120, 54.227.158.38, 34.234.89.134, 34.200.91.151, 3.231.101.209",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],123-13.wistia.com,,cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1446.awsdns-52.org, ns-1706.awsdns-21.co.uk, ns-55.awsdns-06.com, ns-792.awsdns-35.net",,,,,,
[x],123456-zmxljhpjii6akyqj.sakob2pqvo5u.zoomonprem.com,192.168.1.10,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,True,192.168.1.10,,,,,,,
[x],123petitspas.wistia.com,"54.227.158.38, 52.22.118.120, 3.231.101.209, 34.200.91.151, 34.234.89.134, 54.158.204.170",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],128technology.wistia.com,"34.234.89.134, 3.231.101.209, 54.158.204.170, 52.22.118.120, 54.227.158.38, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],12starsmedia.wistia.com,"34.200.91.151, 34.234.89.134, 52.22.118.120, 3.231.101.209, 54.158.204.170, 54.227.158.38",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],12stone.wistia.com,"34.234.89.134, 54.227.158.38, 52.22.118.120, 34.200.91.151, 3.231.101.209, 54.158.204.170",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],12thdoordigital.wistia.com,"34.200.91.151, 34.234.89.134, 52.22.118.120, 54.158.204.170, 54.227.158.38, 3.231.101.209",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],12treecareca.wistia.com,"3.231.101.209, 54.158.204.170, 34.200.91.151, 52.22.118.120, 34.234.89.134, 54.227.158.38",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],13245.wistia.com,"54.158.204.170, 34.234.89.134, 34.200.91.151, 52.22.118.120, 3.231.101.209, 54.227.158.38",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],1337dang.wistia.com,"54.158.204.170, 34.200.91.151, 54.227.158.38, 34.234.89.134, 52.22.118.120, 3.231.101.209",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],14-fe-production-8dev-okta.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],14-fe-test-8dev-okta.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],143.wistia.com,"34.234.89.134, 34.200.91.151, 52.22.118.120, 3.231.101.209, 54.158.204.170, 54.227.158.38",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],15five.wistia.com,"3.231.101.209, 52.22.118.120, 54.158.204.170, 34.234.89.134, 54.227.158.38, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],16-fe-qa-1-cndevqa-okta.devevent.zoomdev.us,3.211.70.114,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],16-fe-test-18-devep-okta.devevent.zoomdev.us,,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-136-36.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-136-37.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-136-45.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-136-64.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-138-36.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-138-37.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-138-45.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-138-64.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],161-199-138-65.zoomgov.com,,,"ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],162-12-234-15.zoom.us,,,,,NOERROR,,,,2602:fcbc:0:3::11,,,,,
[x],162-12-234-16.zoom.us,,,,,NOERROR,,,,2602:fcbc:0:3::11,,,,,
[x],162-12-234-197.zoom.us,,,,,NOERROR,,,,2602:fcbc:0:3::11,,,,,
[x],162-12-234-200.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-12-234-24.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-36-154.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-36-184.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-37-101.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-37-183.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-39-193.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-39-198.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-39-199.zoom.us,54.144.128.85,,,,NOERROR,,,,,,,,,
[x],162-255-39-214.zoom.us,,,,,NOERROR,,,,2602:fcbc:0:3::11,,,,,
[x],162-255-39-226.zoom.us,,,,,NOERROR,,,,,,,,,
[x],162-255-39-239.zoom.us,,,,,NOERROR,,,,,,,,,
[x],163-107.wistia.com,"34.234.89.134, 54.158.204.170, 34.200.91.151, 52.22.118.120, 3.231.101.209, 54.227.158.38",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],163-1224.wistia.com,"3.231.101.209, 52.22.118.120, 54.158.204.170, 54.227.158.38, 34.234.89.134, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],163-593.wistia.com,"54.227.158.38, 54.158.204.170, 3.231.101.209, 34.234.89.134, 52.22.118.120, 34.200.91.151",cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=webservices-prod-2",NOERROR,,,,,,,,,
[x],165-254-88-100.zoomsvr.com,165.254.88.100,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-101.zoomsvr.com,165.254.88.101,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-102.zoomsvr.com,165.254.88.102,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-103.zoomsvr.com,165.254.88.103,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-104.zoomsvr.com,165.254.88.104,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-105.zoomsvr.com,165.254.88.105,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-106.zoomsvr.com,165.254.88.106,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-107.zoomsvr.com,165.254.88.107,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-110.zoomsvr.com,165.254.88.110,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-111.zoomsvr.com,165.254.88.111,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-112.zoomsvr.com,165.254.88.112,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-113.zoomsvr.com,165.254.88.113,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-114.zoomsvr.com,165.254.88.114,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-115.zoomsvr.com,165.254.88.115,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-116.zoomsvr.com,165.254.88.116,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-120.zoomsvr.com,165.254.88.120,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-121.zoomsvr.com,165.254.88.121,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-122.zoomsvr.com,165.254.88.122,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-123.zoomsvr.com,165.254.88.123,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-124.zoomsvr.com,165.254.88.124,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-125.zoomsvr.com,165.254.88.125,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-126.zoomsvr.com,165.254.88.126,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-130.zoomsvr.com,165.254.88.130,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-131.zoomsvr.com,165.254.88.131,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-132.zoomsvr.com,165.254.88.132,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-134.zoomsvr.com,165.254.88.134,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1139.awsdns-14.org, ns-1968.awsdns-54.co.uk, ns-466.awsdns-58.com, ns-916.awsdns-50.net",,,,,,
[x],165-254-88-135.zoomsvr.com,165.254.88.135,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-136.zoomsvr.com,165.254.88.136,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-140.zoomsvr.com,,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-142.zoomsvr.com,165.254.88.142,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-144.zoomsvr.com,165.254.88.144,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-145.zoomsvr.com,165.254.88.145,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-146.zoomsvr.com,,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-150.zoomsvr.com,165.254.88.150,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-151.zoomsvr.com,,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-152.zoomsvr.com,165.254.88.152,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-153.zoomsvr.com,165.254.88.153,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],165-254-88-154.zoomsvr.com,165.254.88.154,,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
