new,host,a,soa,ns,status_code,mx,txt,cdn,cdn-name,cname,has_internal_ips,internal_ips,aaaa,caa
[x],dda6v2xt-ios-2-4-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],demo.intercom.io,"18.244.146.51, 18.244.146.112, 18.244.146.105, 18.244.146.96","ns-1716.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,www.intercom.com,,,,
[x],demolab.corporate.intercom.io,"3.213.51.218, 23.22.173.92","ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],developers.intercom.io,"108.138.17.112, 108.138.17.22, 108.138.17.62, 108.138.17.11","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,,,,,
[x],discovery.internal.intercom.io,"3.215.49.158, 34.202.73.18, 54.81.78.235, 54.166.164.228","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,interknowledge.internal.intercom.io,,,,
[x],dkim.intercom.io,,"ns-932.awsdns-52.net, awsdns-hostmaster.amazon.com","ns-1661.awsdns-15.co.uk, ns-329.awsdns-41.com, ns-932.awsdns-52.net, ns-1270.awsdns-30.org",NOERROR,,,,,,,,,
[x],docs.intercom.io,"76.223.11.64, 13.248.193.164","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,custom.intercom.help,,,,
[x],dqcr5m1m-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],duh1iiqe-android-4-4-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e52lyc3a-android-4-1-6-4-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e52lyc3a-ios-6-10.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e90pxaa2-android-4-0-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e90pxaa2-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e90pxaa2-ios-4-16-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e90pxaa2-ios-4-8-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],e90pxaa2-ios-4-9-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],el9e5rrz-android-2-3-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],engineering.intercom.io,"108.138.17.112, 108.138.17.11, 108.138.17.22, 108.138.17.62","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,,,,,
[x],eriojnh3-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],eu.intercom.io,"205.251.193.115, 205.251.194.3, 205.251.196.178, 205.251.199.251","ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com","ns-515.awsdns-00.net, ns-1202.awsdns-22.org, ns-2043.awsdns-63.co.uk, ns-371.awsdns-46.com",NOERROR,"alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,,,,,,,
[x],eu.internal.intercom.io,,"ns-1438.awsdns-51.org, awsdns-hostmaster.amazon.com","ns-20.awsdns-02.com, ns-783.awsdns-33.net, ns-1438.awsdns-51.org, ns-1686.awsdns-18.co.uk",NOERROR,,,,,,,,,
[x],ewo7x2za-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],exysppe9-android-2-3-1.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ez9e51a4-ios-1-29-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],f32qynci-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],f32qynci-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],f9c1fd60de50d31bcbc3f4d8d74c9c6dbc40e95a-android-1-7-7.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],feffo8io-android-4-5-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],fexwkfk4-ios-2-2-2.mobile-sdk-api.intercom.io,,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],frontend-telemetry.intercom.io,"34.238.207.145, 3.233.35.154, 18.233.43.208, 52.21.149.31, 3.229.104.85, 34.234.155.77, 54.82.191.129, 3.217.51.107","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],fzadhoip-android-2-1-6-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],fzadhoip-android-2-1-7-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],fzadhoip-android-2-1-7-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],g06en8br-android-4-2-0-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],hllyu2qi-android-1-0-3-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],hubspot.intercom.io,"34.202.100.166, 34.237.248.233, 54.157.246.15","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],hughx6t6-android-1-3-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],hxto29cq-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],iis.intercom.io,"54.82.204.98, 34.199.197.29, 18.211.117.92","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],image.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],images.intercom.io,"18.66.97.102, 18.66.97.60, 18.66.97.118, 18.66.97.36","ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com","ns-914.awsdns-50.net, ns-1400.awsdns-47.org, ns-1777.awsdns-30.co.uk, ns-50.awsdns-06.com",NOERROR,,,True,cloudfront,d20ueorn2qxezi.cloudfront.net,,,"2600:9000:223c:ea00:e:dca7:780:93a1, 2600:9000:223c:9600:e:dca7:780:93a1, 2600:9000:223c:e200:e:dca7:780:93a1, 2600:9000:223c:aa00:e:dca7:780:93a1, 2600:9000:223c:de00:e:dca7:780:93a1, 2600:9000:223c:5000:e:dca7:780:93a1, 2600:9000:223c:f600:e:dca7:780:93a1, 2600:9000:223c:d800:e:dca7:780:93a1",
[x],inside.intercom.io,"54.231.198.69, 54.231.231.93, 52.217.205.213, 52.216.186.34, 52.217.168.37, 52.217.77.123, 54.231.234.77, 54.231.140.149, 205.251.193.181, 205.251.194.99, 205.251.197.6, 205.251.198.243","ns-437.awsdns-54.com, awsdns-hostmaster.amazon.com","ns-437.awsdns-54.com, ns-1779.awsdns-30.co.uk, ns-1286.awsdns-32.org, ns-611.awsdns-12.net",NOERROR,,0479bac704ece97eba11f6143a258135,,,"inside.intercom.io.s3-website-us-east-1.amazonaws.com, s3-website.us-east-1.amazonaws.com",,,,
[x],intercom-integrations.au.intercom.io,"13.238.170.57, 13.211.185.171","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],intercom-integrations.intercom.io,"44.193.91.232, 34.205.162.149","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],intercom.io,"52.222.214.34, 52.222.214.95, 52.222.214.17, 52.222.214.20","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com","ns-97.awsdns-12.com, ns-661.awsdns-18.net, ns-1478.awsdns-56.org, ns-1867.awsdns-41.co.uk",NOERROR,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com","d38xc8nflzxfm6.cloudfront.net, apple-domain-verification=6WueY6qt9eXNiDGN, status-page-domain-verification=ff8hq5rxx1pq, docusign=36a72b16-7b53-4451-9c2b-ed8ddaa4fdd6, docusign=5671c452-c1b5-463d-980a-42c6d0c0eaf7, https://issues.sonatype.org/browse/OSSRH-64279, adobe-sign-verification=6b53472fcd37723d956a05b81966ec, bugcrowd-verification=9f9a1549d203c31e96851d605187f335, miro-verification=83c3039d09e9cd06b3e2935d6857d875d55c3edb, spycloud-domain-verification=e49a0b79-2252-49d3-9412-67fb19f1427e, google-site-verification=EoBLTSecVYsuED-Y1lC6EwW0Q1iu9JLvE-AIi--nCco, google-site-verification=PJaVXXgRe9jtml54j0qd1f7YB_7dGfKopsEQFUEQKSw, google-site-verification=ez1F6KAmCudYI4EUyIhUJ2i4pKaoJONHPc3VMt2A58I, google-site-verification=oFO8X3XmUG_4Q17VJ-kdvxjI_7lnWTPpm7Yd3uObAlY, google-site-verification=pbKcc7lEi4kv7RhbT50x_Ev2wnIV5TcWcTeYWxS5rh8, zapier-domain-verification-challenge=315daada-6ac1-4712-b559-50452e34dde4, stripe-verification=e4d49836a81144c2720bba6b3c5bd51275ea8d9378d9ebd3e4d2f17480f0c565, atlassian-domain-verification=cvSYWtG+M8VZhvC5F3Xh+TdCgqGSgwCJD8yV9xB+ki17M+f+k7v8oWpzfHln8Xy1, v=spf1 a include:_spf.google.com include:cmail1.com include:stspg-customer.com a:zgateway.zuora.com include:mg-spf.greenhouse.io ip4:52.20.168.64,  ip4:52.70.216.197 ip4:52.20.64.141 ip4:34.210.95.47 ip4:34.210.126.35 ip4:54.70.1.6 ip4:52.70.198.126 ip4:52.70.198.130 ip4:52.70.198.132 ip4:34.212.151.47 ip4:34.218.33.219 ip4:35.165.21.138,  ip4:192.237.158.85 ip4:23.253.182.234 ip4:146.20.191.233 ip4:23.253.183.250 ip4:50.23.218.215 ip4:209.61.151.128 ip4:104.130.122.229 ip4:209.61.151.40 ip4:156.70.5.128 -all",True,cloudfront,,,,,
[x],interflow-staging.internal.intercom.io,,"ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],interflow.internal.intercom.io,"54.145.143.82, 52.71.191.86","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],interknowledge.internal.intercom.io,"54.166.164.228, 3.215.49.158, 54.81.78.235, 34.202.73.18","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],internal.corporate.intercom.io,,"ns-1251.awsdns-28.org, awsdns-hostmaster.amazon.com","ns-645.awsdns-16.net, ns-1251.awsdns-28.org, ns-2020.awsdns-60.co.uk, ns-169.awsdns-21.com",NOERROR,,,,,,,,,
[x],iz6dxmra-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],j71pnmws-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],jei2iedx-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],jlr1fm54-android-4-5-5.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
