new,host,a,soa,status_code,ns,txt,aaaa,cdn,cdn-name,cname,caa,has_internal_ips,internal_ips,mx
[x],aof.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],api-dev.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:104c, 2606:4700::6812:114c",True,cloudflare,,,,,
[x],api.defencegateway.mod.uk,"104.18.14.198, 104.18.15.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],api.ocp1.azure.dso.digital.mod.uk,20.108.108.248,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],api.ocp4.azure.dso.digital.mod.uk,20.50.97.193,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],api.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:114c, 2606:4700::6812:104c",True,cloudflare,,,,,
[x],api.spocdev.mod.gov.uk,18.132.255.195,"ns-729.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1109.awsdns-10.org, ns-1676.awsdns-17.co.uk, ns-201.awsdns-25.com, ns-921.awsdns-51.net",v=spf1 -all,,,,,,,,
[x],api.ukspoc.mod.gov.uk,18.135.185.218,"ns-545.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,v=DKIM1; p=,,,,,,,,
[x],apigateway-pre.defencegateway.mod.uk,"104.18.6.167, 104.18.7.167","dale.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"dale.ns.cloudflare.com, rayne.ns.cloudflare.com",,"2606:4700::6812:6a7, 2606:4700::6812:7a7",True,cloudflare,,,,,
[x],apigateway-pre.dgw-dev.mod.uk,"104.18.18.79, 104.18.19.79","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],apigateway.defencegateway.mod.uk,"104.18.14.198, 104.18.15.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],app-main.stars.iace.mod.gov.uk,20.49.149.184,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],app.stars.dev.iace.mod.gov.uk,51.104.254.70,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],app.stars.iace.mod.gov.uk,20.49.149.184,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],appcentre.mod.uk,162.13.214.41,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],apply.army.mod.uk,51.142.208.94,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 a ip4:91.220.160.73 ip4:91.220.160.200 ip4:91.220.160.1 ip4:91.220.160.11 ~all,,True,azure,,,,,
[x],apply.royalnavy.mod.uk,80.68.208.98,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 a ip4:91.220.160.73 ip4:91.220.160.200 ip4:91.220.160.1 ip4:91.220.160.11 ~all,,,,,,,,
[x],apps.ocp4.azure.dso.digital.mod.uk,,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],army.defencegateway.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],army.mod.uk,"104.18.23.40, 104.18.22.40","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,"ns0047.secondary.cloudflare.com, ns0170.secondary.cloudflare.com","v=spf1 include:spf.protection.outlook.com a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk -all, MS=ms88855227, ca3-8296d192f37046b4a95f6de1f1c6d604, ca3-940a7323c534499bab4f00e08babd46f, google-site-verification=EyfoNqSq4XvPwjQEp5hHh5lh6Znp_pxeW2Qft0Q5fRI","2606:4700::6812:1728, 2606:4700::6812:1628",True,cloudflare,,,,,army-mod-uk.mail.protection.outlook.com
[x],armycms.mod.uk,94.236.30.227,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],armyjobs.mod.uk,94.236.30.105,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 mx a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk ip4:18.135.218.159 -all,,,,,,,,
[x],armysecure.mod.uk,"104.18.6.106, 104.18.7.106","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:76a, 2606:4700::6812:66a",True,cloudflare,,,,,
[x],asems.mod.uk,138.68.155.91,"ns1.digitalocean.com, hostmaster.asems.mod.uk",NOERROR,"ns3.digitalocean.com, ns1.digitalocean.com, ns2.digitalocean.com",,,,,,"mailto:lmchale-jones@bmtdsl.co.uk, letsencrypt.org",,,asems.mod.uk
[x],asims-preprod.ice.mod.gov.uk,"18.168.83.131, 13.41.85.119","ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1355.awsdns-41.org, ns-1731.awsdns-24.co.uk, ns-506.awsdns-63.com, ns-933.awsdns-52.net",,,,,,,,,
[x],asims.ice.mod.gov.uk,"3.11.5.127, 18.134.91.91","ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-379.awsdns-47.com, ns-952.awsdns-55.net, ns-1031.awsdns-00.org, ns-1809.awsdns-34.co.uk",,,,,,,,,
[x],auth.spocdev.mod.gov.uk,18.132.255.195,"ns-729.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,,v=spf1 -all,,,,,,,,
[x],auth.ukspoc.mod.gov.uk,18.135.185.218,"ns-545.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1518.awsdns-61.org, ns-1869.awsdns-41.co.uk, ns-359.awsdns-44.com, ns-545.awsdns-04.net",v=DKIM1; p=,,,,,,,,
[x],authoring.royalnavy.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:114c, 2606:4700::6812:104c",True,cloudflare,,,,,
[x],autoconfig.armymail.mod.uk,94.236.106.111,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autoconfig.cadetmail.mod.uk,94.236.106.111,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autoconfig.rafmail.mod.uk,94.236.106.111,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autodiscover.army.mod.uk,"40.99.210.8, 40.99.211.8, 40.99.218.152, 40.99.211.24","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com",,,,
[x],autodiscover.bader.mod.uk,"52.96.182.104, 52.96.58.104, 52.96.32.8, 52.96.69.8","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"2603:1036:302:4834::8, 2603:1036:302:840::8, 2603:1036:302:4094::8, 2603:1036:302:481e::8",,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,
[x],autodiscover.cadetmail.mod.uk,94.236.106.111,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autodiscover.ctcfrimley.mod.uk,84.45.221.20,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,remote.ctcfrimley.mod.uk,,,,
[x],autodiscover.ctcfrimleypark.mod.uk,84.45.221.20,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autodiscover.ovspp.mod.gov.uk,195.130.1.232,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autodiscover.rafmail.mod.uk,94.236.106.111,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],autodiscover.royalnavymail.mod.uk,94.236.106.111,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],automation.service.mod.gov.uk,20.90.66.223,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,foundry-product-page-automation-product-pages.apps.ocp2.azure.dso.digital.mod.uk,,,,
[x],av2.mod.gov.uk,"195.130.1.237, 195.130.1.234","ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],azure.dso.digital.mod.uk,"13.107.236.8, 150.171.21.8, 204.14.183.8, 208.84.5.8","ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"ns3-08.azure-dns.org, ns1-08.azure-dns.com, ns2-08.azure-dns.net, ns4-08.azure-dns.info",9E2AC3F15508918D30D3039CC3F0A957.0C7F867AC79F702DE2B4961929F53524.acc7eedbb4d804c.comodoca.com,"2603:1061:0:700::8, 2620:1ec:8ec:700::8, 2a01:111:4000:700::8",,,,,,,
[x],azurepp.mod.gov.uk,,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],bader.mod.uk,"104.18.21.53, 104.18.20.53","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,"ns0170.secondary.cloudflare.com, ns0047.secondary.cloudflare.com",v=spf1 include:spf1.aircadets.org include:spf.protection.outlook.com -all,"2606:4700::6812:1535, 2606:4700::6812:1435",True,cloudflare,,digicert.com,,,bader-mod-uk.mail.protection.outlook.com
[x],ballistic-dev.raf.ice.mod.gov.uk,"35.177.105.123, 35.177.49.255","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1001.awsdns-61.net, ns-1228.awsdns-25.org, ns-1601.awsdns-08.co.uk, ns-435.awsdns-54.com",,,,,,,,,
[x],ballistic.raf.ice.mod.gov.uk,"3.8.217.152, 18.134.21.47","ns-183.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1767.awsdns-28.co.uk, ns-183.awsdns-22.com, ns-1415.awsdns-48.org, ns-724.awsdns-26.net",,,,,,,,,
[x],batus.mod.uk,207.229.11.115,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,batus.mod.uk
[x],bf.mod.uk,94.236.30.88,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],bizzdesign-dsa.apm.mcn.ice.mod.gov.uk,"35.178.68.254, 18.168.118.34, 35.178.36.54","ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1.awsdns-00.com, ns-1421.awsdns-49.org, ns-1790.awsdns-31.co.uk, ns-923.awsdns-51.net",,,,,,,,,
[x],bizzdesign.apm.mcn.ice.mod.gov.uk,"13.40.58.228, 35.176.170.34, 3.9.68.137","ns-1595.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1595.awsdns-07.co.uk, ns-762.awsdns-31.net, ns-77.awsdns-09.com, ns-1311.awsdns-35.org",,,,,,,,,
[x],boardingschoolfinder.mod.uk,"104.18.7.106, 104.18.6.106","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:76a, 2606:4700::6812:66a",True,cloudflare,,,,,
[x],bristoluotc.mod.uk,137.222.10.86,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],bvd.rfca.mod.uk,81.145.45.60,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],c0000-dev.ice.mod.gov.uk,"52.56.103.190, 3.8.108.169","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1077.awsdns-06.org, ns-1714.awsdns-22.co.uk, ns-38.awsdns-04.com, ns-646.awsdns-16.net",,,,,,,,,
[x],c0000-preprod.ice.mod.gov.uk,,"ns-758.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-758.awsdns-30.net, ns-282.awsdns-35.com, ns-1201.awsdns-22.org, ns-1686.awsdns-18.co.uk",,,,,,,,,
[x],c0000-test.ice.mod.gov.uk,"18.169.4.248, 35.176.121.178","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-723.awsdns-26.net, ns-1318.awsdns-36.org, ns-1936.awsdns-50.co.uk, ns-448.awsdns-56.com",,,,,,,,,
[x],c0012-devf.ice.mod.gov.uk,"3.11.143.43, 3.9.133.190","ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1244.awsdns-27.org, ns-180.awsdns-22.com, ns-2001.awsdns-58.co.uk, ns-622.awsdns-13.net",,,,,,,,,
[x],c0012-devg.ice.mod.gov.uk,"13.41.93.108, 3.9.238.26","ns-391.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1323.awsdns-37.org, ns-391.awsdns-48.com, ns-530.awsdns-02.net, ns-1689.awsdns-19.co.uk",,,,,,,,,
[x],c0012-devk.ice.mod.gov.uk,"35.179.40.203, 18.135.118.245, 205.251.192.249, 205.251.194.193, 205.251.197.170, 205.251.199.59","ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1851.awsdns-39.co.uk, ns-1450.awsdns-53.org, ns-249.awsdns-31.com, ns-705.awsdns-24.net",,,,,,,,,
[x],c0012-devp.ice.mod.gov.uk,"13.41.91.55, 3.11.150.172","ns-127.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-127.awsdns-15.com, ns-741.awsdns-28.net, ns-1531.awsdns-63.org, ns-1846.awsdns-38.co.uk",,,,,,,,,
[x],c0027-preproda.ice.mod.gov.uk,"13.42.196.250, 18.170.100.244","ns-1143.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1143.awsdns-14.org, ns-1779.awsdns-30.co.uk, ns-245.awsdns-30.com, ns-946.awsdns-54.net",,,,,,,,,
[x],c0047-testa.ice.mod.gov.uk,"13.42.178.128, 13.42.132.27","ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-93.awsdns-11.com, ns-1056.awsdns-04.org, ns-1888.awsdns-44.co.uk, ns-784.awsdns-34.net",,,,,,,,,
[x],c0049-preprod.ice.mod.gov.uk,"18.130.216.60, 13.41.116.81","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-230.awsdns-28.com, ns-518.awsdns-00.net, ns-1127.awsdns-12.org, ns-1830.awsdns-36.co.uk",,,,,,,,,
[x],c0054-tt.mcn.ice.mod.gov.uk,,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1967.awsdns-53.co.uk, ns-331.awsdns-41.com, ns-625.awsdns-14.net, ns-1056.awsdns-04.org",gp5jkqbc340kagr794j4ll939h,,,,,,,,
[x],c0056-preprod.ice.mod.gov.uk,"13.41.120.11, 52.56.63.58","ns-1954.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1045.awsdns-02.org, ns-141.awsdns-17.com, ns-1954.awsdns-52.co.uk, ns-813.awsdns-37.net",,,,,,,,,
[x],c0056-prod.ice.mod.gov.uk,"35.178.227.92, 35.179.20.21","ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1038.awsdns-01.org, ns-127.awsdns-15.com, ns-1893.awsdns-44.co.uk, ns-773.awsdns-32.net",,,,,,,,,
[x],c0056-test.ice.mod.gov.uk,"18.169.199.207, 13.41.44.195","ns-1845.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1438.awsdns-51.org, ns-1845.awsdns-38.co.uk, ns-52.awsdns-06.com, ns-908.awsdns-49.net",,,,,,,,,
[x],c0061-dev.ice.mod.gov.uk,"13.42.178.132, 13.40.38.147","ns-1336.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1336.awsdns-39.org, ns-98.awsdns-12.com, ns-1915.awsdns-47.co.uk, ns-526.awsdns-01.net",,,,,,,,,
[x],c0063-dsa.ice.mod.gov.uk,"18.169.114.90, 18.170.246.93","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-445.awsdns-55.com, ns-893.awsdns-47.net, ns-1462.awsdns-54.org, ns-1737.awsdns-25.co.uk",,,,,,,,,
[x],c0063-preprod.ice.mod.gov.uk,"52.56.51.12, 18.135.30.2","ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1935.awsdns-49.co.uk, ns-409.awsdns-51.com, ns-666.awsdns-19.net, ns-1413.awsdns-48.org",,,,,,,,,
[x],c0063-prod.mcn.ice.mod.gov.uk,,"ns-1937.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1414.awsdns-48.org, ns-1937.awsdns-50.co.uk, ns-77.awsdns-09.com, ns-999.awsdns-60.net",,,,,,,,,
[x],c0066-deva.ice.mod.gov.uk,"18.169.169.165, 18.134.193.30","ns-1645.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-983.awsdns-58.net, ns-1129.awsdns-13.org, ns-1645.awsdns-13.co.uk, ns-88.awsdns-11.com",,,,,,,,,
[x],c0071-prod.ice.mod.gov.uk,"35.177.120.160, 35.179.14.4","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1249.awsdns-28.org, ns-145.awsdns-18.com, ns-1714.awsdns-22.co.uk, ns-875.awsdns-45.net",,,,,,,,,
[x],c0074-prod.ice.mod.gov.uk,"18.134.114.27, 52.56.102.206","ns-100.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-100.awsdns-12.com, ns-1369.awsdns-43.org, ns-1788.awsdns-31.co.uk, ns-874.awsdns-45.net",,,,,,,,,
[x],c0075-preprod.ice.mod.gov.uk,52.56.50.41,"ns-787.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],c0078-prod.ice.mod.gov.uk,"18.169.116.207, 3.9.252.255","ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-229.awsdns-28.com, ns-840.awsdns-41.net, ns-1329.awsdns-38.org, ns-1845.awsdns-38.co.uk",,,,,,,,,
[x],c0079-prod.ice.mod.gov.uk,,"ns-1211.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1211.awsdns-23.org, ns-1857.awsdns-40.co.uk, ns-457.awsdns-57.com, ns-742.awsdns-28.net",,,,,,,,,
[x],c0080-preprod.ice.mod.gov.uk,"18.168.247.52, 13.41.171.39","ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1268.awsdns-30.org, ns-142.awsdns-17.com, ns-1737.awsdns-25.co.uk, ns-882.awsdns-46.net",,,,,,,,,
[x],c0081-dev.ice.mod.gov.uk,"13.42.189.233, 18.130.74.106","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-594.awsdns-10.net, ns-1940.awsdns-50.co.uk, ns-281.awsdns-35.com, ns-1110.awsdns-10.org",,,,,,,,,
[x],c0081-devb.ice.mod.gov.uk,"18.130.205.197, 18.169.138.80, 205.251.193.29, 205.251.194.189, 205.251.196.108, 205.251.198.27","ns-285.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-701.awsdns-23.net, ns-285.awsdns-35.com, ns-1563.awsdns-03.co.uk, ns-1132.awsdns-13.org",,,,,,,,,
[x],c0081-devd.ice.mod.gov.uk,"52.56.233.145, 52.56.193.220","ns-1598.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-452.awsdns-56.com, ns-1006.awsdns-61.net, ns-1203.awsdns-22.org, ns-1598.awsdns-07.co.uk",,,,,,,,,
[x],c0081-devf.ice.mod.gov.uk,"18.169.150.76, 35.177.159.91","ns-1720.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-696.awsdns-23.net, ns-1365.awsdns-42.org, ns-1720.awsdns-23.co.uk, ns-214.awsdns-26.com",,,,,,,,,
[x],c0081-devg.ice.mod.gov.uk,"3.9.57.248, 18.168.215.182","ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1244.awsdns-27.org, ns-1777.awsdns-30.co.uk, ns-353.awsdns-44.com, ns-735.awsdns-27.net",,,,,,,,,
[x],c0081-prod.ice.mod.gov.uk,"18.169.122.99, 13.42.194.124","ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1202.awsdns-22.org, ns-13.awsdns-01.com, ns-1909.awsdns-46.co.uk, ns-739.awsdns-28.net",,,,,,,,,
[x],c0081-proda.ice.mod.gov.uk,"18.134.203.8, 18.169.199.23","ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1028.awsdns-00.org, ns-1797.awsdns-32.co.uk, ns-28.awsdns-03.com, ns-786.awsdns-34.net",,,,,,,,,
[x],c0081-prodb.ice.mod.gov.uk,"18.135.79.147, 35.177.129.48","ns-349.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1797.awsdns-32.co.uk, ns-349.awsdns-43.com, ns-934.awsdns-52.net, ns-1067.awsdns-05.org",,,,,,,,,
[x],c0081-prodc.ice.mod.gov.uk,"13.42.187.82, 35.177.103.4","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-418.awsdns-52.com, ns-1155.awsdns-16.org, ns-1631.awsdns-11.co.uk, ns-613.awsdns-12.net",,,,,,,,,
[x],c0081-prodf.ice.mod.gov.uk,"35.178.3.113, 18.168.103.30","ns-1013.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-177.awsdns-22.com, ns-1013.awsdns-62.net, ns-1459.awsdns-54.org, ns-1586.awsdns-06.co.uk",,,,,,,,,
[x],c0081-prodg.ice.mod.gov.uk,"3.11.77.235, 52.56.132.182","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-19.awsdns-02.com, ns-691.awsdns-22.net, ns-1317.awsdns-36.org, ns-1982.awsdns-55.co.uk",,,,,,,,,
[x],c0081-prodh.ice.mod.gov.uk,"13.42.113.55, 13.41.93.113","ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1430.awsdns-50.org, ns-1748.awsdns-26.co.uk, ns-378.awsdns-47.com, ns-1003.awsdns-61.net",,,,,,,,,
[x],c0081-testa.ice.mod.gov.uk,"13.42.191.246, 52.56.105.71, 13.41.112.2","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1076.awsdns-06.org, ns-139.awsdns-17.com, ns-1647.awsdns-13.co.uk, ns-987.awsdns-59.net",,,,,,,,,
[x],c0081-testb.ice.mod.gov.uk,"13.42.147.70, 13.42.94.57, 18.135.135.155","ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1128.awsdns-13.org, ns-138.awsdns-17.com, ns-1995.awsdns-57.co.uk, ns-774.awsdns-32.net",,,,,,,,,
[x],c0081-testc.ice.mod.gov.uk,"18.168.172.241, 18.132.138.183, 18.132.54.181","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1417.awsdns-49.org, ns-1888.awsdns-44.co.uk, ns-36.awsdns-04.com, ns-988.awsdns-59.net",,,,,,,,,
[x],c0081-testd.ice.mod.gov.uk,"18.169.234.59, 3.8.13.134, 13.42.180.186","ns-1518.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1842.awsdns-38.co.uk, ns-691.awsdns-22.net, ns-1518.awsdns-61.org, ns-186.awsdns-23.com",,,,,,,,,
[x],c0083-preproda.ice.mod.gov.uk,"3.10.113.115, 3.9.217.131","ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-773.awsdns-32.net, ns-1294.awsdns-33.org, ns-1759.awsdns-27.co.uk, ns-247.awsdns-30.com",,,,,,,,,
[x],c0083-proda.ice.mod.gov.uk,"18.135.177.188, 18.169.38.212","ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1489.awsdns-58.org, ns-1695.awsdns-19.co.uk, ns-229.awsdns-28.com, ns-532.awsdns-02.net",,,,,,,,,
