new,host,a,cname,soa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt,caa,aaaa
[x],allincu.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],allincu.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],allwestern.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],alpinebank.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],amc.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],amc.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],americafirst.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],americanfpg.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],americanmortgage.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],amerifirst.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],amerifirst.blendlabs.com,"34.227.180.134, 44.207.179.188, 52.45.26.193, 34.200.90.168, 54.234.114.148","blend-prod-bailey.k8s.prod.blend.com, blend-bailey-web.k8s.prod.blend.com, blend-bailey-web.k8s.prod.us-east-1.blend.com, ad0c39762290a48ad9a8c82970d291ec-457474873.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],amplify.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],amplify.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],anb.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],api.beta.blend.com,"54.85.98.160, 34.199.204.194, 44.194.226.98","api-gateway.k8s.beta.blend.com, api-gateway.k8s.beta.us-east-1.blend.com, a9824993c810c48738c65a5b09ae5427-902478053.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.beta.blendlabs.com,"44.194.226.98, 54.85.98.160, 34.199.204.194","api.beta.blend.com, api-gateway.k8s.beta.blend.com, api-gateway.k8s.beta.us-east-1.blend.com, a9824993c810c48738c65a5b09ae5427-902478053.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.blend.com,"54.226.80.236, 54.87.53.61, 18.206.27.67, 44.194.110.76, 54.243.36.93","api-gateway.k8s.prod.blend.com, api-gateway.k8s.prod.us-east-1.blend.com, ae7e581990a364cfdbf693c6158b78a7-2023374322.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.blendlabs.com,"44.194.110.76, 54.243.36.93, 54.226.80.236, 54.87.53.61, 18.206.27.67","api.blend.com, api-gateway.k8s.prod.blend.com, api-gateway.k8s.prod.us-east-1.blend.com, ae7e581990a364cfdbf693c6158b78a7-2023374322.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.vault.beta.blend.com,"52.201.17.135, 34.199.79.123",,"ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.vault.blend.com,"3.217.220.9, 54.208.1.63, 34.198.209.229",,"ns-1859.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1375.awsdns-43.org, ns-1859.awsdns-40.co.uk, ns-490.awsdns-61.com, ns-547.awsdns-04.net",,,,,,
[x],approvals.k8s.infosec.blendlabs.com,"52.201.127.241, 52.45.167.159, 54.205.62.137","approvals.k8s.infosec.us-east-1.blendlabs.com, a73c5368b418d4cb08b2534480f8716f-984846083.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],asm.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],assent.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],associated.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],associatedbankpricingmassl.pricing.k8s.beta.blend.com,"10.190.30.136, 10.190.36.232, 10.190.21.65","*.k8s.beta.us-east-1.blend.com, internal-af94873779c70468e95fd4288cd54643-368968668.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,"10.190.30.136, 10.190.36.232, 10.190.21.65",,,,
[x],associatedbankpricingmassl.pricing.k8s.prod.blend.com,"10.180.47.6, 10.180.31.254, 10.180.71.19, 10.180.56.39, 10.180.33.64","*.k8s.prod.us-east-1.blend.com, internal-aad604a7917974a3280f7a4e79e864db-1144484955.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,"10.180.47.6, 10.180.31.254, 10.180.71.19, 10.180.56.39, 10.180.33.64",,,,
[x],assurance.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],atlanticcoast.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],atlanticcoast.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"ns-1137.awsdns-14.org, ns-1960.awsdns-53.co.uk, ns-367.awsdns-45.com, ns-703.awsdns-23.net",,,,,,
[x],atlbay.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],atlbay.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com, ns1.cloudflare.net",NOERROR,True,cloudflare,,,,,,,
[x],auto.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],autodiscover.blend.com,"40.99.157.24, 40.99.149.184, 52.97.188.72","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,"2603:1026:c0d:76::8, 2603:1026:c0d:73::8, 2603:1026:c0d:70::8"
[x],automation.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],avenu.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com, ns1.cloudflare.net",NOERROR,True,cloudflare,,,,,,,
[x],az.blend.com,"150.171.10.35, 150.171.16.35, 13.107.222.35, 13.107.206.35",,"ns1-35.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,"ns4-35.azure-dns.info, ns3-35.azure-dns.org, ns1-35.azure-dns.com, ns2-35.azure-dns.net",,,,,,"2603:1061:0:10::23, 2620:1ec:8ec:10::23"
[x],bankofalbuquerque.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],bankofalbuquerque.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],bankofoklahoma.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],bankofoklahoma.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],bankoftexas.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],bastion.vault.blendlabs.com,10.4.3.134,,"ns-506.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1132.awsdns-13.org, ns-1952.awsdns-52.co.uk, ns-506.awsdns-63.com, ns-867.awsdns-44.net",True,10.4.3.134,,,,
[x],bcu.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],becu.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],becu.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],becupricingmassl.pricing.k8s.beta.blend.com,"10.190.30.136, 10.190.36.232, 10.190.21.65","*.k8s.beta.us-east-1.blend.com, internal-af94873779c70468e95fd4288cd54643-368968668.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,"10.190.30.136, 10.190.36.232, 10.190.21.65",,,,
[x],beta.blend.com,,,"ns-873.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1678.awsdns-17.co.uk, ns-873.awsdns-45.net, ns-117.awsdns-14.com, ns-1275.awsdns-31.org",,,,,,
[x],beta.blendlabs.com,,,"ns-816.awsdns-38.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1453.awsdns-53.org, ns-1619.awsdns-10.co.uk, ns-445.awsdns-55.com, ns-816.awsdns-38.net",,,inbound-smtp.us-east-1.amazonaws.com,google-site-verification=EQnuWzKfgn54rlu-HD3cc7WSDg45b6x4d0QVwv9RR3A,,
[x],beta.docmagic.blend.com,,,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-544.awsdns-04.net, ns-1415.awsdns-48.org, ns-302.awsdns-37.com, ns-1706.awsdns-21.co.uk",,,,,,
[x],beta.us-west-2.blend.com,,,"ns-123.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-123.awsdns-15.com, ns-1639.awsdns-12.co.uk, ns-846.awsdns-41.net, ns-1225.awsdns-25.org",,,,,,
[x],beta.us-west-2.blendlabs.com,,,"ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1529.awsdns-63.org, ns-1583.awsdns-05.co.uk, ns-323.awsdns-40.com, ns-794.awsdns-35.net",,,,,,
[x],beyond.blend.com,"52.213.47.89, 3.248.123.157",elb-0625-beyond-blend-com.swoogo.com,"ns-679.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],biz.blend.com,,u20020203.wl204.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,mx.sendgrid.net,v=spf1 ip4:167.89.74.134 ip4:167.89.95.30 ip4:168.245.105.246 ip4:168.245.127.38 ip4:168.245.41.16 ip4:168.245.64.186 -all,,
[x],blend-beta-bailey.beta.blendlabs.com,"52.200.139.168, 54.84.206.163, 35.175.88.79","blend-bailey-web.k8s.beta.blend.com, blend-bailey-web.k8s.beta.us-east-1.blend.com, a0b0852ba23ee42f0b8dd5e61f49d657-1132899865.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-beta-pentest.beta.blendlabs.com,"34.226.81.244, 52.204.185.104, 54.85.180.22","blend-pentest-web.k8s.beta.blend.com, blend-pentest-web.k8s.beta.us-east-1.blend.com, a45da9e636d5f43e480081f46e0b77d6-417747686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-beta-wellsfargo.beta.blendlabs.com,"34.201.180.154, 54.243.246.65, 34.195.59.70","blend-wellsfargo-web.k8s.beta.blend.com, blend-wellsfargo-web.k8s.beta.us-east-1.blend.com, a81acd0f115724352bc50b516d63dcd1-204325739.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-borrower-2.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],blend-borrower-elliemae.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],blend-borrower-frank.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],blend-borrower-george.beta.blendlabs.com,"54.236.146.4, 18.214.59.23, 3.227.167.147","blend-beta-demos.beta.blendlabs.com, blend-demos-web.k8s.beta.blend.com, blend-demos-web.k8s.beta.us-east-1.blend.com, a3ee654105da34064917fbcbc9f3619f-632668402.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-borrower-mollytest.beta.blendlabs.com,"18.214.59.23, 54.236.146.4, 3.227.167.147","blend-beta-demos.beta.blendlabs.com, blend-demos-web.k8s.beta.blend.com, blend-demos-web.k8s.beta.us-east-1.blend.com, a3ee654105da34064917fbcbc9f3619f-632668402.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-borrower-platinum.beta.blendlabs.com,"18.214.59.23, 54.236.146.4, 3.227.167.147","blend-beta-demos.beta.blendlabs.com, blend-demos-web.k8s.beta.blend.com, blend-demos-web.k8s.beta.us-east-1.blend.com, a3ee654105da34064917fbcbc9f3619f-632668402.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-borrower-smariscaltest.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],blend-borrower-suntrust.beta.blendlabs.com,"54.236.146.4, 18.214.59.23, 3.227.167.147","blend-beta-demos.beta.blendlabs.com, blend-demos-web.k8s.beta.blend.com, blend-demos-web.k8s.beta.us-east-1.blend.com, a3ee654105da34064917fbcbc9f3619f-632668402.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],blend-borrower-uat.blendlabs.com,172.65.242.70,"edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com, ns1.cloudflare.net",NOERROR,True,cloudflare,,,,,,,
[x],blend-borrower-videosandbox.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com, ns1.cloudflare.net",NOERROR,True,cloudflare,,,,,,,
[x],blend-borrower.beta.blendlabs.com,172.65.228.100,"edge-proxy-cf.k8s.beta.blend.com, edge-proxy-cf.k8s.beta.blend.com.cdn.cloudflare.net, b5f3d53382ee43dc8dbc66f3e6d1c45d.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
