new,host,a,soa,status_code,aaaa,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa,mx
,download.sit.hybrid.api.here.com,,"ns-1292.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,"download.sit.eu-west-1.dv.ds.data.here.com, package-download-stg.mdd-dev.ds.data.here.com",,,,,,,,
,download.vcdn.cit.cc.data.here.com,,"ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,d2dheum73gs7j0.cloudfront.net,,True,cloudfront,,,,,
,download.vcdn.cit.data.here.com,,"ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,d2dheum73gs7j0.cloudfront.net,,True,cloudfront,,,,,
,download.vcdn.data.here.com,,"ns-1206.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,d2k3vassabv5b7.cloudfront.net,,True,cloudfront,,,,,
,driver.lastmile.cit.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,lm-mba-cit.api-gateway.ls.hereapi.com,,,,,,,,
,driver.lastmile.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,lm-mba-prod.api-gateway.ls.hereapi.com,,,,,,,,
,driver.lastmile.pit.data.here.com,,"ns-1017.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-409.awsdns-51.com, ns-1017.awsdns-63.net, ns-1369.awsdns-43.org, ns-1732.awsdns-24.co.uk",,,,,,,
,driver.lastmile.pit.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,lm-mba-pit.api-gateway.sit.ls.hereapi.com,,,,,,,,
,dti.sdip.cc.api.here.com,,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dub-sdaa.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ols-sdaa-prd-e9467cab-825a-11eb-8c2a-d2fb75c25b3e-sentry",,,,
,dub-sdaabb.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/sdaabb-prd-1639662657586-sentry",,,,
,dv.heremobileweb.here.com,,"ns-1821.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
,dv.rd.account.here.com,,"ns-1251.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ebvip-st.it.here.com,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",NOERROR,,,,,,,,,,
,em.engage.here.com,,"ns1.marketo.com, ops.localhost",NOERROR,,mkto-ab310061.com,"ns2.mktdns.com, ns1.marketo.com",True,cloudflare,,,,,
,enelx-mobilityflowanalysis.here.com,"205.251.193.241, 205.251.194.208, 205.251.197.207, 205.251.198.105","ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1487.awsdns-57.org, ns-1641.awsdns-13.co.uk, ns-497.awsdns-62.com, ns-720.awsdns-26.net",True,cloudfront,,,,,
,enterprise.cit.here.com,,"ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,d2tcwkhi4qclqi.cloudfront.net,,True,cloudfront,,,,,
,enterpriseenrollment.here.com,,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com",,,,,,,,
,eu-download.ext.here.com,,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,eu-download.it.here.com,,,,,,,,
,eu-west-1-acc-amum.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/amum-acc-gateway-1673934884267-sentry",,,,
,eu-west-1-amum.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/amum-gateway-1620124063328-sentry",,,,
,eu-west-1-cit-amum.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1-ctt-amum.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/amum-ctt-gateway-1673859071042-sentry",,,,
,eu-west-1-fleet-spt.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fta-gateway-spt-1626259760079-sentry",,,,
,eu-west-1-fuel.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/fuel-sit-gtw-1634637509626-sentry",,,,
,eu-west-1-locationgraph-pat.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/pat-2195-lg-1662971927958-sentry",,,,
,eu-west-1-locationgraph.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/demo-2195-lg-1646213321882-sentry",,,,
,eu-west-1-positioning.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1-sit-opensearch.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-103.awsdns-12.com, ns-1342.awsdns-39.org, ns-1739.awsdns-25.co.uk, ns-849.awsdns-42.net",,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/hgsv7-sit-8afe38fb-3332-11eb-9ba5-2604aff828dd-sentry",,,,
,eu-west-1-subscription.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1-subscription.mobilitygraph.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,eu-west-1-subscription.api-gateway.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/prd-subscriptions-1620329928094-sentry",,,,
,eu-west-1-weather.api-gateway.sit.ls.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/w-sit-gateway-1637664385918-sentry",,,,
,eu-west-1.cttaas-siemens-prd.api-gateway.ls.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1.explore.pit.api.here.com,,"ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,2a01:578:3::3430:267d,,,,,,,,,
,eu-west-1.explore.sit.api.here.com,,"ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1.geocoder.sit.ls.hereapi.com,"52.48.41.141, 34.250.153.54, 34.255.237.233","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sit-347-gateway-sentry",,,,
,eu-west-1.image.maps.ls.hereapi.com,"54.72.208.100, 52.210.82.78, 52.209.107.65","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/mia-gw-prd-1659716097704-sentry",,,,
,eu-west-1.matrix-router.api-gateway.ls.hereapi.com,"52.51.228.162, 54.154.214.58, 52.210.206.60","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/prd-2026-mtx-1622727797875-sentry",,,,
,eu-west-1.matrix-router.api-gateway.sit.ls.hereapi.com,"52.19.232.221, 34.255.229.242, 34.249.235.94",,NOERROR,,,,,,,,,,
,eu-west-1.off-street-parking-api.api-gateway.ls.hereapi.com,"52.19.130.102, 52.208.88.39, 52.210.84.148","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1.pr.p.account.here.com,"52.30.26.0, 54.77.24.64","ns-1664.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-west-1.route.hereapi.com,,"ns-1418.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-822.awsdns-38.net, ns-1418.awsdns-49.org, ns-1595.awsdns-07.co.uk, ns-418.awsdns-52.com",,,,,,,
,eu-west-1.search.hereapi.com,"99.80.168.16, 54.194.97.109, 34.243.147.88","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"eu-west-1.search.hereapi.com.a1971.p01.hereglb.com, eu-west-1-prd-opensearch.api-gateway.ls.hereapi.com",,,,,,,,
,eu-west-1.weather-cit.ls.hereapi.com,"54.77.191.48, 34.242.170.184, 34.253.30.47","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/w-cit-gateway-896daeda-e5cb-11ea-848c-aa3b2791ddd0-sentry",,,,
,eu.slosweb-cit.api-gateway.ls.hereapi.com,"3.251.36.36, 34.248.94.2, 108.128.92.245","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/slosweb-cit-hapi-1637056033686-sentry",,,,
,eu.tpeg-oet.cit.hybrid.cc.api.here.com,"34.250.249.41, 34.255.57.206, 34.241.127.251","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,eu-west-1-tpegoeteu-cit.api-gateway.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpegoeteu-gw-cit-1677679882774-sentry",,,,
,eu.tpeg-oet.hybrid.cc.api.here.com,"34.253.102.230, 54.195.214.110, 52.49.201.242","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,eu-west-1-tpegoeteu-prd.api-gateway.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpegoeteu-gw-prd-1677679932624-sentry",,,,
,eu.tpeg-set.cit.hybrid.cc.api.here.com,"52.213.52.10, 34.241.198.121, 52.48.171.254","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,eu-west-1-tpegseteu-cit.api-gateway.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/tpegseteu-gw-cit-1675842160477-sentry",,,,
,eu.tpeg-set.ctt.hybrid.cc.api.here.com,"18.210.131.205, 107.22.254.236, 54.86.179.199","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,us-east-1-tpegseteu-ctt.api-gateway.ls.hereapi.com,,,,,,,,
,explore.api.here.com,34.253.125.40,,NOERROR,,,,,,,,,,
,explore.cit.api.here.com,52.212.123.176,"ns-27.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,2a01:578:3::34d4:7bb0,,"ns-940.awsdns-53.net, ns-1870.awsdns-41.co.uk, ns-27.awsdns-03.com, ns-1152.awsdns-16.org",,,,,,,
,expressway.uc.here.com,131.228.154.13,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,expressway01.it.here.com,66.54.64.174,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,,,,,,,,,
,expressway02.uc.here.com,66.54.64.175,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,expressway03.uc.here.com,131.228.154.13,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,expressway04.uc.here.com,131.228.154.14,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,ext.here.com,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,,,,,,,,,
,farlyncpool-ext.it.here.com,204.120.70.32,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",NOERROR,,,,,,,,,,
,farowa.it.here.com,204.120.70.32,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",NOERROR,,,,,,,,,,
,fce.api.here.com,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,fce.cit.api.here.com,,"ns-1626.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,feedback.here.com,"143.204.68.95, 143.204.68.127, 143.204.68.35, 143.204.68.119","ns-1983.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1983.awsdns-55.co.uk, ns-80.awsdns-10.com, ns-1073.awsdns-06.org, ns-907.awsdns-49.net",True,cloudfront,,,,,
,fleet.api-gateway.ls.hereapi.com,"52.214.187.45, 54.228.130.98, 34.241.206.244","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fta-gateway-prd-2281bae9-e84b-11ea-a735-3ebe1f72fbcd-sentry",,,,
,fleet.hereapi.com,"54.228.130.98, 52.214.187.45, 34.241.206.244","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"routematching.hereapi.com, routematching.hereapi.com.a1187.p01.hereglb.com, fleet.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fta-gateway-prd-2281bae9-e84b-11ea-a735-3ebe1f72fbcd-sentry",,,,
,fleet.ls.hereapi.com,"52.214.187.45, 54.228.130.98, 34.241.206.244","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"routematching.hereapi.com, routematching.hereapi.com.a1187.p01.hereglb.com, fleet.api-gateway.ls.hereapi.com",,,,,,,,
,forum.mapcreator.here.com,"52.85.242.60, 52.85.242.87, 52.85.242.110, 52.85.242.37","ns-74.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,forum.ext.mapcreator.here.com,,True,cloudfront,,,,,
,ftp.here.com,65.167.11.37,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",NOERROR,,ftp.it.here.com,,,,,,,,
,ftp.it.here.com,65.167.11.37,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",NOERROR,,,,,,,,,,
,fuel.hereapi.com,"34.249.230.136, 52.16.17.154, 52.210.55.183","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"fuel.hereapi.com.a1677.p01.hereglb.com, eu-west-1-fuel-prd-v3.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fuel-prd-v3-gtw-1f12b0f7-4352-11eb-bdab-feef82107b23-sentry",,,,
,fuel.sit.hereapi.com,"54.72.69.233, 52.208.160.161, 52.30.85.170","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,eu-west-1-fuel.api-gateway.sit.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/fuel-sit-gtw-1634637509626-sentry",,,,
,fwdkim1.here.com,"108.156.46.40, 108.156.46.15, 108.156.46.78, 108.156.46.51","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,spfmx1.domainkey.freshemail.io,"ns-1213.awsdns-23.org, ns-1972.awsdns-54.co.uk, ns-285.awsdns-35.com, ns-519.awsdns-00.net",True,cloudfront,v=spf1 include:sendgrid.net include:fdspfus.freshemail.io include:fdspfeuc.freshemail.io include:fdspfind.freshemail.io include:fdspfaus.freshemail.io ~all,,,,"mxa.freshdesk.com, mxb.freshdesk.com, mx.sendgrid.net"
,geo.cit.hybrid.api.here.com,"34.247.132.127, 52.209.92.35, 52.17.226.98","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"reverse.geocoder.cit.api.here.com, eu-west-1-cit-reverse.geocoder.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-rgc-cit-1679400393482-sentry",,,,
,geo.hybrid.api.here.com,"34.247.137.224, 52.19.140.36, 34.249.118.35",,NOERROR,,"reverse.geocoder.api.here.com, eu-west-1-prd-reverse.geocoder.ls.hereapi.com",,,,,,,,
,geo.hybrid.cc.api.here.com,"34.247.137.224, 52.19.140.36, 34.249.118.35","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"reverse.geocoder.cc.api.here.com, eu-west-1-prd-reverse.geocoder.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-rgc-prd-1673432858285-sentry",,,,
,geocoder.api.here.com,"52.43.94.51, 52.40.129.87, 35.165.251.172","ns-1406.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1704.awsdns-21.co.uk, ns-436.awsdns-54.com, ns-1406.awsdns-47.org, ns-528.awsdns-02.net",,,,,,,
,geocoder.cc.api.here.com,"52.214.183.45, 52.215.240.87, 34.253.26.80","ns-1664.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,geocoder.cit.api.here.com,"63.34.159.38, 34.240.56.53, 34.243.237.152","ns-101.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-101.awsdns-12.com, ns-1207.awsdns-22.org, ns-1829.awsdns-36.co.uk, ns-974.awsdns-57.net",,,,,,,
,geocoder.cit.bulk.api.here.com,"35.155.97.96, 35.165.162.15, 35.166.82.220","ns-1216.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-113.awsdns-14.com, ns-1216.awsdns-24.org, ns-1974.awsdns-54.co.uk, ns-837.awsdns-40.net",,,,,,,
,geocoder.ls.hereapi.com,"34.253.26.80, 52.215.240.87, 52.214.183.45","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"geocoder.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-prd-forward.geocoder.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-fgc-prd-1673432715575-sentry",,,,
,geocoder.sit.api.here.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,geocoder.sit.ls.hereapi.com,"63.34.159.38, 34.240.56.53, 34.243.237.152","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,eu-west-1-cit-forward.geocoder.ls.hereapi.com,,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-fgc-cit-1679408932071-sentry",,,,
,gfe.api.here.com,"54.228.130.98, 52.214.187.45, 34.241.206.244","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"routematching.hereapi.com, routematching.hereapi.com.a1187.p01.hereglb.com, fleet.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fta-gateway-prd-2281bae9-e84b-11ea-a735-3ebe1f72fbcd-sentry",,,,
,gfe.cit.api.here.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"routematching.hereapi.com, routematching.hereapi.com.a1187.p01.hereglb.com, fleet.api-gateway.ls.hereapi.com",,,,,,,,
,gis.geocoder.bulk.api.here.com,,"ns-1858.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-536.awsdns-03.net, ns-1188.awsdns-20.org, ns-1858.awsdns-40.co.uk, ns-211.awsdns-26.com",,,,,,,
,gisbatch.geocoder.bulk.api.here.com,,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,gns-it.here.com,54.144.128.85,,NOERROR,,,,,,,,,,
,gnss.cit.hereapi.com,"52.31.227.201, 34.255.127.165, 46.137.182.45","ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,"gnss.cit.hereapi.com.a2251.p01.hereglb.com, eu-west-1.a.here-pos-gnss-cit.assistance.borg-p.nw.ops.here.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-pos-gnss-cit/a-assistance-data-service",,,,
,gnss.hereapi.com,"54.229.229.6, 34.252.249.184, 52.19.249.227","ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,"gnss.hereapi.com.a2251.p01.hereglb.com, eu-west-1.a.here-pos-gnss-prd.assistance.borg-p.nw.ops.here.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-pos-gnss-prd/a-assistance-data-service",,,,
,gnss.sit.hereapi.com,"52.51.97.71, 18.200.185.151, 54.170.60.240","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,"gnss.sit.hereapi.com.a2251.p01.hereglb.com, eu-west-1.a.here-pos-gnss-sit.assistance.borg-rd.nw.ops.here.com",,,,,,,,
,graf.eventbroker.api.here.com,"54.73.212.250, 52.211.39.197","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,grafana.metrics.borg-int-az-westus2.rd.dpaz.data.here.com,40.64.99.29,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
,grafana.metrics.borg-prd-az-northeurope.p.dpaz.data.here.com,20.54.32.182,,NOERROR,,,,True,azure,,,,,
,grafana.metrics.borg-prd-az-seasia.p.dpaz.data.here.com,20.198.160.165,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
,grafana.metrics.borg-prd-az-westus2.p.dpaz.data.here.com,52.250.45.36,,NOERROR,,,,True,azure,,,,,
,hls-osb.api-gateway.sit.ls.hereapi.com,,,NOERROR,,,"ns-103.awsdns-12.com, ns-1342.awsdns-39.org, ns-1739.awsdns-25.co.uk, ns-849.awsdns-42.net",,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/his-config-dev-4a892da5-7b56-11eb-9dfd-fa6e6e1840e7-sentry",,,,
,horizon.ext.here.com,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,,,,,,,,,
,identity.api.platform.sit.here.com,,"ns-1207.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,korea-api.splunk.ext.here.com,,"ns-901.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,kpid.ext.here.com,,"ns-1325.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,landrovershop.here.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"www7-live.navigation.com, ecom710-prd-live-alb-821599374.us-east-1.elb.amazonaws.com",,,,,,,,
,largescalematrix.router.hereapi.com,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"matrix.router.hereapi.com, matrix.router.hereapi.com.a2026.p01.hereglb.com, aws-eu-west-1.matrix.router.hereapi.com, eu-west-1.matrix-router.api-gateway.ls.hereapi.com",,,,,,,,
,largescalematrix.router.sit.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,"matrix.router.sit.hereapi.com, eu-west-1.matrix-router.api-gateway.sit.ls.hereapi.com",,,,,,,,
,lastmile.here.com,,,NOERROR,,,"ns-1341.awsdns-39.org, ns-1796.awsdns-32.co.uk, ns-33.awsdns-04.com, ns-975.awsdns-57.net",True,cloudfront,,,,"mailto:report-abuse@globalsign.com, amazon.com, amazonaws.com, amazontrust.com, awstrust.com, globalsign.com",
,lastmile.pit.here.com,,"ns-1937.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
,lastmile.sit.hereapi.com,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,lm-api-sit.api-gateway.sit.ls.hereapi.com,,,,,,,,
,lcast.iccp.api.here.com,,"ns-501.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,lcjira.it.here.com,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,lcjira-ams.it.here.com,,,,,,,,
,learning.here.com,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",NOERROR,,,,,,,,,,
