new,host,a,soa,status_code,cdn,cdn-name,cname,ns,mx,txt,aaaa,has_internal_ips,internal_ips,caa
[x],mkem.expediagroup.com,52.184.251.130,"ns1.marketo.com, ops.localhost",NOERROR,True,azure,mkto-ab220165.com,"ns2.mktdns.com, ns3.marketo.co.uk, ns1.marketo.com",,v=spf1 -all,,,,
[x],mob.expedia.com,2.23.196.191,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"mob.expedia.com.edgekey.net, e6548.x.akamaiedge.net",,,,,,,
[x],mobile.homeaway.com,"2.23.209.154, 2.23.209.192","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],mobile.mrjet.se,,,NOERROR,,,origin-www.mrjet.se,,,,,,,
[x],mobile.orbitz.com,,,NOERROR,,,origin-www.orbitz.com,"gslb1.orbitz.com, gslb2.orbitz.com",,,,,,
[x],mobile.travelocity.ca,63.241.219.193,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mobile.vrbo.com,"104.126.116.83, 104.126.116.51","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"vrbo.com.edgekey.net, e15972.x.akamaiedge.net",,,,,,,
[x],mobile.wotif.com,202.125.108.11,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,google-site-verification=VwZlZ5lAXLJI-K5mEmbrDp64NJ7BakeJ0UD_-jlwLbg,,,,
[x],mobiletraveltracker.hotels.com,198.1.82.96,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mojito-dpe.travelocity.com,151.193.181.101,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mojito-dpr.cert.travelocity.com,151.193.181.100,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mojito.cert.travelocity.com,151.193.181.98,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mojito.travelocity.com,151.193.181.99,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],molecule.expedia.com,"34.196.143.206, 52.73.161.44","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"molecule.prod.expedia.com, molecule-web.us-east-1.prod.expedia.com, molecule-web-p-2dxwn2swk7d-20c4-782749187.us-east-1.elb.amazonaws.com",,,,,,,
[x],monitoring.cdc.prod.travelocity.com,151.193.49.67,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],monitoring.travelocity.com,10.206.12.33,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,mx.expecnlab.com,,,True,10.206.12.33,
[x],movableink.hotwire.com,"143.204.215.49, 143.204.215.113, 143.204.215.52, 143.204.215.106","ns-1122.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d22o7czvhza6io.cloudfront.net,"ns-1122.awsdns-12.org, ns-1960.awsdns-53.co.uk, ns-285.awsdns-35.com, ns-598.awsdns-10.net",,,,,,
[x],mp.ns.expedia.net.ar.expedia.com,65.212.175.186,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mpls.newtrade.expedia.com,216.251.113.35,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mptokench.expedia.com,216.251.122.201,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mptokenph.expedia.com,173.209.81.191,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mr01.carrentals.com,,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mrjet.se,"23.67.142.46, 198.51.44.9, 198.51.45.9, 198.51.44.73, 198.51.45.73, 204.74.108.1, 204.74.109.1, 199.7.68.1, 199.7.69.1","pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,"pdns1.ultradns.net, pdns3.ultradns.org, pdns5.ultradns.info, dns1.p09.nsone.net, dns2.p09.nsone.net, pdns6.ultradns.co.uk, dns3.p09.nsone.net, pdns2.ultradns.net, dns4.p09.nsone.net, pdns4.ultradns.org","mx1b.expedia.com, mailcorp.expedia.com, mx1a.expedia.com","google-site-verification=NJbYHWuOUM9HhUnn5TltaK6stkf7-gVzACikofRyRYg, k9skjkryk3gjzc3zwl02s4nxqrdvhsn3, MS=ms80540934, mucanqo1hv3rteab95tcc2622b, facebook-domain-verification=xb511ezlv1hyhwqiyzanrn82w8u5x0, v=spf1 include:_spf.expedia.com include:spf.protection.outlook.com include:rnmk.com include:mail.zendesk.com -all","2620:4d:4000:6259:7:9:0:1, 2a00:edc0:6259:7:9::2, 2620:4d:4000:6259:7:9:0:3, 2a00:edc0:6259:7:9::4, 2001:502:f3ff::1, 2610:a1:1014::1, 2610:a1:1015::1, 2001:502:4612::1",,,
[x],mrtg.abritel.fr,212.43.223.61,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],ms.hotels.com,104.102.35.226,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2a02:26f0:480:695::277d, 2a02:26f0:480:687::277d",,,
[x],ms.service.hotels.com,"44.231.225.87, 35.82.156.173","ns-50.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,redirect.expecsp.com,,"smtp.expedia.com, mx.expedia.com",,,,,
[x],mservices.travelocity.com,63.241.219.189,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mslps.expedia.com,2.17.186.183,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"mslps.expedia.com.edgekey.net, e3024.x.akamaiedge.net",,,,,,,
[x],msntravel.expedia.com,204.74.99.100,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],msoid.mrjet.se,"40.126.32.132, 40.126.32.135, 40.126.32.139, 40.126.32.67, 40.126.32.137, 40.126.32.69, 20.190.160.13, 20.190.160.12","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",,,,,,,
[x],msoid.orbitz.com,"40.126.31.71, 20.190.159.2, 40.126.31.69, 20.190.159.68, 20.190.159.0, 20.190.159.71, 20.190.159.75, 40.126.31.73","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",,,,,,,
[x],msoid.stayz.com.au,,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net",,,,,,,
[x],mta-104.mailaway.homeaway.com,142.0.163.104,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta-194.mailaway.homeaway.com,142.0.162.194,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,mx.haspf.com,v=spf1 a -all,,,,
[x],mta-196.mailaway.homeaway.com,142.0.162.196,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,mx.haspf.com,,,,,
[x],mta-197.mailaway.homeaway.com,142.0.162.197,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,mx.haspf.com,v=spf1 a -all,,,,
[x],mta-198.mailaway.homeaway.com,,,NOERROR,,,,,,v=spf1 a -all,,,,
[x],mta-199.mailaway.homeaway.com,142.0.162.199,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,mx.haspf.com,v=spf1 a -all,,,,
[x],mta-200.mailaway.homeaway.com,142.0.162.200,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,mx.haspf.com,v=spf1 a -all,,,,
[x],mta-201.mailaway.homeaway.com,142.0.162.201,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,mx.haspf.com,v=spf1 a -all,,,,
[x],mta-202.mailaway.homeaway.com,142.0.162.202,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,mx.haspf.com,v=spf1 a -all,,,,
[x],mta-204.mailaway.homeaway.com,142.0.162.204,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk, dns1.p09.nsone.net, dns4.p09.nsone.net, dns3.p09.nsone.net, dns2.p09.nsone.net",mx.haspf.com,v=spf1 a -all,,,,
[x],mta-205.mailaway.homeaway.com,142.0.162.205,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,v=spf1 a -all,,,,
[x],mta.conf.travelocity.com,66.231.89.5,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.e.travelocity.ca,68.232.203.242,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"pdns1.ultradns.net, pdns6.ultradns.co.uk, pdns3.ultradns.org, pdns2.ultradns.net, pdns4.ultradns.org, pdns5.ultradns.info, dns3.p09.nsone.net, dns1.p09.nsone.net, dns2.p09.nsone.net, dns4.p09.nsone.net",,,,,,
[x],mta.e.travelocity.com,68.232.200.8,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"dns2.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk",,,,,,
[x],mta.eg.carrentals.com,13.110.210.76,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta.eg.cheaptickets.com,13.110.210.69,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns5.ultradns.info, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, dns1.p09.nsone.net, dns4.p09.nsone.net, dns3.p09.nsone.net, dns2.p09.nsone.net",,,,,,
[x],mta.eg.ebookers.com,13.110.210.73,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta.eg.expedia.com,13.110.210.66,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta.eg.expediagroup.com,13.110.210.65,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta.eg.mrjet.se,13.110.210.75,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta.eg.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta.eg.vrbo.com,13.110.210.68,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta.eg.wotif.com,13.110.210.71,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,"dns4.p09.nsone.net, dns3.p09.nsone.net, dns2.p09.nsone.net, dns1.p09.nsone.net, pdns6.ultradns.co.uk, UDNS2.ULTRADNS.net, UDNS1.ULTRADNS.net, pdns1.ULTRADNS.net, pdns4.ultradns.org, pdns5.ultradns.info, pdns2.ULTRADNS.net, pdns3.ultradns.org",,,,,,
[x],mta.email.hoteles.com,66.231.84.88,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.email.hotels.com,66.231.82.111,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.et.cheaptickets.com,136.147.180.28,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.et.orbitz.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.hotel.orbitz.com,136.147.183.27,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.lxpc.expedia.com,13.111.113.249,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta.mail.hoteis.com,66.231.88.185,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns2.exacttarget.com, ns3.exacttarget.com, ns1.exacttarget.com",,,,,,
[x],mta.mail.hotels.com,66.231.92.96,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta01.conversations.homeaway.com,199.247.90.198,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta0102-94.m.carrentals.com,,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta0103-158.m.carrentals.com,135.84.216.158,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta0104-222.m.carrentals.com,135.84.216.222,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta0201-30.m.carrentals.com,135.84.217.30,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1189.awsdns-20.org, ns-2029.awsdns-61.co.uk, ns-325.awsdns-40.com, ns-581.awsdns-08.net",,,,,,
[x],mta0202-94.m.carrentals.com,135.84.217.94,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta0204-222.m.carrentals.com,135.84.217.222,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta0301-70.email.homeaway.com,52.200.59.70,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mta0301-74.email.homeaway.com,52.200.59.74,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mta0301-82.email.homeaway.com,52.200.59.82,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta0302-71.email.homeaway.com,52.200.59.71,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta0302-75.email.homeaway.com,52.200.59.75,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mta0302-79.email.homeaway.com,52.200.59.79,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta0302-83.email.homeaway.com,52.200.59.83,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta0303-72.email.homeaway.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta0303-76.email.homeaway.com,52.200.59.76,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta0303-80.email.homeaway.com,52.200.59.80,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta0304-73.email.homeaway.com,52.200.59.73,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta0304-77.email.homeaway.com,52.200.59.77,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta0304-81.email.homeaway.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta1-54.mg.travelocity.com,216.98.158.54,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mta1-55.mg.travelocity.com,216.98.158.55,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta10.eg.expedia.com,13.110.210.85,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta11.eg.expedia.com,13.110.210.86,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mta14.eg.expedia.com,13.110.210.89,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta15.eg.expedia.com,13.110.210.90,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"pdns6.ultradns.co.uk, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net",,,,,,
[x],mta17.eg.expedia.com,13.110.210.92,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta18.eg.expedia.com,13.110.210.93,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta1amz.mail.hotels.com,50.18.125.97,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2-54.mg.travelocity.com,66.240.227.54,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta2-55.mg.travelocity.com,66.240.227.55,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta2.care.orbitz.com,136.147.183.97,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2.eg.expedia.com,13.110.210.77,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta2.eg.hotels.com,13.110.210.94,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mta2.email.hotels.com,66.231.84.80,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2.et.cheaptickets.com,136.147.178.179,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2.et.orbitz.com,136.147.178.178,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2.hotel.orbitz.com,136.147.183.91,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2.mail.hotels.com,66.231.92.97,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta2.n.ebookers.com,136.147.183.90,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns4.exacttarget.com, ns1.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com",,,,,,
[x],mta2amz.mail.hotels.com,50.18.121.236,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta3-54.mg.travelocity.com,63.143.57.182,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta3-55.mg.travelocity.com,63.143.57.183,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"dns2.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk",,,,,,
[x],mta3.e.travelocity.com,68.232.200.197,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta3.eg.expedia.com,13.110.210.78,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta3.et.cheaptickets.com,136.147.178.208,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta3.et.orbitz.com,136.147.178.203,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta3.mail.hotels.com,66.231.92.98,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta3amz.mail.hotels.com,50.18.123.221,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta4-54.mg.travelocity.com,74.63.212.54,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta4.email.hotels.com,66.231.93.76,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta4.et.cheaptickets.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta4.et.orbitz.com,136.147.178.204,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta4.mail.hotels.com,66.231.93.185,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta4amz.mail.hotels.com,50.18.125.237,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta5.eg.expedia.com,13.110.210.80,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta5.email.hotels.com,66.231.93.122,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta5.et.orbitz.com,136.147.178.205,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta5.mail.hotels.com,66.231.93.186,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta6.e.travelocity.com,68.232.200.200,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mta6.eg.expedia.com,13.110.210.81,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta6.et.orbitz.com,136.147.178.206,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns3.exacttarget.com, ns2.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com",,,,,,
[x],mta6amz.mail.hotels.com,50.18.121.248,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta7.eg.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mta7.mail.hotels.com,68.232.197.203,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns3.exacttarget.com, ns2.exacttarget.com, ns1.exacttarget.com",,,,,,
[x],mta7amz.mail.hotels.com,50.18.45.249,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta8amz.mail.hotels.com,50.18.124.70,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],mta9.eg.expedia.com,13.110.210.84,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mtx.lastminute.com.au,"63.140.62.164, 63.140.62.135, 63.140.62.160","ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,lastminute.com.au.d1.sc.omtrdc.net,,,,,,,
[x],mx.travelocity.com,151.193.220.18,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,mx.expecnlab.com,,,,,
[x],mx.wotif.com,202.83.75.226,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],mx1.lastminute.com.au,49.128.1.195,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"pdns3.ultradns.org, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk",,,,,,
[x],mx1.wotif.com,49.128.1.195,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mx12.lastminute.com.au,202.125.108.196,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],mx13.lastminute.com.au,202.125.108.197,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mx1a.expedia.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,v=spf1 ip4:216.251.0.0/16 ip4:173.209.80.0/20 -all,,,,
[x],mx1b.expedia.com,216.251.112.223,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,v=spf1 ip4:216.251.0.0/16 ip4:173.209.80.0/20 -all,,,,
[x],mx2.lastminute.com.au,49.128.1.196,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],mx2.wotif.com,202.83.75.228,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,mx3.wotif.com,,,,,,,
[x],mx4.wotif.com,202.83.75.229,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],my.cheaptickets.com,,"infoblox1.bo3.e-dialog.com, info.e-dialog.com",NOERROR,,,my.cheaptickets.ed10.net,,mail-router.e-dialog.com,,,,,
[x],my.expediapartnersolutions.com,23.206.100.24,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"my.expediapartnersolutions.com.edgekey.net, e10927.x.akamaiedge.net",,,,,,,
[x],n.ebookers.com,136.147.129.27,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com",inbound-reply.s7.exacttarget.com,"spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all, google-site-verification=2d_JN6wHZGHuY-9zAiOSQ1tqsG_rr_7f433YltpHCxQ",,,,
