input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched
https://js.stripe.com,,404,243,AS16509,AMAZON-02,US,13.35.120.0/24,,js.stripe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-08-05T23:59:59Z,"CN=a.stripecdn.com, O=Stripe\, Inc, L=San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",a.stripecdn.com,"Stripe, Inc",edge-invoice.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,7a7b4fb8a891721cb0d0f58df07c0b93,467cc8ee0a9623374649b9a4473f0312885b8e9617a9b81fb1f04b61da6db08a,,ctls,js.stripe.com,cloudfront,443,https://js.stripe.com:443,https,Cloudfront,application/xml,GET,13.35.93.22,/,157908330,,13.35.93.9,Amazon Web Services,2,False,True,
https://platform.twitter.com,,403,243,AS54113,FASTLY,US,146.75.112.0/21,,platform.twitter.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-21T00:00:00Z,2023-08-21T23:59:59Z,"CN=platform.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",platform.twitter.com,"Twitter, Inc.",platform.twitter.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da67a469352c57a80b811a89625ecb02,9372b423d05e91d54baf0ed21badd1e94fda197e6121dca0367fdae72bf29729,,ctls,platform.twitter.com,fastly,443,https://platform.twitter.com:443,https,,application/xml,GET,146.75.116.157,/,-167582502,,2606:2800:234:59:254c:406:2366:268c,,2,False,True,
https://rebound.postmarkapp.com,Rebound for Postmark - Notify your customers about bounced emails,200,44091,AS14618,AMAZON-AES,US,54.236.0.0/15,*.youtube.com,postmarkapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-04T00:00:00Z,2023-09-04T23:59:59Z,CN=*.postmarkapp.com,*.postmarkapp.com,,www.postmarkapp.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,722ae6203a7642cb2a4a5af984da8531,a534e9d44722bab1a6ca9fa657bb79a9160e5d7ca378ed9eb4391fb4cd6a333e,True,ctls,postmarkapp.com,,443,https://rebound.postmarkapp.com:443,https,,text/html,GET,54.235.183.54,/,-1942994092,https://postmarkapp.com/rebound,44.195.217.176,Varnish,1095,False,,
https://www.flickr.com,Find your inspiration. | Flickr,200,333787,AS16509,AMAZON-02,US,143.204.216.0/24,https://shb.richaudience.com,www.flickr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=flickr.com,flickr.com,,flic.kr,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1efb5f0297bec7233c748f031024e7c,380728ef8096e6adea277949e77d1492b3db43745c57a3bd95461a61648ce256,True,ctls,www.flickr.com,cloudfront,443,https://www.flickr.com:443,https,,text/html,GET,143.204.209.183,/,-1366882441,,2600:9000:214f:3e00:1b:3d3c:224a:1261,Amazon Web Services,961,False,True,
https://www.youtube.com,YouTube,200,762231,AS15169,GOOGLE,US,142.250.0.0/15,,www.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,www.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.185.142,/,1179099333,,2a00:1450:4001:803::200e,HTTP/3,24,False,,True
irccloud.com,IRCCloud,200,17509,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,https://fonts.gstatic.com,www.irccloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=irccloud.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",irccloud.com,"Cloudflare, Inc.",irccloud.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bf694a0ecaf90d2b2922223dc3ec1a29,aa95d4fd8cee7fe100dcbf1df1d376b8b1cf90e65fe85bccc0c6c772433bc433,True,ctls,www.irccloud.com,cloudflare,443,https://irccloud.com:443,https,cloudflare,text/html,GET,104.20.62.113,/,945553112,https://www.irccloud.com/,2606:4700:10::ac43:1242,HSTS,403,False,True,
ns1.irccloud.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.36.0/24,,ns1.irccloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=irccloud.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",irccloud.com,"Cloudflare, Inc.",irccloud.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bf694a0ecaf90d2b2922223dc3ec1a29,aa95d4fd8cee7fe100dcbf1df1d376b8b1cf90e65fe85bccc0c6c772433bc433,True,ctls,ns1.irccloud.com,cloudflare,443,https://ns1.irccloud.com:443,https,cloudflare,text/plain,GET,162.159.8.75,/,1310216689,,2400:cb00:2049:1::a29f:84b,Cloudflare,1,False,True,
ns2.irccloud.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.36.0/24,,ns2.irccloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=irccloud.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",irccloud.com,"Cloudflare, Inc.",irccloud.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bf694a0ecaf90d2b2922223dc3ec1a29,aa95d4fd8cee7fe100dcbf1df1d376b8b1cf90e65fe85bccc0c6c772433bc433,True,ctls,ns2.irccloud.com,cloudflare,443,https://ns2.irccloud.com:443,https,cloudflare,text/plain,GET,162.159.9.222,/,1310216689,,2400:cb00:2049:1::a29f:9de,Cloudflare,1,False,True,
static.irccloud-cdn.com,404 Page not found | IRCCloud,404,6450,AS16509,AMAZON-02,US,18.66.116.0/23,https://www.youtube.com,static.irccloud-cdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-08-08T23:59:59Z,CN=*.irccloud-cdn.com,*.irccloud-cdn.com,,*.irccloud-cdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6bd309104c072a2b9b64ccbca73b559a,f05d03337fb1ace74b1b76a4ea30e6f9466324d1155b6bb2c49650ae03f61ef6,True,ctls,static.irccloud-cdn.com,cloudfront,443,https://static.irccloud-cdn.com:443,https,cloudflare,text/html,GET,18.66.112.20,/,945553112,,2600:9000:223f:ae00:4:7432:7800:93a1,HSTS,183,False,True,
team-irc.irccloud.com,IRCCloud,200,17509,AS16509,AMAZON-02,US,54.184.0.0/13,https://irccloud.report-uri.com/r/d/csp/reportOnly,www.irccloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=irccloud.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",irccloud.com,"Cloudflare, Inc.",irccloud.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bf694a0ecaf90d2b2922223dc3ec1a29,aa95d4fd8cee7fe100dcbf1df1d376b8b1cf90e65fe85bccc0c6c772433bc433,True,ctls,www.irccloud.com,,80,http://team-irc.irccloud.com:80,http,cloudflare,text/html,GET,54.188.75.142,/,-2103878030,https://www.irccloud.com/,2600:1f14:c23:a801:a670:6b3b:57e2:aae1,HSTS,403,False,,
usercontent-test.irccloud.com,,404,9,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,usercontent-test.irccloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T17:44:22Z,2023-07-09T17:44:21Z,CN=usercontent-test.irccloud.com,usercontent-test.irccloud.com,,usercontent-test.irccloud.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,adf17ae83a6a91ff4ddbb3bb8fab2c70,bca353562a86285115a8a4dba1e73b867d61459d77890e07553f73182c63775c,,ctls,usercontent-test.irccloud.com,cloudflare,443,https://usercontent-test.irccloud.com:443,https,cloudflare,text/plain,GET,104.20.62.113,/,1257725933,,2606:4700:10::6814:3e71,Cloudflare,1,False,True,
