new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,txt,mx,caa
[x],api.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1011.awsdns-62.net, ns-1219.awsdns-24.org, ns-1846.awsdns-38.co.uk, ns-59.awsdns-07.com",,,
[x],apiuat.paisly.jetblue.com,"104.18.38.125, 172.64.149.131","2606:4700:4400::ac40:9583, 2606:4700:4400::6812:267d",,"clay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"clay.ns.cloudflare.com, eva.ns.cloudflare.com",,,
[x],appaccess.gslb.jetblue.com,64.25.24.71,,,"gslbns3.jetblue.com, jetblue",NOERROR,,,,,,
[x],appaccess.jetblue.com,64.25.24.71,,appaccess.gslb.jetblue.com,"gslbns3.jetblue.com, jetblue",NOERROR,,,,,,
[x],apps.jetblue.com,64.25.24.126,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],aqd-test.jetblue.com,64.25.24.109,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],artifactory-devops.it.jetblue.com,34.107.183.18,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],artifactory.it.jetblue.com,34.120.185.17,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],aspectwfm-dr-x.jetblue.com,64.25.28.170,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],aspectwfm-lab-x.jetblue.com,64.25.24.168,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],aspectwfm-x.jetblue.com,64.25.24.170,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],autodiscover.jetblue.com,"52.97.200.184, 52.97.250.216, 52.97.250.200, 40.101.12.120, 52.97.176.40, 52.97.152.216, 52.98.232.56, 52.97.201.120","2603:1026:207:cd::8, 2603:1026:207::8, 2603:1026:c03:7078::8, 2603:1026:207:109::8, 2603:1026:207:163::8, 2603:1026:c03:707a::8, 2603:1026:207:a7::8, 2603:1026:c03:7068::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,
[x],ayuda.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],az-api-stg.jetblue.com,,,az-f5-ext-stg.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],az-api.jetblue.com,40.87.94.7,,az-f5-ext-prd.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],az-f5-ext-prd.jetblue.com,40.87.94.7,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],az-f5-ext-stg.jetblue.com,40.121.10.69,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],azrest.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],b62-int.jetblue.com,151.193.60.27,,b62-int-jetblue.sabresonicweb.com,"ctx-ib-ipam01.sabre.com, hostmaster.sabre.com",NOERROR,,,,,,
[x],backupblueconnect.jetblue.com,64.25.24.12,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],bccuatest.jetblue.com,64.25.28.12,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],bcss.jetblue.com,52.234.130.85,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],bcss1.jetblue.com,52.234.130.85,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],bcsspoc1.jetblue.com,168.62.59.183,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],bcssqa1.jetblue.com,168.62.59.183,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],bitbucket-devops.it.jetblue.com,35.237.177.117,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],bitbucket.it.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],blog.jetblue.com,"151.101.66.245, 151.101.130.245, 151.101.194.245, 151.101.2.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],blogs.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],blueconnect.jetblue.com,64.25.28.12,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],blueeye-stg.jetblue.com,40.121.10.69,,az-f5-ext-stg.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueeye.jetblue.com,40.87.94.7,,az-f5-ext-prd.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueeyesvc.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],bluelearning.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
[x],blueonboarding.jetblue.com,52.234.130.85,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueonboarding1.jetblue.com,52.234.130.85,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueonboardingdev1.jetblue.com,168.62.59.183,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueonboardingpoc1.jetblue.com,168.62.59.183,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueonboardingqa1.jetblue.com,168.62.59.183,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],blueresetregistration.jetblue.com,64.25.24.39,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],blueservicesstg.jetblue.com,64.25.24.12,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],bluesites.jetblue.com,64.25.24.123,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],book.jetblue.com,"151.101.2.245, 151.101.66.245, 151.101.130.245, 151.101.194.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],book.prd.cua.ctr.jetblue.com,64.25.24.27,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],book.prd.egw.ctr.jetblue.com,64.25.28.27,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],book.qa.egw.ctr.jetblue.com,64.25.28.32,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],booking.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],bookjetpack.jetblue.com,151.193.254.124,,jetblue-bookjetpack.sabresonicweb.com,"ctx-ib-ipam01.sabre.com, hostmaster.sabre.com",NOERROR,,,,,,
[x],bookqa.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],bookqa2.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],bpbarcode.jetblue.com,151.101.45.91,,n.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],bpd.jetblue.com,"151.101.2.245, 151.101.66.245, 151.101.130.245, 151.101.194.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],brandguide.jetblue.com,"99.86.91.60, 99.86.91.115, 99.86.91.122, 99.86.91.68",,jetbluebrandguide.mybrandfolder.com,"ns-648.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,
[x],brs-prod-primary.jetblue.com,64.25.24.60,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],brs-stg.jetblue.com,64.25.24.61,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],brs.jetblue.com,64.25.24.60,,brs-prod-primary.jetblue.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],canjear.getaways.jetblue.com,205.216.24.140,,esjetblue.convertlanguage.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],cass.jetblue.com,64.25.24.164,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],cert-groupbookings.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],change.jetblue.com,74.85.139.114,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 include:b6-spf.email15.net include:eentf.com,smtpin1.livemail.co.uk,
[x],checkin.jetblue.com,"151.101.2.245, 151.101.66.245, 151.101.130.245, 151.101.194.245",,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],cms1.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],cmsdam-dev.travelproducts.jetblue.com,35.190.44.163,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],cmsdam.travelproducts.jetblue.com,,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],cobrand.prd.egw.ctr.jetblue.com,64.25.28.59,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],coke.jetblue.com,64.45.60.145,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],companyblue.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
[x],confluence.it.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],content.jetblue.com,,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],crew.jetblue.com,209.235.229.109,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],cuahotspot.jetblue.com,64.25.24.179,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],cuasip1.jetblue.com,64.25.24.166,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],cuasiprelay.jetblue.com,64.25.24.167,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],cuatraxaerodata.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],culae.jetblue.com,"70.105.69.34, 70.105.69.37",,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],culfewebext.jetblue.com,70.105.69.32,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],culwacext.jetblue.com,70.105.69.33,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],culwc.jetblue.com,"70.105.69.35, 70.105.69.38",,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],dc-cert.jetblue.com,45.60.155.144,,"dc-cert.jetblue.com.sabre.net, 5j7vtj6.x.incapdns.net","ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,True,incapsula,,,,
[x],desktop.gslb.jetblue.com,64.25.24.72,,,"gslbns3.jetblue.com, jetblue",NOERROR,,,,,,
[x],desktop.jetblue.com,64.25.24.72,,desktop.gslb.jetblue.com,"gslbns3.jetblue.com, jetblue",NOERROR,,,,,,
[x],dev.travelproducts.jetblue.com,"104.17.50.89, 104.17.49.89, 108.162.192.114, 172.64.32.114, 173.245.58.114","2606:4700::6811:3159, 2606:4700::6811:3259, 2606:4700:50::adf5:3a72, 2803:f800:50::6ca2:c072, 2a06:98c1:50::ac40:2072",,"clay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"clay.ns.cloudflare.com, eva.ns.cloudflare.com",,,
[x],devops.b6.jetblue.com,35.237.177.117,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],dop-jenkins01.it.jetblue.com,35.201.99.235,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],dx-stage.jetblue.com,45.223.138.145,,ye98gsx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,
[x],dx.jetblue.com,45.223.144.145,,axydhrt.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,
[x],egwhotspot.jetblue.com,64.25.28.179,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],egwsip1.jetblue.com,64.25.28.166,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],egwsiprelay.jetblue.com,64.25.28.167,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],email.jetblue.com,199.7.201.100,,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,"ns1.responsys.net, ns2.responsys.net","v=spf1 ip4:199.7.200.0/21 ip4:12.130.135.0/24 ip4:207.135.2.0/23 -all, google-site-verification=hWQ_IheGl518Aq79eXU2vbN_vZKe0C3HrhuSFF4x5ts",imh.rsys5.net,
[x],enterpriseenrollment.jetblue.com,20.91.147.72,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,
[x],enterpriseregistration.jetblue.com,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,
[x],etbtest.it.jetblue.com,1.1.1.1,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,
[x],eu-east-1.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],experience.jetblue.com,151.101.178.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],extranet.jetblue.com,64.50.124.108,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],fe.travelproducts.jetblue.com,172.253.122.121,2607:f8b0:4004:c09::79,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,
[x],fly.b6.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],fonts.jetblue.com,146.75.118.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],foundations.jetblue.com,52.226.230.63,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,azure,,,,
[x],fs.jetblue.com,,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],fsnonprod.jetblue.com,64.25.24.138,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],gcp-nonprod-jenkins01.it.jetblue.com,34.120.142.119,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],gcp-prod-jenkins01.it.jetblue.com,34.117.56.134,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],getaways.jetblue.com,"151.101.2.245, 151.101.66.245, 151.101.130.245, 151.101.194.245",,"www.jetblue.com, jetblue.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],gladly-jenkins01.it.jetblue.com,1.1.1.1,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,
[x],grafana-devops.it.jetblue.com,35.231.227.226,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],grafana.it.jetblue.com,35.237.110.194,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],ground.jetblue.com,68.232.35.105,,"s6.ct.cartrawler.com, cs1185.wac.sigmacdn.net","ns1.sigmacdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],groups.jetblue.com,44.236.24.46,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 a mx ip4:44.236.24.46 -all,groups.jetblue.com,
[x],gslbns1.jetblue.com,64.25.24.73,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],gslbns2.jetblue.com,64.25.28.72,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],hola-book.jetblue.com,151.101.246.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],hola-trueblue.jetblue.com,146.20.232.212,,esjetblue.convertlanguage.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],hola-truebluetest.jetblue.com,146.20.232.212,,esjetblue.convertlanguage.com,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],hola.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
[x],hotels.jetblue.com,2.23.196.5,,"hotels.jetblue.com.edgekey.net, e19.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],hpdm.jetblue.com,64.25.24.77,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],ibmrest.prd.cua.ctr.jetblue.com,64.25.24.54,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],ibmrest.qa.egw.ctr.jetblue.com,64.25.28.52,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],image.reimbursements.jetblue.com,54.161.127.124,,"recipient-web-prd.tigrisservice.com, web-recipientportal-prd-digitalpay.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],info.jetblue.com,12.130.135.210,,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,"ns1.responsys.net, ns2.responsys.net",,imh.rsys2.net,
[x],interstitialsprd.travelproducts.jetblue.com,35.227.228.152,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],investor.jetblue.com,"162.159.129.11, 162.159.130.11","2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b","jetblue2022ir-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],irisimagegenprd.travelproducts.jetblue.com,34.98.119.77,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],jbapix-glb.jetblue.com,"64.25.28.20, 64.25.24.20",,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jbconnect.jetblue.com,208.127.228.251,,jbconnectjetblue.gpcloudservice.com,"ns-1840.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1192.awsdns-21.org, ns-184.awsdns-23.com, ns-1840.awsdns-38.co.uk, ns-541.awsdns-03.net",GPaaS-FQDN-for-customer-verizonascglobalcommercial-31306444,,
[x],jbcuaawlmpcc01.jetblue.com,64.25.24.167,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jbrest.jetblue.com,146.75.122.245,,jetblue.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,
[x],jbsftp.jetblue.com,64.25.24.78,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jetblue.com,199.232.38.245,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,"dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net, ns01.jetbluedns.com, ns02.jetbluedns.com, ns03.jetbluedns.com, ns04.jetbluedns.com","MS=ms35944686, MS=ms84486056, tTbZKk8zyixpOCJBxyO6gyOOACVRUtCEL15besVWCh141KuTovHQvFzK7KLtnSFNgWC+4enLf2nTLvbz+Cxdmg==, v=spf1 exists:%{i}._i.%{d}._d.espf.agari.com include:%{d}.e3.spf-protect.agari.com include:servers.mcsv.net include:spf6.jetblue.com -all, citrix.mobile.ads.otp=eyang3kuc710xt2wko40r2vg, google-site-verification=LfAOCCN1Wh-UYSUX53wX1IC8IOMDByBzM8NIfF7fAHY, google-site-verification=U3lFyYXI7z7IDqB3yCwDXHvUTbBFZhZ3w74J1R-mCj8, google-site-verification=CTdix66ACoJS5PO2j6x388VRcEqdB-ZV1rbWKSKp0ZE, _globalsign-domain-verification=VPemhDee0EKRXi0IPzeSUrn849jHevrjIaTeDYOTZ4, apple-domain-verification=wccSN5Ce5ro3FLEv, atlassian-domain-verification=iup5C4bb2YQC58WxIgfs9WC2YvCppYaOO4OAVI9q9rjCXn8YiHoVYEeNckYz0GU1, airtable-verification=fe12edb25a33c12cfe81050dd8473dac",jetblue-com.mail.protection.outlook.com,
[x],jfkhotspot02.jetblue.com,1.1.1.1,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jfkhotspot03.jetblue.com,1.1.1.1,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jfkhotspot04.jetblue.com,1.1.1.1,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jfkhotspot06.jetblue.com,1.1.1.1,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],jira-cybersecurity.it.jetblue.com,34.120.11.144,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
[x],jira-devops.it.jetblue.com,1.1.1.1,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,
[x],jira.it.jetblue.com,34.149.174.87,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,
