new,host,a,soa,status_code,cname,ns,aaaa,mx,txt,caa
,1576eb1106a5.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,15f20ea3511b.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,1600618f6fff.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,162.58.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,162b922f942e.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,163.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,1767048628a6.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,19686bb05254.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,1ac5375361f9.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,2010.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,203446611933.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,2086a77dcd8a.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,221dcb7ca68a.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,225626eebf76.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,239611f4036f.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,23b398a3acac.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,23c8d5afaecc.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,23f18d7cdb9d.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,241181a73519.rest.akismet.com,"195.234.111.252, 195.234.111.251, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,255338435d9e.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,266api.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,2aefcf70ddd7.rest.akismet.com,"192.0.96.247, 192.0.96.248, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,2b077212f6de.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,2d132735e10c.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,2fblog.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,2fc3a3c75d4f.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,2www.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,30ad81b6a4f1.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,30ad81b6a4f1.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,3282fd530b7c.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,3289e59c8560.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,33c32ffc373e.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,33c7c8fc672d.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,350508fe88dc.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,3517943becbc3.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,367f5bd1d3a1.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,376ec34cd7ce.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,383a6db02fc2.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,39b7c30c812c.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,3b99247af919.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,3bbc803fee18.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,3c8d5afaecc.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,3c8d7afaecc.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,3f42e9e1a01e.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,3g.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,3www.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,40b74c916fc1.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,452b1eb99d71.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,4923807531a7.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,493aee05559d.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,4bdf145b8f9f.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,4dbd3d087344.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,4fc8b1231b5b.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,4ff36fc95712.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,517941becbc.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,53751.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,538a5085f337.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,53c8d1afaecc.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,54256229f4a2.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,54d778705f3d.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,5517940becbc.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,5517943becbc.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,5517943becbc5-1.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,5517943becbc5.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,58.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,59024.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,59904.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,5a83412b444b.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,5c.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,5c71f44f0c7b.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,5cfd071c4231.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,60minutes.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6148a3949820.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,63c8d0afaecc.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,64418b77167b.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,656d32a73471.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,65cf541c45bd.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,681445b9a621.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,69f60ec4c7a6.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6a7c44609ef2.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6b3efc51e2fc.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6bdbaba30cc3.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6dc160725e6e.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,6e8d2f8faa83.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,708088a1e98f.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,72bb8ac42137.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,748e72026af3.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,74a125781f8f.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,755889bdca39.rest.akismet.com,"195.234.111.252, 195.234.111.251, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,76095d355fd9.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,7aefcf70ddd2-0.rest.akismet.com,"192.0.96.247, 192.0.96.248, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,7b3e77a9a1cd.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,7bee153cbc39.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,7c02fbeeceaf.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,7e5c90a1b762.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,7tianzaixianyule.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,80cea32be1f6.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,80e9452f5962.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,810233e331bd.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,8154895456b1.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,8184b40c7a39.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,832e86abf10a.rest.akismet.com,"195.234.111.251, 195.234.111.252, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,844dee2b560f.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,854f02dde25f.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,86a9f2219949.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,87aaeb0371cd.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,8ff6753b3dd5.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,9012f327326e.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,91402b4431ae.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,93m6ntidtvk2yfr0.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,9699938330c4.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,977a7630c395.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,983aa64fc71c.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,9aefcf70ddd2-1.rest.akismet.com,"192.0.96.247, 192.0.96.248, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,9aefcf70ddd2-10.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,9aefcf70ddd2.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,9aefcf70ddd208088a1e98f.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,9c616a464056.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,9c8d5afaecc.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,9fdc94cad576.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,9ffcc13953e2.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a13b158dd93b.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a15e549e6009.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a2c36f0eaef5.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a3777042c93d.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a43c1a95eee8.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,a47b72e25cc0.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a590c03f7c77.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,a67c3ae8c582.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,a91.sat.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ab6edf55c3b7.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ab7rew56eg9f.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,aba2e1c0aa1b.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,abcde12345.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,abcnews.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ac360.blogs.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,acb181ab0b80.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,accessedge-test.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,account-prod-2.mailpoet.com,172.104.144.87,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,stripe-verification=72dc1ee9839804afef989f70d730f098d8635083c26901877198a6b8f2ec11d6,
,account.mailpoet.com,172.104.144.87,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,account-prod-2.mailpoet.com,,,,stripe-verification=72dc1ee9839804afef989f70d730f098d8635083c26901877198a6b8f2ec11d6,
,activities.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,adblockplus.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
