input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_
compliance.bitfinex.com,Sign in ・ Cloudflare Access,200,31160,ifinex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ifinex.cloudflareaccess.com,cloudflare,443,https://compliance.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,461111077,104.17.18.84,HSTS,87,False,True,https://ifinex.cloudflareaccess.com/cdn-cgi/access/login/compliance.bitfinex.com?kid=c2f8e92af45a0af48d599db8ae7144c07bc3a115a64a945b64ad2c4518e0aeec&redirect_url=%2F&meta=eyJraWQiOiJjOWFjMDZjMzk3YzdkNjVkMzhhZDNiZTQ0YTY0OGE4ODgwNWJlYjdhZjNjZGQ2NzdkYjBiZGNmN2VjMWE3MjBlIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MjEwMCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImMyZjhlOTJhZjQ1YTBhZjQ4ZDU5OWRiOGFlNzE0NGMwN2JjM2ExMTVhNjRhOTQ1YjY0YWQyYzQ1MThlMGFlZWMiLCJob3N0bmFtZSI6ImNvbXBsaWFuY2UuYml0ZmluZXguY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6ImJmYzZlMzE0Nzg5OWQxMTcyZjFlNTkwYTUxZjViYzBlZjdmMzI1MTJmOWRiY2U2YzVmZTdjNzFjMmZkZGE4NjAiLCJuYmYiOjE2ODM4NDIxMDAsImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.fmSkh-KxBcPlv79RrIwIBocQb8h39IeQE5hz_RoRxAgZbEaOUzaxNTvWYrlnkvJXQcTkG2fPGSkFXD77FPw3lcSTjLEcYM-EbYV9sefzngLFMI_AHy3heohBJzx5EVvStUCFBVyzSnXeUUSRfcctvXv68cjAXBAY2prJiRuk0z3O_QjU8_L2NXPBp8CAoK6I_XOJkGTCqt0I6LdoyFVRP8RQixjREagdZpcg1PulRNLJ4KVba_i-V6DqqnUjKfF4PxuMd-tBjgNrFPPqN9JTDsZYIwvDRujPVj5ejEUXXGMmeOhJHcwUApLoN4ohsBAXj_Qh0lwGTfnnfG5pnVziug,https:
compliance.developers.bitfinex.com,Sign in ・ Cloudflare Access,200,31211,ifinex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ifinex.cloudflareaccess.com,cloudflare,443,https://compliance.developers.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,-1544513094,104.17.17.84,HSTS,87,False,True,https://ifinex.cloudflareaccess.com/cdn-cgi/access/login/compliance.developers.bitfinex.com?kid=9e4780d3f0e81d0067fcb9790c1eacc1e88c8230b9ec40af8f05c9ad0ac1bf9b&redirect_url=%2F&meta=eyJraWQiOiJjOWFjMDZjMzk3YzdkNjVkMzhhZDNiZTQ0YTY0OGE4ODgwNWJlYjdhZjNjZGQ2NzdkYjBiZGNmN2VjMWE3MjBlIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MjEwMCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjllNDc4MGQzZjBlODFkMDA2N2ZjYjk3OTBjMWVhY2MxZTg4YzgyMzBiOWVjNDBhZjhmMDVjOWFkMGFjMWJmOWIiLCJob3N0bmFtZSI6ImNvbXBsaWFuY2UuZGV2ZWxvcGVycy5iaXRmaW5leC5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiZGJkMDBiZTI0OGY5ZWM1MjdmYjc5NDE2MzM2MWUwZGQxYjRlM2VlMDc1MTcyZGMyNDUxNjcyMzJlMzkzYTQ5ZiIsIm5iZiI6MTY4Mzg0MjEwMCwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.Gv-2pcbOGeX8QqNhyJ3He1UtoAc19RteEM-bnWu6zJLs-qDZISu9RyHWRHTIndcsU0ol4p57cLA8BuazqF0dbnKqXyYeEqCkQhf8em9_VCZCKTs6KxM6yuSs_mKbKLvRMvf2VI7Wxy17BoJA04pP5EKNwwhepT8nq2Dj3wqh1cWf0fFApfOfmnWtqJTjsJ5sfEdmemmAuVeXWJq0_L23fCcNekiFxmm4ysaWtDrxJQ30B2PBSky3T5tvw3kxNxATuNzPLtJO9SKQx68aWf1j1ohxMiComM-M0V8kZVi3moFXTwTEL3-7AbCvG2Nb6grDZ-DvyjPiV4EfXlEN-8Flxg,http://127.0.0.1:*
developers.bitfinex.com,Sign in ・ Cloudflare Access,200,31164,ifinex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ifinex.cloudflareaccess.com,cloudflare,443,https://developers.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.17.84,/,-1926301953,104.17.20.84,HSTS,87,False,True,https://ifinex.cloudflareaccess.com/cdn-cgi/access/login/developers.bitfinex.com?kid=c69e504a9848c4f6dab5f643c9f52688f0c8141cff00ff85171bd4c2240d3da2&redirect_url=%2F&meta=eyJraWQiOiJjOWFjMDZjMzk3YzdkNjVkMzhhZDNiZTQ0YTY0OGE4ODgwNWJlYjdhZjNjZGQ2NzdkYjBiZGNmN2VjMWE3MjBlIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MjEwMCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImM2OWU1MDRhOTg0OGM0ZjZkYWI1ZjY0M2M5ZjUyNjg4ZjBjODE0MWNmZjAwZmY4NTE3MWJkNGMyMjQwZDNkYTIiLCJob3N0bmFtZSI6ImRldmVsb3BlcnMuYml0ZmluZXguY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6IjRkMjk3YTAyODNkODg0NjZiZWNkN2RhNDRkNzBiMGFhMDQ3NDMyNDBkYjFlZTg3NzRmZDcyOTY2MDJkOTNlYTQiLCJuYmYiOjE2ODM4NDIxMDAsImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.kbU4ia_XeJQv7NKHx6LOprxngWueLwppxTBRpEdkiH_gjNnxs5fVsBITYHecOzqsHug868dDsXs0vENclSIARuAJPrwpJ_akMuz6bwjIjZiE5nCEB0Bm9zuGlSs_RdqibI7gsObGWSRdfryJP2XDoJ_pODTnE6Dz-8Cvz0tggENGpWD9g9XtDz7fSFnak-Li5nMHz2R5ES-07KiXZ_T_AXuYth0Y6UxcIxmKaxnvaoG3bukn6oVY-kEcFeUXnsYqovlqfSpdBoQ-R_c6q0Pb7ed1Nh5tQNJQzD8kDgX0UvFayl7Vs5EiBv62gAHXHU7VqSCfdb5p5b_3CY5cy_DIrA,https:
docs.bitfinex.com,Introduction,200,839371,docs.bitfinex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=docs.bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",docs.bitfinex.com,"Cloudflare, Inc.",docs.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bcfe2bcf750f942415ff0aee7de511c6,b025c99291d1b36e18748ccd0b4c96ad168a5050e7fed7ec8f7d5dfac91e59d6,,ctls,docs.bitfinex.com,cloudflare,443,https://docs.bitfinex.com:443,https,cloudflare,text/html,GET,104.18.211.56,/,-1972962719,2606:4700::6812:d238,Heroku,279,False,True,https://docs.bitfinex.com/docs,
h.bitfinex.com,The Honey Framework UI,200,5406,h.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,h.bitfinex.com,cloudflare,443,https://h.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.17.84,/,-197846385,104.17.19.84,HSTS,1,False,True,,
helpdesk.bitfinex.com,Sign in ・ Cloudflare Access,200,31162,ifinex.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,ifinex.cloudflareaccess.com,cloudflare,443,https://helpdesk.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,1349843800,104.17.19.84,HSTS,87,False,True,https://ifinex.cloudflareaccess.com/cdn-cgi/access/login/helpdesk.bitfinex.com?kid=d6deb82a9d4c657997c6f4fc786b56ffc4e71942a64d2f54442c91c0afaff436&redirect_url=%2F&meta=eyJraWQiOiJjOWFjMDZjMzk3YzdkNjVkMzhhZDNiZTQ0YTY0OGE4ODgwNWJlYjdhZjNjZGQ2NzdkYjBiZGNmN2VjMWE3MjBlIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4Mzg0MjEwMCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImQ2ZGViODJhOWQ0YzY1Nzk5N2M2ZjRmYzc4NmI1NmZmYzRlNzE5NDJhNjRkMmY1NDQ0MmM5MWMwYWZhZmY0MzYiLCJob3N0bmFtZSI6ImhlbHBkZXNrLmJpdGZpbmV4LmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiIyMjgxNWZlZjE2MWMzMjM2Y2YzZjg1NDZiY2M2OGZiZmJiMzMxYWNjODI5NTk4NjFmODNiMTMxYWMyYjZlMjM5IiwibmJmIjoxNjgzODQyMTAwLCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.u16Y-JTRieY6RYGwphNlfxBk2iiKJDzIyuLBRlHP9pgf0hqia_P6RC8XoHoWcoc1LLK-rnpxC0CKxIP6h71G8ajZo3wK0-zm26zHOQGTxeZmlHQKEMhlZFKLEAEse6XI9NTitS-29XEwUtwoVRfnTFxh2-6oFwRjcizSa7GAQRTmR3LGnzjqDnzt55kcz1v3tveRDY8gm1yZPdkuqKRIenHmRvWibKiQsTCNDZsRArdZpbGQGdZV1IoKkAEIdPQ_A89hZ85PjmVim08iWwnipTfeoGCjiwClBQVjV5ZIV6ORVUI0hD6GASdP_boJ3OIiMXH5MEWpdpO44-LDrnaAMA,https:
hooks.bitfinex.com,403 Forbidden,403,564,hooks.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,hooks.bitfinex.com,cloudflare,443,https://hooks.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.17.84,/,1506877856,104.17.18.84,HSTS,14,False,True,,
hooks.staging.bitfinex.com,403 Forbidden,403,162,hooks.staging.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,hooks.staging.bitfinex.com,cloudflare,443,https://hooks.staging.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.19.84,/,-297855193,104.17.20.84,HSTS,8,False,True,,
leaderboard.bitfinex.com,The Bitfinex Leaderboard,200,3736,leaderboard.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,leaderboard.bitfinex.com,cloudflare,443,https://leaderboard.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,1506877856,104.17.21.84,HSTS,1,False,True,,
lending-pro.bitfinex.com,Bitfinex Lending Pro | Crypto Lending | Margin Lending,200,1932,lending-pro.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,lending-pro.bitfinex.com,cloudflare,443,https://lending-pro.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,-297855193,104.17.17.84,HSTS,30,False,True,,
leo.bitfinex.com,iFinex's UNUS SED LEO Token,200,3258,leo.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,leo.bitfinex.com,cloudflare,443,https://leo.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,-1866353965,104.17.17.84,HSTS,1,False,True,,
ln.bitfinex.com,Bitfinex Bitcoin Lightning Network,200,3390,ln.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,ln.bitfinex.com,cloudflare,443,https://ln.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.17.84,/,190856733,104.17.19.84,HSTS,1,False,True,,
marketing.bitfinex.com,Bitfinex.com,200,2218,marketing.bitfinex.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T11:30:55Z,2023-07-04T11:30:54Z,CN=marketing.bitfinex.com,marketing.bitfinex.com,,www.marketing.bitfinex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50b1113a5cd7a68081aaa4e47c8f94d9,e56e484ec49b53df1bc838371b363a7a680aa6d95640edc000521357528de1ca,,ctls,marketing.bitfinex.com,,443,https://marketing.bitfinex.com:443,https,nginx,text/html,GET,91.239.185.72,/,-896608700,91.239.185.72,Nginx,6,False,,,
mercuryo-card.bitfinex.com,Bitfinex - Mercuryo Payment Gateway,200,2310,mercuryo-card.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,mercuryo-card.bitfinex.com,cloudflare,443,https://mercuryo-card.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.17.84,/,190856733,104.17.18.84,HSTS,1,False,True,,
movement.bitfinex.com,Bitfinex Deposits/Withdrawals,200,5080,movement.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,movement.bitfinex.com,cloudflare,443,https://movement.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,1506877856,104.17.20.84,HSTS,1,False,True,,
mta-3.marketing.bitfinex.com,Error 404 - not found,404,6396,app.getresponse.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-27T16:30:20Z,2024-04-11T10:53:03Z,CN=*.getresponse.com,*.getresponse.com,,getresponse.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a274e111d959744c14f88936df1ad49a,384c93cd4abecc072db829dc545a18f9d762f8e8fe77de8f7dd662b01eca0749,True,ctls,app.getresponse.com,,443,https://mta-3.marketing.bitfinex.com:443,https,,text/html,GET,91.239.185.72,/,-896608700,91.239.185.72,,49,False,,https://app.getresponse.com/error404.html,
multimedia.marketing.bitfinex.com,404 Not Found,404,162,multimedia.marketing.bitfinex.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T11:30:55Z,2023-07-04T11:30:54Z,CN=marketing.bitfinex.com,marketing.bitfinex.com,,www.marketing.bitfinex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50b1113a5cd7a68081aaa4e47c8f94d9,e56e484ec49b53df1bc838371b363a7a680aa6d95640edc000521357528de1ca,,ctls,multimedia.marketing.bitfinex.com,,443,https://multimedia.marketing.bitfinex.com:443,https,,text/html,GET,69.16.175.42,/,190856733,69.16.175.10,,8,False,,,
pay.bitfinex.com,Bitfinex Pay | Crypto payment gateway | Bitcoin payment,200,360599,pay.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,pay.bitfinex.com,cloudflare,443,https://pay.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.20.84,/,-194551946,104.17.17.84,webpack,11,False,True,,
pulse.bitfinex.com,Bitfinex Pulse,200,2009,pulse.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,pulse.bitfinex.com,cloudflare,443,https://pulse.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.18.84,/,1506877856,104.17.17.84,HSTS,1,False,True,,
report.bitfinex.com,Bitfinex Reporting & Performance Tools,200,3163,report.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,report.bitfinex.com,cloudflare,443,https://report.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.21.84,/,-297855193,104.17.17.84,HSTS,1,False,True,,
reporting.bitfinex.com,Bitfinex - Reporting,200,331893,reporting.bitfinex.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=bitfinex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitfinex.com,"Cloudflare, Inc.",*.test.bitfinex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",20a3594a64997df8caed29c67f325f6b,4228e2fd2f013413001135e5ae522922e820f5316d27a67c10ac627bc9cf7edd,True,ctls,reporting.bitfinex.com,cloudflare,443,https://reporting.bitfinex.com:443,https,cloudflare,text/html,GET,104.17.19.84,/,-749272524,104.17.21.84,webpack,17,False,True,,
