new,host,a,aaaa,cname,soa,status_code,has_internal_ips,internal_ips,ns,cdn,cdn-name,txt,mx,caa,ptr
[x],midgar-production-cma.paytm.com,"184.86.251.216, 184.86.251.206","2a02:26f0:fe00::5c7a:650a, 2a02:26f0:fe00::5c7a:6533","midgar-production-cma.paytm.com.edgesuite.net, a1852.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mini-staging.paytmmoney.com,23.222.49.166,"2a02:26f0:c900:29b::3098, 2a02:26f0:c900:290::3098","mini-staging.paytmmoney.com.edgekey.net, e12440.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mini.paytmmoney.com,104.102.43.231,,"mini.paytmmoney.com.edgekey.net, e12440.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ml.paytm.com,"172.21.115.139, 172.21.115.123",,internal-dml-prod-common-internal-alb-110543363.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.115.139, 172.21.115.123",,,,,,,
[x],mobile.paytm.com,"172.65.64.50, 172.65.64.51",,m.paytm.com,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudflare,,,,
[x],monitor.paas.paytm.com,103.206.164.33,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],monitoring.gamepind.com,"65.2.88.254, 13.234.135.9",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],monitoring.paytmmoney.com,15.206.59.15,2406:da00:a000::fce:3b0f,dualstack.ac32e2b0b5a0a11e8bd1602e0485c2f3-383066170.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],movies-internal.paytm.com,,,,"ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1412.awsdns-48.org, ns-1983.awsdns-55.co.uk, ns-2.awsdns-00.com, ns-614.awsdns-12.net",,,,,,
[x],mpaasgw.paas.paytm.com,103.206.166.27,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1112.awsdns-11.org, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com, ns-998.awsdns-60.net",,,,,,
[x],msync.paas.paytm.com,103.206.167.78,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mudciresa01-inout01.paytmbank.com,103.155.0.68,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,103.155.0.68
[x],mudciresa02-inout01.paytmbank.com,103.155.0.69,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,103.155.0.69
[x],mvm-ri-d136176.internal.ap-northeast-3.prod-dr.paypay.risk.pai.mypaytm.com,"10.176.0.226, 10.176.15.142, 10.176.21.193",,internal-nginx-20220629045416421900000004-2143198671.ap-northeast-3.elb.amazonaws.com,"ns-1308.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,True,"10.176.0.226, 10.176.15.142, 10.176.21.193",,,,,,,
[x],mypaytm.com,,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1564.awsdns-03.co.uk, ns-173.awsdns-21.com, ns-607.awsdns-11.net, ns-1371.awsdns-43.org",,,v=spf1 ip4:13.233.50.179 ip4:13.233.53.26 ip4:103.206.165.113 ip4:54.251.151.39 ip4:54.179.186.39 ip4:52.220.151.54 include:_spf.google.com include:910033d5.spf2.netcorecloud.net include:167046f9c.spf2.netcorecloud.net -all,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,
[x],ncmail.paytmmoney.com,202.162.247.139,,inbound.netcorecloud.net,"ns11.constellix.com, dns.constellix.com",NOERROR,,,,,,,inbound.netcorecloud.net,,
[x],netbanking-ite2.paytmbank.com,,,"netbanking-ite2.paytmbank.com.edgekey.net, e6487.j.akamaiedge.net","n0j.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],netbanking-pt-internal.paytmbank.com,"172.23.80.235, 172.23.80.88",,internal-k8s-ptmwinternalv1-074db1ff27-369575642.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.80.235, 172.23.80.88",,,,,,,
[x],netbanking.paytmbank.com,2.23.138.122,"2001:2030:21:1a9::1957, 2001:2030:21:185::1957","netbanking.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],netc-acquirer.paytmbank.com,192.168.51.162,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,192.168.51.162,,,,,,,
[x],netc-issuer-uat.paytmbank.com,172.23.166.241,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,172.23.166.241,,,,97x8btf1wq5544c36bgp9w4p07mmx3lk,,,
[x],netc-issuer.paytmbank.com,192.168.49.204,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,192.168.49.204,"ns-1063.awsdns-04.org, ns-2028.awsdns-61.co.uk, ns-361.awsdns-45.com, ns-681.awsdns-21.net",,,,,,
[x],netc-uat.paytm.com,192.168.51.161,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,True,192.168.51.161,,,,,,,
[x],netc-uat.paytmbank.com,192.168.51.161,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,192.168.51.161,,,,,,,
[x],netc.paytm.com,192.168.51.162,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,True,192.168.51.162,,,,,,,
[x],notification-ite.paytmbank.com,"172.23.72.177, 172.23.72.37",,internal-k8s-eksmwite-ingressi-432ab945fa-1179458583.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.177, 172.23.72.37",,,,,,,
[x],notification-staging.paytmbank.com,10.100.198.21,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,10.100.198.21,,,,,,,
[x],notification.paytm.com,"65.0.141.96, 13.235.224.211",,marketplace-gateway-alb-1084623612.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],notify.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ns2.paytmbank.com,13.232.249.132,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o1.email.paytm.com,50.31.33.93,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1112.awsdns-11.org, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com, ns-998.awsdns-60.net",,,,,,
[x],o10.email.paytm.com,168.245.63.23,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o11.email.paytm.com,168.245.9.206,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o12.email.paytm.com,167.89.8.249,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o13.email.paytm.com,167.89.103.152,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o14.email.paytm.com,167.89.103.84,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o15.email.paytm.com,167.89.107.30,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o16.email.paytm.com,167.89.107.35,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o23.em.info.paytm.com,167.89.34.121,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o24.em.info.paytm.com,167.89.34.122,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o25.em.info.paytm.com,167.89.49.243,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o26.em.info.paytm.com,167.89.49.252,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o27.em.info.paytm.com,167.89.49.84,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o29.ptr5354.paytmmoney.com,149.72.129.224,,,"a1-49.akam.net, hostmaster.paytmmoney.com",NOERROR,,,,,,,,,
[x],o30.ptr340.paytmmoney.com,149.72.129.225,,,"a1-49.akam.net, hostmaster.paytmmoney.com",NOERROR,,,,,,,,,
[x],o31.ptr5212.paytmmoney.com,149.72.129.226,,,"a1-49.akam.net, hostmaster.paytmmoney.com",NOERROR,,,,,,,,,
[x],o32.ptr4949.paytmbank.com,149.72.184.54,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o33.ptr1510.paytmbank.com,149.72.218.182,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o34.ptr6147.paytmbank.com,149.72.139.181,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o4.email.paytm.com,192.254.121.204,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o5.email.paytm.com,167.89.35.164,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o6.mail.paytm.com,167.89.15.249,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o8.email.paytm.com,,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o9.email.paytm.com,168.245.45.244,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],oauth-aws.paytm.in,,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,amazon.com,
[x],oauth-internal-ite2.paytmbank.com,"172.23.72.101, 172.23.72.195",,internal-k8s-eksmwite-ingressm-c287331fcf-1191437526.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.101, 172.23.72.195",,,,,,,
[x],oauth.paytmbank.com,23.42.199.218,"2a02:26f0:c900:294::1957, 2a02:26f0:c900:29d::1957","oauth.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ocl.risk.pai.mypaytm.com,,,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1174.awsdns-18.org, ns-1866.awsdns-41.co.uk, ns-360.awsdns-45.com, ns-885.awsdns-46.net",,,,,,
[x],ocr-stg.mypaytm.com,"172.21.178.244, 172.21.176.203",,internal-staging-datain-common-alb-1553301483.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.178.244, 172.21.176.203",,,,,,,
[x],ods.paytm.com,184.30.17.160,"2a02:26f0:1700:786::39e2, 2a02:26f0:1700:796::39e2","ods.paytm.com.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],offer.paytm.com,104.102.52.13,"2a02:26f0:3500:598::39e2, 2a02:26f0:3500:586::39e2","offer.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],olap-compute-airflow.mypaytm.com,,,internal-daas-devops-all-app-alb-1542792226.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],olap-compute-dbt.mypaytm.com,"172.21.60.221, 172.21.60.241",,internal-daas-devops-all-app-alb-1542792226.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.60.221, 172.21.60.241","ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,
[x],olap-compute-easy-olap.mypaytm.com,"172.21.1.207, 172.21.1.35",,internal-din-devops-all-app-alb-1749014259.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.1.207, 172.21.1.35",,,,,,,
[x],olap-compute-flower.mypaytm.com,"172.21.60.241, 172.21.60.221",,internal-daas-devops-all-app-alb-1542792226.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.60.241, 172.21.60.221",,,,,,,
[x],onboarding.paytmbank.com,104.68.73.61,"2a02:26f0:11a:49d::1957, 2a02:26f0:11a:4ac::1957","onboarding.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],one-time-secret.mypaytm.com,"172.21.50.151, 172.21.50.196",,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.50.151, 172.21.50.196","ns-1371.awsdns-43.org, ns-1564.awsdns-03.co.uk, ns-173.awsdns-21.com, ns-607.awsdns-11.net",,,,,,
[x],onelogin.mypaytm.com,"172.21.60.241, 172.21.60.221",,internal-daas-devops-all-app-alb-1542792226.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.60.241, 172.21.60.221",,,,,,,
[x],openvpn.lending.paytm.com,13.235.251.109,,,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],openvpn.paytm.in,103.206.164.173,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,v=spf1 include:mailgun.org ~all,,,
[x],operator.paytm.com,"35.154.86.119, 3.108.186.151",,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],opssla.paas.paytm.com,103.206.164.23,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],order.gamepind.com,"15.207.207.244, 52.66.87.56",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],origin-staging-dashboard.paytm.com,45.113.139.37,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],osmose-docker.mypaytm.com,"52.66.172.16, 3.6.124.120",,kibana-audit-external-1775313422.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],osmose-jenkins.mypaytm.com,"172.21.5.160, 172.21.5.240",,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.5.160, 172.21.5.240",,,,,,,
[x],oss.paytm.in,103.206.165.98,,oss-in-west-antgroup-2.aliyuncs.com,"hidden-master.aliyun.com, hostmaster.aliyun-inc.com",NOERROR,,,,,,,,,
[x],ots.mypaytm.com,"172.21.50.196, 172.21.50.151",,internal-appsec-mypaytm-432334098.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.50.196, 172.21.50.151","ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,
[x],p.paytm.com,"172.65.64.51, 172.65.64.50",,paytm.com,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-998.awsdns-60.net, ns-1112.awsdns-11.org, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com",True,cloudflare,"MS=6341152B9423543860BFE82B9CBE44FB96BDFB19, MS=ms10282021, OSSRH-82568, amazonses:7XabL68hzjmAMz9xh+xv5zq9p67Z/tGQQl8M4KYcHiM=, amazonses:LWXYzNDz97HfT2/QevyERAj570gnCy9h5ba1SIdHdfA=, amazonses:f2cgo/64/ZR3Wc3M9u8yW+JqF/C6AamF3tP6gjqSzWw=, amazonses:htyWxncjzmnINnrUYG1SIhJOjIDg3XQehwCvBqav3Uo=, apple-domain-verification=Lb2QXBpJpDMp72II, google-site-verification=pPwlV980KnyiBTpL11QH-KNFR8NbPqfNsj404iEMMJg, google-site-verification=y_IZiW0IuexfXK1qw51Gfoqrn0cZOv9glKe8TGhoDqY, k8992rr9s318454k3kklt800h3jffckm, m5gh704hlkqtdys2blf83twdl2r0pwcv, nqh074ffxh6cg354v5qgtv438vbr1fmr, tfxc9ygpq5k65807s5bj9lrm5zkjx99p, v=spf1 ip4:13.127.134.11 ip4:54.240.85.29 ip4:54.240.85.30 include:amazonses.com include:_include1.paytm.com include:_include2.paytm.com include:_spf.salesforce.com include:_spf.google.com include:servers.mcsv.net include:email.onedirect.in -all, zncxhjkw1p4h6rmgbnl85p7678l1s0lb, 14c34xr771wn93wtdyq9kx1t7j2y1ydb, MS=10282021","aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com",,
[x],paas.paytm.com,,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,v=spf1 include:spf.mxhichina.com -all,,,
[x],pai.mypaytm.com,,,,"ns-1998.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-963.awsdns-56.net, ns-1998.awsdns-57.co.uk, ns-450.awsdns-56.com, ns-1138.awsdns-14.org",,,,,,
[x],pai.paas.paytm.com,103.206.164.24,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pai.paytmlabs.com,,,,"ns-1289.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-310.awsdns-38.com, ns-1289.awsdns-33.org, ns-1567.awsdns-03.co.uk, ns-523.awsdns-01.net",,,,,,
[x],pandora-prod.paytmlabs.com,,,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-858.awsdns-43.net, ns-1456.awsdns-54.org, ns-504.awsdns-63.com, ns-1723.awsdns-23.co.uk",,,,,,
[x],pandora-stg.paytmlabs.com,,,,"ns-1246.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-456.awsdns-57.com, ns-824.awsdns-39.net, ns-1246.awsdns-27.org, ns-1941.awsdns-50.co.uk",,,,,,
[x],panel.paytm.in,"52.66.105.175, 15.207.169.14",,pgpanel-prod-365387459.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],paragon-in.mypaytm.com,172.21.50.247,,internal-paragon-in-lb-1585320190.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,172.21.50.247,,,,,,,
[x],paragon.mypaytm.com,10.226.0.55,,internal-paragon-lb-1801901451.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,True,10.226.0.55,,,,,,,
[x],partner.paytm.com,"172.65.64.50, 172.65.64.51",,paytm.com,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-249.awsdns-31.com, ns-1112.awsdns-11.org, ns-998.awsdns-60.net, ns-1858.awsdns-40.co.uk",True,cloudflare,"google-site-verification=y_IZiW0IuexfXK1qw51Gfoqrn0cZOv9glKe8TGhoDqY, v=spf1 ip4:13.127.134.11 ip4:54.240.85.29 ip4:54.240.85.30 include:amazonses.com include:_include1.paytm.com include:_include2.paytm.com include:_spf.salesforce.com include:_spf.google.com include:servers.mcsv.net include:email.onedirect.in -all, nqh074ffxh6cg354v5qgtv438vbr1fmr, MS=6341152B9423543860BFE82B9CBE44FB96BDFB19, amazonses:LWXYzNDz97HfT2/QevyERAj570gnCy9h5ba1SIdHdfA=, amazonses:7XabL68hzjmAMz9xh+xv5zq9p67Z/tGQQl8M4KYcHiM=, zncxhjkw1p4h6rmgbnl85p7678l1s0lb, google-site-verification=pPwlV980KnyiBTpL11QH-KNFR8NbPqfNsj404iEMMJg, m5gh704hlkqtdys2blf83twdl2r0pwcv, tfxc9ygpq5k65807s5bj9lrm5zkjx99p, 14c34xr771wn93wtdyq9kx1t7j2y1ydb, OSSRH-82568, apple-domain-verification=Lb2QXBpJpDMp72II, k8992rr9s318454k3kklt800h3jffckm, amazonses:f2cgo/64/ZR3Wc3M9u8yW+JqF/C6AamF3tP6gjqSzWw=, MS=ms10282021, amazonses:htyWxncjzmnINnrUYG1SIhJOjIDg3XQehwCvBqav3Uo=, MS=10282021","aspmx4.googlemail.com, alt2.aspmx.l.google.com, aspmx5.googlemail.com, aspmx2.googlemail.com, alt1.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com",,
[x],partner.paytmbank.com,23.37.32.80,"2a02:26f0:1700:78c::1957, 2a02:26f0:1700:786::1957","partner.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],pass-npci.paytmbank.com,10.110.52.113,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,10.110.52.113,,,,,,,
[x],pass-web.paytmbank.com,23.37.32.80,"2a02:26f0:1700:78c::1957, 2a02:26f0:1700:786::1957","pass-web.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ns-1063.awsdns-04.org, ns-2028.awsdns-61.co.uk, ns-361.awsdns-45.com, ns-681.awsdns-21.net",,,,,,
[x],passbolt-ca.mypaytm.com,172.21.50.200,,internal-passbolt-lb-1171115952.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,172.21.50.200,,,,,,,
[x],passbook-retry-origin.paytmbank.com,103.155.0.55,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pay.paytm.ca,,,d2ybcv3vwf3554.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],payments-automation.paytm.in,"92.122.215.25, 2.20.142.96, 2.20.142.107","2a02:26f0:c900:9::5f65:4a96, 2a02:26f0:c900:9::5f65:4a88","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],payments-bw.paytm.in,"23.213.161.197, 23.213.161.200","2a02:26f0:c900:9::5f65:4a88, 2a02:26f0:c900:9::5f65:4a96","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],payments.gamepind.com,"2.16.187.139, 2.16.187.104","2a02:26f0:1700:11::b856:6792, 2a02:26f0:1700:11::b856:6784","payments.gamepind.com.edgekey.net, e121181.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],payoutlink.paytm.com,104.75.89.203,"2a02:26f0:3500:888::39e2, 2a02:26f0:3500:896::39e2","payoutlink.paytm.com.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],paytm.ca,"108.138.85.25, 108.138.85.93, 108.138.85.58, 108.138.85.41, 205.251.192.65, 205.251.194.74, 205.251.197.237, 205.251.198.45",,,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-586.awsdns-09.net, ns-65.awsdns-08.com, ns-1581.awsdns-05.co.uk, ns-1517.awsdns-61.org",True,cloudfront,v=spf1 include:servers.mcsv.net include:mail.zendesk.com include:amazonses.com include:_spf.google.com -all,"aspmx.l.google.com, aspmx3.googlemail.com, alt2.apsmx.l.google.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com",,
[x],paytm.com,"172.65.64.50, 172.65.64.51",,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-998.awsdns-60.net, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com, ns-1112.awsdns-11.org",True,cloudflare,"14c34xr771wn93wtdyq9kx1t7j2y1ydb, MS=10282021, v=spf1 ip4:13.127.134.11 ip4:54.240.85.29 ip4:54.240.85.30 include:amazonses.com include:_include1.paytm.com include:_include2.paytm.com include:_spf.salesforce.com include:_spf.google.com include:servers.mcsv.net include:email.onedirect.in -all, MS=ms10282021, amazonses:7XabL68hzjmAMz9xh+xv5zq9p67Z/tGQQl8M4KYcHiM=, tfxc9ygpq5k65807s5bj9lrm5zkjx99p, k8992rr9s318454k3kklt800h3jffckm, MS=6341152B9423543860BFE82B9CBE44FB96BDFB19, google-site-verification=y_IZiW0IuexfXK1qw51Gfoqrn0cZOv9glKe8TGhoDqY, amazonses:f2cgo/64/ZR3Wc3M9u8yW+JqF/C6AamF3tP6gjqSzWw=, amazonses:LWXYzNDz97HfT2/QevyERAj570gnCy9h5ba1SIdHdfA=, OSSRH-82568, apple-domain-verification=Lb2QXBpJpDMp72II, nqh074ffxh6cg354v5qgtv438vbr1fmr, google-site-verification=pPwlV980KnyiBTpL11QH-KNFR8NbPqfNsj404iEMMJg, amazonses:htyWxncjzmnINnrUYG1SIhJOjIDg3XQehwCvBqav3Uo=, zncxhjkw1p4h6rmgbnl85p7678l1s0lb, m5gh704hlkqtdys2blf83twdl2r0pwcv","alt1.aspmx.l.google.com, aspmx5.googlemail.com, aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx4.googlemail.com, aspmx3.googlemail.com",,
[x],paytm.in,180.179.139.171,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-796.awsdns-35.net, ns-1245.awsdns-27.org, ns-2042.awsdns-63.co.uk, ns-29.awsdns-03.com",,,4ct5n2r828j07wzpsm7p2ktgtmkvmccn,"aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com","letsencrypt.org, amazon.com, geotrust.com",
