input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,tls_subject_org_,csp_domains_,tls_wildcard_certificate
cmsuser-authapiproduction.beta.kartpay.com,Output Books,200,13209,cmsuser-authapiproduction.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,cmsuser-authapiproduction.beta.kartpay.com,443,https://cmsuser-authapiproduction.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://cmsuser-authapiproduction.beta.kartpay.com/index.php/login,,,
config-internal-devenvexchangedns.beta.kartpay.com,Output Books,200,13417,config-internal-devenvexchangedns.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,config-internal-devenvexchangedns.beta.kartpay.com,443,https://config-internal-devenvexchangedns.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://config-internal-devenvexchangedns.beta.kartpay.com/index.php/login,,,
config-redirect.beta.kartpay.com,Output Books,200,12949,config-redirect.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,config-redirect.beta.kartpay.com,443,https://config-redirect.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://config-redirect.beta.kartpay.com/index.php/login,,,
configcustomerswwwm-acc-db2-corp.beta.kartpay.com,Output Books,200,13391,configcustomerswwwm-acc-db2-corp.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,configcustomerswwwm-acc-db2-corp.beta.kartpay.com,443,https://configcustomerswwwm-acc-db2-corp.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://configcustomerswwwm-acc-db2-corp.beta.kartpay.com/index.php/login,,,
confighub-eu.beta.kartpay.com,Output Books,200,12871,confighub-eu.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,confighub-eu.beta.kartpay.com,443,https://confighub-eu.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://confighub-eu.beta.kartpay.com/index.php/login,,,
configpreferenceslbalpha-intranetpostgresmx.beta.kartpay.com,Output Books,200,13677,configpreferenceslbalpha-intranetpostgresmx.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,configpreferenceslbalpha-intranetpostgresmx.beta.kartpay.com,443,https://configpreferenceslbalpha-intranetpostgresmx.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://configpreferenceslbalpha-intranetpostgresmx.beta.kartpay.com/index.php/login,,,
confluence-author.beta.kartpay.com,Output Books,200,13001,confluence-author.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,confluence-author.beta.kartpay.com,443,https://confluence-author.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://confluence-author.beta.kartpay.com/index.php/login,,,
confluenceconfig-help-new-oceania.beta.kartpay.com,Output Books,200,13417,confluenceconfig-help-new-oceania.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,confluenceconfig-help-new-oceania.beta.kartpay.com,443,https://confluenceconfig-help-new-oceania.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://confluenceconfig-help-new-oceania.beta.kartpay.com/index.php/login,,,
confluencedatadata-stagingdefaultproduction.beta.kartpay.com,Output Books,200,13677,confluencedatadata-stagingdefaultproduction.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,confluencedatadata-stagingdefaultproduction.beta.kartpay.com,443,https://confluencedatadata-stagingdefaultproduction.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://confluencedatadata-stagingdefaultproduction.beta.kartpay.com/index.php/login,,,
confluencemirror.beta.kartpay.com,Output Books,200,12975,confluencemirror.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,confluencemirror.beta.kartpay.com,443,https://confluencemirror.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://confluencemirror.beta.kartpay.com/index.php/login,,,
confluenceusers-container-www-test.beta.kartpay.com,Output Books,200,13443,confluenceusers-container-www-test.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,confluenceusers-container-www-test.beta.kartpay.com,443,https://confluenceusers-container-www-test.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://confluenceusers-container-www-test.beta.kartpay.com/index.php/login,,,
connectfms4.beta.kartpay.com,Output Books,200,12845,connectfms4.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,connectfms4.beta.kartpay.com,443,https://connectfms4.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://connectfms4.beta.kartpay.com/index.php/login,,,
consul.beta.kartpay.com,Output Books,200,12715,consul.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,consul.beta.kartpay.com,443,https://consul.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://consul.beta.kartpay.com/index.php/login,,,
containerpostgres.beta.kartpay.com,Output Books,200,13001,containerpostgres.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,containerpostgres.beta.kartpay.com,443,https://containerpostgres.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://containerpostgres.beta.kartpay.com/index.php/login,,,
coverage.beta.kartpay.com,Output Books,200,12767,coverage.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,coverage.beta.kartpay.com,443,https://coverage.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://coverage.beta.kartpay.com/index.php/login,,,
cpanel.beta.kartpay.com,Output Books,200,12715,cpanel.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,cpanel.beta.kartpay.com,443,https://cpanel.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://cpanel.beta.kartpay.com/index.php/login,,,
createpdf.beta.kartpay.com,Output Books,200,12793,createpdf.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,createpdf.beta.kartpay.com,443,https://createpdf.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://createpdf.beta.kartpay.com/index.php/login,,,
cri.beta.kartpay.com,Output Books,200,12637,cri.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,cri.beta.kartpay.com,443,https://cri.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://cri.beta.kartpay.com/index.php/login,,,
crmwww-my-oceania.beta.kartpay.com,Output Books,200,13001,crmwww-my-oceania.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,crmwww-my-oceania.beta.kartpay.com,443,https://crmwww-my-oceania.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://crmwww-my-oceania.beta.kartpay.com/index.php/login,,,
cs.kartpay.com,Output Books,200,12481,cs.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,cs.kartpay.com,443,https://cs.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://cs.kartpay.com/index.php/login,,,
csail.beta.kartpay.com,Output Books,200,12689,csail.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,csail.beta.kartpay.com,443,https://csail.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://csail.beta.kartpay.com/index.php/login,,,
ct.beta.kartpay.com,Output Books,200,12611,ct.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,ct.beta.kartpay.com,443,https://ct.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://ct.beta.kartpay.com/index.php/login,,,
customers-vpn-backup-accept-domain.beta.kartpay.com,Output Books,200,13443,customers-vpn-backup-accept-domain.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,customers-vpn-backup-accept-domain.beta.kartpay.com,443,https://customers-vpn-backup-accept-domain.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://customers-vpn-backup-accept-domain.beta.kartpay.com/index.php/login,,,
customersuser.beta.kartpay.com,Output Books,200,12897,customersuser.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,customersuser.beta.kartpay.com,443,https://customersuser.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://customersuser.beta.kartpay.com/index.php/login,,,
d03adm1.beta.kartpay.com,Output Books,200,12741,d03adm1.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,d03adm1.beta.kartpay.com,443,https://d03adm1.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://d03adm1.beta.kartpay.com/index.php/login,,,
d09s-iamwb-01a.beta.kartpay.com,Output Books,200,12923,d09s-iamwb-01a.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,d09s-iamwb-01a.beta.kartpay.com,443,https://d09s-iamwb-01a.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://d09s-iamwb-01a.beta.kartpay.com/index.php/login,,,
dal09-prd-snmid-01a.beta.kartpay.com,,200,226,dal09-prd-snmid-01a.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dal09-prd-snmid-01a.beta.kartpay.com,443,https://dal09-prd-snmid-01a.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Nginx,1,False,,,,
data-prod-db1site.beta.kartpay.com,Output Books,200,13001,data-prod-db1site.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,data-prod-db1site.beta.kartpay.com,443,https://data-prod-db1site.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://data-prod-db1site.beta.kartpay.com/index.php/login,,,
dauntemp.beta.kartpay.com,Output Books,200,12767,dauntemp.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dauntemp.beta.kartpay.com,443,https://dauntemp.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://dauntemp.beta.kartpay.com/index.php/login,,,
db-airflow-gfgrisk.beta.kartpay.com,Output Books,200,13027,db-airflow-gfgrisk.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,db-airflow-gfgrisk.beta.kartpay.com,443,https://db-airflow-gfgrisk.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://db-airflow-gfgrisk.beta.kartpay.com/index.php/login,,,
db1-auth-auth-antiviruspre.beta.kartpay.com,Output Books,200,13235,db1-auth-auth-antiviruspre.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,db1-auth-auth-antiviruspre.beta.kartpay.com,443,https://db1-auth-auth-antiviruspre.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://db1-auth-auth-antiviruspre.beta.kartpay.com/index.php/login,,,
dbcorporate-gitvpn.beta.kartpay.com,,200,226,dbcorporate-gitvpn.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dbcorporate-gitvpn.beta.kartpay.com,443,https://dbcorporate-gitvpn.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Nginx,1,False,,,,
dbmsalpha-assets-auth-antiviruspre.beta.kartpay.com,Output Books,200,13443,dbmsalpha-assets-auth-antiviruspre.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dbmsalpha-assets-auth-antiviruspre.beta.kartpay.com,443,https://dbmsalpha-assets-auth-antiviruspre.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://dbmsalpha-assets-auth-antiviruspre.beta.kartpay.com/index.php/login,,,
dbmsminerva.beta.kartpay.com,Output Books,200,12845,dbmsminerva.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dbmsminerva.beta.kartpay.com,443,https://dbmsminerva.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://dbmsminerva.beta.kartpay.com/index.php/login,,,
dbmsteamapi.beta.kartpay.com,Output Books,200,12845,dbmsteamapi.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dbmsteamapi.beta.kartpay.com,443,https://dbmsteamapi.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://dbmsteamapi.beta.kartpay.com/index.php/login,,,
dc-device-service.beta.kartpay.com,Output Books,200,13001,dc-device-service.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,dc-device-service.beta.kartpay.com,443,https://dc-device-service.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://dc-device-service.beta.kartpay.com/index.php/login,,,
debug-opsexamplestunnel-mx.beta.kartpay.com,Output Books,200,13235,debug-opsexamplestunnel-mx.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-15T04:10:27Z,2023-05-16T04:10:26Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877f0cbdf53fc3ac270b37e0e4338c47,db980ba6d089072175631cd20452947b7538e6e7077cf571ae095c078eda12a4,ctls,debug-opsexamplestunnel-mx.beta.kartpay.com,443,https://debug-opsexamplestunnel-mx.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,3.108.122.205,Semantic UI,252,False,https://debug-opsexamplestunnel-mx.beta.kartpay.com/index.php/login,,,
