new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,has_internal_ips,internal_ips
[x],forum.developer.mastercard.com,"85.222.140.13, 85.222.140.11, 85.222.140.6","forum.developer.mastercard.com.00d1i000001ykujuag.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
[x],gcj.asn.event.gateway.mastercard.co.za,10.241.2.10,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,True,10.241.2.10
[x],giftprepaid.mastercard.com,216.119.218.174,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],global.mastercard.com,12.22.155.88,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,mail.global.frontbridge.com,,,,,
[x],globalrisk.mastercard.com,23.36.235.74,"globalrisk.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],golf-stage.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],happinessserved.mastercard.com.au,104.239.236.220,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],holiday.game.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],i1.mastercard.com,12.10.32.1,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],id-theft-alerts.mastercard.com,23.42.196.214,"id-theft-alerts.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],identity.pba.mastercard.com.au,"108.156.60.111, 108.156.60.50, 108.156.60.54, 108.156.60.9",d1yb8vaorhuefn.cloudfront.net,"ns-1645.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1480.awsdns-57.org, ns-1645.awsdns-13.co.uk, ns-362.awsdns-45.com, ns-866.awsdns-44.net",,,,
[x],idproteccion.latinamerica.mastercard.com,23.45.239.49,"idproteccion.latinamerica.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],image.e.mastercard.com.br,"2.16.241.11, 2.16.241.6","images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],incontrolmobile.mastercard.com,46.229.151.108,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,"mail.bezcennechwile.pl, relay.verestro.com",,"v=spf1 a mx ~all, DKIM-Signature: v=1; a=rsa-sha256; c=relaxed/relaxed; d=mail.bezcennechwile.pl; s=default;",,,
[x],ingpurchasecontrol.mastercard.com,216.119.217.53,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],insights.mastercard.com,104.239.236.220,www.insights.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],int.src.mastercard.com,"2.23.7.48, 2.23.7.8","int.src.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],internaltest.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],investmentmojo.com,52.58.78.16,,"pdns05.domaincontrol.com, dns.jomax.net",NOERROR,,,"mx192.mb1p.com, mx192.m2bp.com","pdns05.domaincontrol.com, pdns06.domaincontrol.com",be85c256d64468e0fc1b79bf3088d3de523d1ed6,,,
[x],investor.mastercard.com,"162.159.130.11, 162.159.129.11","mastercard2020rd-farm.q4web.com, webfarm-30910.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b",,
[x],isencaoderolha.mastercard.com.br,"104.126.37.146, 104.126.37.138","isencaoderolha.mastercard.com.br.edgekey.net, e37358.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itf.src.mastercard.com,"173.222.106.156, 173.222.106.134","itf.src.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jnb.asn.event.gateway.mastercard.co.za,10.241.1.10,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,True,10.241.1.10
[x],justintimberlake.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],la.priceless.com,216.119.218.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],latam.mastercard.com,23.45.239.49,"latam.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],latinamerica.mastercard.com,,"latinamerica.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],latino.mastercard.com,216.119.209.64,latin.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],legal.eu.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],lender-portal.dev.openbanking.mastercard.com.br,45.223.20.70,ijpak4k.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],leverandoerservice-pre.mastercard.com,20.123.196.19,pip-hub-vnet-we-pre-paymentspreprod-appgw.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],local.mastercard.com,52.21.77.239,"mcrd22001.brandmovers.co, mcrd22001-production-83782e1e42eb3db0.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],m-merdeka-com-1-8.mastercard-lounge.cz,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],m3.communications.mastercard.com.br,"54.202.138.124, 52.25.155.106","m3.communications.mastercard.com.br.cname.campaign.adobe.com, mastercardloyalt-mkt-prod3-bkc8q-1126808401.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],made.mastercard.com,20.75.221.41,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mail-content.mc-alerts.mastercard.com,"3.226.8.26, 54.90.224.107",ecs01-us.ficoccs-prod.net,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1051.awsdns-03.org, ns-1701.awsdns-20.co.uk, ns-44.awsdns-05.com, ns-685.awsdns-21.net",,,,
[x],mail-content.prepaidalerts.mastercard.com,"3.226.8.26, 54.90.224.107",ecs01-us.ficoccs-prod.net,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mail.mastercard.com,209.64.210.30,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,v=spf1 a -all,,,
[x],marketing.mastercard.com,216.119.209.64,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],marketingcenter.mastercard.com,23.201.240.163,"marketingcenter.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],marketingtoolkit.mastercard.com.au,216.119.209.64,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mastercard.com.au,104.102.46.157,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,"mxb-00078002.gslb.pphosted.com, mxa-00078002.gslb.pphosted.com","a18-64.akam.net, a7-67.akam.net, a26-66.akam.net, dns2.mastercard.com, a9-64.akam.net, dns1.mastercard.com, a22-65.akam.net","facebook-domain-verification=odxmags896m67oe8yev1l7sjg3hgvu, 1glihp5c1kb6dgmcl6ca8fv41p, 3h7b4sq0ing4i0p4ifjflgd1cc, v=spf1 include:mx.dload.com.au ~all",,,
[x],mastercard.com.br,104.102.46.157,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,"mxa-00078002.gslb.pphosted.com, mxb-00078002.gslb.pphosted.com","dns1.mastercard.com, dns2.mastercard.com, a7-67.akam.net, a9-64.akam.net, a18-64.akam.net, a22-65.akam.net, a26-66.akam.net","fps88dgmccrlj2k3nkhlc4ndgg, qc8koku5ihm7r1up6olc4bklgo, v=spf1 include:deliverygateways.mastercard.com ~all",,,
[x],mastercard.priceless.com,209.11.136.183,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,imh.delivery.net,,v=spf1 include:delivery.net,,,
[x],mastercardbiz.ca,"216.119.218.53, 216.119.210.53, 23.61.199.67, 23.74.25.66",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,"a1-29.akam.net, dns1.mastercard.com, dns2.mastercard.com, a18-64.akam.net, a22-65.akam.net, a7-67.akam.net, a9-64.akam.net, a26-66.akam.net","v=spf1 ip4:162.209.55.174 -all, 8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900",,,
[x],mastercardbiz.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,"dns2.mastercard.com, dns1.mastercard.com, a9-64.akam.net, a18-64.akam.net, a7-67.akam.net, a26-66.akam.net, a22-65.akam.net, a1-29.akam.net","8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900, v=spf1 include:deliverygateways.mastercard.com ~all",,,
[x],mayorshowcase.citypossible.com,"151.101.2.51, 151.101.66.51, 151.101.130.51, 151.101.194.51","view.ceros.com, pin.ceros.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,
[x],mca-pur.mastercard.com,216.119.213.215,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mca-stl.mastercard.com,216.119.215.215,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mcincontrol-proxy.mastercard.com,216.119.217.48,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mcm.mastercard.com,205.140.168.193,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mdm.mastercard.com,216.119.209.64,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],me.mastercard.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mea.agent.mastercard.com,185.175.206.2,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mea.cardholder.mastercard.com,185.175.206.7,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],media.mastercard.com,12.22.158.116,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],merchandise.mastercard.com,4.17.172.164,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],merchant.pba.mastercard.com.au,"52.222.174.61, 52.222.174.125, 52.222.174.36, 52.222.174.93",d8ruz3p00mdr7.cloudfront.net,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1165.awsdns-17.org, ns-146.awsdns-18.com, ns-1584.awsdns-06.co.uk, ns-828.awsdns-39.net",,,,
[x],metrics.mastercard.com,"63.140.38.160, 63.140.38.225, 63.140.38.186, 63.140.38.201, 63.140.38.123, 63.140.38.12, 63.140.38.149, 63.140.38.165, 63.140.38.180, 63.140.38.169",mastercard.com.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,
[x],mi.mastercard.com,216.119.218.152,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-b.mastercard.com.au,103.55.151.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-beta.mastercard.com.au,64.94.146.12,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-expiring.mastercard.com.au,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-m.mastercard.com.au,103.55.150.234,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-mtf-b.mastercard.com.au,103.55.151.85,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-mtf-iso.mastercard.com.au,103.55.149.86,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-mtf-n.mastercard.com.au,103.55.149.85,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-mtf.mastercard.com.au,216.119.218.204,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-n.mastercard.com.au,103.55.149.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-rtf-iso.mastercard.com.au,203.42.65.74,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs-rtf.mastercard.com.au,,,,NOERROR,,,,,,,,
[x],migs-s.mastercard.com.au,103.55.148.70,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],migs.mastercard.com.au,103.55.149.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mmc.mastercard.com,104.239.236.220,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mobile.mastercard.com,216.119.216.217,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mobilemail.mastercard.com,216.119.215.33,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],moments.mastercard.co.za,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],moneysend.mastercard.com,216.119.217.107,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],morson-b.mastercard.com.au,103.55.151.88,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],morson-mtf.mastercard.com.au,103.55.149.89,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],morson-n.mastercard.com.au,103.55.149.88,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],morson.mastercard.com.au,103.55.149.88,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mpos.mastercard.com,23.201.240.163,"mpos.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mpts.mastercard.com,23.201.240.163,"mpts.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta.e.mastercard.com.br,136.147.178.18,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,
[x],mtf.amplify.stgeorge.com.au.mastercard.com,"95.101.111.165, 95.101.111.152","mtf.amplify.stgeorge.com.au.mastercard.com.edgekey.net, e25556.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.api.identitysolutions.mastercard.com,"104.110.240.170, 104.110.240.99","mtf.api.identitysolutions.mastercard.com.edgekey.net, e118827.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:480:d::210:f14c, 2a02:26f0:480:d::210:f14a",,
[x],mtf.api.mastercard.com,"96.16.54.137, 96.16.54.136","mtf.api.mastercard.com.edgekey.net, e15711.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.api.xbs.mastercard.com,20.204.139.22,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mtf.asset.connect.mastercard.com,"173.222.106.195, 173.222.106.177","mtf.asset.connect.mastercard.com.edgekey.net, e121530.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3500:18::1724:a29d, 2a02:26f0:3500:18::1724:a29c",,
[x],mtf.asset.mastercard.com,104.81.213.60,"mtf.asset.mastercard.com.edgekey.net, e4543.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.benefits.assets.mastercard.com,"62.115.252.59, 80.239.137.154","mtf.benefits.assets.mastercard.com.edgekey.net, e108286.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.donate.mastercard.com,"95.101.111.146, 95.101.111.152","mtf.donate.mastercard.com.edgekey.net, e124363.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3500:18::1724:a28c, 2a02:26f0:3500:18::1724:a285",,
[x],mtf.files.mastercard.co.za,"102.212.185.6, 102.212.184.6",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mtf.gcj.asn.event.gateway.mastercard.co.za,10.241.2.138,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,True,10.241.2.138
[x],mtf.iodr.mastercard.com,45.115.130.27,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mtf.jnb.asn.event.gateway.mastercard.co.za,10.241.1.138,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,True,10.241.1.138
[x],mtf.loungepass.altitudeblack.com.au.mastercard.com,"104.126.37.145, 104.126.37.154","mtf.loungepass.altitudeblack.com.au.mastercard.com.edgekey.net, e25556.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.loungepass.banksa.com.au.mastercard.com,"104.126.37.145, 104.126.37.154","mtf.loungepass.banksa.com.au.mastercard.com.edgekey.net, e25556.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.loungepass.earth.com.au.mastercard.com,"104.126.37.154, 104.126.37.145","mtf.loungepass.earth.com.au.mastercard.com.edgekey.net, e25556.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.loungepass.stgeorge.com.au.mastercard.com,"2.18.63.46, 2.18.63.64","mtf.loungepass.stgeorge.com.au.mastercard.com.edgekey.net, e25556.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.mastercard.co.za,23.42.195.72,"mtf.mastercard.co.za.edgekey.net, e4543.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.mastercard.com,23.57.19.84,"mtf.mastercard.com.edgekey.net, e4543.g.akamaiedge.net","n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.mastercard.com.br,23.215.22.25,"mtf.mastercard.com.br.edgekey.net, e4543.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mtf.mea.cardholder.mastercard.com,185.175.206.5,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mtf.mfn.mastercard.com,45.115.130.29,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mtf.services.mastercard.co.za,"102.212.184.1, 102.212.185.1",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],mtf.tds.mdes.mastercard.com,"104.126.37.169, 104.126.37.155","mtf.tds.mdes.mastercard.com.edgekey.net, e38783.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-causes.priceless.com,23.196.240.166,"my-causes.priceless.com.edgekey.net, e5188.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mydxp.mastercard.com,104.81.214.198,"mydxp.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mymobile.mastercard.com,216.119.215.53,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],na.video.mastercard.com,216.119.215.68,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],news.mastercard.com,23.36.235.74,"news.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],newscenter.mastercard.com,216.119.216.123,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],no-minimums.com.au,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,"dns1.mastercard.com, dns2.mastercard.com, a1-29.akam.net, a7-67.akam.net, a9-64.akam.net, a18-64.akam.net, a22-65.akam.net, a26-66.akam.net",v=spf1 include:deliverygateways.mastercard.com ~all,,,
[x],ns.mastercard.com,12.19.206.53,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],oacf.dev.openbanking.mastercard.com.au,45.223.20.70,vswsnbo.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],oacf.dev.openbanking.mastercard.com.br,45.223.20.70,h5y3cat.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],oacf.openbanking.mastercard.com.au,45.223.20.70,6w245g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],oacf.stage.openbanking.mastercard.com.au,45.223.20.70,na3ozcb.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],oacf.stage.openbanking.mastercard.com.br,45.223.26.70,mzt2zcg.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],onboardinghub-stage.mastercard.com,20.71.194.49,pip-pop-onboardinghub-stage.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],openbanking.mastercard.com.br,,,"ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-126.awsdns-15.com, ns-1444.awsdns-52.org, ns-1935.awsdns-49.co.uk, ns-918.awsdns-50.net",,,,
[x],optimization.mastercard.com,23.36.235.74,"optimization.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-asset.mastercard.com,216.119.219.15,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-cn.priceless.com,116.62.157.34,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-de.priceless.com,52.29.135.24,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-preview.mastercard.com,216.119.218.60,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-specials.priceless.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-stage.fix.priceless.com,209.64.211.106,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-stage.mastercard.com,209.64.211.243,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-stage.mastercard.com.au,209.64.211.211,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-stage.src.mastercard.com,209.64.211.9,,"a1-29.akam.net, hostmaster.src.mastercard.com",NOERROR,,,,,,,,
[x],origin-stage.uat.priceless.com,209.64.211.106,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-us.priceless.com,34.193.191.26,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin-www.priceless.com,216.119.218.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900,,,
[x],origin080804-mtf.amplify.bankofmelbourne.com.au.mastercard.com,103.55.148.54,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin102498-mtf.altituderewards.com.au.mastercard.com,103.55.148.54,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],origin689602-mtf.amplify.stgeorge.com.au.mastercard.com,103.55.148.54,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],outlook.mastercard.com,216.119.215.32,webmail.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],overfoerselsservice-pre.mastercard.com,20.123.196.19,pip-hub-vnet-we-pre-paymentspreprod-appgw.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],panama.pricelesssurprises.com,184.106.55.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,"dns2.mastercard.com, dns1.mastercard.com",,,,
[x],partners.mastercard.com,23.45.239.49,"partners.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],pathfinder.mastercard.com,,mastercard-prod.modolabs.net,"ns-81.awsdns-10.com, hostmaster.modolabs.com",NOERROR,,,,,,,,
[x],pay.priceless.com,"35.168.99.4, 3.217.193.172",payalb-1228274652.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],paycontent.priceless.com,107.21.60.0,content.priceless.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],paydemo.priceless.com,54.208.55.123,demo.priceless.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],paydev.priceless.com,34.238.111.234,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],paytest.priceless.com,54.208.11.97,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],pba.mastercard.com.au,"108.156.60.7, 108.156.60.106, 108.156.60.79, 108.156.60.120",d13aq7ofjjanqm.cloudfront.net,"ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1373.awsdns-43.org, ns-1757.awsdns-27.co.uk, ns-441.awsdns-55.com, ns-1006.awsdns-61.net",,,,
[x],pentest.priceless.com,107.21.50.123,pentest.ifonly.com,"ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1226.awsdns-25.org, ns-1603.awsdns-08.co.uk, ns-429.awsdns-53.com, ns-535.awsdns-02.net",,,,
