new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,has_internal_ips,internal_ips,txt,mx,caa
,cowork.cn.extranet.lenovo.com,103.244.56.110,,NOERROR,cowork.cn.gtm.lenovo.com,,,,,,,,,
,cowork.cn.gtm.lenovo.com,104.232.254.45,,NOERROR,,,,,,,,,,
,cowork.cn.owa.lenovo.com,104.232.254.45,,NOERROR,cowork.cn.gtm.lenovo.com,,,,,,,,,
,cowork.gtm.lenovo.com,84.252.116.9,,NOERROR,,,,,,,,,,
,cowork.us.extranet.lenovo.com,103.244.56.253,,NOERROR,cowork.us.gtm.lenovo.com,,,,,,,,,
,cowork.us.lenovo.com,103.244.56.253,"f5-hk01.gtm.lenovo.com, hostmaster.f5-hk01.gtm.lenovo.com",NOERROR,cowork.us.gtm.lenovo.com,,,,,,,,,
,cowork.us.owa.lenovo.com,103.244.56.253,,NOERROR,cowork.us.gtm.lenovo.com,,,,,,,,,
,cp-dev.vgs.lenovo.com.cn,47.95.178.31,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,crm.lenovo.com,23.42.195.191,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"crm.lenovo.gtm.skycdn.com.cn, lenovo.com.edgekey.net, e4752.b.akamaiedge.net",,,,,,,,,
,crm.lenovo.com.cn,43.255.226.57,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,crmcn.lenovo.com.cn,43.255.226.19,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,cs.lenovo.com,2.22.40.214,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"cs.lenovo.com.edgekey.net, cs.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.b.akamaiedge.net",,,,,,,,,
,csaap.lenovo.com,103.30.234.9,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,csacn.lenovo.com,43.255.226.78,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,csaen1.lenovo.com,104.232.254.62,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,csapi.lenovo.com.cn,43.255.226.122,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,csl.lenovo.com,,"vip1.alidns.com, hostmaster.hichina.com",NOERROR,,,,,"vip2.alidns.com, vip1.alidns.com",,,,,
,csp.lenovo.com,23.35.230.46,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"csp.lenovo.com.edgekey.net, csp.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.b.akamaiedge.net",,,,,,,,,
,csr.lenovo.com.cn,123.125.148.47,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,csuat.lenovo.com.cn,146.196.114.215,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,csw-dev.lenovo.com,,"ns-872.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1490.awsdns-58.org, ns-167.awsdns-20.com, ns-1976.awsdns-55.co.uk, ns-872.awsdns-45.net",,,,,
,csw-qa.lenovo.com,,"ns-1181.awsdns-19.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1181.awsdns-19.org, ns-1662.awsdns-15.co.uk, ns-276.awsdns-34.com, ns-760.awsdns-31.net",,,,,
,csw.lenovo.com,,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,csw-lenovo.com,,,,"ns-1137.awsdns-14.org, ns-1773.awsdns-29.co.uk, ns-481.awsdns-60.com, ns-742.awsdns-28.net",,,,,
,cto.lenovo.com,103.244.56.140,,NOERROR,cto.gtm.lenovo.com,,,,,,,,,
,ctxgslb.motorola.com,"144.188.128.130, 144.188.129.9",,NOERROR,,,,,,,,,,
,cube.lenovo.com,43.255.226.110,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,v=spf1 include:cube.lenovo.com -all,smtp.cube.lenovo.com,
,cube.lenovo.com.cn,43.255.226.122,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,cubemail.lenovo.com,58.215.167.12,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,v=spf1 include:lenovo.com -all,cubemail.lenovo.com,
,cui.lenovo.com.cn,39.107.146.170,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,cuiapi.lenovo.com.cn,47.95.96.14,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,cuiauth.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,customer360.lenovo.com,2.23.196.216,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"customer360.lenovo.com.edgekey.net, customer360.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.x.akamaiedge.net",,,,,,,,,
,cv.ailab.lenovo.com,43.255.227.100,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,cxs.lenovo.com,84.252.116.34,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,cz.motorola.com,179.191.182.65,"ns1.azionedge.net, admin.azion.com",NOERROR,"cz.motorola.com.cdn.vtex.com, zthb3titty.map.azionedge.net",,,,,,,,,
,d.codata.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,d.lenovo.com.cn,43.255.226.233,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,daas-h5.lenovo.com.cn,43.255.226.233,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,daas-h5uat.lenovo.com.cn,146.196.114.215,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,daas.lenovo.com.cn,43.255.226.233,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dash.lenovo.com,,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dashboard.lenovo.com.cn,47.95.47.36,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,data-dev.xue.lenovo.com.cn,223.202.211.130,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,data.lenovo.com,114.113.233.226,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,data.motorola.com,142.251.141.51,"ns1.google.com, dns-admin.google.com",NOERROR,ghs.googlehosted.com,,,2a00:1450:4001:809::2013,,,,,,
,datacenter.lenovo.com.cn,138.113.147.154,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,datacenter.lenovo.com.cn.wswebcdn.com,,,,"dns1.wswebcdn.org, dns2.wswebcdn.info, dns5.cdn30.org, dns3.wswebcdn.org, dns4.wswebcdn.info",,,,,
,datacentersupport.lenovo.com,69.192.162.34,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"datacentersupport.lenovo.com.edgekey.net, datacentersupport.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.x.akamaiedge.net",,,,,,,,,
,datacentersupport.lenovo.com.cn,104.232.254.24,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dataservice.lenovo.com,43.255.227.57,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,daystar.lenovo.com,81.69.46.149,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dc.lenovo.com.cn,138.113.147.154,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,dc.lenovo.com.cn.wswebcdn.com,,,,,,,,,
,dccs.lenovo.com.cn,115.182.62.215,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dcf2.mbgstore.lenovo.com.cn,103.212.12.5,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,dcg.lenovo.com.cn,138.113.147.154,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,dcg.lenovo.com.cn.wswebcdn.com,,,,,,,,,
,dcs.lenovo.com,13.229.177.201,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dds.lenovo.com,"18.138.119.241, 54.255.87.55","ns-362.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1431.awsdns-50.org, ns-1741.awsdns-25.co.uk, ns-362.awsdns-45.com, ns-617.awsdns-13.net",,,9q6zb9t7qkjnqs71tt4zwdb7yj6b443m,,
,de-de.support.motorola.com,138.1.126.141,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,motorola-global-portal-de.custhelp.com,True,oracle,,,,,,,
,deepwater.gtm.lenovo.com,103.244.56.86,,NOERROR,,,,,,,,,,
,demo-eudp.smartedu.lenovo.com,69.231.185.94,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,deny.euwe1.netfilter.lenovo.com,"104.18.2.74, 104.18.3.74","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,deny.euwe1.netfilter.lenovo.com.cdn.cloudflare.net,True,cloudflare,"2606:4700::6812:24a, 2606:4700::6812:34a",,,,,,
,deny.naea1.netfilter.lenovo.com,"104.18.3.74, 104.18.2.74","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,deny.naea1.netfilter.lenovo.com.cdn.cloudflare.net,True,cloudflare,"2606:4700::6812:24a, 2606:4700::6812:34a",,,,,,
,designresearch.motorola.com,104.41.145.143,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,True,azure,,,,,,,
,destiny.motorola.com,206.19.230.82,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dev-hybris.gtm.lenovo.com,103.30.234.82,,NOERROR,,,,,,,,,,
,dev-vpn.ccg.lenovo.com,54.175.212.160,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dev.cloud.lenovo.com,,"ns-1838.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1838.awsdns-37.co.uk, ns-299.awsdns-37.com, ns-916.awsdns-50.net, ns-1176.awsdns-19.org",,,,,
,dev.cochat.lenovo.com,146.196.114.70,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dev.csw.lenovo.com,,"ns-90.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,dev-csw-lenovo.com,,,,"ns-1326.awsdns-37.org, ns-1758.awsdns-27.co.uk, ns-90.awsdns-11.com, ns-929.awsdns-52.net",,,,,
,dev.dd.lenovo.com,,,NOERROR,,,,,,,,,,
,dev.lenovo.com,"3.218.73.187, 34.231.212.158","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"dev.lenovo.gtm.skycdn.com.cn, dpp-alb-1672168468.us-east-1.elb.amazonaws.com",,,,,,,,,
,developer-test.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,developer.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,developer.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,developer.motorola.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"moddev.lenovomm.com, moddev.mbgstore.lenovo.com.cn",,,,,,,,,
,developer.uds-dev.lenovo.com,"34.200.58.108, 52.55.119.148, 44.196.251.136","ns-1067.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1067.awsdns-05.org, ns-2032.awsdns-62.co.uk, ns-264.awsdns-33.com, ns-746.awsdns-29.net",,,,,
,developer.uds.lenovo.com,"18.209.242.168, 54.237.176.35, 18.232.214.176","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1423.awsdns-49.org, ns-2016.awsdns-60.co.uk, ns-237.awsdns-29.com, ns-909.awsdns-49.net",,,,,
,devices.lenovo.com,43.255.224.102,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dh.lenovo.com.cn,,,NOERROR,pcsdgslb1.lenovo.com.cn,,,,,,,,,
,dianping.lenovo.com.cn,43.255.226.124,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dianpinguat.lenovo.com.cn,146.196.114.7,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dibg.lenovo.com,146.196.115.86,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,digital.lenovo.com,146.196.115.69,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dip.lenovo.com,,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dip.lenovo.com.cn,43.255.226.169,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,direct-secure.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,direct.motorola.com,"2.16.107.82, 2.16.107.43","n0dscq.akamai.net, hostmaster.akamai.com",NOERROR,"direct.motorola.com-v2.edgesuite.net, a1631.dscq.akamai.net",,,"2a02:26f0:64::210:6ad1, 2a02:26f0:64::210:6ad0",,,,,,
,directory.motorola.com,"2.16.238.28, 2.16.238.19","n0q.akamai.net, hostmaster.akamai.com",NOERROR,"directory.motorola.com.edgesuite.net, a1268.q.akamai.net",,,,,,,,,
,discovery.lenovo.com.cn,112.126.104.36,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,discovery.mbgcdn.lenovo.com.cn,,,,,,,,,
,discovery.mbgcdn.lenovo.com.cn,112.126.104.36,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,dlxtag.lenovo.com,146.196.114.98,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dm.lenovo.com.cn,43.255.226.122,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dms.motorola.com,103.104.74.152,"ns31.domaincontrol.com, dns.jomax.net",NOERROR,moto.zedsales.in,,,,,,,,,
,doc.lenovo.com.cn,"220.181.53.219, 220.181.53.220, 36.104.133.219, 36.189.15.191, 36.250.251.132, 101.207.252.191, 111.13.153.219, 111.26.55.214, 112.29.198.100, 113.207.73.68, 117.68.69.132, 125.64.35.132, 139.209.207.100, 139.215.192.100, 211.137.95.101","ns3.bytedns.com, dnsadmin.bytedance.com",NOERROR,"doc-lenovo-com-cn-idvifcz.qiniudns.com, chinaweb219.china.line.qiniudns.com, img-all.qiniu.com.volcgslb.com, sz-qiniu-all.volcgtm.com",,,"2409:8c18:700:1002:8000:0:b00:86, 2409:8c30:1000:2700:8000:0:b00:100, 2409:8c62:f10:3:8000::100, 240e:904:800:1480::b00:100, 240e:910:e000:201:8000::100, 240e:958:2004:1001:8000:0:b00:100, 240e:974:ca00:580::b00:100, 2408:8734:6001:1::b00:100, 2408:8736:1102:9::b00:86, 2408:8748:c110:0:8000:0:b00:100, 2408:8766:0:1002:8000:0:b00:100, 2409:8c00:7821:1a:8000:0:b00:100",,,,,,
,docs.lenovo.com,47.94.103.36,"ns3.dnsv2.com, level3dnsadmin.dnspod.com",NOERROR,docs.lenovows.com,,,,,,,,,
,docs.lenovo.com.cn,47.94.103.36,"ns3.dnsv2.com, level3dnsadmin.dnspod.com",NOERROR,docs.lenovows.com,,,,,,,,,
,document.cochat.lenovo.com,92.122.66.198,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"document.cochat.lenovo.com.akadns.net, cochat.lenovo.com.edgekey.net, cochat.lenovo.com.edgekey.net.globalredir.akadns.net, e16590.x.akamaiedge.net",,,,,,,,,
,domino.lenovo.com,43.255.226.209,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,download.lenovo.com,23.1.108.28,"n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,"download.lenovo.com.akadns.net, download.lenovo.com.edgekey.net, download.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.d.akamaiedge.net",,,,,,,,,
,download2.lenovo.com.cn,43.255.226.177,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,downloads.csw.mp.gdi.lenovo.com,"143.204.231.114, 143.204.231.122, 143.204.231.97, 143.204.231.19","ns-826.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,"ns-1253.awsdns-28.org, ns-1642.awsdns-13.co.uk, ns-394.awsdns-49.com, ns-826.awsdns-39.net",,,,,
,downloads.naea1.uds.lenovo.com,"18.65.39.48, 18.65.39.14, 18.65.39.74, 18.65.39.101","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,dp.lenovo.com.cn,43.255.226.233,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dpp.lenovo.com.cn,43.255.226.57,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,driver.mbgcdn.lenovo.com.cn,39.106.232.147,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,driverdl.lenovo.com.cn,"222.184.83.9, 222.184.83.12, 222.184.83.15, 222.184.83.18, 222.184.83.21, 222.184.83.24, 222.184.83.7, 222.184.83.16, 222.184.83.22, 222.184.83.8, 222.184.83.17, 222.184.83.23, 222.184.83.6","ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"idv1ctr.qiniudns.com, large.china.qiniu.com.trpcdn.net, zqndl.v.trpcdn.net",,,,,,,,,
,driverupdate.lenovo.com.cn,"139.209.207.100, 139.215.192.100, 211.137.95.101, 220.181.53.219, 220.181.53.220, 36.104.133.219, 36.189.15.191, 36.250.251.132, 101.207.252.191, 111.13.153.219, 111.26.55.214, 112.29.198.100, 113.207.73.68, 117.68.69.132, 125.64.35.132","ns3.bytedns.com, dnsadmin.bytedance.com",NOERROR,"driverupdate.lenovo.com.cn.qiniudns.com, img-all.qiniu.com.volcgslb.com, sz-qiniu-all.volcgtm.com",,,"2408:8736:1102:9::b00:86, 2408:8748:c110:0:8000:0:b00:100, 2408:8766:0:1002:8000:0:b00:100, 2409:8c00:7821:1a:8000:0:b00:100, 2409:8c18:700:1002:8000:0:b00:86, 2409:8c30:1000:2700:8000:0:b00:100, 2409:8c62:f10:3:8000::100, 240e:904:800:1480::b00:100, 240e:910:e000:201:8000::100, 240e:958:2004:1001:8000:0:b00:100, 240e:974:ca00:580::b00:100, 2408:8734:6001:1::b00:100",,,,,,
,drvdisc1.lenovo.com,43.255.226.57,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dsp-anliang.mbgcdn.lenovo.com.cn,39.102.45.223,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,dsp-baoyue.mbgcdn.lenovo.com.cn,39.103.13.33,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,dsp.lenovo.com.cn,"61.163.173.49, 61.163.173.54, 125.44.162.221, 61.163.173.51, 125.44.162.222, 61.163.173.50, 61.163.173.52, 61.163.173.53, 61.163.173.55","ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"dsp.mbgcdn.lenovo.com.cn, dsp.lenovo.com.cn.trpcdn.net, zmptxy.v.trpcdn.net",,,,,,,,,
,dsp.mbgcdn.lenovo.com.cn,"61.163.173.51, 125.44.162.222, 61.163.173.54, 61.163.173.49, 61.163.173.55, 125.44.162.221, 61.163.173.52, 61.163.173.50, 61.163.173.53","ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"dsp.lenovo.com.cn.trpcdn.net, zmptxy.v.trpcdn.net",,,,,,,,,
,dt.lenovo.com,146.196.114.60,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dt.lenovo.com.cn,146.196.114.60,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dtf.lenovo.com,43.255.224.87,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dws.smartedu.lenovo.com,52.80.46.69,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,dxp-dev.lenovo.com,52.167.128.163,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,True,azure,,"ns1-05.azure-dns.com, ns2-05.azure-dns.net, ns3-05.azure-dns.org, ns4-05.azure-dns.info",,,,,
,dxp-qa.lenovo.com,,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"ns4-09.azure-dns.info, ns2-09.azure-dns.net, ns1-09.azure-dns.com, ns3-09.azure-dns.org",,,ca3-4de730c1d06e43b79be5631a953b1e4c,,
,dxp.lenovo.com,,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"ns1-03.azure-dns.com, ns2-03.azure-dns.net, ns3-03.azure-dns.org, ns4-03.azure-dns.info",,,,,
,dyngate-ca119-1.motorola.com,144.189.96.1,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-10.motorola.com,144.189.96.10,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-100.motorola.com,144.189.96.100,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-101.motorola.com,144.189.96.101,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-102.motorola.com,144.189.96.102,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-103.motorola.com,144.189.96.103,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-104.motorola.com,144.189.96.104,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-11.motorola.com,144.189.96.11,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-110.motorola.com,144.189.96.110,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-111.motorola.com,144.189.96.111,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-112.motorola.com,144.189.96.112,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-113.motorola.com,144.189.96.113,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-12.motorola.com,144.189.96.12,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-120.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-122.motorola.com,144.189.96.122,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-123.motorola.com,144.189.96.123,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-124.motorola.com,144.189.96.124,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-13.motorola.com,144.189.96.13,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-130.motorola.com,144.189.96.130,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-131.motorola.com,144.189.96.131,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-132.motorola.com,144.189.96.132,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-133.motorola.com,144.189.96.133,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-134.motorola.com,144.189.96.134,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-14.motorola.com,144.189.96.14,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-140.motorola.com,144.189.96.140,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-141.motorola.com,144.189.96.141,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-142.motorola.com,144.189.96.142,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-143.motorola.com,144.189.96.143,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-144.motorola.com,144.189.96.144,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-150.motorola.com,144.189.96.150,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-152.motorola.com,144.189.96.152,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-153.motorola.com,144.189.96.153,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-160.motorola.com,144.189.96.160,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-161.motorola.com,144.189.96.161,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-163.motorola.com,144.189.96.163,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-164.motorola.com,144.189.96.164,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-170.motorola.com,144.189.96.170,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-171.motorola.com,144.189.96.171,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-180.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-183.motorola.com,144.189.96.183,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-190.motorola.com,144.189.96.190,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-191.motorola.com,144.189.96.191,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-192.motorola.com,144.189.96.192,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-20.motorola.com,144.189.96.20,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-200.motorola.com,144.189.96.200,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-201.motorola.com,144.189.96.201,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-203.motorola.com,144.189.96.203,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-204.motorola.com,144.189.96.204,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-210.motorola.com,144.189.96.210,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-211.motorola.com,144.189.96.211,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-212.motorola.com,144.189.96.212,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,dyngate-ca119-213.motorola.com,144.189.96.213,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
