input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_,tls_expired
app-store-storybook.qa.linktr.ee,,,243,app-store-storybook.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,CN=app-store-storybook.qa.linktr.ee,app-store-storybook.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app-store-storybook.qa.linktr.ee,443,https://app-store-storybook.qa.linktr.ee:443,https,AmazonS3,application/xml,GET,18.66.147.98,Amazon Web Services,2,True,,
apt-telemetry.platform.linktr.ee,,,23,apt-telemetry.platform.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,CN=apt-telemetry.platform.linktr.ee,apt-telemetry.platform.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,apt-telemetry.platform.linktr.ee,443,https://apt-telemetry.platform.linktr.ee:443,https,,application/json,GET,54.213.185.163,,1,,,
arnie.linktr.ee,,,42,arnie.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=arnie.linktr.ee,arnie.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,arnie.linktr.ee,443,https://arnie.linktr.ee:443,https,,application/json,GET,18.66.147.127,Amazon Web Services,1,True,,
artist.link,Songlink/Odesli,,36123,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://artist.link:443,https,Vercel,text/html,GET,76.76.21.21,webpack,1,,,
assets.production.linktr.ee,,,243,assets.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,CN=assets.production.linktr.ee,assets.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,assets.production.linktr.ee,443,https://assets.production.linktr.ee:443,https,AmazonS3,application/xml,GET,13.224.189.47,Amazon Web Services,2,True,,
assets.qa.linktr.ee,,,255,assets.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,CN=assets.qa.linktr.ee,assets.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,assets.qa.linktr.ee,443,https://assets.qa.linktr.ee:443,https,AmazonS3,application/xml,GET,52.222.214.11,Amazon Web Services,2,True,,
auth.linktr.ee,"Link in bio tool: Everything you are, in one simple link | Linktree",,921820,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://auth.linktr.ee:443,https,GatsbyHosting,text/html,GET,151.101.2.133,webpack,1294,True,,
authiamapi.qa.linktr.ee,503 Service Temporarily Unavailable,,564,authiamapi.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=authiamapi.qa.linktr.ee,authiamapi.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,authiamapi.qa.linktr.ee,443,https://authiamapi.qa.linktr.ee:443,https,awselb/2.0,text/html,GET,54.70.132.210,,13,,,
backstage.platform.linktr.ee,Linktree Backstage (local),,3377,backstage.platform.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=backstage.platform.linktr.ee,backstage.platform.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,backstage.platform.linktr.ee,443,https://backstage.platform.linktr.ee:443,https,,text/html,GET,44.237.157.14,HSTS,6,,,
blog.linktr.ee,"Linktree Blog: The Latest Product News, Tips & Trends",,689144,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://blog.linktr.ee:443,https,GatsbyHosting,text/html,GET,151.101.2.133,webpack,474,True,,
blog.qa.linktr.ee,404: Not found,,354,blog.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-09T00:01:26Z,CN=fallback.tls.fastly.net,fallback.tls.fastly.net,"CN=Certainly Intermediate R1, O=Certainly, C=US",Certainly Intermediate R1,Certainly,ctls,blog.qa.linktr.ee,443,https://blog.qa.linktr.ee:443,https,GatsbyHosting,text/html,GET,199.232.194.22,Varnish,18,True,,
canva.qa.linktr.ee,,,23,canva.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=canva.qa.linktr.ee,canva.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,canva.qa.linktr.ee,443,https://canva.qa.linktr.ee:443,https,,application/json,GET,44.242.71.6,,1,,,
cassia-test.qa.linktr.ee,503 Service Temporarily Unavailable,,564,cassia-test.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=cassia-test.qa.linktr.ee,cassia-test.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,cassia-test.qa.linktr.ee,443,https://cassia-test.qa.linktr.ee:443,https,awselb/2.0,text/html,GET,44.240.14.170,,13,,,
cdn.linktr.ee,ERROR: The request could not be satisfied,,919,cdn.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=cdn.linktr.ee,cdn.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,cdn.linktr.ee,443,https://cdn.linktr.ee:443,https,CloudFront,text/html,GET,18.66.147.127,Amazon Web Services,20,True,,True
chargebee.production.linktr.ee,,,26,chargebee.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=chargebee.production.linktr.ee,chargebee.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,chargebee.production.linktr.ee,443,https://chargebee.production.linktr.ee:443,https,,application/json,GET,44.232.34.16,,1,,,
chargebee.qa.linktr.ee,,,26,chargebee.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,CN=chargebee.qa.linktr.ee,chargebee.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,chargebee.qa.linktr.ee,443,https://chargebee.qa.linktr.ee:443,https,,application/json,GET,54.244.230.236,,1,,,
chargehound.production.linktr.ee,,,23,chargehound.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,CN=chargehound.production.linktr.ee,chargehound.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,chargehound.production.linktr.ee,443,https://chargehound.production.linktr.ee:443,https,,application/json,GET,35.167.250.77,,1,,,
chargehound.qa.linktr.ee,,,23,chargehound.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-02T00:00:00Z,CN=chargehound.qa.linktr.ee,chargehound.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,chargehound.qa.linktr.ee,443,https://chargehound.qa.linktr.ee:443,https,,application/json,GET,52.41.61.116,,1,,,
clicks.linktr.ee,,,23,clicks.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2019-03-08T00:00:00Z,CN=clicks.linktr.ee,clicks.linktr.ee,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,ctls,clicks.linktr.ee,443,https://clicks.linktr.ee:443,https,,application/json,GET,13.35.77.71,Amazon Web Services,1,True,,True
cms.linktr.ee,403 Forbidden,,425,cms.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T08:56:36Z,CN=*.linktr.ee,*.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,cms.linktr.ee,443,https://cms.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
cms.qa.linktr.ee,403 Forbidden,,424,cms.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T08:56:33Z,CN=*.qa.linktr.ee,*.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,cms.qa.linktr.ee,443,https://cms.qa.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
community.linktr.ee,Home - Linktree Community,,722911,community.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T14:00:16Z,CN=community.linktr.ee,community.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,community.linktr.ee,443,https://community.linktr.ee:443,https,TribePlatform,text/html,GET,75.2.1.88,HTTP/3,16,,,
como-review-api.production.linktr.ee,,,8,como-review-api.production.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,CN=como-review-api.production.linktr.ee,como-review-api.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,como-review-api.production.linktr.ee,443,https://como-review-api.production.linktr.ee:443,https,,text/html,GET,44.227.32.151,Node.js,1,,,
consent.qa.linktr.ee,403 Forbidden,,425,consent.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T08:56:33Z,CN=*.qa.linktr.ee,*.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,consent.qa.linktr.ee,443,https://consent.qa.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
dev-blog.linktr.ee,403 Forbidden,,454,dev-blog.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2019-02-14T00:00:00Z,CN=dev-blog.linktr.ee,dev-blog.linktr.ee,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,ctls,dev-blog.linktr.ee,443,https://dev-blog.linktr.ee:443,https,AmazonS3,text/html,GET,18.66.122.46,Amazon Web Services,19,True,,True
develop.devops.linktr.ee,,,42,develop.devops.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,CN=devops.linktr.ee,devops.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,develop.devops.linktr.ee,443,https://develop.devops.linktr.ee:443,https,,application/json,GET,143.204.89.30,Amazon Web Services,1,True,,
develop.ingress.linktr.ee,,,23,develop.ingress.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,CN=develop.ingress.linktr.ee,develop.ingress.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,develop.ingress.linktr.ee,443,https://develop.ingress.linktr.ee:443,https,,application/json,GET,65.9.66.93,Amazon Web Services,1,True,,
docs.linktr.ee,Getting started - SDK Documentation,,449591,docs.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T23:44:40Z,CN=docs.linktr.ee,docs.linktr.ee,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,ctls,docs.linktr.ee,443,https://docs.linktr.ee:443,https,cloudflare,text/html,GET,104.18.3.117,HTTP/3,1149,True,,
downgrade.linktr.ee,Retention,,14827,downgrade.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T18:45:13Z,CN=downgrade.linktr.ee,downgrade.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,downgrade.linktr.ee,443,https://downgrade.linktr.ee:443,https,Caddy Brightback,text/html,GET,35.164.219.145,HSTS,120,,,
embed.odesli.co,,,16837,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://embed.odesli.co:443,https,Vercel,text/html,GET,76.76.21.22,webpack,1,,,
embed.song.link,,,16837,odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-01T08:36:13Z,CN=odesli.co,odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,odesli.co,443,https://embed.song.link:443,https,Vercel,text/html,GET,76.76.21.61,webpack,1,,,
embed.staging.odesli.co,,,16834,staging.odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-27T23:45:30Z,CN=staging.odesli.co,staging.odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,staging.odesli.co,443,https://embed.staging.odesli.co:443,https,Vercel,text/html,GET,76.76.21.142,webpack,1,,,
embed.staging.song.link,,,16834,staging.odesli.co,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-27T23:45:30Z,CN=staging.odesli.co,staging.odesli.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,staging.odesli.co,443,https://embed.staging.song.link:443,https,Vercel,text/html,GET,76.76.21.93,webpack,1,,,
enrichments.linktr.ee,,,23,enrichments.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=enrichments.linktr.ee,enrichments.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,enrichments.linktr.ee,443,https://enrichments.linktr.ee:443,https,,application/json,GET,13.225.78.44,Amazon Web Services,1,True,,
fastly-assets.qa.linktr.ee,403 Forbidden,,425,fastly-assets.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T05:07:14Z,CN=fastly-assets.qa.linktr.ee,fastly-assets.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,fastly-assets.qa.linktr.ee,443,https://fastly-assets.qa.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
files.production.linktr.ee,,,243,files.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,CN=files.production.linktr.ee,files.production.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,files.production.linktr.ee,443,https://files.production.linktr.ee:443,https,AmazonS3,application/xml,GET,13.225.78.57,Amazon Web Services,2,True,,
files.qa.linktr.ee,,,243,files.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=files.qa.linktr.ee,files.qa.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,files.qa.linktr.ee,443,https://files.qa.linktr.ee:443,https,AmazonS3,application/xml,GET,52.222.236.97,Amazon Web Services,2,True,,
flux.platform.linktr.ee,,,27,flux.platform.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,CN=flux.platform.linktr.ee,flux.platform.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,flux.platform.linktr.ee,443,https://flux.platform.linktr.ee:443,https,,application/json,GET,44.239.169.116,,1,,,
graph.qa.linktr.ee,403 Forbidden,,425,graph.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T22:02:14Z,CN=graph.qa.linktr.ee,graph.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,graph.qa.linktr.ee,443,https://graph.qa.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
green.qa.linktr.ee,Fastly error: unknown domain green.qa.linktr.ee,,264,green.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T09:02:31Z,CN=green.qa.linktr.ee,green.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,green.qa.linktr.ee,443,https://green.qa.linktr.ee:443,https,Varnish,text/html,GET,146.75.122.133,Varnish,8,True,,
help.linktr.ee,Linktree Help Center,,41922,linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T20:27:38Z,CN=linktr.ee,linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,linktr.ee,443,https://help.linktr.ee:443,https,nginx,text/html,GET,151.101.2.133,Varnish,22,True,,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,,1607,fonts.googleapis.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:25:28Z,CN=upload.video.google.com,upload.video.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.186.42,HTTP/3,1,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,,1561,fonts.gstatic.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:25:28Z,CN=*.gstatic.com,*.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.186.35,HTTP/3,12,,,
https://itunes.apple.com,iTunes - Apple,,127256,www.apple.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T22:59:19Z,"CN=www.apple.com, O=Apple Inc., L=Cupertino, ST=California, C=US, serialNumber=C0806592, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization",www.apple.com,"CN=Apple Public EV Server RSA CA 2 - G1, O=Apple Inc., C=US",Apple Public EV Server RSA CA 2 - G1,Apple Inc.,ctls,www.apple.com,443,https://itunes.apple.com:443,https,Apple,text/html,GET,2.19.224.19,HSTS,680,,Apple Inc.,
https://www.youtube-nocookie.com,Oops,,7501,www.youtube-nocookie.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.youtube-nocookie.com,443,https://www.youtube-nocookie.com:443,https,ESF,text/html,GET,172.217.16.142,HTTP/3,1,,,
i.linktr.ee,,,23,i.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=i.linktr.ee,i.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,i.linktr.ee,443,https://i.linktr.ee:443,https,,application/json,GET,52.222.236.94,Amazon Web Services,1,True,,
ingress.linktr.ee,,,23,ingress.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,CN=ingress.linktr.ee,ingress.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,ingress.linktr.ee,443,https://ingress.linktr.ee:443,https,,application/json,GET,52.222.236.84,Amazon Web Services,1,True,,
integrations-store.linktr.ee,503 Service Temporarily Unavailable,,564,integrations-store.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,CN=integrations-store.linktr.ee,integrations-store.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,integrations-store.linktr.ee,443,https://integrations-store.linktr.ee:443,https,awselb/2.0,text/html,GET,44.228.55.238,,13,,,
jobs.linktr.ee,403 Forbidden,,425,qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T09:02:31Z,CN=qa.linktr.ee,qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,qa.linktr.ee,443,https://jobs.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
jobs.qa.linktr.ee,403 Forbidden,,425,jobs.qa.linktr.ee,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T08:56:33Z,CN=*.qa.linktr.ee,*.qa.linktr.ee,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,jobs.qa.linktr.ee,443,https://jobs.qa.linktr.ee:443,https,Varnish,text/html,GET,151.101.2.133,Varnish,18,True,,
link-types-assets.production.linktr.ee,,,243,link-types-assets.production.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=link-types-assets.production.linktr.ee,link-types-assets.production.linktr.ee,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,link-types-assets.production.linktr.ee,443,https://link-types-assets.production.linktr.ee:443,https,AmazonS3,application/xml,GET,65.9.66.56,HSTS,2,True,,
link-types-assets.qa.linktr.ee,,,243,link-types-assets.qa.linktr.ee,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=link-types-assets.qa.linktr.ee,link-types-assets.qa.linktr.ee,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,link-types-assets.qa.linktr.ee,443,https://link-types-assets.qa.linktr.ee:443,https,AmazonS3,application/xml,GET,52.222.214.39,HSTS,2,True,,
