new,host,a,soa,status_code,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ns,txt,caa
,vpn-bagage.schiphol.nl,77.241.232.151,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,vpn-ipsec.schiphol.nl,77.241.232.145,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,vpn-mob.schiphol.nl,77.241.225.190,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,vpn-sdi.schiphol.nl,77.241.232.152,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,vpn-sw.schiphol.nl,77.241.232.146,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,vpn.schiphol.nl,77.241.232.154,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,oscnws@st.nl,
,vtc.schiphol.nl,195.137.169.146,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,v=spf1 include:relay.aksi.nl -all,
,wap.schiphol.nl,145.7.247.59,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,wca-test.schiphol.nl,195.211.56.122,"ns1.perrit.net, hostmaster.perrit.net",NOERROR,,wca-test-schiphol.sharepoint.perrit.net,,,,,,,,
,wca2-acceptatie.schiphol.nl,195.211.56.241,"ns1.perrit.net, hostmaster.perrit.net",NOERROR,,wca2-acceptatie.perrit.net,,,,,,,,
,wca2-test.schiphol.nl,195.211.56.100,"ns1.perrit.net, hostmaster.perrit.net",NOERROR,,wca2-test.perrit.net,,,,,,,,
,wca2.schiphol.nl,195.211.56.169,"ns1.perrit.net, hostmaster.perrit.net",NOERROR,,wca2.perrit.net,,,,,,,,
,webcam.schiphol.nl,213.53.137.40,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,webhookservice-acc.rpa.schiphol.nl,20.82.63.68,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,webhookservice-test.rpa.schiphol.nl,51.105.194.58,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,True,azure,,,,,,
,webhookservice.rpa.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,werkplek.accept.schiphol.nl,145.35.169.178,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,wilbur.schiphol.nl,"104.18.14.204, 104.18.15.204","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:ecc, 2606:4700::6812:fcc",wilbur.schiphol.nl.cdn.cloudflare.net,True,cloudflare,,,,,,
,wireless.schiphol.nl,145.35.195.2,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,wlan.schiphol.nl,192.0.2.1,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,True,192.0.2.1,,,,
,wp.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,www-acc.schiphol.nl,195.189.118.236,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,www-dev.schiphol.nl,195.189.117.180,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,www.flow4cast.schiphol.nl,135.125.226.27,"dns200.anycast.me, tech.ovh.net",NOERROR,,flow4cast.scenarioplanning.com,,,,,,,,
,www.parking.schiphol.nl,46.249.200.49,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,www.schiphol.com,20.105.183.25,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,www.schiphol.nl,"104.18.10.211, 104.18.11.211","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:ad3, 2606:4700::6812:bd3",www.schiphol.nl.cdn.cloudflare.net,True,cloudflare,,,,,,
,www.webcam.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,www.wilbur-a.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,www.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,wwws.schiphol.nl,213.53.137.91,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
