input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,location,final_url,csp_domains_,tls_expired,tls_wildcard_certificate,cdn_name,cdn
mobileapps.usaa.com,Page Currently Unavailable | USAA,498,3018,mobileapps.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-28T00:00:00Z,2023-08-22T23:59:59Z,"CN=mobile.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",mobile.usaa.com,United Services Automobile Association,api.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,32c8bca94f05870cfaf08122b339cbe7,3ae7e7509719fb23a7cf11f992cf8b0a6918c09e9ae3d11b44a7021f3bfde70f,ctls,mobileapps.usaa.com,80,http://mobileapps.usaa.com:80,http,USAA-Integrity,text/html,GET,23.201.246.225,/,-713488715,23.201.246.225,100,False,HSTS,,https://mobileapps.usaa.com/,,,,,
moneyguidepro.usaa.com,Envestnet | MoneyGuide - Financial Planning Software,200,6030,moneyguidepro.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=da.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",da.usaa.com,United Services Automobile Association,www.usaa-advocacy.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1024cb75471913e2386aa0636388e67a,aa1a0a407bc35303b38ca7842c7a780c113479ede08accc37500b5ca55ab2afc,ctls,moneyguidepro.usaa.com,443,https://moneyguidepro.usaa.com:443,https,,text/html,GET,23.212.207.81,/,-485427770,23.212.207.81,141,False,HSTS,,https://moneyguidepro.usaa.com/usaa/home/signonnotavailable,,,,,
mstunnel.usaa.com,,200,250,mstunnel.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-28T00:00:00Z,2023-06-14T23:59:59Z,"CN=mstunnel.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",mstunnel.usaa.com,USAA,mstunnel.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bdbd7f4a1a6d5cc8200afd53f026ea33,4b20487d7ea5768c5f4d8a0adeaff19fecdef5e021cae5f3e1d4c95147bd01e0,ctls,mstunnel.usaa.com,443,https://mstunnel.usaa.com:443,https,,text/xml,GET,167.24.103.132,/,501929981,167.24.103.132,8,False,HSTS,,,,,,,
mydesktop-qa.usaa.com,,200,1637,gw-mydesktop-qa-eq2.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-09T00:00:00Z,2023-09-01T23:59:59Z,"CN=ext-mydesktop-qa.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",ext-mydesktop-qa.usaa.com,USAA,gw-mydesktop-qa-eq3.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,25075b6f8504ec608e6c4343b121304a,b2ad3ddca13e99a043f98ac4f502fcace2f3ac2e7d60c36bd870c5b7ea526b4d,ctls,gw-mydesktop-qa-eq2.usaa.com,443,https://mydesktop-qa.usaa.com:443,https,,text/html,GET,167.24.76.232,/,677978243,167.24.76.232,1,False,,,https://gw-mydesktop-qa-eq2.usaa.com/vpn/index.html,,,,,
mydesktop.usaa.com,,200,1621,gw-mydesktop-eq2.usaa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=mydesktop.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",mydesktop.usaa.com,USAA,gw-mydesktop-itc.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,51a436fdcff8735e5f175c2ea1831112,9af6aaf346679fb92b1d33e4510415e643efce6e43ae390add7b798aaffdfeaa,ctls,gw-mydesktop-eq2.usaa.com,80,http://mydesktop.usaa.com:80,http,,text/html,GET,167.24.76.228,/,584461595,167.24.76.228,1,False,,,https://gw-mydesktop-eq2.usaa.com/vpn/index.html,,,,,
mytotalrewards.usaa.com,,200,5947,hrportal.ehr.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-07T16:26:13Z,2023-12-09T16:26:12Z,"CN=hrportal.ehr.com, O=Willis North America Inc., L=Nashville, ST=Tennessee, C=US",hrportal.ehr.com,Willis North America Inc.,hrportal.ehr.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,befd0bd704251a88f36cf38bd6dc09c6,53e8a877d95b9793c4053c92e6dc2d5b46c567c1522b0bab2b1f1ddf1670f49c,ctls,hrportal.ehr.com,443,https://mytotalrewards.usaa.com:443,https,,text/html,GET,23.212.210.116,/,1769908022,23.212.210.116,1,False,HSTS,,https://hrportal.ehr.com/usaa/desktopmodules/portal/api/saml/sendauthnrequest/?target=SelfService-Portal&relaystate=&rnd=151120171486922,https://cdnjs.cloudflare.com,,,,
nfl.usaa.com,Enable Cookies  | USAA | USAA,200,4051,www.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.usaa.com,443,https://nfl.usaa.com:443,https,USAA-Honesty,text/html,GET,23.53.40.235,/,249751232,23.53.40.186,53,False,React,,https://www.usaa.com/nfl?from=nfl.usaa.com&akredirect=true,,,,,
nvoicetest.usaa.com,"System Error
	      | USAA",200,44196,nvoicetest.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,nvoicetest.usaa.com,80,http://nvoicetest.usaa.com:80,http,USAA-Honesty,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,165,False,HSTS,,https://nvoicetest.usaa.com/serverbusy/eserverbusy403.html?RuleID=&AKGHOSTSERVICE=2.16.240.159&AKGHOSTIP=23.201.246.213&AKREQUESTID=65c2971d&AKURL=/,,,,,
partners.usaa.com,USAA - Business Access,200,4262,www.partners.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=www.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",www.usaa.com,United Services Automobile Association,api-a.usaa.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,d42e7990240fd2a1fbc5b5b4bbc20495,171d96ef84b46897119db1b50a2c08cb3ef0543f31835bc786befecaf9840670,ctls,www.partners.usaa.com,443,https://partners.usaa.com:443,https,USAA-Integrity,text/html,GET,23.201.246.224,/,-485427770,23.201.246.224,143,False,HSTS,,https://www.partners.usaa.com/partner_pas/hub.jsp,,,,,
rapi-a.usaa.com,,404,,rapi-a.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rapi-a.usaa.com,443,https://rapi-a.usaa.com:443,https,USAA-Honesty,,GET,23.208.148.202,/,-485427770,23.208.148.202,1,False,HSTS,,,,,,,
rapi.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,80,http://rapi.usaa.com:80,http,USAA-Honesty,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLcmq3tzHaHlHc7X4MrwrGI%2fhv4DmPCOXUMK7uqG5flUyMUy5SIGDFcNArgH%2fMmNjU,,,,,
rauthn.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rauthn.usaa.com:443,https,USAA-Honesty,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURL0a60svcEK3Rnmtnsxh48QgTbjB2rmEvKGnV4XPGlBQ+XYpRrKffskFPLrvl7STne,,,,,
rcontentapi.usaa.com,"System Error
	      | USAA",200,44196,rcontentapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rcontentapi.usaa.com,80,http://rcontentapi.usaa.com:80,http,USAA-Honesty,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,165,False,HSTS,,https://rcontentapi.usaa.com/serverbusy/eserverbusy403.html?RuleID=&AKGHOSTSERVICE=2.16.240.140&AKGHOSTIP=23.208.148.202&AKREQUESTID=3f6ae661&AKURL=/,,,,,
res.emac.usaa.com,302 Found,302,210,res.emac.usaa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2024-03-12T23:59:59Z,"CN=res.emac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.emac.usaa.com,USAA,t.emac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fe1fb56f2203729a7e51ecbdcd1db387,a4059319b30411a1d2e318e77e8e8aa694e564a09054465027ca36eea9e15a44,ctls,res.emac.usaa.com,443,https://res.emac.usaa.com:443,https,Apache,text/html,GET,13.224.189.16,/,-780928015,13.224.189.96,8,False,Apache,https://res.emac.usaa.com/,https://res.emac.usaa.com/,,,,cloudfront,True
res.exsac.usaa.com,302 Found,302,211,res.exsac.usaa.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=res.exsac.usaa.com, O=USAA, L=San Antonio, ST=Texas, C=US",res.exsac.usaa.com,USAA,t.exsac.usaa.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cc10536387e189fe8e8a84a6b4093b8b,92aba13adfcad5ba3b871d1f11bd906195b73233c88f0b1377b0e5210d2bc9cf,ctls,res.exsac.usaa.com,80,http://res.exsac.usaa.com:80,http,Apache,text/html,GET,52.222.236.94,/,-780928015,52.222.236.110,8,False,Apache,https://res.exsac.usaa.com/,https://res.exsac.usaa.com/,,,,cloudfront,True
reviews.usaa.com,,200,2,,,,,,,,,,,,,,,,,,,,80,http://reviews.usaa.com:80,http,,text/html,GET,23.212.207.81,/,-2088429648,23.212.207.81,1,False,,,,,,,,
rguest.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rguest.usaa.com:443,https,USAA-Integrity,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLLMNCyH979JVPFFU8HZRV%2f9vtP2Hpb5AU08cHsvWFlgO5%2f5mc7uBQzNyfb21QY+xx,,,,,
rmapi.usaa.com,Page Currently Unavailable | USAA,498,2955,rmapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rmapi.usaa.com,443,https://rmapi.usaa.com:443,https,USAA-Service,text/html,GET,23.208.148.202,/,297766502,23.208.148.202,100,False,HSTS,,,,,,,
rmcontentapi.usaa.com,"System Error
	      | USAA",200,44196,rmcontentapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rmcontentapi.usaa.com,443,https://rmcontentapi.usaa.com:443,https,USAA-Integrity,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,165,False,HSTS,,,,,,,
rmobile.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rmobile.usaa.com:443,https,USAA-Service,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLrRV5rxC2fBgvgtv1oucouU5Y+SgH1Z9d0go5NPS5EjffN1kNw+OhzVfNAHwUCvSk,,,,,
rmobileapps.usaa.com,Page Currently Unavailable | USAA,498,3015,rmobileapps.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rmobileapps.usaa.com,80,http://rmobileapps.usaa.com:80,http,USAA-Service,text/html,GET,23.201.246.213,/,-1028542922,23.201.246.213,100,False,HSTS,,https://rmobileapps.usaa.com/,,,,,
rmstatic.usaa.com,"System Error
	      | USAA",200,44196,rmstatic.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rmstatic.usaa.com,443,https://rmstatic.usaa.com:443,https,USAA-Integrity,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,165,False,HSTS,,,,,,,
rmvt.usaa.com,"System Error
	      | USAA",200,44190,rmvt.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rmvt.usaa.com,443,https://rmvt.usaa.com:443,https,AkamaiNetStorage,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,165,False,HSTS,,,,,,,
rnvoice.usaa.com,"System Error
	      | USAA",200,44195,rnvoice.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rnvoice.usaa.com,443,https://rnvoice.usaa.com:443,https,USAA-Integrity,text/html,GET,23.1.106.47,/,-485427770,23.1.106.47,165,False,HSTS,,,,,,,
rs.usaa.com,Business and Partner Access | USAA,200,4001,aksvc.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,aksvc.usaa.com,443,https://rs.usaa.com:443,https,USAA-Service,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,87,False,HSTS,,https://aksvc.usaa.com/akamailogin/login.html?orgurl=LOGURLCvIkG1lr3+KhH%2fChWoV8FOY36MyTQNcoGSCH451OEbMjWokOeUzO96psaOrFAHYm,,,,,
rstatic.usaa.com,"System Error
	      | USAA",200,44196,rstatic.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rstatic.usaa.com,80,http://rstatic.usaa.com:80,http,USAA-Integrity,text/html,GET,23.208.148.202,/,-485427770,23.208.148.202,165,False,HSTS,,https://rstatic.usaa.com/serverbusy/eserverbusy403.html?RuleID=&AKGHOSTSERVICE=2.16.240.140&AKGHOSTIP=23.208.148.202&AKREQUESTID=3f6aef40&AKURL=/,,,,,
rvlagg.usaa.com,"System Error
	      | USAA",200,44196,rvlagg.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rvlagg.usaa.com,443,https://rvlagg.usaa.com:443,https,USAA-Integrity,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,165,False,HSTS,,,,,,,
rvlapi.usaa.com,"System Error
	      | USAA",200,44196,rvlapi.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-04-25T23:59:59Z,"CN=rmobileapps.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rmobileapps.usaa.com,United Services Automobile Association,test-shops.usaa360.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5144e5fb41d00fcbcb07a414a159bf33,28229593a2e3b3d8d62d965e466c3fd22ac8a3b4717b45c289c0b5ad72de925e,ctls,rvlapi.usaa.com,443,https://rvlapi.usaa.com:443,https,USAA-Integrity,text/html,GET,23.201.246.213,/,-485427770,23.201.246.213,165,False,HSTS,,,,,,,
rwww.partners.usaa.com,Access Denied,403,276,rwww.partners.usaa.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2023-11-23T23:59:59Z,"CN=rwww.usaa.com, O=United Services Automobile Association, L=San Antonio, ST=Texas, C=US, serialNumber=1447376, businessCategory=Private Organization, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionCountry=US",rwww.usaa.com,United Services Automobile Association,rmapi-a.usaa.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8703d086a65c009842328ed10ad5dc95,fe772e5ce9d92e9309e48ea266adc8cc7ed5d1fe04539b40c0214ad014804de4,ctls,rwww.partners.usaa.com,443,https://rwww.partners.usaa.com:443,https,AkamaiGHost,text/html,GET,23.208.148.202,/,923494317,23.208.148.202,10,False,HSTS,,,,,,,
