input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_self_signed,tls_subject_org_,cdn_name,cdn,tls_expired
addirector-ui-staging-cloud-europewest1.dmxleo.com,403 Forbidden,403,146,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.235.128.0/19,addirector-ui-staging-cloud-europewest1.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T00:00:00Z,2023-07-13T23:59:59Z,CN=public-staging-leo-addirector-ui.dmxleo.com,public-staging-leo-addirector-ui.dmxleo.com,addirector-ui-staging-cloud-europewest1.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,ea2f22e5715c32c175c1efb88594e89c,91bdbd4b68c408ec5b518c817113bafb7e32b6e2734f1873e1129c32f2d22096,ctls,addirector-ui-staging-cloud-europewest1.dmxleo.com,443,https://addirector-ui-staging-cloud-europewest1.dmxleo.com:443,https,,text/html,GET,35.233.16.81,/,-1561873722,,35.233.16.81,HSTS,8,False,,,,,,google,True,
advertising.dailymotion.com,Dailymotion for Advertisers – Great ads deserve great content,200,220280,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,188.65.120.0/21,advertisers.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-18T00:00:00Z,2023-06-16T23:59:59Z,CN=advertisers.dailymotion.com,advertisers.dailymotion.com,www.dailymotionadvertising.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,d6fe01d7f761122b049059ce8b0be403,244c45b421b90f670bc1fed79cda0b8b96192a85f8eb7bcde038a58aa8bcef28,ctls,advertisers.dailymotion.com,443,https://advertising.dailymotion.com:443,https,,text/html,GET,188.65.124.90,/,1400435693,https://advertisers.dailymotion.com/en/,188.65.124.90,WordPress,1579,False,,,https://pagead2.googlesyndication.com,,,,,
ae-prod-onprem-dc3.dmxleo.com,,200,2,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,188.65.120.0/21,ae-prod-onprem-dc3.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2023-06-11T23:59:59Z,CN=ae.dmxleo.com,ae.dmxleo.com,ae-prod-onprem-dc3.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,1f5260a8945be68fe5901d72ed185479,c5d837791038602a8262f43485506332b6219fd6f32d7c627abc2e64a77d06fa,ctls,ae-prod-onprem-dc3.dmxleo.com,443,https://ae-prod-onprem-dc3.dmxleo.com:443,https,,text/plain,GET,188.65.124.65,/,-138391155,,188.65.124.65,HSTS,1,False,,,,,,,,
ae-prod-onprem-ix7.dmxleo.com,,200,2,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,188.65.120.0/21,ae-prod-onprem-ix7.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2023-07-16T23:59:59Z,CN=ae.dmxleo.com,ae.dmxleo.com,ae-prod-onprem-ix7.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,16576b036dbdda35d954c88a6bd9aa91,897be4ed21e8326c63aa4e3f9367609a70dbda5014fb2f35a9babf92ec771401,ctls,ae-prod-onprem-ix7.dmxleo.com,443,https://ae-prod-onprem-ix7.dmxleo.com:443,https,,text/plain,GET,188.65.124.66,/,-138391155,,188.65.124.66,HSTS,1,False,,,,,,,,
ae-prod-onprem-nyc.dmxleo.com,,200,2,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,198.54.200.0/23,ae-prod-onprem-nyc.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2023-06-20T23:59:59Z,CN=ae.dmxleo.com,ae.dmxleo.com,ae-prod-onprem-nyc.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,28b418c43d54f823e46a526748618f73,85450dd098dbafa12f28082495f49b2bf6026bffc38131cd2c2de3527747b535,ctls,ae-prod-onprem-nyc.dmxleo.com,443,https://ae-prod-onprem-nyc.dmxleo.com:443,https,,text/plain,GET,198.54.201.131,/,-138391155,,198.54.201.131,HSTS,1,False,,,,,,,,
ae-prod-onprem-sg1.dmxleo.com,,200,2,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ae-prod-onprem-sg1.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-07-24T23:59:59Z,CN=ae.dmxleo.com,ae.dmxleo.com,ae-prod-onprem-sg1.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,89fd55b1ae8e897685c19172b5ae6148,6f8b09cd52963ad9549adf6414d7d2a7f2321876cf462b9486abe1e5246fa012,ctls,ae-prod-onprem-sg1.dmxleo.com,443,https://ae-prod-onprem-sg1.dmxleo.com:443,https,,text/plain,GET,103.195.32.131,/,-138391155,,103.195.32.131,HSTS,1,False,,,,,,,,
ae-prod-onprem-sv4.dmxleo.com,,200,2,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,198.54.200.0/23,ae-prod-onprem-sv4.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T00:00:00Z,2023-07-14T23:59:59Z,CN=ae.dmxleo.com,ae.dmxleo.com,ae-prod-onprem-sv4.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,96f691baf40b59fa1705226380ace177,1285d7c77e32fe17b1ebe086964689166f2f9621df450e64bb3358db54a1cd3b,ctls,ae-prod-onprem-sv4.dmxleo.com,443,https://ae-prod-onprem-sv4.dmxleo.com:443,https,,text/plain,GET,198.54.200.131,/,-138391155,,198.54.200.131,HSTS,1,False,,,,,,,,
ae-staging-cloud-europewest1.dmxleo.com,403 Forbidden,403,548,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.235.128.0/19,ae-staging-cloud-europewest1.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T00:00:00Z,2023-07-13T23:59:59Z,CN=public-staging-adevents.dmxleo.com,public-staging-adevents.dmxleo.com,public-staging-adevents-europewest1.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,ab616e81145084010403b7f2b31960b5,45808cd9515cfc5e9f1846bfdc14046b367b55ecc61c2a58b985cc31784bcbff,ctls,ae-staging-cloud-europewest1.dmxleo.com,443,https://ae-staging-cloud-europewest1.dmxleo.com:443,https,,text/html,GET,35.233.16.81,/,586998417,,35.233.16.81,HSTS,14,False,,,,,,google,True,
ae-staging-onprem-ix7.dmxleo.com,403 Forbidden,403,548,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,188.65.120.0/21,ae-staging-onprem-ix7.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2023-05-14T23:59:59Z,CN=public-staging-adevents.dmxleo.com,public-staging-adevents.dmxleo.com,public-staging-adevents-europewest1.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,fa59cc139385eb6787d00732571fe734,d37a1e314617264938912c8bf4fd42841ea8f3bd80cf504649feaba7cf1d4bff,ctls,ae-staging-onprem-ix7.dmxleo.com,443,https://ae-staging-onprem-ix7.dmxleo.com:443,https,,text/html,GET,188.65.124.67,/,586998417,,188.65.124.67,HSTS,14,False,,,,,,,,
ae.dmxleo.com,,200,2,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,188.65.120.0/21,ae.dmxleo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2023-07-16T23:59:59Z,CN=ae.dmxleo.com,ae.dmxleo.com,ae-prod-onprem-ix7.dmxleo.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,16576b036dbdda35d954c88a6bd9aa91,897be4ed21e8326c63aa4e3f9367609a70dbda5014fb2f35a9babf92ec771401,ctls,ae.dmxleo.com,443,https://ae.dmxleo.com:443,https,,text/plain,GET,188.65.124.66,/,-138391155,,188.65.124.66,HSTS,1,False,,,,,,,,
airflow.data-kub.gcp.dailymotion.com,403 Forbidden,403,548,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.227.128.0/18,airflow.data-kub.gcp.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T06:51:24Z,2023-08-04T06:51:23Z,CN=airflow.data-kub.gcp.dailymotion.com,airflow.data-kub.gcp.dailymotion.com,airflow.data-kub.gcp.dailymotion.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a75bc4d53c2e20a8c0c3f07ece770eb8,ed48974c73d35bc87332d3464cdd53a03c1ed613f5a5feda987b50fbbc686940,ctls,airflow.data-kub.gcp.dailymotion.com,80,http://airflow.data-kub.gcp.dailymotion.com:80,http,,text/html,GET,35.224.156.142,/,,https://airflow.data-kub.gcp.dailymotion.com,35.224.156.142,HSTS,14,False,,,,,,google,True,
airflow.data-kub.stage.gcp.dailymotion.com,403 Forbidden,403,146,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.227.128.0/18,airflow.data-kub.stage.gcp.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T06:03:56Z,2023-08-04T06:03:55Z,CN=airflow.data-kub.stage.gcp.dailymotion.com,airflow.data-kub.stage.gcp.dailymotion.com,airflow.data-kub.stage.gcp.dailymotion.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ae23824887b7e7f8fd3511e94bed587c,419bd29f15ee4025af8c00a134005d0894217b9771a458515489a3f8274e6ff5,ctls,airflow.data-kub.stage.gcp.dailymotion.com,443,https://airflow.data-kub.stage.gcp.dailymotion.com:443,https,,text/html,GET,35.225.21.201,/,-1561873722,,35.225.21.201,HSTS,8,False,,,,,,google,True,
alice.preprod.dailymotion.com,,401,,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,alice.preprod.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2023-07-16T23:59:59Z,CN=*.preprod.dailymotion.com,*.preprod.dailymotion.com,*.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,ffd1a988792a4abc1202864dc433c602,49ee21bbadc5975e44e3b5f51c1e9309c8b1c3f3ba7385144ff8ade2b5435195,ctls,alice.preprod.dailymotion.com,443,https://alice.preprod.dailymotion.com:443,https,,text/html,GET,195.8.215.142,/,-1840324437,,195.8.215.142,Basic,1,False,,True,,,,,,
am-02.dc3.dailymotion.com,,200,,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,am-02.dc3.dailymotion.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-25T00:00:00Z,2023-06-23T23:59:59Z,CN=am-01.dc3.dailymotion.com,am-01.dc3.dailymotion.com,am-02.ix7.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,e56c00365b13b9c205687f7eb533aff4,e9ab354f39ea72baf619ad8ff0ca7d8163eb470b156094b27e826bc1cb42e70c,ctls,am-02.dc3.dailymotion.com,443,https://am-02.dc3.dailymotion.com:443,https,,,GET,195.8.215.246,/,-1840324437,,195.8.215.246,,1,False,,,,,,,,
api-beta.stage-04.dailymotion.com,,401,,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api-beta.stage-04.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2023-06-23T23:59:59Z,CN=*.dailymotion.com,*.dailymotion.com,dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,8783e5a30b1fbffe558a21494002925b,95fee5e205f6b2371b98bc9a9f124c7053e2a08e6967f8bcc7963f69bf33dfe4,ctls,api-beta.stage-04.dailymotion.com,80,http://api-beta.stage-04.dailymotion.com:80,http,,text/html,GET,195.8.215.140,/,-1840324437,https://api-beta.stage-04.dailymotion.com/,195.8.215.140,Basic,1,False,True,True,,,,,,
api-internal.preprod.dailymotion.com,,401,,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api-internal.preprod.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2023-07-16T23:59:59Z,CN=*.preprod.dailymotion.com,*.preprod.dailymotion.com,*.dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,ffd1a988792a4abc1202864dc433c602,49ee21bbadc5975e44e3b5f51c1e9309c8b1c3f3ba7385144ff8ade2b5435195,ctls,api-internal.preprod.dailymotion.com,80,http://api-internal.preprod.dailymotion.com:80,http,,text/html,GET,195.8.215.142,/,-1840324437,https://api-internal.preprod.dailymotion.com/,195.8.215.142,Basic,1,False,,True,,,,,,
api-ix7.dailymotion.com,,200,145,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api-ix7.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2023-06-23T23:59:59Z,CN=*.dailymotion.com,*.dailymotion.com,dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,8783e5a30b1fbffe558a21494002925b,95fee5e205f6b2371b98bc9a9f124c7053e2a08e6967f8bcc7963f69bf33dfe4,ctls,api-ix7.dailymotion.com,443,https://api-ix7.dailymotion.com:443,https,DMS/1.0.42,application/json,GET,195.8.215.159,/,803945782,,195.8.215.159,,1,False,,True,https://www.dailymotion.com/content_security_policy_report_uri,,,,,
api-origin.dmcdn.net,403 Forbidden,403,580,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api-origin.dmcdn.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2023-06-11T23:59:59Z,CN=*.dmcdn.net,*.dmcdn.net,*.dmcdn.net,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,0b5c077129ecb898bbc25223daafbb66,acbfec48a23fe477eae8f439e3dd306e98ab76bd3d7baecefbabd91691f3ea30,ctls,api-origin.dmcdn.net,443,https://api-origin.dmcdn.net:443,https,DMS/1.0.42,text/html,GET,195.8.215.150,/,-1089532742,,195.8.215.150,HSTS,14,False,,True,,,,,,
api-stage-03.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api-stage-03.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2023-06-23T23:59:59Z,CN=*.dailymotion.com,*.dailymotion.com,dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,8783e5a30b1fbffe558a21494002925b,95fee5e205f6b2371b98bc9a9f124c7053e2a08e6967f8bcc7963f69bf33dfe4,ctls,api-stage-03.dailymotion.com,443,https://api-stage-03.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,True,,,,,,
api-stage-04.dailymotion.com,,403,16,AS41690,"DAILYMOTION For peering related business, please mail peering@dailymotion.com",FR,195.8.214.0/23,api-stage-04.dailymotion.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2023-06-23T23:59:59Z,CN=*.dailymotion.com,*.dailymotion.com,dailymotion.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,8783e5a30b1fbffe558a21494002925b,95fee5e205f6b2371b98bc9a9f124c7053e2a08e6967f8bcc7963f69bf33dfe4,ctls,api-stage-04.dailymotion.com,443,https://api-stage-04.dailymotion.com:443,https,,text/plain,GET,195.8.215.129,/,1721631795,,195.8.215.129,,1,False,,True,,,,,,
